group	cell	round	ratio	rotate_log	legacy_log
real	real_s4	12	0.9629560139310716	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r12.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r12.log
real	real_s4	13	0.9624179174484052	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r13.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r13.log
real	real_s4	14	0.9606888805690752	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r14.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r14.log
real	real_s4	15	0.9636022514071295	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r15.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r15.log
real	real_s4	16	0.9631286748342665	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r16.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r16.log
real	real_s4	17	0.963250469043152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r17.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r17.log
real	real_s4	18	0.9629777023468133	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r18.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r18.log
real	real_s4	19	0.9633442776735461	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r19.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r19.log
real	real_s4	20	0.9650900900900901	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r20.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r20.log
real	real_s4	21	0.9635455738934734	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r21.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r21.log
real	real_s4	22	0.9632408102025506	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r22.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r22.log
real	real_s4	23	0.9618510105149761	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r23.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r23.log
real	real_s4	24	0.9617547806524184	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/rotate__full/r24.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s4/measure/legacy_grid_stride__full/r24.log
real	real_s128	0	0.967151369350876	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r0.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r0.log
real	real_s128	1	1.022988054071047	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r1.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r1.log
real	real_s128	2	0.9677302594943759	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r2.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r2.log
real	real_s128	3	1.0241848720505804	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r3.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r3.log
real	real_s128	4	0.9654055659178011	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r4.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r4.log
real	real_s128	5	0.9978664544308228	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r5.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r5.log
real	real_s128	6	0.9673382230062205	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r6.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r6.log
real	real_s128	7	0.9184691099185015	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r7.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r7.log
real	real_s128	8	0.9669027987457903	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r8.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r8.log
real	real_s128	9	0.966163703050281	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r9.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r9.log
real	real_s128	10	0.9678012537729277	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r10.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r10.log
real	real_s128	11	0.9735307312696276	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r11.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r11.log
real	real_s128	12	0.9482190960790182	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r12.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r12.log
real	real_s128	13	0.9674790336945228	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r13.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r13.log
real	real_s128	14	1.024041058887088	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r14.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r14.log
real	real_s128	15	1.0231450534759359	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r15.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r15.log
real	real_s128	16	0.9739946092651502	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r16.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r16.log
real	real_s128	17	1.0247088448221593	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r17.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r17.log
real	real_s128	18	1.0235700817096165	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r18.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r18.log
real	real_s128	19	0.9736081906970345	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r19.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r19.log
real	real_s128	20	0.9717336683417085	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r20.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r20.log
real	real_s128	21	0.9868161842703441	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r21.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r21.log
real	real_s128	22	0.948033223482526	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r22.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r22.log
real	real_s128	23	0.9473417261195565	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r23.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r23.log
real	real_s128	24	0.9659477130235875	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/rotate__full/r24.log	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/legacy_grid_stride__full/r24.log
