cell	config	selected	previous	l2_ms	l2_ms_lo	l2_ms_hi	wait_ms	wait_ms_lo	wait_ms_hi	notify_ms	notify_ms_lo	notify_ms_hi	barrier_ms	barrier_ms_lo	barrier_ms_hi	fence_ms	fence_ms_lo	fence_ms_hi	protocol_ms	protocol_ms_lo	protocol_ms_hi	protocol_barrier	protocol_barrier_lo	protocol_barrier_hi	l2_l1	l2_l1_lo	l2_l1_hi	relative_previous	relative_previous_lo	relative_previous_hi	relative_selected	relative_selected_lo	relative_selected_hi	relative_legacy	relative_legacy_lo	relative_legacy_hi	nonpositive_barrier_pairs	zero_barrier_pairs	cp_ns	queue_lb_ns	floor_ns	measured_floor	trace
gqa2_s4	wavefront	wavefront	wavefront	0.140288	0.139264	0.14112	0.041728	0.040128	0.04300799999999999	0.026720000000000008	0.025055999999999995	0.027648000000000006	0.07168	0.070656	0.07174399999999999	0.023552000000000003	0.022751999999999994	0.024480000000000002	0.06873600000000002	0.067648	0.069632	0.9674502712477397	0.9483443708609274	0.9821428571428573	0.7132628152969893	0.7103737113402062	0.7150259067357513	1.0	1.0	1.0	1.0	1.0	1.0	0.7445652173913043	0.7403716216216216	0.7561181434599156	0	0	82944	75776.0	82944	1.691358024691358	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/wavefront__full/dump
gqa2_s4	eft	wavefront	wavefront	0.146432	0.146432	0.147296	0.043328000000000005	0.04198400000000001	0.044032	0.029696	0.028672000000000003	0.030495999999999995	0.071392	0.07039999999999999	0.07161599999999999	0.024576	0.023744	0.025695999999999997	0.072704	0.072384	0.07347200000000001	1.02536231884058	1.0147058823529413	1.042857142857143	0.7482096354166667	0.7449129090021163	0.75	1.049965776865161	1.0428441203281678	1.052154195011338	1.049965776865161	1.0428441203281678	1.052154195011338	0.7773648648648649	0.7737571863375042	0.7940021420921098	0	0	83968	79872.0	83968	1.7439024390243902	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/eft__full/dump
gqa2_s4	rotate	wavefront	wavefront	0.142336	0.141408	0.143232	0.091136	0.09107199999999999	0.09132800000000002	0.008191999999999998	0.007968000000000003	0.008447999999999997	0.07168000000000001	0.07078400000000001	0.072512	0.020575999999999983	0.01974400000000001	0.02083199999999999	0.09942400000000001	0.09859199999999999	0.100192	1.383936451897617	1.3753315649867373	1.393829401088929	0.7239583333333333	0.7206740116655864	0.72730199613651	1.0145985401459854	1.008482142857143	1.0220588235294117	1.0145985401459854	1.008482142857143	1.0220588235294117	0.7567567567567567	0.7540983606557377	0.7622909275215409	0	0	79872	41984.0	79872	1.7820512820512822	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/rotate__full/dump
gqa2_s4	chain	wavefront	wavefront	0.150528	0.149504	0.152576	0.09833599999999998	0.098144	0.09936	0.009216000000000002	0.008704000000000003	0.010015999999999997	0.07168	0.070816	0.07273600000000001	0.024480000000000002	0.02355199999999999	0.025599999999999984	0.10832	0.1072	0.109216	1.5142857142857142	1.4905821917808217	1.527826086956522	0.768041237113402	0.7646481178396072	0.7706748664832497	1.0735294117647058	1.0714285714285714	1.0811791383219955	1.0735294117647058	1.0714285714285714	1.0811791383219955	0.8036415565869331	0.7954007439972945	0.8152173913043478	0	0	80896	43008.0	80896	1.860759493670886	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/chain__full/dump
gqa2_s4	legacy_grid_stride	wavefront	wavefront	0.188416	0.180096	0.189248	0.06656	0.052288	0.06758399999999999	0.03276799999999999	0.03164800000000001	0.033792	0.07056	0.06656000000000001	0.07158400000000001	0.045824000000000004	0.033664	0.0464	0.098592	0.087936	0.099328	1.4039855072463765	1.3789473684210525	1.43125	0.9637305699481865	0.962859947643979	0.9666666666666666	1.343065693430657	1.322544642857143	1.35067305498517	1.343065693430657	1.322544642857143	1.35067305498517	1.0	1.0	1.0	0	0	81920	104448.0	104448.0	1.803921568627451	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/legacy_grid_stride__full/dump
gqa2_s4	balanced	wavefront	wavefront	0.786368	0.785088	0.787456	0.612352	0.611328	0.614496	0.036704000000000014	0.03507199999999999	0.037024	0.054272	0.05388799999999999	0.05523199999999999	0.13404799999999994	0.132096	0.13712000000000002	0.649216	0.6473279999999999	0.6512	11.942974720752503	11.790266512166863	12.04260355029586	4.376361364042135	4.363151342699626	4.385830965909091	5.6007292616226065	5.579710144927536	5.634942528735633	5.6007292616226065	5.579710144927536	5.634942528735633	4.163043478260869	4.155563070679743	4.439306358381503	0	0	74752	121856.0	121856.0	6.453256302521009	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/balanced__full/dump
gqa2_s4	protocol_off	wavefront	wavefront	0.15584	0.155648	0.157696	0.032928	0.03263999999999999	0.033792	0.047392000000000004	0.04591999999999999	0.048288	0.08044799999999999	0.079872	0.08143999999999998	0.016544000000000003	0.016160000000000008	0.01763200000000001	0.08006400000000001	0.07964800000000001	0.080896	0.9952700039416634	0.98828125	1.0000000000000002	0.759344362745098	0.7574257425742574	0.7607276119402985	1.1160386029411766	1.1071428571428572	1.1176470588235294	1.1160386029411766	1.1071428571428572	1.1176470588235294	0.8306010928961749	0.8252377717391304	0.8625490896108533	0	0	79872	73728.0	79872	1.951121794871795	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/protocol_off__full/dump
gqa2_s4	c1	wavefront	wavefront	0.139616	0.139264	0.140288	0.04089599999999999	0.040128	0.041983999999999994	0.02736000000000001	0.02643200000000001	0.027648000000000006	0.07161599999999999	0.07097600000000001	0.07190400000000001	0.023295999999999997	0.022527999999999992	0.02438399999999999	0.067936	0.066816	0.068608	0.9571045576407508	0.932142857142857	0.9673913043478259	0.7101236979166666	0.708679368181078	0.717948717948718	0.999776835527784	0.9927007299270073	1.0059742647058822	0.999776835527784	0.9927007299270073	1.0059742647058822	0.743546195652174	0.7377717391304347	0.7586206896551725	0	0	81920	77824.0	81920	1.704296875	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/c1__full/dump
gqa2_s4	c2	wavefront	c1	0.139264	0.139264	0.139968	0.04089599999999999	0.039936	0.040959999999999996	0.027647999999999992	0.026623999999999995	0.027775999999999995	0.07168	0.070656	0.071712	0.022527999999999992	0.022432000000000007	0.023552000000000003	0.067584	0.0664	0.068608	0.9565217391304347	0.9428571428571428	0.9862005519779209	0.7092568448500652	0.7083333333333333	0.7132161458333333	1.0	0.9924242424242424	1.0011423349326023	0.9974724264705883	0.9869981751824818	1.0004597701149427	0.7391304347826086	0.736129905277402	0.7611814345991562	0	0	81920	73728.0	81920	1.7	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/c2__full/dump
gqa2_s4	c3	wavefront	c2	0.140064	0.139264	0.140448	0.040959999999999996	0.04060799999999999	0.041887999999999995	0.026943999999999996	0.026431999999999997	0.027999999999999997	0.070656	0.069632	0.07168	0.023391999999999996	0.022527999999999992	0.024480000000000016	0.06799999999999999	0.06748799999999999	0.069632	0.9731818181818181	0.9428571428571431	0.9892617449664429	0.7113402061855669	0.7087679269882659	0.7130533854166667	1.0025339783460032	0.9993106617647058	1.0073529411764706	1.0	0.9927007299270073	1.0006696428571429	0.7405405405405405	0.7358809604328711	0.7568846088866362	0	0	82944	77824.0	82944	1.6886574074074074	docs/experiments/REBASE/bounded_raw/gqa2_s4/trace/c3__full/dump
gqa2_s128	eft	eft	eft	0.319488	0.31744	0.321536	0.09222399999999997	0.090112	0.09321600000000002	0.023552000000000017	0.023391999999999996	0.024447999999999998	0.09936000000000003	0.09536	0.10127999999999998	0.030399999999999983	0.027648000000000006	0.030944000000000027	0.11580800000000002	0.11452799999999999	0.11673599999999998	1.165703275529865	1.154019534184823	1.1752577319587623	0.9489931610942249	0.9485084552536576	0.950920245398773	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9542338709677419	1.0092406588991563	0	0	203776	209920.0	209920.0	1.5219512195121951	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/eft__full/dump
gqa2_s128	wavefront	eft	eft	0.303104	0.30208	0.305152	0.08799999999999997	0.08684799999999998	0.08895999999999998	0.023552000000000017	0.022527999999999992	0.024288000000000004	0.100352	0.09964799999999999	0.10121599999999997	0.029696	0.02867200000000003	0.03283199999999997	0.11152000000000001	0.11059199999999997	0.11359999999999998	1.112244897959184	1.0990099009900993	1.1354205960015085	0.8996960486322189	0.899390243902439	0.9015815548780487	0.9515224358974359	0.948671679197995	0.965309805494285	0.9515224358974359	0.948671679197995	0.965309805494285	0.9539314516129032	0.9487437185929648	0.9551282051282051	0	0	188416	197632.0	197632.0	1.5336787564766838	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/wavefront__full/dump
gqa2_s128	rotate	eft	eft	0.335872	0.334848	0.335904	0.12902399999999997	0.127296	0.129088	0.01785600000000001	0.017408000000000007	0.018720000000000014	0.103104	0.10051200000000002	0.12185599999999999	0.026656000000000013	0.025599999999999956	0.027872000000000008	0.14655999999999997	0.14563199999999998	0.14745599999999998	1.3684570646595966	1.21796218487395	1.4353268428372745	0.9936378311651314	0.9879518072289157	0.9939577039274923	1.0511182108626196	1.0354113237324916	1.0541401273885351	1.0511182108626196	1.0354113237324916	1.0541401273885351	1.0480769230769231	1.0280241935483871	1.0580645161290323	0	0	201728	178176.0	201728	1.6649746192893402	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/rotate__full/dump
gqa2_s128	legacy_grid_stride	eft	eft	0.3184	0.31744	0.320512	0.07689599999999999	0.07577600000000001	0.09126399999999998	0.03270400000000001	0.03107199999999999	0.049152	0.09113600000000002	0.09020799999999998	0.09129600000000002	0.035040000000000016	0.03088000000000002	0.036992000000000025	0.125952	0.11657600000000001	0.1272	1.3903052064631956	1.2791432584269662	1.460674157303371	1.0338614476545511	1.0333333333333334	1.039366841401994	1.0	0.990843949044586	1.0479611240228184	1.0	0.990843949044586	1.0479611240228184	1.0	1.0	1.0	0	0	191488	225280.0	225280.0	1.4133522727272727	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/legacy_grid_stride__full/dump
gqa2_s128	chain	eft	eft	0.342016	0.324608	0.342784	0.13721599999999998	0.12595199999999998	0.140192	0.013343999999999995	0.00816	0.017408000000000007	0.09888	0.08294399999999999	0.10035200000000002	0.040959999999999996	0.030911999999999995	0.05708800000000003	0.15257600000000002	0.135168	0.15430400000000002	1.5862840104360794	1.539738270028726	1.6367363673636741	1.018578506097561	1.0172348484848486	1.0212765957446808	1.071186440677966	1.0541259982253772	1.073482428115016	1.071186440677966	1.0541259982253772	1.073482428115016	1.023124874321335	1.0	1.0766773162939296	0	0	201728	187392.0	201728	1.6954314720812182	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/chain__full/dump
gqa2_s128	balanced	eft	eft	2.192384	2.188288	2.248736	1.538144	1.5346879999999998	1.595744	0.023903999999999925	0.023552000000000017	0.024576000000000042	0.07078399999999999	0.069888	0.07680000000000001	-0.0041599999999997195	-0.011263999999999719	0.03376000000000001	1.5646720000000003	1.5573759999999996	1.61872	22.117860380779696	21.32876712328767	22.39835164835165	7.124075424523388	7.114457831325301	7.1480263157894735	6.928226363008973	6.844560104093684	7.247457627118644	6.928226363008973	6.844560104093684	7.247457627118644	6.8949863815192165	6.861736334405144	7.083971774193548	0	0	163840	611328.0	611328.0	3.5862646566164154	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/balanced__full/dump
gqa2_s128	protocol_off	eft	eft	0.334688	0.309248	0.335808	0.07596800000000004	0.05222400000000005	0.07680000000000003	0.051199999999999996	0.05017599999999997	0.05219199999999999	0.10547199999999998	0.08710399999999999	0.10649600000000001	0.02339199999999997	-0.002944000000000002	0.024384000000000017	0.12716799999999998	0.11878399999999997	0.128	1.2005363528009532	1.1935610522182958	1.2161751292186074	0.9761194029850745	0.9687184661957617	0.9782649253731343	1.038469126060367	1.0169491525423728	1.0477707006369426	1.038469126060367	1.0169491525423728	1.0477707006369426	1.0488638648702997	0.9580645161290323	1.0543346774193547	0	0	183296	185344.0	185344.0	1.8057665745856353	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/protocol_off__full/dump
gqa2_s128	c1	eft	eft	0.316416	0.316288	0.319488	0.09215999999999996	0.09136	0.09334399999999998	0.020704	0.019648	0.021503999999999995	0.10031999999999999	0.099328	0.10108800000000001	0.027487999999999957	0.026656000000000013	0.029696	0.113536	0.11263999999999999	0.113728	1.1330143540669857	1.124043367346939	1.1425583827117458	0.9406633435582822	0.9395645645645645	0.9420731707317073	0.990675756968117	0.9872204472843449	1.0063694267515924	0.990675756968117	0.9872204472843449	1.0063694267515924	0.996774193548387	0.974763406940063	0.9996006389776357	0	0	202752	209920.0	209920.0	1.5073170731707317	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/c1__full/dump
gqa2_s128	c2	eft	c1	0.31744	0.31648	0.318464	0.09231999999999999	0.09158400000000003	0.09318399999999999	0.021439999999999987	0.020544000000000007	0.022272000000000014	0.10035199999999997	0.099552	0.10067199999999998	0.02867200000000003	0.027615999999999974	0.03379199999999999	0.11382399999999998	0.11263999999999996	0.11465599999999998	1.1421351863550226	1.127659574468085	1.1482530689329555	0.9423387479813812	0.9411764705882353	0.9433962264150944	1.000404694455686	0.9968968968968969	1.0033373786407767	0.9935897435897436	0.9898162939297124	0.9968152866242039	0.9968850482315111	0.9773264984227128	1.0	0	0	201728	207872.0	207872.0	1.5270935960591132	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/c2__full/dump
gqa2_s128	c3	eft	c2	0.317408	0.316416	0.31744	0.092448	0.09123200000000001	0.093216	0.021503999999999995	0.020447999999999994	0.021536	0.10035200000000002	0.09923199999999999	0.101216	0.02774399999999999	0.02662399999999998	0.028671999999999975	0.11366399999999999	0.11161599999999997	0.11465599999999998	1.1379529561347745	1.1313545942532373	1.1474975140868409	0.9422492401215806	0.9420731707317073	0.9426073736221968	1.0	0.9968051118210862	1.0032362459546926	0.9945859234008422	0.9875199680511182	1.0095541401273886	0.9934895833333334	0.9709677419354839	1.0	0	0	205824	208896.0	208896.0	1.5194546568627452	docs/experiments/REBASE/bounded_raw/gqa2_s128/trace/c3__full/dump
