slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
48	13	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1275	0	6495	159	30	129	7929	elementwise	0	1275	0	6495	159
49	14	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2120	1022	18052	2200	2070	130	23394	gemm	0	2120	3866	15208	2200
50	15	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1241	0	2790	1812	1680	132	5843	rmsnorm	8	1241	89	2701	1812
51	17	2	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2118	1016	9268	1696	1404	292	14098	gemm	0	2118	2569	7715	1696
52	20	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1247	0	1530	159	30	129	2936	rope	0	1247	0	1530	159
53	21	2	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1085	0	957	160	30	130	2202	kvappend	0	1085	0	957	160
54	23	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1638	0	8064	159	30	129	9861	attention	2	1638	52	8012	159
55	24	2	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2135	1042	9352	1474	1344	130	14003	gemm	0	2135	2571	7823	1474
56	25	2	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1294	0	2769	1964	1833	131	6027	rmsnorm	8	1294	89	2680	1964
57	26	2	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2138	1001	9324	1339	1208	131	13802	gemm	0	2138	2809	7516	1339
58	28	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1279	0	6240	159	30	129	7678	elementwise	0	1279	0	6240	159
59	29	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2139	1040	18107	1946	1816	130	23232	gemm	0	2139	3866	15281	1946
60	0	3	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1282	0	2716	1808	1677	131	5806	rmsnorm	8	1282	89	2627	1808
61	2	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2038	1013	9280	1198	923	275	13529	gemm	0	2038	2221	8072	1198
62	5	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1194	0	1489	159	30	129	2842	rope	0	1194	0	1489	159
63	6	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1064	0	919	159	30	129	2142	kvappend	0	1064	0	919	159
64	8	3	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1591	0	7829	159	30	129	9579	attention	2	1591	52	7777	159
65	9	3	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2049	988	9302	1688	1559	129	14027	gemm	0	2049	2278	8012	1688
66	10	3	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1194	0	2704	1792	1661	131	5690	rmsnorm	8	1194	89	2615	1792
67	11	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2039	980	9330	1052	920	132	13401	gemm	0	2039	2269	8041	1052
68	13	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1218	0	5960	164	30	134	7342	elementwise	0	1218	0	5960	164
69	14	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2050	986	18071	2122	1992	130	23229	gemm	0	2050	3814	15243	2122
70	15	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1205	0	2705	1766	1635	131	5676	rmsnorm	8	1205	89	2616	1766
71	17	3	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2045	1018	9229	1638	1366	272	13930	gemm	0	2045	2423	7824	1638
72	20	3	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1192	0	1476	159	30	129	2827	rope	0	1192	0	1476	159
73	21	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1056	0	1153	159	30	129	2368	kvappend	0	1056	0	1153	159
74	23	3	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1587	0	7871	160	30	130	9618	attention	2	1587	52	7819	160
75	24	3	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2058	984	9350	1453	1323	130	13845	gemm	0	2058	2347	7987	1453
76	25	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1271	0	2712	1992	1861	131	5975	rmsnorm	8	1271	89	2623	1992
77	26	3	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2075	994	9382	1303	1172	131	13754	gemm	0	2075	2382	7994	1303
78	28	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1234	0	6007	160	30	130	7401	elementwise	0	1234	0	6007	160
79	29	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2060	1021	18111	1907	1777	130	23099	gemm	0	2060	3752	15380	1907
80	2	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2109	1066	8960	1226	938	288	13361	gemm	0	2109	2479	7547	1226
81	5	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1232	0	1527	159	30	129	2918	rope	0	1232	0	1527	159
82	6	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1078	0	878	160	30	130	2116	kvappend	0	1078	0	878	160
83	8	4	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1632	0	7763	159	30	129	9554	attention	2	1632	52	7711	159
84	9	4	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2115	995	9351	1722	1591	131	14183	gemm	0	2115	2359	7987	1722
85	11	4	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2102	999	9556	1449	1164	285	14106	gemm	0	2102	2397	8158	1449
86	14	4	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2108	1003	18097	2186	2056	130	23394	gemm	0	2108	3986	15114	2186
87	17	4	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2109	1030	9245	1072	941	131	13456	gemm	0	2109	2569	7706	1072
88	20	4	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1230	0	1524	159	30	129	2913	rope	0	1230	0	1524	159
89	21	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1086	0	856	160	30	130	2102	kvappend	0	1086	0	856	160
90	23	4	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1621	0	7980	160	31	129	9761	attention	2	1621	52	7928	160
91	24	4	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2120	997	9310	2208	2078	130	14635	gemm	0	2120	2498	7809	2208
92	26	4	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2136	991	9409	1970	1682	288	14506	gemm	0	2136	2716	7684	1970
93	29	4	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2121	1051	17971	1962	1832	130	23105	gemm	0	2121	4030	14992	1962
94	2	5	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2161	1046	9396	1085	954	131	13688	gemm	0	2161	2604	7838	1085
95	5	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1267	0	1557	159	30	129	2983	rope	0	1267	0	1557	159
96	6	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1111	0	888	159	30	129	2158	kvappend	0	1111	0	888	159
97	8	5	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1666	0	7902	159	30	129	9727	attention	2	1666	52	7850	159
98	9	5	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2180	1097	9387	1770	1641	129	14434	gemm	0	2180	2666	7818	1770
99	11	5	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2163	1091	9278	1084	953	131	13616	gemm	0	2163	2639	7730	1084
100	14	5	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2172	1105	18130	2253	2124	129	23660	gemm	0	2172	4431	14804	2253
101	17	5	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2166	1095	9276	1088	958	130	13625	gemm	0	2166	2701	7670	1088
102	20	5	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1267	0	1552	159	30	129	2978	rope	0	1267	0	1552	159
103	21	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1120	0	874	159	30	129	2153	kvappend	0	1120	0	874	159
104	23	5	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1657	0	8128	160	31	129	9945	attention	2	1657	52	8076	160
105	24	5	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2190	1097	9400	1770	1641	129	14457	gemm	0	2190	2878	7619	1770
106	26	5	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2195	1097	9352	1621	1491	130	14265	gemm	0	2195	3497	6952	1621
107	29	5	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2185	1094	18301	2039	1910	129	23619	gemm	0	2185	4134	15261	2039
108	2	6	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2160	1099	9279	1245	953	292	13783	gemm	0	2160	2685	7693	1245
109	5	6	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1277	0	1544	159	30	129	2980	rope	0	1277	0	1544	159
110	6	6	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1089	0	950	159	30	129	2198	kvappend	0	1089	0	950	159
111	8	6	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1672	0	8079	159	30	129	9910	attention	2	1672	52	8027	159
112	9	6	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2172	1099	9246	2002	1873	129	14519	gemm	0	2172	2514	7831	2002
113	11	6	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2161	1091	9619	1077	947	130	13948	gemm	0	2161	3222	7488	1077
114	14	6	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2152	1104	18311	2275	2145	130	23842	gemm	0	2152	4484	14931	2275
115	17	6	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2165	1086	9291	1075	944	131	13617	gemm	0	2165	2573	7804	1075
116	20	6	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1276	0	1567	159	30	129	3002	rope	0	1276	0	1567	159
117	21	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1052	0	960	159	30	129	2171	kvappend	0	1052	0	960	159
118	23	6	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1666	0	8157	160	30	130	9983	attention	2	1666	52	8105	160
119	24	6	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2226	1097	9375	2374	2245	129	15072	gemm	0	2226	2599	7873	2374
120	26	6	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2237	1104	9439	2077	1796	281	14857	gemm	0	2237	3010	7533	2077
121	29	6	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2223	1106	18265	2045	1916	129	23639	gemm	0	2223	4333	15038	2045
122	2	7	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2107	1092	9189	1317	1187	130	13705	gemm	0	2107	2320	7961	1317
123	5	7	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1247	0	1499	159	30	129	2905	rope	0	1247	0	1499	159
124	6	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1057	0	927	159	30	129	2143	kvappend	0	1057	0	927	159
125	8	7	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1640	0	7913	162	32	130	9715	attention	2	1640	52	7861	162
126	9	7	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2123	1081	9304	1728	1599	129	14236	gemm	0	2123	2564	7821	1728
127	11	7	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2102	1073	9652	1070	940	130	13897	gemm	0	2102	3302	7423	1070
128	14	7	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2095	1076	18064	2195	2066	129	23430	gemm	0	2095	4104	15036	2195
129	17	7	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2107	1085	9266	1306	1176	130	13764	gemm	0	2107	2576	7775	1306
130	20	7	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1241	0	1532	160	30	130	2933	rope	0	1241	0	1532	160
131	21	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1031	0	937	159	30	129	2127	kvappend	0	1031	0	937	159
132	23	7	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1634	0	8050	160	31	129	9844	attention	2	1634	52	7998	160
133	24	7	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2159	1091	9396	1775	1646	129	14421	gemm	0	2159	2537	7950	1775
134	26	7	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2173	1090	9236	1616	1486	130	14115	gemm	0	2173	2869	7457	1616
135	29	7	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2150	1092	18089	1997	1868	129	23328	gemm	0	2150	3990	15191	1997
136	2	8	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2031	1068	9239	1052	922	130	13390	gemm	0	2031	2279	8028	1052
137	4	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1194	0	1449	159	30	129	2802	rope	0	1194	0	1449	159
138	8	8	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1599	0	7788	159	30	129	9546	attention	2	1599	52	7736	159
139	9	8	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2050	1083	9280	1909	1780	129	14322	gemm	0	2050	2517	7846	1909
140	11	8	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2035	1083	9534	1052	922	130	13704	gemm	0	2035	2336	8281	1052
141	14	8	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2035	1076	17954	2114	1985	129	23179	gemm	0	2035	3990	15040	2114
142	17	8	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2037	1072	9236	1046	915	131	13391	gemm	0	2037	2522	7786	1046
143	19	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1236	0	1455	159	30	129	2850	rope	0	1236	0	1455	159
144	23	8	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1586	0	7740	160	31	129	9486	attention	2	1586	52	7688	160
145	24	8	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2096	1066	9305	2234	2105	129	14701	gemm	0	2096	2578	7793	2234
146	26	8	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2109	1069	9329	1945	1690	255	14452	gemm	0	2109	2646	7752	1945
147	29	8	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2083	1080	18101	1965	1836	129	23229	gemm	0	2083	3856	15325	1965
148	2	9	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	1962	985	9277	1038	908	130	13262	gemm	0	1962	2180	8082	1038
149	4	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1159	0	1414	159	30	129	2732	rope	0	1159	0	1414	159
150	8	9	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1576	0	7636	159	30	129	9371	attention	2	1576	52	7584	159
151	9	9	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	1996	1058	9239	1666	1537	129	13959	gemm	0	1996	2432	7865	1666
152	11	9	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	1985	1065	9180	1035	905	130	13265	gemm	0	1985	2327	7918	1035
153	14	9	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	1978	1072	17924	2069	1940	129	23043	gemm	0	1978	3760	15236	2069
154	17	9	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	1979	1061	9140	1027	897	130	13207	gemm	0	1979	2465	7736	1027
155	19	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1182	0	1444	276	30	246	2902	rope	0	1182	0	1444	276
156	23	9	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1559	0	7643	160	31	129	9362	attention	2	1559	52	7591	160
157	24	9	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2041	1056	9214	1942	1811	131	14253	gemm	0	2041	2400	7870	1942
158	26	9	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2055	1074	9269	1898	1651	247	14296	gemm	0	2055	2454	7889	1898
159	29	9	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2037	1066	18102	1912	1783	129	23117	gemm	0	2037	3770	15398	1912
160	2	10	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2040	1085	9237	1052	922	130	13414	gemm	0	2040	2280	8042	1052
161	4	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1199	0	1469	159	30	129	2827	rope	0	1199	0	1469	159
162	8	10	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1614	0	7683	159	30	129	9456	attention	2	1614	52	7631	159
163	9	10	0	0	32	16	64	1	6144	1024	0	3072	1024	1024	0	5120	2066	1083	9196	1937	1807	130	14282	gemm	0	2066	2581	7698	1937
164	11	10	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2058	1080	9494	1049	919	130	13681	gemm	0	2058	2508	8066	1049
165	14	10	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2052	1086	17992	2136	2007	129	23266	gemm	0	2052	3926	15152	2136
166	17	10	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2053	1063	9189	1044	913	131	13349	gemm	0	2053	2570	7682	1044
167	19	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1235	0	1462	159	30	129	2856	rope	0	1235	0	1462	159
168	23	10	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1602	0	7762	161	31	130	9525	attention	2	1602	52	7710	161
169	24	10	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2110	1076	9234	2221	2092	129	14641	gemm	0	2110	2271	8039	2221
170	26	10	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2115	1076	9281	1969	1704	265	14441	gemm	0	2115	2268	8089	1969
171	29	10	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2112	1072	18031	1965	1836	129	23180	gemm	0	2112	4033	15070	1965
172	2	11	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2091	1042	9381	1219	938	281	13733	gemm	0	2091	2541	7882	1219
173	4	3	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1227	0	1492	159	30	129	2878	rope	0	1227	0	1492	159
174	8	11	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1653	0	7830	161	32	129	9644	attention	2	1653	52	7778	161
175	9	11	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2126	1096	9247	1731	1602	129	14200	gemm	0	2126	2338	8005	1731
176	11	11	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2124	1070	9622	1065	935	130	13881	gemm	0	2124	2821	7871	1065
177	14	11	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2108	1092	18090	2189	2060	129	23479	gemm	0	2108	4150	15032	2189
178	17	11	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2102	1091	9322	1054	924	130	13569	gemm	0	2102	2689	7724	1054
179	19	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1260	0	1493	159	30	129	2912	rope	0	1260	0	1493	159
180	23	11	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1643	0	8147	161	31	130	9951	attention	2	1643	52	8095	161
181	24	11	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2159	1083	9287	1508	1379	129	14037	gemm	0	2159	2384	7986	1508
182	26	11	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2176	1099	9272	1882	1752	130	14429	gemm	0	2176	2981	7390	1882
183	29	11	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2161	1081	18140	2015	1886	129	23397	gemm	0	2161	4080	15141	2015
