stage	logical_stage	combine	task_ns	count
0	0	0	2048	1
1	1	0	5564	32
2	2	0	6160	16
3	3	0	6104	16
4	4	0	1168	4
5	5	0	1028	2
6	6	0	868	2
7	7	0	948	2
8	8	0	19118	4
9	9	0	15060	32
10	10	0	2048	1
11	11	0	6592	64
12	12	0	6352	64
13	13	0	3072	1
14	14	0	14832	32
15	15	0	2048	1
16	16	0	6480	32
17	17	0	6616	16
18	18	0	6672	16
19	19	0	1150	4
20	20	0	1024	2
21	21	0	728	2
22	22	0	920	2
23	23	0	19394	4
24	24	0	14784	32
25	25	0	2048	1
26	26	0	6536	64
27	27	0	6480	64
28	28	0	3072	1
29	29	0	14792	32
