index	candidate	phase
0		resource_probe
1	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	resource_probe
2	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	instantiate
3	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	cache_hit
4	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	cache_miss
5	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	derive
6	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	prepare_relations
7	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	incremental_prepare
8	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	piece_pricing_and_release
9	16x128x128s2k4;16x128x128s2k8;16x128x128s2k1;16x128x128s2k8;16x128x128s2k8;16x128x128s2k1;kappa=1;residency=1;Ec=1088;Rq=64	flow
10	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	resource_probe
11	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	instantiate
12	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	cache_hit
13	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	cache_miss
14	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	derive
15	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	prepare_relations
