slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	prefetch_wait_cycles	prefetch_issued
0	1	0	0	0	1	0	1789821072727548928	7305249471659	1789821072727550976	7305249476392	1789821072727550976	7305249476392	1789821072727552000	7305249480444	1789821072727553024	7305249481237	1789821072727553024	7305249481367	0	0	0	0	2315	1
1	0	32	16	64	1	6144	1789821072727555072	7305249486473	1789821072727556096	7305249489533	1789821072727556096	7305249491677	1789821072727563264	7305249510763	1789821072727564288	7305249511734	1789821072727564288	7305249511866	7305249491760	7305249510672	8896	8	764	0
2	2	0	0	0	1	0	1789821072727565312	7305249517199	1789821072727566336	7305249519821	1789821072727566336	7305249519821	1789821072727567360	7305249521523	1789821072727567360	7305249521553	1789821072727567360	7305249521953	0	0	0	0	294	0
3	3	0	0	0	1	0	1789821072727568384	7305249524691	1789821072727569408	7305249526774	1789821072727569408	7305249526774	1789821072727569408	7305249527758	1789821072727569408	7305249527788	1789821072727569408	7305249527918	0	0	0	0	294	0
4	5	0	0	0	1	0	1789821072727571456	7305249533568	1789821072727572480	7305249536442	1789821072727572480	7305249536442	1789821072727575552	7305249545069	1789821072727575552	7305249545099	1789821072727575552	7305249545229	0	0	0	0	294	0
5	0	32	16	64	1	6144	1789821072727577600	7305249550964	1789821072727578624	7305249554029	1789821072727579648	7305249555494	1789821072727583744	7305249567606	1789821072727584768	7305249569508	1789821072727584768	7305249569638	7305249555566	7305249567515	3901	8	464	0
6	1	0	0	0	1	0	1789821072727586816	7305249575417	1789821072727587840	7305249579457	1789821072727587840	7305249579457	1789821072727588864	7305249581744	1789821072727588864	7305249582476	1789821072727589888	7305249582606	0	0	0	0	1772	1
7	0	32	16	64	1	6144	1789821072727590912	7305249587382	1789821072727591936	7305249590938	1789821072727592960	7305249593353	1789821072727600128	7305249613190	1789821072727601152	7305249614652	1789821072727601152	7305249614782	7305249593494	7305249613099	11135	8	294	0
8	4	0	0	0	1	0	1789821072727603200	7305249620598	1789821072727604224	7305249623266	1789821072727604224	7305249623266	1789821072727606272	7305249629749	1789821072727606272	7305249629779	1789821072727606272	7305249629909	0	0	0	0	294	0
9	0	32	16	64	1	6144	1789821072727608320	7305249635399	1789821072727609344	7305249638528	1789821072727610368	7305249640049	1789821072727618560	7305249664651	1789821072727619584	7305249666787	1789821072727619584	7305249666917	7305249640074	7305249664560	8753	16	294	0
10	1	0	0	0	1	0	1789821072727621632	7305249672772	1789821072727623680	7305249676798	1789821072727623680	7305249676798	1789821072727624704	7305249679088	1789821072727624704	7305249679820	1789821072727624704	7305249679950	0	0	0	0	2872	1
11	0	32	16	64	1	6144	1789821072727625728	7305249684704	1789821072727627776	7305249688194	1789821072727627776	7305249689658	1789821072727632896	7305249703487	1789821072727632896	7305249704452	1789821072727633920	7305249704584	7305249689762	7305249703396	4931	8	294	0
12	2	0	0	0	1	0	1789821072727635968	7305249710235	1789821072727635968	7305249712418	1789821072727635968	7305249712418	1789821072727636992	7305249714111	1789821072727636992	7305249714141	1789821072727636992	7305249714524	0	0	0	0	489	0
13	3	0	0	0	1	0	1789821072727638016	7305249717545	1789821072727639040	7305249719773	1789821072727639040	7305249719773	1789821072727639040	7305249720732	1789821072727639040	7305249720762	1789821072727639040	7305249720893	0	0	0	0	294	0
14	5	0	0	0	1	0	1789821072727641088	7305249726454	1789821072727642112	7305249729379	1789821072727642112	7305249729379	1789821072727645184	7305249737645	1789821072727645184	7305249737675	1789821072727645184	7305249737806	0	0	0	0	294	0
15	0	32	16	64	1	6144	1789821072727647232	7305249743697	1789821072727649280	7305249747144	1789821072727649280	7305249749130	1789821072727654400	7305249761410	1789821072727654400	7305249762791	1789821072727654400	7305249762921	7305249749177	7305249761319	4474	8	294	0
16	1	0	0	0	1	0	1789821072727656448	7305249768569	1789821072727657472	7305249772591	1789821072727657472	7305249772591	1789821072727658496	7305249774862	1789821072727659520	7305249775594	1789821072727659520	7305249775724	0	0	0	0	1790	1
17	0	32	16	64	1	6144	1789821072727660544	7305249780767	1789821072727662592	7305249784194	1789821072727662592	7305249785910	1789821072727667712	7305249799266	1789821072727667712	7305249800742	1789821072727667712	7305249800872	7305249785935	7305249799175	4981	8	789	0
18	4	0	0	0	1	0	1789821072727670784	7305249806713	1789821072727670784	7305249809301	1789821072727670784	7305249809301	1789821072727673856	7305249815755	1789821072727673856	7305249815785	1789821072727673856	7305249815915	0	0	0	0	294	0
19	0	32	16	64	1	6144	1789821072727675904	7305249821335	1789821072727676928	7305249824376	1789821072727676928	7305249825845	1789821072727686144	7305249850998	1789821072727687168	7305249852899	1789821072727687168	7305249853029	7305249825926	7305249850907	9381	16	454	0
20	1	0	0	0	1	0	1789821072727689216	7305249858799	1789821072727690240	7305249862769	1789821072727690240	7305249862769	1789821072727691264	7305249865045	1789821072727691264	7305249865777	1789821072727691264	7305249865907	0	0	0	0	1693	1
21	0	32	16	64	1	6144	1789821072727693312	7305249870962	1789821072727694336	7305249874000	1789821072727695360	7305249875526	1789821072727700480	7305249889610	1789821072727700480	7305249891343	1789821072727700480	7305249891642	7305249875551	7305249889519	4819	8	420	0
22	2	0	0	0	1	0	1789821072727702528	7305249897079	1789821072727703552	7305249899602	1789821072727703552	7305249899602	1789821072727704576	7305249901163	1789821072727704576	7305249901193	1789821072727704576	7305249901322	0	0	0	0	294	0
23	3	0	0	0	1	0	1789821072727705600	7305249904326	1789821072727706624	7305249907119	1789821072727706624	7305249907119	1789821072727706624	7305249908113	1789821072727706624	7305249908143	1789821072727706624	7305249908275	0	0	0	0	294	0
24	5	0	0	0	1	0	1789821072727708672	7305249913866	1789821072727709696	7305249916797	1789821072727709696	7305249916797	1789821072727712768	7305249924756	1789821072727712768	7305249924786	1789821072727712768	7305249924915	0	0	0	0	294	0
25	0	32	16	64	1	6144	1789821072727714816	7305249930686	1789821072727716864	7305249934252	1789821072727716864	7305249935719	1789821072727720960	7305249947577	1789821072727721984	7305249949012	1789821072727721984	7305249949142	7305249935744	7305249947486	4145	8	294	0
26	1	0	0	0	1	0	1789821072727724032	7305249954761	1789821072727725056	7305249958474	1789821072727725056	7305249958474	1789821072727726080	7305249960839	1789821072727726080	7305249961571	1789821072727726080	7305249961701	0	0	0	0	2559	1
27	0	32	16	64	1	6144	1789821072727728128	7305249966739	1789821072727729152	7305249970270	1789821072727730176	7305249972024	1789821072727735296	7305249985791	1789821072727735296	7305249987619	1789821072727735296	7305249987923	7305249972049	7305249985700	4468	8	294	0
28	4	0	0	0	1	0	1789821072727738368	7305249993762	1789821072727738368	7305249995955	1789821072727738368	7305249995955	1789821072727741440	7305250002459	1789821072727741440	7305250002489	1789821072727741440	7305250002619	0	0	0	0	470	0
29	0	32	16	64	1	6144	1789821072727742464	7305250007725	1789821072727744512	7305250010827	1789821072727744512	7305250012267	1789821072727752704	7305250036156	1789821072727753728	7305250038088	1789821072727753728	7305250038218	7305250012292	7305250036065	8371	16	294	0
30	1	0	0	0	1	0	1789821072727755776	7305250044122	1789821072727757824	7305250048102	1789821072727757824	7305250048102	1789821072727758848	7305250050490	1789821072727758848	7305250051222	1789821072727758848	7305250051352	0	0	0	0	1532	1
31	0	32	16	64	1	6144	1789821072727760896	7305250056496	1789821072727761920	7305250059914	1789821072727761920	7305250061398	1789821072727767040	7305250073833	1789821072727767040	7305250074807	1789821072727767040	7305250074939	7305250061423	7305250073742	4471	8	294	0
