producer	first	last
116589	118624	118655
116589	130925	130925
116590	118624	118655
116590	130926	130926
116591	118624	118655
116591	130927	130927
116592	118624	118655
116592	130928	130928
116593	118624	118655
116593	130929	130929
116594	118624	118655
116594	130930	130930
116595	118624	118655
116595	130931	130931
116596	118624	118655
116596	130932	130932
116597	118624	118655
116597	130933	130933
116598	118624	118655
116598	130934	130934
116599	118624	118655
116599	130935	130935
116600	118624	118655
116600	130936	130936
116601	118624	118655
116601	130937	130937
116602	118624	118655
116602	130938	130938
116603	118624	118655
116603	130939	130939
116604	118624	118655
116604	130940	130940
116605	118624	118655
116605	130941	130941
116606	118624	118655
116606	130942	130942
116607	118624	118655
116607	130943	130943
116608	118656	118687
116608	130944	130944
116609	118656	118687
116609	130945	130945
116610	118656	118687
116610	130946	130946
116611	118656	118687
116611	130947	130947
116612	118656	118687
116612	130948	130948
116613	118656	118687
116613	130949	130949
116614	118656	118687
116614	130950	130950
116615	118656	118687
116615	130951	130951
116616	118656	118687
116616	130952	130952
116617	118656	118687
116617	130953	130953
116618	118656	118687
116618	130954	130954
116619	118656	118687
116619	130955	130955
116620	118656	118687
116620	130956	130956
116621	118656	118687
116621	130957	130957
116622	118656	118687
116622	130958	130958
116623	118656	118687
116623	130959	130959
116624	118656	118687
116624	130960	130960
116625	118656	118687
116625	130961	130961
116626	118656	118687
116626	130962	130962
116627	118656	118687
116627	130963	130963
116628	118656	118687
116628	130964	130964
116629	118656	118687
116629	130965	130965
116630	118656	118687
116630	130966	130966
116631	118656	118687
116631	130967	130967
116632	118656	118687
116632	130968	130968
116633	118656	118687
116633	130969	130969
116634	118656	118687
116634	130970	130970
116635	118656	118687
116635	130971	130971
116636	118656	118687
116636	130972	130972
116637	118656	118687
116637	130973	130973
116638	118656	118687
116638	130974	130974
116639	118656	118687
116639	130975	130975
116640	118688	118719
116640	130976	130976
116641	118688	118719
116641	130977	130977
116642	118688	118719
116642	130978	130978
116643	118688	118719
116643	130979	130979
116644	118688	118719
116644	130980	130980
116645	118688	118719
116645	130981	130981
116646	118688	118719
116646	130982	130982
116647	118688	118719
116647	130983	130983
116648	118688	118719
116648	130984	130984
116649	118688	118719
116649	130985	130985
116650	118688	118719
116650	130986	130986
116651	118688	118719
116651	130987	130987
116652	118688	118719
116652	130988	130988
116653	118688	118719
116653	130989	130989
116654	118688	118719
116654	130990	130990
116655	118688	118719
116655	130991	130991
116656	118688	118719
116656	130992	130992
116657	118688	118719
116657	130993	130993
116658	118688	118719
116658	130994	130994
116659	118688	118719
116659	130995	130995
116660	118688	118719
116660	130996	130996
116661	118688	118719
116661	130997	130997
116662	118688	118719
116662	130998	130998
116663	118688	118719
116663	130999	130999
116664	118688	118719
116664	131000	131000
116665	118688	118719
116665	131001	131001
116666	118688	118719
116666	131002	131002
116667	118688	118719
116667	131003	131003
116668	118688	118719
116668	131004	131004
116669	118688	118719
116669	131005	131005
116670	118688	118719
116670	131006	131006
116671	118688	118719
116671	131007	131007
116672	118720	118751
116672	131008	131008
116673	118720	118751
116673	131009	131009
116674	118720	118751
116674	131010	131010
116675	118720	118751
116675	131011	131011
116676	118720	118751
116676	131012	131012
116677	118720	118751
116677	131013	131013
116678	118720	118751
116678	131014	131014
116679	118720	118751
116679	131015	131015
116680	118720	118751
116680	131016	131016
116681	118720	118751
116681	131017	131017
116682	118720	118751
116682	131018	131018
116683	118720	118751
116683	131019	131019
116684	118720	118751
116684	131020	131020
116685	118720	118751
116685	131021	131021
116686	118720	118751
116686	131022	131022
116687	118720	118751
116687	131023	131023
116688	118720	118751
116688	131024	131024
116689	118720	118751
116689	131025	131025
116690	118720	118751
116690	131026	131026
116691	118720	118751
116691	131027	131027
116692	118720	118751
116692	131028	131028
116693	118720	118751
116693	131029	131029
116694	118720	118751
116694	131030	131030
116695	118720	118751
116695	131031	131031
116696	118720	118751
116696	131032	131032
116697	118720	118751
116697	131033	131033
116698	118720	118751
116698	131034	131034
116699	118720	118751
116699	131035	131035
116700	118720	118751
116700	131036	131036
116701	118720	118751
116701	131037	131037
116702	118720	118751
116702	131038	131038
116703	118720	118751
116703	131039	131039
116704	118752	118783
116704	131040	131040
116705	118752	118783
116705	131041	131041
116706	118752	118783
116706	131042	131042
116707	118752	118783
116707	131043	131043
116708	118752	118783
116708	131044	131044
116709	118752	118783
116709	131045	131045
116710	118752	118783
116710	131046	131046
116711	118752	118783
116711	131047	131047
116712	118752	118783
116712	131048	131048
116713	118752	118783
116713	131049	131049
116714	118752	118783
116714	131050	131050
116715	118752	118783
116715	131051	131051
116716	118752	118783
116716	131052	131052
116717	118752	118783
116717	131053	131053
116718	118752	118783
116718	131054	131054
116719	118752	118783
116719	131055	131055
116720	118752	118783
116720	131056	131056
116721	118752	118783
116721	131057	131057
116722	118752	118783
116722	131058	131058
116723	118752	118783
116723	131059	131059
116724	118752	118783
116724	131060	131060
116725	118752	118783
116725	131061	131061
116726	118752	118783
116726	131062	131062
116727	118752	118783
116727	131063	131063
116728	118752	118783
116728	131064	131064
116729	118752	118783
116729	131065	131065
116730	118752	118783
116730	131066	131066
116731	118752	118783
116731	131067	131067
116732	118752	118783
116732	131068	131068
116733	118752	118783
116733	131069	131069
116734	118752	118783
116734	131070	131070
116735	118752	118783
116735	131071	131071
116736	118784	118847
116736	122880	122943
116737	118784	118847
116737	122880	122943
116738	118784	118847
116738	122880	122943
116739	118784	118847
116739	122880	122943
116740	118784	118847
116740	122880	122943
116741	118784	118847
116741	122880	122943
116742	118784	118847
116742	122880	122943
116743	118784	118847
116743	122880	122943
116744	118784	118847
116744	122880	122943
116745	118784	118847
116745	122880	122943
116746	118784	118847
116746	122880	122943
116747	118784	118847
116747	122880	122943
116748	118784	118847
116748	122880	122943
116749	118784	118847
116749	122880	122943
116750	118784	118847
116750	122880	122943
116751	118784	118847
116751	122880	122943
116752	118784	118847
116752	122880	122943
116753	118784	118847
116753	122880	122943
116754	118784	118847
116754	122880	122943
116755	118784	118847
116755	122880	122943
116756	118784	118847
116756	122880	122943
116757	118784	118847
116757	122880	122943
116758	118784	118847
116758	122880	122943
116759	118784	118847
116759	122880	122943
116760	118784	118847
116760	122880	122943
116761	118784	118847
116761	122880	122943
116762	118784	118847
116762	122880	122943
116763	118784	118847
116763	122880	122943
116764	118784	118847
116764	122880	122943
116765	118784	118847
116765	122880	122943
116766	118784	118847
116766	122880	122943
116767	118784	118847
116767	122880	122943
116768	118848	118911
116768	122944	123007
116769	118848	118911
116769	122944	123007
116770	118848	118911
116770	122944	123007
116771	118848	118911
116771	122944	123007
116772	118848	118911
116772	122944	123007
116773	118848	118911
116773	122944	123007
116774	118848	118911
116774	122944	123007
116775	118848	118911
116775	122944	123007
116776	118848	118911
116776	122944	123007
116777	118848	118911
116777	122944	123007
116778	118848	118911
116778	122944	123007
116779	118848	118911
116779	122944	123007
116780	118848	118911
116780	122944	123007
116781	118848	118911
116781	122944	123007
116782	118848	118911
116782	122944	123007
116783	118848	118911
116783	122944	123007
116784	118848	118911
116784	122944	123007
116785	118848	118911
116785	122944	123007
116786	118848	118911
116786	122944	123007
116787	118848	118911
116787	122944	123007
116788	118848	118911
116788	122944	123007
116789	118848	118911
116789	122944	123007
116790	118848	118911
116790	122944	123007
116791	118848	118911
116791	122944	123007
116792	118848	118911
116792	122944	123007
116793	118848	118911
116793	122944	123007
116794	118848	118911
116794	122944	123007
116795	118848	118911
116795	122944	123007
116796	118848	118911
116796	122944	123007
116797	118848	118911
116797	122944	123007
116798	118848	118911
116798	122944	123007
116799	118848	118911
116799	122944	123007
116800	118912	118975
116800	123008	123071
116801	118912	118975
116801	123008	123071
116802	118912	118975
116802	123008	123071
116803	118912	118975
116803	123008	123071
116804	118912	118975
116804	123008	123071
116805	118912	118975
116805	123008	123071
116806	118912	118975
116806	123008	123071
116807	118912	118975
116807	123008	123071
116808	118912	118975
116808	123008	123071
116809	118912	118975
116809	123008	123071
116810	118912	118975
116810	123008	123071
116811	118912	118975
116811	123008	123071
116812	118912	118975
116812	123008	123071
116813	118912	118975
116813	123008	123071
116814	118912	118975
116814	123008	123071
116815	118912	118975
116815	123008	123071
116816	118912	118975
116816	123008	123071
116817	118912	118975
116817	123008	123071
116818	118912	118975
116818	123008	123071
116819	118912	118975
116819	123008	123071
116820	118912	118975
116820	123008	123071
116821	118912	118975
116821	123008	123071
116822	118912	118975
116822	123008	123071
116823	118912	118975
116823	123008	123071
116824	118912	118975
116824	123008	123071
116825	118912	118975
116825	123008	123071
116826	118912	118975
116826	123008	123071
116827	118912	118975
116827	123008	123071
116828	118912	118975
116828	123008	123071
116829	118912	118975
116829	123008	123071
116830	118912	118975
116830	123008	123071
116831	118912	118975
116831	123008	123071
116832	118976	119039
116832	123072	123135
116833	118976	119039
116833	123072	123135
116834	118976	119039
116834	123072	123135
116835	118976	119039
116835	123072	123135
116836	118976	119039
116836	123072	123135
116837	118976	119039
116837	123072	123135
116838	118976	119039
116838	123072	123135
116839	118976	119039
116839	123072	123135
116840	118976	119039
116840	123072	123135
116841	118976	119039
116841	123072	123135
116842	118976	119039
116842	123072	123135
116843	118976	119039
116843	123072	123135
116844	118976	119039
116844	123072	123135
116845	118976	119039
116845	123072	123135
116846	118976	119039
116846	123072	123135
116847	118976	119039
116847	123072	123135
116848	118976	119039
116848	123072	123135
116849	118976	119039
116849	123072	123135
116850	118976	119039
116850	123072	123135
116851	118976	119039
116851	123072	123135
116852	118976	119039
116852	123072	123135
116853	118976	119039
116853	123072	123135
116854	118976	119039
116854	123072	123135
116855	118976	119039
116855	123072	123135
116856	118976	119039
116856	123072	123135
116857	118976	119039
116857	123072	123135
116858	118976	119039
116858	123072	123135
116859	118976	119039
116859	123072	123135
116860	118976	119039
116860	123072	123135
116861	118976	119039
116861	123072	123135
116862	118976	119039
116862	123072	123135
116863	118976	119039
116863	123072	123135
116864	119040	119103
116864	123136	123199
116865	119040	119103
116865	123136	123199
116866	119040	119103
116866	123136	123199
116867	119040	119103
116867	123136	123199
116868	119040	119103
116868	123136	123199
116869	119040	119103
116869	123136	123199
116870	119040	119103
116870	123136	123199
116871	119040	119103
116871	123136	123199
116872	119040	119103
116872	123136	123199
116873	119040	119103
116873	123136	123199
116874	119040	119103
116874	123136	123199
116875	119040	119103
116875	123136	123199
116876	119040	119103
116876	123136	123199
116877	119040	119103
116877	123136	123199
116878	119040	119103
116878	123136	123199
116879	119040	119103
116879	123136	123199
116880	119040	119103
116880	123136	123199
116881	119040	119103
116881	123136	123199
116882	119040	119103
116882	123136	123199
116883	119040	119103
116883	123136	123199
116884	119040	119103
116884	123136	123199
116885	119040	119103
116885	123136	123199
116886	119040	119103
116886	123136	123199
116887	119040	119103
116887	123136	123199
116888	119040	119103
116888	123136	123199
116889	119040	119103
116889	123136	123199
116890	119040	119103
116890	123136	123199
116891	119040	119103
116891	123136	123199
116892	119040	119103
116892	123136	123199
116893	119040	119103
116893	123136	123199
116894	119040	119103
116894	123136	123199
116895	119040	119103
116895	123136	123199
116896	119104	119167
116896	123200	123263
116897	119104	119167
116897	123200	123263
116898	119104	119167
116898	123200	123263
116899	119104	119167
116899	123200	123263
116900	119104	119167
116900	123200	123263
116901	119104	119167
116901	123200	123263
116902	119104	119167
116902	123200	123263
116903	119104	119167
116903	123200	123263
116904	119104	119167
116904	123200	123263
116905	119104	119167
116905	123200	123263
116906	119104	119167
116906	123200	123263
116907	119104	119167
116907	123200	123263
116908	119104	119167
116908	123200	123263
116909	119104	119167
116909	123200	123263
116910	119104	119167
116910	123200	123263
116911	119104	119167
116911	123200	123263
116912	119104	119167
116912	123200	123263
116913	119104	119167
116913	123200	123263
116914	119104	119167
116914	123200	123263
116915	119104	119167
116915	123200	123263
116916	119104	119167
116916	123200	123263
116917	119104	119167
116917	123200	123263
116918	119104	119167
116918	123200	123263
116919	119104	119167
116919	123200	123263
116920	119104	119167
116920	123200	123263
116921	119104	119167
116921	123200	123263
116922	119104	119167
116922	123200	123263
116923	119104	119167
116923	123200	123263
116924	119104	119167
116924	123200	123263
116925	119104	119167
116925	123200	123263
116926	119104	119167
116926	123200	123263
116927	119104	119167
116927	123200	123263
116928	119168	119231
116928	123264	123327
116929	119168	119231
116929	123264	123327
116930	119168	119231
116930	123264	123327
116931	119168	119231
116931	123264	123327
116932	119168	119231
116932	123264	123327
116933	119168	119231
116933	123264	123327
116934	119168	119231
116934	123264	123327
116935	119168	119231
116935	123264	123327
116936	119168	119231
116936	123264	123327
116937	119168	119231
116937	123264	123327
116938	119168	119231
116938	123264	123327
116939	119168	119231
116939	123264	123327
116940	119168	119231
116940	123264	123327
116941	119168	119231
116941	123264	123327
116942	119168	119231
116942	123264	123327
116943	119168	119231
116943	123264	123327
116944	119168	119231
116944	123264	123327
116945	119168	119231
116945	123264	123327
116946	119168	119231
116946	123264	123327
116947	119168	119231
116947	123264	123327
116948	119168	119231
116948	123264	123327
116949	119168	119231
116949	123264	123327
116950	119168	119231
116950	123264	123327
116951	119168	119231
116951	123264	123327
116952	119168	119231
116952	123264	123327
116953	119168	119231
116953	123264	123327
116954	119168	119231
116954	123264	123327
116955	119168	119231
116955	123264	123327
116956	119168	119231
116956	123264	123327
116957	119168	119231
116957	123264	123327
116958	119168	119231
116958	123264	123327
116959	119168	119231
116959	123264	123327
116960	119232	119295
116960	123328	123391
116961	119232	119295
116961	123328	123391
116962	119232	119295
116962	123328	123391
116963	119232	119295
116963	123328	123391
116964	119232	119295
116964	123328	123391
116965	119232	119295
116965	123328	123391
116966	119232	119295
116966	123328	123391
116967	119232	119295
116967	123328	123391
116968	119232	119295
116968	123328	123391
116969	119232	119295
116969	123328	123391
116970	119232	119295
116970	123328	123391
116971	119232	119295
116971	123328	123391
116972	119232	119295
116972	123328	123391
116973	119232	119295
116973	123328	123391
116974	119232	119295
116974	123328	123391
116975	119232	119295
116975	123328	123391
116976	119232	119295
116976	123328	123391
116977	119232	119295
116977	123328	123391
116978	119232	119295
116978	123328	123391
116979	119232	119295
116979	123328	123391
116980	119232	119295
116980	123328	123391
116981	119232	119295
116981	123328	123391
116982	119232	119295
116982	123328	123391
116983	119232	119295
116983	123328	123391
116984	119232	119295
116984	123328	123391
116985	119232	119295
116985	123328	123391
116986	119232	119295
116986	123328	123391
116987	119232	119295
116987	123328	123391
116988	119232	119295
116988	123328	123391
116989	119232	119295
116989	123328	123391
116990	119232	119295
116990	123328	123391
116991	119232	119295
116991	123328	123391
116992	119296	119359
116992	123392	123455
116993	119296	119359
116993	123392	123455
116994	119296	119359
116994	123392	123455
116995	119296	119359
116995	123392	123455
116996	119296	119359
116996	123392	123455
116997	119296	119359
116997	123392	123455
116998	119296	119359
116998	123392	123455
116999	119296	119359
116999	123392	123455
117000	119296	119359
117000	123392	123455
117001	119296	119359
117001	123392	123455
117002	119296	119359
117002	123392	123455
117003	119296	119359
117003	123392	123455
117004	119296	119359
117004	123392	123455
117005	119296	119359
117005	123392	123455
117006	119296	119359
117006	123392	123455
117007	119296	119359
117007	123392	123455
117008	119296	119359
117008	123392	123455
117009	119296	119359
117009	123392	123455
117010	119296	119359
117010	123392	123455
117011	119296	119359
117011	123392	123455
117012	119296	119359
117012	123392	123455
117013	119296	119359
117013	123392	123455
117014	119296	119359
117014	123392	123455
117015	119296	119359
117015	123392	123455
117016	119296	119359
117016	123392	123455
117017	119296	119359
117017	123392	123455
117018	119296	119359
117018	123392	123455
117019	119296	119359
117019	123392	123455
117020	119296	119359
117020	123392	123455
117021	119296	119359
117021	123392	123455
117022	119296	119359
117022	123392	123455
117023	119296	119359
117023	123392	123455
117024	119360	119423
117024	123456	123519
117025	119360	119423
117025	123456	123519
117026	119360	119423
117026	123456	123519
117027	119360	119423
117027	123456	123519
117028	119360	119423
117028	123456	123519
117029	119360	119423
117029	123456	123519
117030	119360	119423
117030	123456	123519
117031	119360	119423
117031	123456	123519
117032	119360	119423
117032	123456	123519
117033	119360	119423
117033	123456	123519
117034	119360	119423
117034	123456	123519
117035	119360	119423
117035	123456	123519
117036	119360	119423
117036	123456	123519
117037	119360	119423
117037	123456	123519
117038	119360	119423
117038	123456	123519
117039	119360	119423
117039	123456	123519
117040	119360	119423
117040	123456	123519
117041	119360	119423
117041	123456	123519
117042	119360	119423
117042	123456	123519
117043	119360	119423
117043	123456	123519
117044	119360	119423
117044	123456	123519
117045	119360	119423
117045	123456	123519
117046	119360	119423
117046	123456	123519
117047	119360	119423
117047	123456	123519
117048	119360	119423
117048	123456	123519
117049	119360	119423
117049	123456	123519
117050	119360	119423
117050	123456	123519
117051	119360	119423
117051	123456	123519
117052	119360	119423
117052	123456	123519
117053	119360	119423
117053	123456	123519
117054	119360	119423
117054	123456	123519
117055	119360	119423
117055	123456	123519
117056	119424	119487
117056	123520	123583
117057	119424	119487
117057	123520	123583
117058	119424	119487
117058	123520	123583
117059	119424	119487
117059	123520	123583
117060	119424	119487
117060	123520	123583
117061	119424	119487
117061	123520	123583
117062	119424	119487
117062	123520	123583
117063	119424	119487
117063	123520	123583
117064	119424	119487
117064	123520	123583
117065	119424	119487
117065	123520	123583
117066	119424	119487
117066	123520	123583
117067	119424	119487
117067	123520	123583
117068	119424	119487
117068	123520	123583
117069	119424	119487
117069	123520	123583
117070	119424	119487
117070	123520	123583
117071	119424	119487
117071	123520	123583
117072	119424	119487
117072	123520	123583
117073	119424	119487
117073	123520	123583
117074	119424	119487
117074	123520	123583
117075	119424	119487
117075	123520	123583
117076	119424	119487
117076	123520	123583
117077	119424	119487
117077	123520	123583
117078	119424	119487
117078	123520	123583
117079	119424	119487
117079	123520	123583
117080	119424	119487
117080	123520	123583
117081	119424	119487
117081	123520	123583
117082	119424	119487
117082	123520	123583
117083	119424	119487
117083	123520	123583
117084	119424	119487
117084	123520	123583
117085	119424	119487
117085	123520	123583
117086	119424	119487
117086	123520	123583
117087	119424	119487
117087	123520	123583
117088	119488	119551
117088	123584	123647
117089	119488	119551
117089	123584	123647
117090	119488	119551
117090	123584	123647
117091	119488	119551
117091	123584	123647
117092	119488	119551
117092	123584	123647
117093	119488	119551
117093	123584	123647
117094	119488	119551
117094	123584	123647
117095	119488	119551
117095	123584	123647
117096	119488	119551
117096	123584	123647
117097	119488	119551
117097	123584	123647
117098	119488	119551
117098	123584	123647
117099	119488	119551
117099	123584	123647
117100	119488	119551
117100	123584	123647
117101	119488	119551
117101	123584	123647
117102	119488	119551
117102	123584	123647
117103	119488	119551
117103	123584	123647
117104	119488	119551
117104	123584	123647
117105	119488	119551
117105	123584	123647
117106	119488	119551
117106	123584	123647
117107	119488	119551
117107	123584	123647
117108	119488	119551
117108	123584	123647
117109	119488	119551
117109	123584	123647
117110	119488	119551
117110	123584	123647
117111	119488	119551
117111	123584	123647
117112	119488	119551
117112	123584	123647
117113	119488	119551
117113	123584	123647
117114	119488	119551
117114	123584	123647
117115	119488	119551
117115	123584	123647
117116	119488	119551
117116	123584	123647
117117	119488	119551
117117	123584	123647
117118	119488	119551
117118	123584	123647
117119	119488	119551
117119	123584	123647
117120	119552	119615
117120	123648	123711
117121	119552	119615
117121	123648	123711
117122	119552	119615
117122	123648	123711
117123	119552	119615
117123	123648	123711
117124	119552	119615
117124	123648	123711
117125	119552	119615
117125	123648	123711
117126	119552	119615
117126	123648	123711
117127	119552	119615
117127	123648	123711
117128	119552	119615
117128	123648	123711
117129	119552	119615
117129	123648	123711
117130	119552	119615
117130	123648	123711
117131	119552	119615
117131	123648	123711
117132	119552	119615
117132	123648	123711
117133	119552	119615
117133	123648	123711
117134	119552	119615
117134	123648	123711
117135	119552	119615
117135	123648	123711
117136	119552	119615
117136	123648	123711
117137	119552	119615
117137	123648	123711
117138	119552	119615
117138	123648	123711
117139	119552	119615
117139	123648	123711
117140	119552	119615
117140	123648	123711
117141	119552	119615
117141	123648	123711
117142	119552	119615
117142	123648	123711
117143	119552	119615
117143	123648	123711
117144	119552	119615
117144	123648	123711
117145	119552	119615
117145	123648	123711
117146	119552	119615
117146	123648	123711
117147	119552	119615
117147	123648	123711
117148	119552	119615
117148	123648	123711
117149	119552	119615
117149	123648	123711
117150	119552	119615
117150	123648	123711
117151	119552	119615
117151	123648	123711
117152	119616	119679
117152	123712	123775
117153	119616	119679
117153	123712	123775
117154	119616	119679
117154	123712	123775
117155	119616	119679
117155	123712	123775
117156	119616	119679
117156	123712	123775
117157	119616	119679
117157	123712	123775
117158	119616	119679
117158	123712	123775
117159	119616	119679
117159	123712	123775
117160	119616	119679
117160	123712	123775
117161	119616	119679
117161	123712	123775
117162	119616	119679
117162	123712	123775
117163	119616	119679
117163	123712	123775
117164	119616	119679
117164	123712	123775
117165	119616	119679
117165	123712	123775
117166	119616	119679
117166	123712	123775
117167	119616	119679
117167	123712	123775
117168	119616	119679
117168	123712	123775
117169	119616	119679
117169	123712	123775
117170	119616	119679
117170	123712	123775
117171	119616	119679
117171	123712	123775
117172	119616	119679
117172	123712	123775
117173	119616	119679
117173	123712	123775
117174	119616	119679
117174	123712	123775
117175	119616	119679
117175	123712	123775
117176	119616	119679
117176	123712	123775
117177	119616	119679
117177	123712	123775
117178	119616	119679
117178	123712	123775
117179	119616	119679
117179	123712	123775
117180	119616	119679
117180	123712	123775
117181	119616	119679
117181	123712	123775
117182	119616	119679
117182	123712	123775
117183	119616	119679
117183	123712	123775
117184	119680	119743
117184	123776	123839
117185	119680	119743
117185	123776	123839
117186	119680	119743
117186	123776	123839
117187	119680	119743
117187	123776	123839
117188	119680	119743
117188	123776	123839
117189	119680	119743
117189	123776	123839
117190	119680	119743
117190	123776	123839
117191	119680	119743
117191	123776	123839
117192	119680	119743
117192	123776	123839
117193	119680	119743
117193	123776	123839
117194	119680	119743
117194	123776	123839
117195	119680	119743
117195	123776	123839
117196	119680	119743
117196	123776	123839
117197	119680	119743
117197	123776	123839
117198	119680	119743
117198	123776	123839
117199	119680	119743
117199	123776	123839
117200	119680	119743
117200	123776	123839
117201	119680	119743
117201	123776	123839
117202	119680	119743
117202	123776	123839
117203	119680	119743
117203	123776	123839
117204	119680	119743
117204	123776	123839
117205	119680	119743
117205	123776	123839
117206	119680	119743
117206	123776	123839
117207	119680	119743
117207	123776	123839
117208	119680	119743
117208	123776	123839
117209	119680	119743
117209	123776	123839
117210	119680	119743
117210	123776	123839
117211	119680	119743
117211	123776	123839
117212	119680	119743
117212	123776	123839
117213	119680	119743
117213	123776	123839
117214	119680	119743
117214	123776	123839
117215	119680	119743
117215	123776	123839
117216	119744	119807
117216	123840	123903
117217	119744	119807
117217	123840	123903
117218	119744	119807
117218	123840	123903
117219	119744	119807
117219	123840	123903
117220	119744	119807
117220	123840	123903
117221	119744	119807
117221	123840	123903
117222	119744	119807
117222	123840	123903
117223	119744	119807
117223	123840	123903
117224	119744	119807
117224	123840	123903
117225	119744	119807
117225	123840	123903
117226	119744	119807
117226	123840	123903
117227	119744	119807
117227	123840	123903
117228	119744	119807
117228	123840	123903
117229	119744	119807
117229	123840	123903
117230	119744	119807
117230	123840	123903
117231	119744	119807
117231	123840	123903
117232	119744	119807
117232	123840	123903
117233	119744	119807
117233	123840	123903
117234	119744	119807
117234	123840	123903
117235	119744	119807
117235	123840	123903
117236	119744	119807
117236	123840	123903
117237	119744	119807
117237	123840	123903
117238	119744	119807
117238	123840	123903
117239	119744	119807
117239	123840	123903
117240	119744	119807
117240	123840	123903
117241	119744	119807
117241	123840	123903
117242	119744	119807
117242	123840	123903
117243	119744	119807
117243	123840	123903
117244	119744	119807
117244	123840	123903
117245	119744	119807
117245	123840	123903
117246	119744	119807
117246	123840	123903
117247	119744	119807
117247	123840	123903
117248	119808	119871
117248	123904	123967
117249	119808	119871
117249	123904	123967
117250	119808	119871
117250	123904	123967
117251	119808	119871
117251	123904	123967
117252	119808	119871
117252	123904	123967
117253	119808	119871
117253	123904	123967
117254	119808	119871
117254	123904	123967
117255	119808	119871
117255	123904	123967
117256	119808	119871
117256	123904	123967
117257	119808	119871
117257	123904	123967
117258	119808	119871
117258	123904	123967
117259	119808	119871
117259	123904	123967
117260	119808	119871
117260	123904	123967
117261	119808	119871
117261	123904	123967
117262	119808	119871
117262	123904	123967
117263	119808	119871
117263	123904	123967
117264	119808	119871
117264	123904	123967
117265	119808	119871
117265	123904	123967
117266	119808	119871
117266	123904	123967
117267	119808	119871
117267	123904	123967
117268	119808	119871
117268	123904	123967
117269	119808	119871
117269	123904	123967
117270	119808	119871
117270	123904	123967
117271	119808	119871
117271	123904	123967
117272	119808	119871
117272	123904	123967
117273	119808	119871
117273	123904	123967
117274	119808	119871
117274	123904	123967
117275	119808	119871
117275	123904	123967
117276	119808	119871
117276	123904	123967
117277	119808	119871
117277	123904	123967
117278	119808	119871
117278	123904	123967
117279	119808	119871
117279	123904	123967
117280	119872	119935
117280	123968	124031
117281	119872	119935
117281	123968	124031
117282	119872	119935
117282	123968	124031
117283	119872	119935
117283	123968	124031
117284	119872	119935
117284	123968	124031
117285	119872	119935
117285	123968	124031
117286	119872	119935
117286	123968	124031
117287	119872	119935
117287	123968	124031
117288	119872	119935
117288	123968	124031
117289	119872	119935
117289	123968	124031
117290	119872	119935
117290	123968	124031
117291	119872	119935
117291	123968	124031
117292	119872	119935
117292	123968	124031
117293	119872	119935
117293	123968	124031
117294	119872	119935
117294	123968	124031
117295	119872	119935
117295	123968	124031
117296	119872	119935
117296	123968	124031
117297	119872	119935
117297	123968	124031
117298	119872	119935
117298	123968	124031
117299	119872	119935
117299	123968	124031
117300	119872	119935
117300	123968	124031
117301	119872	119935
117301	123968	124031
117302	119872	119935
117302	123968	124031
117303	119872	119935
117303	123968	124031
117304	119872	119935
117304	123968	124031
117305	119872	119935
117305	123968	124031
117306	119872	119935
117306	123968	124031
117307	119872	119935
117307	123968	124031
117308	119872	119935
117308	123968	124031
117309	119872	119935
117309	123968	124031
117310	119872	119935
117310	123968	124031
117311	119872	119935
117311	123968	124031
117312	119936	119999
117312	124032	124095
117313	119936	119999
117313	124032	124095
117314	119936	119999
117314	124032	124095
117315	119936	119999
117315	124032	124095
117316	119936	119999
117316	124032	124095
117317	119936	119999
117317	124032	124095
117318	119936	119999
117318	124032	124095
117319	119936	119999
117319	124032	124095
117320	119936	119999
117320	124032	124095
117321	119936	119999
117321	124032	124095
117322	119936	119999
117322	124032	124095
117323	119936	119999
117323	124032	124095
117324	119936	119999
117324	124032	124095
117325	119936	119999
117325	124032	124095
117326	119936	119999
117326	124032	124095
117327	119936	119999
117327	124032	124095
117328	119936	119999
117328	124032	124095
117329	119936	119999
117329	124032	124095
117330	119936	119999
117330	124032	124095
117331	119936	119999
117331	124032	124095
117332	119936	119999
117332	124032	124095
117333	119936	119999
117333	124032	124095
117334	119936	119999
117334	124032	124095
117335	119936	119999
117335	124032	124095
117336	119936	119999
117336	124032	124095
117337	119936	119999
117337	124032	124095
117338	119936	119999
117338	124032	124095
117339	119936	119999
117339	124032	124095
117340	119936	119999
117340	124032	124095
117341	119936	119999
117341	124032	124095
117342	119936	119999
117342	124032	124095
117343	119936	119999
117343	124032	124095
117344	120000	120063
117344	124096	124159
117345	120000	120063
117345	124096	124159
117346	120000	120063
117346	124096	124159
117347	120000	120063
117347	124096	124159
117348	120000	120063
117348	124096	124159
117349	120000	120063
117349	124096	124159
117350	120000	120063
117350	124096	124159
117351	120000	120063
117351	124096	124159
117352	120000	120063
117352	124096	124159
117353	120000	120063
117353	124096	124159
117354	120000	120063
117354	124096	124159
117355	120000	120063
117355	124096	124159
117356	120000	120063
117356	124096	124159
117357	120000	120063
117357	124096	124159
117358	120000	120063
117358	124096	124159
117359	120000	120063
117359	124096	124159
117360	120000	120063
117360	124096	124159
117361	120000	120063
117361	124096	124159
117362	120000	120063
117362	124096	124159
117363	120000	120063
117363	124096	124159
117364	120000	120063
117364	124096	124159
117365	120000	120063
117365	124096	124159
