slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789817000480238592	5672504538926	1789817000480238592	5672504540281	1789817000480238592	5672504540281	1789817000480239616	5672504542611	1789817000480240640	5672504544399	1789817000480240640	5672504544528	0	0	0	0
1	0	32	16	64	1	6144	1789817000480241664	5672504549266	1789817000480242688	5672504551447	1789817000480242688	5672504552521	1789817000480246784	5672504561854	1789817000480246784	5672504562807	1789817000480246784	5672504562938	5672504552591	5672504561760	1623	8
2	2	0	0	0	1	0	1789817000480248832	5672504568239	1789817000480249856	5672504569547	1789817000480249856	5672504569547	1789817000480249856	5672504571152	1789817000480249856	5672504571182	1789817000480249856	5672504571311	0	0	0	0
3	3	0	0	0	1	0	1789817000480250880	5672504575023	1789817000480251904	5672504576172	1789817000480251904	5672504576172	1789817000480251904	5672504577140	1789817000480251904	5672504577170	1789817000480251904	5672504577300	0	0	0	0
4	5	0	0	0	1	0	1789817000480253952	5672504582625	1789817000480254976	5672504584314	1789817000480254976	5672504584314	1789817000480258048	5672504592387	1789817000480258048	5672504592417	1789817000480258048	5672504592547	0	0	0	0
5	0	32	16	64	1	6144	1789817000480260096	5672504597924	1789817000480260096	5672504600106	1789817000480261120	5672504601112	1789817000480264192	5672504610465	1789817000480265216	5672504612574	1789817000480265216	5672504612703	5672504601242	5672504610371	1444	8
6	1	0	0	0	1	0	1789817000480267264	5672504617862	1789817000480267264	5672504619199	1789817000480267264	5672504619199	1789817000480268288	5672504621637	1789817000480269312	5672504623434	1789817000480269312	5672504623563	0	0	0	0
7	0	32	16	64	1	6144	1789817000480270336	5672504628267	1789817000480271360	5672504630446	1789817000480271360	5672504631562	1789817000480275456	5672504641143	1789817000480275456	5672504642116	1789817000480275456	5672504642247	5672504631588	5672504641049	1871	8
8	4	0	0	0	1	0	1789817000480277504	5672504647334	1789817000480277504	5672504648645	1789817000480277504	5672504648645	1789817000480280576	5672504654855	1789817000480280576	5672504654885	1789817000480280576	5672504655015	0	0	0	0
9	0	32	16	64	1	6144	1789817000480281600	5672504660044	1789817000480282624	5672504662217	1789817000480283648	5672504663253	1789817000480289792	5672504681545	1789817000480290816	5672504683684	1789817000480290816	5672504683814	5672504663356	5672504681451	3113	16
10	1	0	0	0	1	0	1789817000480292864	5672504689237	1789817000480292864	5672504690506	1789817000480292864	5672504690506	1789817000480293888	5672504692935	1789817000480294912	5672504694669	1789817000480294912	5672504694798	0	0	0	0
11	0	32	16	64	1	6144	1789817000480295936	5672504699531	1789817000480296960	5672504701689	1789817000480297984	5672504702704	1789817000480301056	5672504712061	1789817000480301056	5672504713521	1789817000480301056	5672504713652	5672504702797	5672504711967	1421	8
12	2	0	0	0	1	0	1789817000480303104	5672504718900	1789817000480304128	5672504720189	1789817000480304128	5672504720189	1789817000480304128	5672504721838	1789817000480304128	5672504721868	1789817000480304128	5672504721997	0	0	0	0
13	3	0	0	0	1	0	1789817000480305152	5672504724964	1789817000480306176	5672504726080	1789817000480306176	5672504726080	1789817000480306176	5672504727035	1789817000480306176	5672504727065	1789817000480306176	5672504727195	0	0	0	0
14	5	0	0	0	1	0	1789817000480308224	5672504732529	1789817000480309248	5672504734210	1789817000480309248	5672504734210	1789817000480312320	5672504742591	1789817000480312320	5672504742621	1789817000480312320	5672504742753	0	0	0	0
15	0	32	16	64	1	6144	1789817000480314368	5672504748183	1789817000480314368	5672504750411	1789817000480315392	5672504751445	1789817000480318464	5672504760830	1789817000480319488	5672504762247	1789817000480319488	5672504762377	5672504751567	5672504760736	1491	8
16	1	0	0	0	1	0	1789817000480320512	5672504767630	1789817000480321536	5672504768957	1789817000480321536	5672504768957	1789817000480322560	5672504771321	1789817000480322560	5672504773039	1789817000480322560	5672504773168	0	0	0	0
17	0	32	16	64	1	6144	1789817000480324608	5672504778523	1789817000480325632	5672504780719	1789817000480325632	5672504781725	1789817000480329728	5672504791130	1789817000480329728	5672504792885	1789817000480329728	5672504793180	5672504781860	5672504791036	1501	8
18	4	0	0	0	1	0	1789817000480332800	5672504799019	1789817000480332800	5672504800305	1789817000480332800	5672504800305	1789817000480334848	5672504806749	1789817000480334848	5672504806779	1789817000480334848	5672504806909	0	0	0	0
19	0	32	16	64	1	6144	1789817000480336896	5672504811965	1789817000480337920	5672504814185	1789817000480337920	5672504815227	1789817000480345088	5672504833569	1789817000480345088	5672504835519	1789817000480345088	5672504835649	5672504815341	5672504833475	3173	16
20	1	0	0	0	1	0	1789817000480238592	5675690949908	1789817000480238592	5675690951284	1789817000480238592	5675690951284	1789817000480239616	5675690953641	1789817000480240640	5675690955414	1789817000480240640	5675690955545	0	0	0	0
21	0	32	16	64	1	6144	1789817000480241664	5675690960340	1789817000480242688	5675690962574	1789817000480243712	5675690963577	1789817000480246784	5675690973026	1789817000480246784	5675690973983	1789817000480246784	5675690974114	5675690963712	5675690972932	1521	8
22	2	0	0	0	1	0	1789817000480248832	5675690979478	1789817000480249856	5675690980773	1789817000480249856	5675690980773	1789817000480249856	5675690982423	1789817000480249856	5675690982453	1789817000480249856	5675690982582	0	0	0	0
23	3	0	0	0	1	0	1789817000480250880	5675690986123	1789817000480251904	5675690987228	1789817000480251904	5675690987228	1789817000480251904	5675690988209	1789817000480251904	5675690988239	1789817000480251904	5675690988369	0	0	0	0
24	5	0	0	0	1	0	1789817000480253952	5675690993691	1789817000480254976	5675690995361	1789817000480254976	5675690995361	1789817000480258048	5675691003268	1789817000480258048	5675691003298	1789817000480258048	5675691003428	0	0	0	0
25	0	32	16	64	1	6144	1789817000480259072	5675691008857	1789817000480260096	5675691011073	1789817000480261120	5675691012089	1789817000480264192	5675691021479	1789817000480265216	5675691023101	1789817000480265216	5675691023235	5675691012219	5675691021385	1317	8
26	1	0	0	0	1	0	1789817000480266240	5675691028461	1789817000480267264	5675691029825	1789817000480267264	5675691029825	1789817000480268288	5675691032197	1789817000480268288	5675691033948	1789817000480268288	5675691034077	0	0	0	0
27	0	32	16	64	1	6144	1789817000480270336	5675691039006	1789817000480271360	5675691041205	1789817000480271360	5675691042222	1789817000480275456	5675691051651	1789817000480275456	5675691053145	1789817000480275456	5675691053276	5675691042357	5675691051557	1854	8
28	4	0	0	0	1	0	1789817000480277504	5675691058396	1789817000480277504	5675691059706	1789817000480277504	5675691059706	1789817000480280576	5675691066153	1789817000480280576	5675691066183	1789817000480280576	5675691066313	0	0	0	0
29	0	32	16	64	1	6144	1789817000480282624	5675691071402	1789817000480282624	5675691073605	1789817000480283648	5675691074617	1789817000480289792	5675691093019	1789817000480290816	5675691095167	1789817000480290816	5675691095297	5675691074736	5675691092925	3141	16
30	1	0	0	0	1	0	1789817000480292864	5675691100801	1789817000480292864	5675691102089	1789817000480292864	5675691102089	1789817000480293888	5675691104457	1789817000480294912	5675691106217	1789817000480294912	5675691106346	0	0	0	0
31	0	32	16	64	1	6144	1789817000480296960	5675691111110	1789817000480296960	5675691113302	1789817000480297984	5675691114388	1789817000480301056	5675691123653	1789817000480301056	5675691124874	1789817000480301056	5675691125003	5675691114414	5675691123559	1631	8
32	2	0	0	0	1	0	1789817000480303104	5675691130322	1789817000480304128	5675691131608	1789817000480304128	5675691131608	1789817000480304128	5675691133232	1789817000480304128	5675691133262	1789817000480304128	5675691133391	0	0	0	0
33	3	0	0	0	1	0	1789817000480306176	5675691137173	1789817000480306176	5675691138274	1789817000480306176	5675691138274	1789817000480307200	5675691139501	1789817000480307200	5675691139531	1789817000480307200	5675691139660	0	0	0	0
34	5	0	0	0	1	0	1789817000480309248	5675691145365	1789817000480309248	5675691147035	1789817000480309248	5675691147035	1789817000480312320	5675691155209	1789817000480312320	5675691155239	1789817000480312320	5675691155371	0	0	0	0
35	0	32	16	64	1	6144	1789817000480314368	5675691160811	1789817000480315392	5675691163044	1789817000480315392	5675691164065	1789817000480319488	5675691173466	1789817000480319488	5675691174853	1789817000480319488	5675691174982	5675691164187	5675691173372	1358	8
36	1	0	0	0	1	0	1789817000480321536	5675691180305	1789817000480321536	5675691181655	1789817000480321536	5675691181655	1789817000480322560	5675691183984	1789817000480323584	5675691185736	1789817000480323584	5675691185865	0	0	0	0
37	0	32	16	64	1	6144	1789817000480325632	5675691190622	1789817000480325632	5675691192830	1789817000480326656	5675691193842	1789817000480329728	5675691203325	1789817000480330752	5675691205058	1789817000480330752	5675691205366	5675691193964	5675691203231	2065	8
38	4	0	0	0	1	0	1789817000480332800	5675691210619	1789817000480332800	5675691211931	1789817000480332800	5675691211931	1789817000480334848	5675691218399	1789817000480334848	5675691218429	1789817000480334848	5675691218559	0	0	0	0
39	0	32	16	64	1	6144	1789817000480336896	5675691223666	1789817000480337920	5675691225879	1789817000480337920	5675691226929	1789817000480345088	5675691245192	1789817000480345088	5675691246858	1789817000480345088	5675691246988	5675691226999	5675691245098	3120	16
40	1	0	0	0	1	0	1789817000480238592	5674248582344	1789817000480238592	5674248583681	1789817000480238592	5674248583681	1789817000480239616	5674248585942	1789817000480240640	5674248587663	1789817000480240640	5674248587793	0	0	0	0
41	0	32	16	64	1	6144	1789817000480241664	5674248592446	1789817000480242688	5674248594604	1789817000480242688	5674248595650	1789817000480246784	5674248604968	1789817000480246784	5674248605916	1789817000480246784	5674248606047	5674248595720	5674248604874	1362	8
42	2	0	0	0	1	0	1789817000480248832	5674248611228	1789817000480248832	5674248612488	1789817000480248832	5674248612488	1789817000480249856	5674248614337	1789817000480249856	5674248614367	1789817000480249856	5674248614757	0	0	0	0
43	3	0	0	0	1	0	1789817000480250880	5674248617939	1789817000480251904	5674248619032	1789817000480251904	5674248619032	1789817000480251904	5674248619965	1789817000480251904	5674248619995	1789817000480251904	5674248620125	0	0	0	0
44	5	0	0	0	1	0	1789817000480253952	5674248625425	1789817000480253952	5674248627067	1789817000480253952	5674248627067	1789817000480257024	5674248634975	1789817000480257024	5674248635005	1789817000480257024	5674248635135	0	0	0	0
45	0	32	16	64	1	6144	1789817000480259072	5674248640488	1789817000480260096	5674248642643	1789817000480260096	5674248643644	1789817000480264192	5674248653017	1789817000480264192	5674248654604	1789817000480264192	5674248654734	5674248643771	5674248652923	1542	8
46	1	0	0	0	1	0	1789817000480266240	5674248659803	1789817000480266240	5674248661099	1789817000480266240	5674248661099	1789817000480267264	5674248663398	1789817000480268288	5674248665089	1789817000480268288	5674248665218	0	0	0	0
47	0	32	16	64	1	6144	1789817000480270336	5674248670952	1789817000480271360	5674248673087	1789817000480271360	5674248674085	1789817000480274432	5674248683739	1789817000480275456	5674248684712	1789817000480275456	5674248684843	5674248674237	5674248683645	1815	8
48	4	0	0	0	1	0	1789817000480277504	5674248689805	1789817000480277504	5674248691071	1789817000480277504	5674248691071	1789817000480279552	5674248697502	1789817000480279552	5674248697532	1789817000480279552	5674248697661	0	0	0	0
49	0	32	16	64	1	6144	1789817000480281600	5674248702854	1789817000480282624	5674248704992	1789817000480282624	5674248705986	1789817000480289792	5674248724030	1789817000480289792	5674248726114	1789817000480289792	5674248726243	5674248706121	5674248723936	2866	16
50	1	0	0	0	1	0	1789817000480291840	5674248731546	1789817000480292864	5674248732795	1789817000480292864	5674248732795	1789817000480293888	5674248735115	1789817000480293888	5674248736830	1789817000480293888	5674248736959	0	0	0	0
51	0	32	16	64	1	6144	1789817000480295936	5674248742793	1789817000480296960	5674248744930	1789817000480296960	5674248745921	1789817000480301056	5674248755181	1789817000480301056	5674248756381	1789817000480301056	5674248756510	5674248746045	5674248755087	1675	8
52	2	0	0	0	1	0	1789817000480303104	5674248761676	1789817000480303104	5674248762922	1789817000480303104	5674248762922	1789817000480304128	5674248764517	1789817000480304128	5674248764547	1789817000480304128	5674248764676	0	0	0	0
53	3	0	0	0	1	0	1789817000480305152	5674248768354	1789817000480306176	5674248769436	1789817000480306176	5674248769436	1789817000480306176	5674248770622	1789817000480306176	5674248770652	1789817000480306176	5674248770781	0	0	0	0
54	5	0	0	0	1	0	1789817000480308224	5674248776325	1789817000480309248	5674248777958	1789817000480309248	5674248777958	1789817000480311296	5674248785873	1789817000480311296	5674248785903	1789817000480312320	5674248786032	0	0	0	0
55	0	32	16	64	1	6144	1789817000480314368	5674248791824	1789817000480314368	5674248793985	1789817000480315392	5674248795121	1789817000480318464	5674248804340	1789817000480319488	5674248805951	1789817000480319488	5674248806080	5674248795177	5674248804246	1362	8
