constexpr StageDesc kStages[] = {
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {0u, 11u, 2u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 0u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 1u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 2u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {3u, 6u, 20u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {4u, 7u, 20u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {7u, 21u, 23u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {5u, 22u, 24u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kAttention, 0u, 4u, 128u, 1u, {6u, 23u, 24u, 8u, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 3u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {1u, 12u, 2u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 4u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 5u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kElementwise, 0u, 1024u, 0u, 1u, {9u, 10u, 9u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 6u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {1u, 35u, 26u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 7u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 8u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 9u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {27u, 30u, 44u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {28u, 31u, 44u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {31u, 45u, 47u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {29u, 46u, 48u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kAttention, 0u, 4u, 128u, 1u, {30u, 47u, 48u, 32u, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 10u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {25u, 36u, 26u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 11u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 12u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kElementwise, 0u, 1024u, 0u, 1u, {33u, 34u, 33u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 13u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {25u, 59u, 50u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 14u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 15u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 16u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {51u, 54u, 68u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {52u, 55u, 68u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {55u, 69u, 71u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {53u, 70u, 72u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kAttention, 0u, 4u, 128u, 1u, {54u, 71u, 72u, 56u, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 17u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {49u, 60u, 50u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 18u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 19u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kElementwise, 0u, 1024u, 0u, 1u, {57u, 58u, 57u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 20u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {49u, 83u, 74u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 21u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 22u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 23u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {75u, 78u, 92u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRoPE, 0u, 4u, 128u, 1u, {76u, 79u, 92u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {79u, 93u, 95u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kKVAppend, 0u, 4u, 128u, 1u, {77u, 94u, 96u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kAttention, 0u, 4u, 128u, 1u, {78u, 95u, 96u, 80u, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 24u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kRMSNorm, 0u, 0u, 512u, 1u, {73u, 84u, 74u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 25u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 26u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kElementwise, 0u, 1024u, 0u, 1u, {81u, 82u, 81u, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
  {TaskKind::kGemm, 27u, 0u, 0u, 1u, {kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand, kNoOperand}},
};
