cell	supported	eliminated_nodes	removed_global_bytes	fixed_upper_ns	traffic_upper_ns	optimistic_upper_ns	cp_ns	queue_lb_ns	floor_ns	upper_share	entire_pair_envelope_cap_ns	entire_pair_envelope_cap_share
gqa2_s4	2	16.0	8192.0	795.82491445376	467.88733279999997	1263.7122472537599	100352	81920.0	100352	0.012592795831211734	3430.27980368	0.03418247572225765
gqa2_s128	2	512.0	262144.0	809.20952995616	493.52835865999987	1302.73788861616	266240	227328.0	266240	0.004893096035968149	3487.97211188	0.013100856790414664
mha4_s4	4	64.0	32768.0	1591.64982890752	935.7746655999999	2527.4244945075197	199680	171008.0	199680	0.012657374271371794	6860.55960736	0.03435777046955128
mha4_s128	4	2048.0	1048576.0	1671.95752190336	1089.6208207199998	2761.5783426233597	393216	299008.0	393216	0.0070230569016097	7206.71345648	0.0183276200777181
real_s4	4	128.0	65536.0	1634.65794674848	1018.16569592	2652.82364266848	1275904	2359296.0	2359296.0	0.0011244132328747558	7045.93942564	0.0029864584289720324
real_s128	4	4096.0	2097152.0	5252.86011959264	3722.8616076	8975.72172719264	3277824	5578752.0	5578752.0	0.0016089121235704042	22641.63844652	0.004058549017149355
