model	seq	placement	dump	source	cp_corrected_ns	cp_corrected_nodes	queue_lb_ns	measured_l2_ms	cp_corrected_path	all_count	all_mean_ns	all_p50_ns	all_p90_ns	all_max_ns	cp_count	cp_mean_ns	cp_p50_ns	cp_p90_ns	cp_max_ns	measured_over_floor
gqa2	4	0	docs/experiments/PHASE/audit/gqa2_s4_legacy_grid_stride	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	242688	20	366592	0.45056	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:3,15:0,17:0,20:1,21:1,23:0,24:0,25:0,26:0,28:0,29:2	200	8862.72	3072	21504	43008	20	12134.4	4096	23552	43008	1.229050279329609
gqa2	4	5	docs/experiments/PHASE/audit/gqa2_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	243712	20	43008	0.293888	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0	200	9113.6	3072	21504	43008	20	12185.6	4096	23552	43008	1.2058823529411764
gqa2	128	0	docs/experiments/PHASE/audit/gqa2_s128_legacy_grid_stride	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	342016	20	532480	0.625664	0:0,2:0,5:1,6:1,8:10,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:128,21:128,23:47,24:0,25:0,26:2,28:0,29:1	4416	6301.217391304348	1024	21504	53248	20	17100.8	24576	33792	53248	1.175
gqa2	128	5	docs/experiments/PHASE/audit/gqa2_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	350208	20	157696	0.4648	0:0,2:0,5:0,6:0,8:119,9:0,10:22,12:6,13:0,14:0,15:0,17:0,20:0,21:0,23:118,24:0,25:0,26:0,28:0,29:0	4416	6256.927536231884	1024	20480	53248	20	17510.4	24576	34816	53248	1.3272112573099415
mha4	4	0	docs/experiments/PHASE/audit/mha4_s4_legacy_grid_stride	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	487424	40	740352	0.902144	0:0,2:3,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:1,15:0,17:2,20:1,21:1,23:0,24:0,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:1,45:0,47:1,50:1,51:1,53:0,54:0,55:0,56:0,58:0,59:1	512	7772.0	1024	21504	41984	40	12185.6	4096	23552	41984	1.218533886583679
mha4	4	5	docs/experiments/PHASE/audit/mha4_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	491520	40	86016	0.581632	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:2,45:0,47:0,50:0,51:0,53:0,54:0,55:0,56:0,58:0,59:0	512	7966.0	2048	21504	43008	40	12288.0	4096	23552	43008	1.1833333333333333
mha4	128	0	docs/experiments/PHASE/audit/mha4_s128_legacy_grid_stride	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	687104	40	1080320	1.281024	0:0,2:2,5:1,6:1,8:21,9:0,10:0,12:5,13:0,14:0,15:0,17:2,20:129,21:129,23:46,24:0,25:0,26:0,28:0,29:0,30:0,32:2,35:128,36:128,38:29,39:0,40:0,41:0,43:0,44:0,45:0,47:3,50:0,51:0,53:3,54:0,55:0,56:0,58:0,59:0	11920	4858.502013422819	1024	20480	53248	40	17177.6	24576	33792	53248	1.185781990521327
mha4	128	5	docs/experiments/PHASE/audit/mha4_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	695296	40	297984	0.956416	0:0,2:3,5:1,6:1,8:44,9:0,10:0,12:2,13:0,14:1,15:0,17:0,20:0,21:0,23:35,24:2,25:0,26:2,28:0,29:0,30:0,32:0,35:1,36:1,38:38,39:1,40:0,42:1,43:0,44:0,45:0,47:0,50:0,51:0,53:119,54:0,55:9,56:0,58:0,59:0	11920	4847.420134228188	1024	20480	54272	40	17382.4	24576	34816	54272	1.3755522827687776
