stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	serving.s0	embedding	4	0	2107.2075435373108	0	1761.2836440000001	2371.0329181492434	4296.5136119999997
1	serving.s1	rmsnorm	4	2107.2075435373108	5096.4377398952111	0	3374.5341616000001	4285.8730118315998	4296.5136119999997
2	serving.s2	gemm	96	6331.8495408952112	25649.949718900418	169379.348256	267662.725248	1314379.2168965	103116.326688
3	serving.s3	fused_attention	160	26885.361519900416	69770.518052044412	282298.91375999927	786954.76072959777	2081850.2343475216	171860.54448000013
4	serving.s4	attention_merge	32	67545.409518644403	75889.747148947587	56459.782751999999	50764.941343999999	14685.320476902183	34372.108895999998
5	serving.s5	gemm	64	77125.158949947581	92302.183311674409	112919.565504	197821.02374400001	591844.75211051758	68744.217791999996
6	serving.s6	rmsnorm	4	93537.595112674404	98291.193520032291	7057.4728439999999	3374.5341616000001	4285.8730118316016	4296.5136119999997
7	serving.s7	swiglu_gemm	128	99526.605321032286	179404.95931546687	225839.131008	584876.60185600002	9276225.1428396255	137488.43558399999
8	serving.s8	gemm	64	180640.37111646688	223560.11823337426	112919.565504	197821.02374400001	2367379.0084420722	68744.217791999996
9	serving.s9	rmsnorm	4	224795.53003437427	229549.12844173217	7057.4728439999999	3374.5341616000001	4285.8730118315434	4296.5136119999997
10	serving.s10	gemm	96	230784.54024273218	250102.64042073739	169379.348256	267662.725248	1314379.2168964986	103116.326688
11	serving.s11	fused_attention	160	251338.05222173739	294223.20875388139	282298.91375999927	786954.76072959777	2081850.2343475213	171860.54448000013
12	serving.s12	attention_merge	32	291998.1002204814	300342.43785078463	56459.782751999999	50764.941343999999	14685.320476902649	34372.108895999998
13	serving.s13	gemm	64	301577.84965178464	316754.87401351146	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
14	serving.s14	rmsnorm	4	317990.28581451147	322743.8842218694	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
15	serving.s15	swiglu_gemm	128	323979.29602286941	403857.650017304	225839.131008	584876.60185600002	9276225.1428396255	137488.43558399999
16	serving.s16	gemm	64	405093.06181830401	448012.80893521133	112919.565504	197821.02374400001	2367379.0084420703	68744.217791999996
17	serving.s17	rmsnorm	4	449248.22073621134	454001.81914356927	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
18	serving.s18	gemm	96	455237.23094456928	474555.33112257445	169379.348256	267662.725248	1314379.2168964986	103116.326688
19	serving.s19	fused_attention	160	475790.74292357446	518675.89945571846	282298.91375999927	786954.76072959777	2081850.2343475216	171860.54448000013
20	serving.s20	attention_merge	32	516450.79092231847	524795.1285526217	56459.782751999999	50764.941343999999	14685.320476902649	34372.108895999998
21	serving.s21	gemm	64	526030.54035362171	541207.56471534853	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
22	serving.s22	rmsnorm	4	542442.97651634854	547196.57492370636	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
23	serving.s23	swiglu_gemm	128	548431.98672470637	628310.34071914083	225839.131008	584876.60185600002	9276225.1428396255	137488.43558399999
24	serving.s24	gemm	64	629545.75252014084	672465.49963704823	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
25	serving.s25	rmsnorm	4	673700.91143804824	678454.50984540605	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
26	serving.s26	gemm	96	679689.92164640606	699008.02182441123	169379.348256	267662.725248	1314379.2168965042	103116.326688
27	serving.s27	fused_attention	160	700243.43362541124	743128.59015755507	282298.91375999927	786954.76072959777	2081850.2343475223	171860.54448000013
28	serving.s28	attention_merge	32	740903.48162415519	749247.81925445818	56459.782751999999	50764.941343999999	14685.320476900786	34372.108895999998
29	serving.s29	gemm	64	750483.23105545819	765660.25541718502	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
30	serving.s30	rmsnorm	4	766895.66721818503	771649.26562554284	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
31	serving.s31	swiglu_gemm	128	772884.67742654285	852763.03142097732	225839.131008	584876.60185600002	9276225.1428396255	137488.43558399999
32	serving.s32	gemm	64	853998.44322197733	896918.19033888471	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
33	serving.s33	rmsnorm	4	898153.60213988472	902907.20054724254	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
34	serving.s34	gemm	96	904142.61234824255	923460.71252624772	169379.348256	267662.725248	1314379.2168965042	103116.326688
35	serving.s35	fused_attention	160	924696.12432724773	967581.28085939155	282298.91375999927	786954.76072959777	2081850.2343475223	171860.54448000013
36	serving.s36	attention_merge	32	965356.17232599168	973700.50995629467	56459.782751999999	50764.941343999999	14685.320476900786	34372.108895999998
37	serving.s37	gemm	64	974935.92175729468	990112.94611902151	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
38	serving.s38	rmsnorm	4	991348.35792002152	996101.95632737933	7057.4728439999999	3374.5341616000001	4285.8730118316598	4296.5136119999997
39	serving.s39	swiglu_gemm	128	997337.36812837934	1077215.722122814	225839.131008	584876.60185600002	9276225.1428396404	137488.43558399999
40	serving.s40	gemm	64	1078451.1339238139	1121370.8810407214	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
41	serving.s41	rmsnorm	4	1122606.2928417213	1127359.8912490793	7057.4728439999999	3374.5341616000001	4285.8730118311942	4296.5136119999997
42	serving.s42	gemm	96	1128595.3030500792	1147913.4032280846	169379.348256	267662.725248	1314379.2168965042	103116.326688
43	serving.s43	fused_attention	160	1149148.8150290844	1192033.9715612286	282298.91375999927	786954.76072959777	2081850.2343475223	171860.54448000013
44	serving.s44	attention_merge	32	1189808.8630278285	1198153.2006581319	56459.782751999999	50764.941343999999	14685.320476904511	34372.108895999998
45	serving.s45	gemm	64	1199388.6124591317	1214565.6368208586	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
