slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1317	0	2304	1941	1810	131	5562	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	0	32	16	32	1	3072	0	1024	4096	0	0	0	5120	2133	614	10427	1059	929	130	14233	1	16	5469	4824	134	1967.349118246329	1735.324949062039	48.20347080727886	231.41712920677298
2	5	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1261	0	1665	383	30	353	3309	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1120	0	954	160	30	130	2234	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1650	0	7905	310	30	280	9865	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	0	32	16	32	1	3072	0	1024	4096	0	0	0	5120	2145	583	10566	1735	1604	131	15029	1	16	5499	4911	156	1873.3701510413202	1673.0534300352654	53.145252511810504	221.6514738172866
6	10	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1319	0	2394	1929	1798	131	5642	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	1	32	16	32	1	3072	1024	0	5120	0	0	0	6144	2143	601	10405	1542	1408	134	14691	1	16	5439	4832	134	2274.672656728609	2020.8160098019193	56.0408413314274	268.46804165815803
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1274	0	6229	159	30	129	7662	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	0	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	2126	626	21061	1996	1865	131	25809	1	32	10814	10121	126	4290.571506063777	4015.616257894533	49.99186330349878	259.56836762369716
10	15	0	1	1	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1269	0	2406	1827	1698	129	5502	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	1	32	16	32	1	3072	1024	0	4096	1024	0	1024	6144	2125	593	10443	1219	913	306	14380	1	16	5530	4765	148	2362.74826147427	2035.894297635605	63.23449235048679	274.9151599443672
12	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1255	0	1704	383	30	353	3342	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1112	0	899	160	30	130	2171	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1651	0	8146	161	30	131	9958	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	1	32	16	32	1	3072	1024	0	4096	1024	1024	0	6144	2193	591	10562	1516	1385	131	14862	1	16	5460	4951	151	2257.1820750908355	2046.7597900686312	62.42389987888575	268.9963665724667
16	25	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1326	0	2382	1850	1721	129	5558	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	0	32	16	32	1	3072	1024	0	4096	0	0	0	5120	2203	588	10494	1538	1228	310	14823	1	16	5478	4854	162	1892.1513863590367	1676.6160696215343	55.95628415300547	223.04796599878568
18	28	0	4	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1303	0	6422	160	30	130	7885	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	1	32	16	32	1	3072	1024	1024	8192	0	0	0	10240	2179	614	21034	1486	1356	130	25313	1	32	10807	10087	140	4371.8121123533365	4080.5467546320074	56.63493066803619	264.136214593292
20	0	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1323	0	2389	1905	1774	131	5617	0	0	0	0	0	0.0	0.0	0.0	0.0
21	2	1	0	0	32	16	32	1	3072	0	1024	4096	0	0	0	5120	2125	640	10351	1312	1178	134	14428	1	16	5481	4758	112	1945.018020515664	1688.450235652897	39.74494039367895	227.09176601053505
22	5	1	2	1	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1260	0	1671	391	30	361	3322	0	0	0	0	0	0.0	0.0	0.0	0.0
23	6	1	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1121	0	927	160	30	130	2208	0	0	0	0	0	0.0	0.0	0.0	0.0
24	8	1	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1654	0	7877	162	30	132	9693	0	0	0	0	0	0.0	0.0	0.0	0.0
25	9	1	0	1	32	16	32	1	3072	1024	1024	4096	0	0	0	6144	2164	621	10448	2009	1878	131	15242	1	16	5442	4880	126	2193.6522766041203	1967.1119275685605	50.79018501508988	260.0477627607926
26	10	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1321	0	2346	1879	1748	131	5546	0	0	0	0	0	0.0	0.0	0.0	0.0
27	11	1	0	0	32	16	32	1	3072	1024	0	5120	0	0	0	6144	2155	601	10402	1309	1179	130	14467	1	16	5507	4761	134	2338.7715490426485	2021.9523052464228	56.90855049422824	272.545240893067
28	13	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1290	0	6394	160	30	130	7844	0	0	0	0	0	0.0	0.0	0.0	0.0
29	14	1	0	0	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	2155	591	20827	1487	1356	131	25060	1	32	10745	9934	148	4390.614525139665	4059.224261771748	60.4756584197925	264.05746209098163
30	15	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1247	0	2344	1968	1837	131	5559	0	0	0	0	0	0.0	0.0	0.0	0.0
31	17	1	0	0	32	16	32	1	3072	1024	0	4096	0	0	0	5120	2148	604	10321	1235	927	308	14308	1	16	5530	4655	136	1978.8649706457927	1665.7534246575344	48.66648029074644	227.78864970645793
32	20	1	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1262	0	1674	388	30	358	3324	0	0	0	0	0	0.0	0.0	0.0	0.0
