slot	worker	stage	logical_task	smid	wait_begin	ready	run_begin	run_end	publish_end	wait_begin_idx	wait_count	dependency_begin	dependency_count	run_begin_clk	run_end_clk
0	0	0	0	0	1789550491266237440	1789550491266237440	1789550491266237440	1789550491266247680	1789550491266248704	0	0	0	0	32830073128480	32830073154977
1	0	2	0	0	1789550491266248704	1789550491266250752	1789550491266250752	1789550491266390016	1789550491266392064	0	3	1	1	32830073162494	32830073540671
2	0	1	0	0	1789550491266392064	1789550491266392064	1789550491266392064	1789550491266531328	1789550491266532352	3	0	0	1	32830073545922	32830073920591
3	0	3	0	0	1789550491266532352	1789550491266533376	1789550491266533376	1789550491266672640	1789550491266673664	3	0	2	1	32830073925797	32830074302023
4	0	5	0	0	1789550491266673664	1789550491266674688	1789550491266674688	1789550491266675712	1789550491266677760	3	1	4	1	32830074308826	32830074312048
5	0	4	0	0	1789550491266677760	1789550491266678784	1789550491266678784	1789550491266679808	1789550491266681856	4	1	3	1	32830074319664	32830074322676
6	0	7	0	0	1789550491266681856	1789550491266682880	1789550491266682880	1789550491266683904	1789550491266684928	5	1	6	1	32830074329583	32830074332219
7	0	6	0	0	1789550491266684928	1789550491266684928	1789550491266685952	1789550491266686976	1789550491266688000	6	0	5	1	32830074337080	32830074339817
8	0	8	0	0	1789550491266688000	1789550491266691072	1789550491266691072	1789550491266695168	1789550491266697216	6	2	7	3	32830074352463	32830074363850
9	0	9	0	0	1789550491266697216	1789550491266698240	1789550491266698240	1789550491266840576	1789550491266841600	8	127	10	1	32830074371982	32830074754658
10	0	10	0	0	1789550491266841600	1789550491266843648	1789550491266843648	1789550491266856960	1789550491266857984	135	31	11	1	32830074763032	32830074798632
11	0	11	0	0	1789550491266857984	1789550491266859008	1789550491266859008	1789550491267009536	1789550491267011584	166	3	12	1	32830074806337	32830075212234
12	0	12	0	0	1789550491267011584	1789550491267012608	1789550491267012608	1789550491267153920	1789550491267154944	169	0	13	1	32830075218789	32830075600319
13	0	13	0	0	1789550491267155968	1789550491267156992	1789550491267156992	1789550491267203072	1789550491267204096	169	222	14	2	32830075609926	32830075732647
14	0	14	0	0	1789550491267204096	1789550491267205120	1789550491267205120	1789550491267680256	1789550491267682304	391	3	16	2	32830075739883	32830077020798
15	0	15	0	0	1789550491267682304	1789550491267690496	1789550491267690496	1789550491267703808	1789550491267704832	394	31	18	1	32830077049462	32830077084296
16	0	17	0	0	1789550491267704832	1789550491267705856	1789550491267705856	1789550491267846144	1789550491267848192	425	3	20	1	32830077091416	32830077470061
17	0	16	0	0	1789550491267848192	1789550491267848192	1789550491267849216	1789550491267987456	1789550491267989504	428	0	19	1	32830077476157	32830077851155
18	0	18	0	0	1789550491267989504	1789550491267989504	1789550491267989504	1789550491268128768	1789550491268129792	428	0	21	1	32830077856343	32830078231033
19	0	20	0	0	1789550491268129792	1789550491268130816	1789550491268130816	1789550491268131840	1789550491268133888	428	1	23	1	32830078238062	32830078241045
20	0	19	0	0	1789550491268133888	1789550491268134912	1789550491268134912	1789550491268135936	1789550491268137984	429	1	22	1	32830078248494	32830078251864
21	0	22	0	0	1789550491268137984	1789550491268139008	1789550491268139008	1789550491268140032	1789550491268141056	430	1	25	1	32830078259395	32830078261831
22	0	21	0	0	1789550491268141056	1789550491268141056	1789550491268141056	1789550491268142080	1789550491268143104	431	0	24	1	32830078266295	32830078268943
23	0	23	0	0	1789550491268144128	1789550491268148224	1789550491268148224	1789550491268153344	1789550491268154368	431	2	26	3	32830078285128	32830078298253
24	0	24	0	0	1789550491268155392	1789550491268156416	1789550491268156416	1789550491268298752	1789550491268300800	433	127	29	2	32830078306375	32830078690760
25	0	25	0	0	1789550491268300800	1789550491268301824	1789550491268301824	1789550491268315136	1789550491268316160	560	31	31	1	32830078699137	32830078733821
26	0	26	0	0	1789550491268316160	1789550491268317184	1789550491268317184	1789550491268463616	1789550491268465664	591	3	32	1	32830078741273	32830079135979
27	0	27	0	0	1789550491268465664	1789550491268466688	1789550491268466688	1789550491268609024	1789550491268611072	594	0	33	1	32830079141858	32830079527266
28	0	28	0	0	1789550491268611072	1789550491268614144	1789550491268614144	1789550491268660224	1789550491268662272	594	222	34	2	32830079541343	32830079666379
29	0	29	0	0	1789550491268662272	1789550491268663296	1789550491268663296	1789550491269138432	1789550491269141504	816	3	36	2	32830079673975	32830080956448
30	0	30	0	0	1789550491269141504	1789550491269148672	1789550491269148672	1789550491269161984	1789550491269163008	819	31	38	1	32830080984253	32830081019504
