stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	1	embedding	0	2078.893652022613	0	440.32091100000002	564.44433802261301	1074.1284029999999	0
1	1	rmsnorm	2078.893652022613	5068.1238483805128	0	843.63354040000002	1071.4682529578999	1074.1284029999999	0
2	95	gemm	6303.535649380513	25621.635827385722	1764.368211	2788.1533880000002	13691.45017600521	1074.1284029999999	1235.411801
3	138	fused_attention	30317.567962785721	55507.330763281723	1764.368211	7782.7629440000001	14568.503242496001	1074.1284029999999	1235.411801
4	15	attention_merge	56742.742564281725	61933.290525672928	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
5	63	gemm	63168.70232667293	78345.726688399765	1764.368211	3090.9534960000001	9247.5742517268372	1074.1284029999999	1235.411801
6	1	rmsnorm	79581.13848939976	84334.736896757648	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999	1235.411801
7	127	swiglu_gemm	85570.148697757642	165448.50269219221	1764.368211	4569.3484520000002	72470.508928434559	1074.1284029999999	1235.411801
8	63	gemm	166683.91449319222	209603.6616100996	1764.368211	3090.9534960000001	36990.297006907378	1074.1284029999999	1235.411801
9	1	rmsnorm	210839.07341109961	215592.67181845751	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999	1235.411801
10	95	gemm	216828.08361945752	236146.18379746273	1764.368211	2788.1533880000002	13691.450176005193	1074.1284029999999	1235.411801
11	138	fused_attention	240842.11593286274	266031.87873335875	1764.368211	7782.7629440000001	14568.503242496023	1074.1284029999999	1235.411801
12	15	attention_merge	267267.29053435876	272457.83849574998	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
13	63	gemm	273693.25029674999	288870.27465847682	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
14	1	rmsnorm	290105.68645947683	294859.28486683476	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
15	127	swiglu_gemm	296094.69666783477	375973.05066226935	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
16	63	gemm	377208.46246326936	420128.20958017668	1764.368211	3090.9534960000001	36990.297006907349	1074.1284029999999	1235.411801
17	1	rmsnorm	421363.62138117669	426117.21978853462	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
18	95	gemm	427352.63158953463	446670.73176753981	1764.368211	2788.1533880000002	13691.450176005193	1074.1284029999999	1235.411801
19	138	fused_attention	451366.66390293982	476556.42670343583	1764.368211	7782.7629440000001	14568.503242495994	1074.1284029999999	1235.411801
20	15	attention_merge	477791.83850443584	482982.38646582706	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
21	63	gemm	484217.79826682707	499394.8226285539	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
22	1	rmsnorm	500630.23442955391	505383.83283691184	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
23	127	swiglu_gemm	506619.24463791185	586497.59863234637	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
24	63	gemm	587733.01043334638	630652.75755025377	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
25	1	rmsnorm	631888.16935125377	636641.76775861159	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
26	95	gemm	637877.1795596116	657195.27973761677	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
27	138	fused_attention	661891.21187301667	687080.97467351262	1764.368211	7782.7629440000001	14568.503242496052	1074.1284029999999	1235.411801
28	15	attention_merge	688316.38647451263	693506.93443590379	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
29	63	gemm	694742.3462369038	709919.37059863063	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
30	1	rmsnorm	711154.78239963064	715908.38080698845	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
31	127	swiglu_gemm	717143.79260798846	797022.14660242293	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
32	63	gemm	798257.55840342294	841177.30552033032	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
33	1	rmsnorm	842412.71732133033	847166.31572868815	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
34	95	gemm	848401.72752968816	867719.82770769333	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
35	138	fused_attention	872415.75984309323	897605.52264358918	1764.368211	7782.7629440000001	14568.503242496052	1074.1284029999999	1235.411801
36	15	attention_merge	898840.93444458919	904031.48240598035	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
37	63	gemm	905266.89420698036	920443.91856870719	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
38	1	rmsnorm	921679.3303697072	926432.92877706501	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
39	127	swiglu_gemm	927668.34057806502	1007546.6945724995	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
40	63	gemm	1008782.1063734995	1051701.8534904069	1764.368211	3090.9534960000001	36990.297006907291	1074.1284029999999	1235.411801
41	1	rmsnorm	1052937.2652914068	1057690.8636987647	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
42	95	gemm	1058926.2754997646	1078244.37567777	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
43	138	fused_attention	1082940.3078131699	1108130.070613666	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
44	15	attention_merge	1109365.4824146659	1114556.0303760571	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
45	63	gemm	1115791.442177057	1130968.4665387839	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
46	1	rmsnorm	1132203.8783397838	1136957.4767471417	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
47	127	swiglu_gemm	1138192.8885481416	1218071.242542576	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
48	63	gemm	1219306.6543435759	1262226.4014604834	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
49	1	rmsnorm	1263461.8132614833	1268215.4116688413	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
50	95	gemm	1269450.8234698412	1288768.9236478466	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
51	138	fused_attention	1293464.8557832465	1318654.6185837425	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
52	15	attention_merge	1319890.0303847424	1325080.5783461337	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
53	63	gemm	1326315.9901471336	1341493.0145088604	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
54	1	rmsnorm	1342728.4263098603	1347482.0247172182	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
55	127	swiglu_gemm	1348717.4365182181	1428595.7905126526	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
56	63	gemm	1429831.2023136525	1472750.94943056	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
57	1	rmsnorm	1473986.3612315599	1478739.9596389178	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
58	95	gemm	1479975.3714399177	1499293.4716179231	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
59	138	fused_attention	1503989.403753323	1529179.1665538191	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
60	15	attention_merge	1530414.578354819	1535605.1263162103	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
61	63	gemm	1536840.5381172101	1552017.562478937	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
62	1	rmsnorm	1553252.9742799369	1558006.5726872948	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
63	127	swiglu_gemm	1559241.9844882947	1639120.3384827292	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
64	63	gemm	1640355.7502837291	1683275.4974006366	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
65	1	rmsnorm	1684510.9092016364	1689264.5076089944	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
66	95	gemm	1690499.9194099943	1709818.0195879997	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
67	138	fused_attention	1714513.9517233996	1739703.7145238956	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
68	15	attention_merge	1740939.1263248955	1746129.6742862868	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
69	63	gemm	1747365.0860872867	1762542.1104490135	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
70	1	rmsnorm	1763777.5222500134	1768531.1206573714	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
71	127	swiglu_gemm	1769766.5324583712	1849644.8864528057	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
72	63	gemm	1850880.2982538056	1893800.0453707131	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
73	1	rmsnorm	1895035.457171713	1899789.0555790709	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
74	95	gemm	1901024.4673800708	1920342.5675580762	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
75	138	fused_attention	1925038.4996934761	1950228.2624939722	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
76	15	attention_merge	1951463.6742949721	1956654.2222563634	1764.368211	1586.404417	765.64693039120175	1074.1284029999999	1235.411801
77	63	gemm	1957889.6340573633	1973066.6584190901	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
78	1	rmsnorm	1974302.07022009	1979055.6686274479	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
79	127	swiglu_gemm	1980291.0804284478	2060169.4344228823	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
80	63	gemm	2061404.8462238822	2104324.5933407894	1764.368211	3090.9534960000001	36990.297006907174	1074.1284029999999	1235.411801
81	1	rmsnorm	2105560.0051417896	2110313.6035491475	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
82	95	gemm	2111549.0153501476	2130867.1155281533	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
83	138	fused_attention	2135563.0476635536	2160752.8104640497	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
84	15	attention_merge	2161988.2222650498	2167178.7702264409	1764.368211	1586.404417	765.64693039096892	1074.1284029999999	1235.411801
85	63	gemm	2168414.182027441	2183591.2063891678	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
86	1	rmsnorm	2184826.6181901679	2189580.2165975259	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
87	127	swiglu_gemm	2190815.628398526	2270693.9823929607	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
88	63	gemm	2271929.3941939608	2314849.1413108683	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
89	1	rmsnorm	2316084.5531118684	2320838.1515192264	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
90	95	gemm	2322073.5633202265	2341391.6634982321	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
91	138	fused_attention	2346087.5956336325	2371277.3584341286	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
92	15	attention_merge	2372512.7702351287	2377703.3181965197	1764.368211	1586.404417	765.64693039096892	1074.1284029999999	1235.411801
93	63	gemm	2378938.7299975199	2394115.7543592467	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
94	1	rmsnorm	2395351.1661602468	2400104.7645676048	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
95	127	swiglu_gemm	2401340.1763686049	2481218.5303630396	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
96	63	gemm	2482453.9421640397	2525373.6892809472	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
97	1	rmsnorm	2526609.1010819473	2531362.6994893053	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
98	95	gemm	2532598.1112903054	2551916.211468311	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
99	138	fused_attention	2556612.1436037114	2581801.9064042075	1764.368211	7782.7629440000001	14568.503242495935	1074.1284029999999	1235.411801
100	15	attention_merge	2583037.3182052076	2588227.8661665986	1764.368211	1586.404417	765.64693039096892	1074.1284029999999	1235.411801
101	63	gemm	2589463.2779675988	2604640.3023293256	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
102	1	rmsnorm	2605875.7141303257	2610629.3125376836	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
103	127	swiglu_gemm	2611864.7243386838	2691743.0783331185	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
104	63	gemm	2692978.4901341186	2735898.2372510261	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
105	1	rmsnorm	2737133.6490520262	2741887.2474593841	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
