producer	consumer	direction	oracle	coordinate	expected	actual	equal
0	1	0	General	0	32	32	1
0	1	0	General	64	32	32	1
0	1	0	General	127	32	32	1
0	1	1	General	0	32	32	1
0	1	1	General	64	32	32	1
0	1	1	General	127	32	32	1
0	2	0	General	0	32	32	1
0	2	0	General	64	32	32	1
0	2	0	General	127	32	32	1
0	2	1	General	0	32	32	1
0	2	1	General	64	32	32	1
0	2	1	General	127	32	32	1
0	3	0	General	0	32	32	1
0	3	0	General	64	32	32	1
0	3	0	General	127	32	32	1
0	3	1	General	0	32	32	1
0	3	1	General	64	32	32	1
0	3	1	General	127	32	32	1
1	4	0	General	0	512	512	1
1	4	0	General	64	512	512	1
1	4	0	General	127	512	512	1
1	4	1	General	0	128	128	1
1	4	1	General	256	128	128	1
1	4	1	General	511	128	128	1
2	5	0	General	0	512	512	1
2	5	0	General	64	512	512	1
2	5	0	General	127	512	512	1
2	5	1	General	0	128	128	1
2	5	1	General	256	128	128	1
2	5	1	General	511	128	128	1
5	6	0	Unique	0	1	1	1
5	6	0	Unique	256	1	1	1
5	6	0	Unique	511	1	1	1
5	6	1	Unique	0	1	1	1
5	6	1	Unique	256	1	1	1
5	6	1	Unique	511	1	1	1
3	7	0	General	0	512	512	1
3	7	0	General	64	512	512	1
3	7	0	General	127	512	512	1
3	7	1	General	0	128	128	1
3	7	1	General	256	128	128	1
3	7	1	General	511	128	128	1
4	8	0	Unique	0	1	1	1
4	8	0	Unique	256	1	1	1
4	8	0	Unique	511	1	1	1
4	8	1	Unique	0	1	1	1
4	8	1	Unique	256	1	1	1
4	8	1	Unique	511	1	1	1
6	8	0	General	0	512	512	1
6	8	0	General	256	512	512	1
6	8	0	General	511	512	512	1
6	8	1	General	0	512	512	1
6	8	1	General	256	512	512	1
6	8	1	General	511	512	512	1
7	8	0	General	0	512	512	1
7	8	0	General	256	512	512	1
7	8	0	General	511	512	512	1
7	8	1	General	0	512	512	1
7	8	1	General	256	512	512	1
7	8	1	General	511	512	512	1
8	9	0	General	0	32	32	1
8	9	0	General	256	32	32	1
8	9	0	General	511	32	32	1
8	9	1	General	0	128	128	1
8	9	1	General	64	128	128	1
8	9	1	General	127	128	128	1
9	10	0	General	0	32	32	1
9	10	0	General	64	32	32	1
9	10	0	General	127	32	32	1
9	10	1	General	0	32	32	1
9	10	1	General	64	32	32	1
9	10	1	General	127	32	32	1
10	11	0	General	0	64	64	1
10	11	0	General	64	64	64	1
10	11	0	General	127	64	64	1
10	11	1	General	0	32	32	1
10	11	1	General	128	32	32	1
10	11	1	General	255	32	32	1
10	12	0	General	0	64	64	1
10	12	0	General	64	64	64	1
10	12	0	General	127	64	64	1
10	12	1	General	0	32	32	1
10	12	1	General	128	32	32	1
10	12	1	General	255	32	32	1
11	13	0	General	0	32	32	1
11	13	0	General	128	32	32	1
11	13	0	General	255	32	32	1
11	13	1	General	0	64	64	1
11	13	1	General	64	64	64	1
11	13	1	General	127	64	64	1
12	13	0	General	0	32	32	1
12	13	0	General	128	32	32	1
12	13	0	General	255	32	32	1
12	13	1	General	0	64	64	1
12	13	1	General	64	64	64	1
12	13	1	General	127	64	64	1
9	14	0	Unique	0	1	1	1
9	14	0	Unique	64	1	1	1
9	14	0	Unique	127	1	1	1
9	14	1	Unique	0	1	1	1
9	14	1	Unique	64	1	1	1
9	14	1	Unique	127	1	1	1
13	14	0	General	0	32	32	1
13	14	0	General	64	32	32	1
13	14	0	General	127	32	32	1
13	14	1	General	0	32	32	1
13	14	1	General	64	32	32	1
13	14	1	General	127	32	32	1
14	15	0	General	0	32	32	1
14	15	0	General	64	32	32	1
14	15	0	General	127	32	32	1
14	15	1	General	0	32	32	1
14	15	1	General	64	32	32	1
14	15	1	General	127	32	32	1
15	16	0	General	0	32	32	1
