solver	model	seq	phase	count	total_ms
skeleton	mha4	128	analysis_cache_hit	234541	0
skeleton	mha4	128	analysis_cache_miss	593	0
skeleton	mha4	128	bridge_and_plan	1	21.2454
skeleton	mha4	128	cache_hit	5321	0
skeleton	mha4	128	cache_miss	89	0
skeleton	mha4	128	derive	31	325.962
skeleton	mha4	128	derive_alignment	4	381.811
skeleton	mha4	128	import	1	5.4002
skeleton	mha4	128	instantiate	31	16.2789
skeleton	mha4	128	level2	181	483102
skeleton	mha4	128	megakernel_compile	5	150292
skeleton	mha4	128	oracle	18647060	455563
skeleton	mha4	128	oracle_general	9112724	453183
skeleton	mha4	128	oracle_rectangular	0	0
skeleton	mha4	128	oracle_unique	9534336	2379.61
skeleton	mha4	128	resource_probe	31	2638.93
skeleton	mha4	128	search_evaluations	21	0
skeleton	mha4	128	search_rounds	1	0
skeleton	mha4	128	simulate	5	60.491
skeleton	mha4	128	skeleton	181	58629.6
skeleton	mha4	128	task_pricing	181	663717
skeleton	mha4	128	total	1	1.38405e+06
