key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x16x32s2k1;32x16x32s2k1;32x16x32s2k2;32x16x32s2k4;	384	3	282053.67918676056	505283.77253295761	248097.22370174216	165844.80608842059	243122.86468456624	22528	1437	3548	17543	519611	16984	22144	0.76697976878612717
