rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;	skeleton	32	16	32	2	1	1	4	236421	397419	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top1.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top1.mlir
2	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k8;	skeleton	32	16	32	2	1	1	4	242507	425918	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top2.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top2.mlir
3	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k4;	skeleton	32	16	32	2	1	1	3	239977	460862	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top3.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/selected.cu.top3.mlir
