model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	load_lines	full	4	3	0	1	0.335424	0.370944
gqa2	load_lines	nowait	4	3	0	0	0.337376	0.351872
gqa2	load_lines	neither	4	3	0	0	0.334976	0.301696
gqa2	load_lines	l1nosync	4	3	0	0	0.300000	0.370880
gqa2	cluster	full	4	3	0	1	0.336832	0.398272
gqa2	cluster	nowait	4	3	0	0	0.337696	0.373888
gqa2	cluster	neither	4	3	0	0	0.337888	0.293440
gqa2	cluster	l1nosync	4	3	0	0	0.302848	0.399072
gqa2	load_lines	nowait	4	3	1	0	0.336352	0.351328
gqa2	load_lines	neither	4	3	1	0	0.336064	0.301408
gqa2	load_lines	l1nosync	4	3	1	0	0.299776	0.371072
gqa2	cluster	full	4	3	1	1	0.338304	0.398880
gqa2	cluster	nowait	4	3	1	0	0.335936	0.374656
gqa2	cluster	neither	4	3	1	0	0.337696	0.292736
gqa2	cluster	l1nosync	4	3	1	0	0.300928	0.398176
gqa2	load_lines	full	4	3	1	1	0.335168	0.370784
gqa2	load_lines	neither	4	3	2	0	0.334784	0.297120
gqa2	load_lines	l1nosync	4	3	2	0	0.298688	0.370688
gqa2	cluster	full	4	3	2	1	0.335904	0.399360
gqa2	cluster	nowait	4	3	2	0	0.337696	0.375552
gqa2	cluster	neither	4	3	2	0	0.339296	0.291744
gqa2	cluster	l1nosync	4	3	2	0	0.300800	0.400480
gqa2	load_lines	full	4	3	2	1	0.334752	0.371584
gqa2	load_lines	nowait	4	3	2	0	0.345856	0.349696
gqa2	load_lines	l1nosync	4	3	3	0	0.300000	0.373440
gqa2	cluster	full	4	3	3	1	0.337376	0.401056
gqa2	cluster	nowait	4	3	3	0	0.339616	0.374272
gqa2	cluster	neither	4	3	3	0	0.337152	0.292032
gqa2	cluster	l1nosync	4	3	3	0	0.300064	0.399616
gqa2	load_lines	full	4	3	3	1	0.335680	0.372928
gqa2	load_lines	nowait	4	3	3	0	0.336416	0.349056
gqa2	load_lines	neither	4	3	3	0	0.336096	0.301696
gqa2	cluster	full	4	3	4	1	0.336992	0.398496
gqa2	cluster	nowait	4	3	4	0	0.336480	0.373120
gqa2	cluster	neither	4	3	4	0	0.336320	0.291968
gqa2	cluster	l1nosync	4	3	4	0	0.301120	0.398432
gqa2	load_lines	full	4	3	4	1	0.334528	0.373984
gqa2	load_lines	nowait	4	3	4	0	0.336864	0.348608
gqa2	load_lines	neither	4	3	4	0	0.335392	0.301728
gqa2	load_lines	l1nosync	4	3	4	0	0.299168	0.371904
gqa2	cluster	nowait	4	3	5	0	0.336512	0.373568
gqa2	cluster	neither	4	3	5	0	0.336608	0.293312
gqa2	cluster	l1nosync	4	3	5	0	0.301152	0.397664
gqa2	load_lines	full	4	3	5	1	0.336000	0.373312
gqa2	load_lines	nowait	4	3	5	0	0.336960	0.348864
gqa2	load_lines	neither	4	3	5	0	0.336000	0.301728
gqa2	load_lines	l1nosync	4	3	5	0	0.298304	0.372864
gqa2	cluster	full	4	3	5	1	0.337344	0.398560
gqa2	cluster	neither	4	3	6	0	0.336800	0.293536
gqa2	cluster	l1nosync	4	3	6	0	0.301536	0.400096
gqa2	load_lines	full	4	3	6	1	0.336448	0.373632
gqa2	load_lines	nowait	4	3	6	0	0.336160	0.348992
gqa2	load_lines	neither	4	3	6	0	0.334592	0.301984
gqa2	load_lines	l1nosync	4	3	6	0	0.298912	0.372000
gqa2	cluster	full	4	3	6	1	0.337216	0.398048
gqa2	cluster	nowait	4	3	6	0	0.336768	0.373248
gqa2	cluster	l1nosync	4	3	7	0	0.301888	0.398272
gqa2	load_lines	full	4	3	7	1	0.336224	0.373248
gqa2	load_lines	nowait	4	3	7	0	0.336256	0.349152
gqa2	load_lines	neither	4	3	7	0	0.336224	0.301728
gqa2	load_lines	l1nosync	4	3	7	0	0.299648	0.372768
gqa2	cluster	full	4	3	7	1	0.338816	0.401120
gqa2	cluster	nowait	4	3	7	0	0.337472	0.372896
gqa2	cluster	neither	4	3	7	0	0.338048	0.292128
gqa2	load_lines	full	4	3	8	1	0.335392	0.371456
gqa2	load_lines	nowait	4	3	8	0	0.335360	0.348864
gqa2	load_lines	neither	4	3	8	0	0.336576	0.300192
gqa2	load_lines	l1nosync	4	3	8	0	0.300000	0.373760
gqa2	cluster	full	4	3	8	1	0.344352	0.409152
gqa2	cluster	nowait	4	3	8	0	0.346304	0.392928
gqa2	cluster	neither	4	3	8	0	0.339040	0.293888
gqa2	cluster	l1nosync	4	3	8	0	0.302240	0.410304
gqa2	load_lines	nowait	4	3	9	0	0.336160	0.348672
gqa2	load_lines	neither	4	3	9	0	0.336128	0.302016
gqa2	load_lines	l1nosync	4	3	9	0	0.298944	0.371520
gqa2	cluster	full	4	3	9	1	0.337088	0.398944
gqa2	cluster	nowait	4	3	9	0	0.337056	0.374272
gqa2	cluster	neither	4	3	9	0	0.336800	0.291808
gqa2	cluster	l1nosync	4	3	9	0	0.300800	0.398464
gqa2	load_lines	full	4	3	9	1	0.336832	0.373568
gqa2	load_lines	neither	4	3	10	0	0.336160	0.302528
gqa2	load_lines	l1nosync	4	3	10	0	0.300544	0.373856
gqa2	cluster	full	4	3	10	1	0.336768	0.398176
gqa2	cluster	nowait	4	3	10	0	0.337152	0.373696
gqa2	cluster	neither	4	3	10	0	0.338144	0.293696
gqa2	cluster	l1nosync	4	3	10	0	0.308448	0.399616
gqa2	load_lines	full	4	3	10	1	0.334528	0.373792
gqa2	load_lines	nowait	4	3	10	0	0.336768	0.349280
gqa2	load_lines	l1nosync	4	3	11	0	0.299424	0.370016
gqa2	cluster	full	4	3	11	1	0.347648	0.404576
gqa2	cluster	nowait	4	3	11	0	0.336352	0.374176
gqa2	cluster	neither	4	3	11	0	0.337920	0.293696
gqa2	cluster	l1nosync	4	3	11	0	0.299904	0.398496
gqa2	load_lines	full	4	3	11	1	0.336320	0.371840
gqa2	load_lines	nowait	4	3	11	0	0.333920	0.348224
gqa2	load_lines	neither	4	3	11	0	0.337088	0.300000
gqa2	cluster	full	4	3	12	1	0.338880	0.398816
gqa2	cluster	nowait	4	3	12	0	0.335328	0.373184
gqa2	cluster	neither	4	3	12	0	0.337760	0.292832
gqa2	cluster	l1nosync	4	3	12	0	0.301440	0.399776
gqa2	load_lines	full	4	3	12	1	0.334752	0.370496
