model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	load_lines	full	4	3	0	1	0.337408	0.375872
gqa2	cluster	full	4	3	0	1	0.345824	0.405504
gqa2	cluster	full	4	3	1	1	0.337376	0.398208
gqa2	load_lines	full	4	3	1	1	0.335616	0.371680
gqa2	load_lines	full	4	3	2	1	0.336128	0.373856
gqa2	cluster	full	4	3	2	1	0.336448	0.399168
gqa2	cluster	full	4	3	3	1	0.338688	0.398816
gqa2	load_lines	full	4	3	3	1	0.336320	0.373888
gqa2	load_lines	full	4	3	4	1	0.334656	0.373792
gqa2	cluster	full	4	3	4	1	0.337792	0.397792
gqa2	cluster	full	4	3	5	1	0.336992	0.397824
gqa2	load_lines	full	4	3	5	1	0.335584	0.373888
gqa2	load_lines	full	4	3	6	1	0.335904	0.372288
gqa2	cluster	full	4	3	6	1	0.338688	0.398592
gqa2	cluster	full	4	3	7	1	0.336928	0.397984
gqa2	load_lines	full	4	3	7	1	0.335840	0.373856
gqa2	load_lines	full	4	3	8	1	0.335488	0.372352
gqa2	cluster	full	4	3	8	1	0.336544	0.398656
gqa2	cluster	full	4	3	9	1	0.338080	0.398784
gqa2	load_lines	full	4	3	9	1	0.334432	0.373760
gqa2	load_lines	full	4	3	10	1	0.336544	0.374112
gqa2	cluster	full	4	3	10	1	0.336992	0.397376
gqa2	cluster	full	4	3	11	1	0.336928	0.398688
gqa2	load_lines	full	4	3	11	1	0.333824	0.371744
gqa2	load_lines	full	4	3	12	1	0.337376	0.371872
gqa2	cluster	full	4	3	12	1	0.338432	0.398048
gqa2	cluster	full	4	3	13	1	0.337184	0.399104
gqa2	load_lines	full	4	3	13	1	0.335520	0.373568
gqa2	load_lines	full	4	3	14	1	0.336800	0.371456
gqa2	cluster	full	4	3	14	1	0.336160	0.399808
gqa2	cluster	full	4	3	15	1	0.336992	0.397888
gqa2	load_lines	full	4	3	15	1	0.334688	0.372064
gqa2	load_lines	full	4	3	16	1	0.336064	0.371712
gqa2	cluster	full	4	3	16	1	0.336896	0.399584
gqa2	cluster	full	4	3	17	1	0.337280	0.400384
gqa2	load_lines	full	4	3	17	1	0.335808	0.373728
gqa2	load_lines	full	4	3	18	1	0.334048	0.372768
gqa2	cluster	full	4	3	18	1	0.335968	0.398144
gqa2	cluster	full	4	3	19	1	0.337152	0.398848
gqa2	load_lines	full	4	3	19	1	0.345248	0.372192
gqa2	load_lines	full	4	3	20	1	0.336096	0.371776
gqa2	cluster	full	4	3	20	1	0.336576	0.398336
gqa2	cluster	full	4	3	21	1	0.336960	0.398368
gqa2	load_lines	full	4	3	21	1	0.336064	0.373312
gqa2	load_lines	full	4	3	22	1	0.335424	0.373600
gqa2	cluster	full	4	3	22	1	0.338560	0.398400
gqa2	cluster	full	4	3	23	1	0.337152	0.398656
gqa2	load_lines	full	4	3	23	1	0.335744	0.373152
gqa2	load_lines	full	4	3	24	1	0.334752	0.370016
gqa2	cluster	full	4	3	24	1	0.336576	0.398656
gqa2	cluster	full	4	3	25	1	0.336480	0.398560
gqa2	load_lines	full	4	3	25	1	0.336416	0.372032
gqa2	load_lines	full	4	3	26	1	0.335488	0.371808
gqa2	cluster	full	4	3	26	1	0.336704	0.398016
gqa2	cluster	full	4	3	27	1	0.338144	0.398016
gqa2	load_lines	full	4	3	27	1	0.336352	0.371456
gqa2	load_lines	full	4	3	28	1	0.336736	0.372576
gqa2	cluster	full	4	3	28	1	0.339296	0.398368
gqa2	cluster	full	4	3	29	1	0.337216	0.398848
gqa2	load_lines	full	4	3	29	1	0.335936	0.373440
gqa2	load_lines	full	4	3	30	1	0.336480	0.371840
gqa2	cluster	full	4	3	30	1	0.338144	0.398592
gqa2	cluster	full	4	3	31	1	0.338112	0.400128
gqa2	load_lines	full	4	3	31	1	0.335712	0.373280
gqa2	load_lines	full	4	3	32	1	0.335904	0.371296
gqa2	cluster	full	4	3	32	1	0.336416	0.398688
gqa2	cluster	full	4	3	33	1	0.336832	0.399840
gqa2	load_lines	full	4	3	33	1	0.336384	0.373504
gqa2	load_lines	full	4	3	34	1	0.335392	0.375648
gqa2	cluster	full	4	3	34	1	0.338400	0.397664
gqa2	cluster	full	4	3	35	1	0.334976	0.398400
gqa2	load_lines	full	4	3	35	1	0.338016	0.371264
gqa2	load_lines	full	4	3	36	1	0.336640	0.373824
gqa2	cluster	full	4	3	36	1	0.336960	0.398336
gqa2	cluster	full	4	3	37	1	0.336064	0.398304
gqa2	load_lines	full	4	3	37	1	0.336000	0.371872
gqa2	load_lines	full	4	3	38	1	0.335744	0.370432
gqa2	cluster	full	4	3	38	1	0.338944	0.399488
gqa2	cluster	full	4	3	39	1	0.338496	0.398656
gqa2	load_lines	full	4	3	39	1	0.335680	0.371072
gqa2	load_lines	full	4	3	40	1	0.337216	0.371424
gqa2	cluster	full	4	3	40	1	0.336544	0.400096
gqa2	cluster	full	4	3	41	1	0.337216	0.398304
gqa2	load_lines	full	4	3	41	1	0.335392	0.370272
gqa2	load_lines	full	4	3	42	1	0.336384	0.372224
gqa2	cluster	full	4	3	42	1	0.338816	0.397920
gqa2	cluster	full	4	3	43	1	0.337120	0.398656
gqa2	load_lines	full	4	3	43	1	0.334112	0.372288
gqa2	load_lines	full	4	3	44	1	0.336096	0.372672
gqa2	cluster	full	4	3	44	1	0.336352	0.398048
gqa2	cluster	full	4	3	45	1	0.336896	0.398944
gqa2	load_lines	full	4	3	45	1	0.334336	0.371680
gqa2	load_lines	full	4	3	46	1	0.336512	0.371872
gqa2	cluster	full	4	3	46	1	0.338048	0.398144
gqa2	cluster	full	4	3	47	1	0.336832	0.397792
gqa2	load_lines	full	4	3	47	1	0.336864	0.371936
gqa2	load_lines	full	4	3	48	1	0.336288	0.371616
gqa2	cluster	full	4	3	48	1	0.336736	0.397664
gqa2	cluster	full	4	3	49	1	0.339552	0.398432
gqa2	load_lines	full	4	3	49	1	0.334688	0.373952
gqa2	load_lines	full	128	3	0	1	0.606720	0.683072
gqa2	cluster	full	128	3	0	1	0.610112	0.724352
gqa2	cluster	full	128	3	1	1	0.608832	0.724672
gqa2	load_lines	full	128	3	1	1	0.607968	0.681920
gqa2	load_lines	full	128	3	2	1	0.609376	0.685792
gqa2	cluster	full	128	3	2	1	0.609696	0.726240
gqa2	cluster	full	128	3	3	1	0.610848	0.724448
gqa2	load_lines	full	128	3	3	1	0.611616	0.688000
gqa2	load_lines	full	128	3	4	1	0.608000	0.682400
gqa2	cluster	full	128	3	4	1	0.607872	0.723968
gqa2	cluster	full	128	3	5	1	0.609408	0.725024
gqa2	load_lines	full	128	3	5	1	0.610048	0.685856
gqa2	load_lines	full	128	3	6	1	0.608960	0.684960
gqa2	cluster	full	128	3	6	1	0.607360	0.723936
gqa2	cluster	full	128	3	7	1	0.608256	0.724288
gqa2	load_lines	full	128	3	7	1	0.605824	0.682720
gqa2	load_lines	full	128	3	8	1	0.606144	0.685280
gqa2	cluster	full	128	3	8	1	0.608864	0.724544
gqa2	cluster	full	128	3	9	1	0.608928	0.724256
gqa2	load_lines	full	128	3	9	1	0.606016	0.684736
gqa2	load_lines	full	128	3	10	1	0.605440	0.686112
gqa2	cluster	full	128	3	10	1	0.610656	0.727552
gqa2	cluster	full	128	3	11	1	0.607776	0.724512
gqa2	load_lines	full	128	3	11	1	0.607392	0.684704
gqa2	load_lines	full	128	3	12	1	0.608384	0.684480
gqa2	cluster	full	128	3	12	1	0.607840	0.724320
gqa2	cluster	full	128	3	13	1	0.609568	0.725760
gqa2	load_lines	full	128	3	13	1	0.607392	0.683840
gqa2	load_lines	full	128	3	14	1	0.607264	0.683360
gqa2	cluster	full	128	3	14	1	0.607616	0.724000
gqa2	cluster	full	128	3	15	1	0.607968	0.724416
gqa2	load_lines	full	128	3	15	1	0.605088	0.684544
gqa2	load_lines	full	128	3	16	1	0.607264	0.684192
gqa2	cluster	full	128	3	16	1	0.607744	0.723808
gqa2	cluster	full	128	3	17	1	0.607808	0.725344
gqa2	load_lines	full	128	3	17	1	0.607744	0.683584
gqa2	load_lines	full	128	3	18	1	0.606656	0.682848
gqa2	cluster	full	128	3	18	1	0.607904	0.725888
gqa2	cluster	full	128	3	19	1	0.608032	0.724384
gqa2	load_lines	full	128	3	19	1	0.607776	0.686944
gqa2	load_lines	full	128	3	20	1	0.605472	0.684736
gqa2	cluster	full	128	3	20	1	0.608480	0.723712
gqa2	cluster	full	128	3	21	1	0.607904	0.726752
gqa2	load_lines	full	128	3	21	1	0.605728	0.684352
gqa2	load_lines	full	128	3	22	1	0.605472	0.685728
gqa2	cluster	full	128	3	22	1	0.607520	0.724288
gqa2	cluster	full	128	3	23	1	0.607232	0.722400
gqa2	load_lines	full	128	3	23	1	0.606976	0.684832
gqa2	load_lines	full	128	3	24	1	0.607456	0.684128
gqa2	cluster	full	128	3	24	1	0.609312	0.723840
gqa2	cluster	full	128	3	25	1	0.607360	0.726432
gqa2	load_lines	full	128	3	25	1	0.607680	0.684384
gqa2	load_lines	full	128	3	26	1	0.607264	0.682816
gqa2	cluster	full	128	3	26	1	0.610464	0.725952
gqa2	cluster	full	128	3	27	1	0.609888	0.724288
gqa2	load_lines	full	128	3	27	1	0.605952	0.681984
gqa2	load_lines	full	128	3	28	1	0.605856	0.683648
gqa2	cluster	full	128	3	28	1	0.607776	0.723520
