stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	serving.s0	embedding	1	0	2078.4128302822332	0	440.32091100000002	563.96351628223329	1074.1284029999999
1	serving.s1	rmsnorm	1	2078.4128302822332	5067.643026640133	0	843.63354040000002	1071.4682529578999	1074.1284029999999
2	serving.s2	gemm	128	6303.0548276401332	30068.096902695685	225839.131008	356883.63366400002	2321714.185351111	137488.43558399999
3	serving.s3	fused_attention	136	31303.508703695683	61170.581204815688	239954.07669599939	1023929.6186655982	961937.36331263895	146081.46280799989
4	serving.s4	attention_merge	8	62405.99300581569	68199.974564888093	14114.945688	12691.235336	10952.644224579213	8593.0272239999995
5	serving.s5	gemm	64	69435.386365888087	84612.410727614915	112919.565504	197821.02374400001	591844.75211051758	68744.217791999996
6	serving.s6	rmsnorm	1	85847.82252861491	90601.420935972797	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999
7	serving.s7	swiglu_gemm	96	91836.832736972792	153876.34363472549	169379.348256	438657.45139200002	5244639.9198482577	103116.326688
8	serving.s8	gemm	64	155111.7554357255	188783.92830090603	112919.565504	197821.02374400001	1775534.2563315537	68744.217791999996
9	serving.s9	rmsnorm	1	190019.34010190604	194772.93850926394	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999
10	serving.s10	gemm	128	196008.35031026395	219773.39238531952	225839.131008	356883.63366400002	2321714.185351111	137488.43558399999
11	serving.s11	fused_attention	136	221008.80418631952	250875.87668743954	239954.07669599939	1023929.6186655982	961937.36331263895	146081.46280799989
12	serving.s12	attention_merge	8	252111.28848843955	257905.27004751196	14114.945688	12691.235336	10952.644224579213	8593.0272239999995
13	serving.s13	gemm	64	259140.68184851197	274317.7062102388	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
14	serving.s14	rmsnorm	1	275553.11801123881	280306.71641859674	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
15	serving.s15	swiglu_gemm	96	281542.12821959675	343581.63911734946	169379.348256	438657.45139200002	5244639.9198482595	103116.326688
16	serving.s16	gemm	64	344817.05091834947	378489.22378353	112919.565504	197821.02374400001	1775534.2563315555	68744.217791999996
17	serving.s17	rmsnorm	1	379724.63558453001	384478.23399188794	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
18	serving.s18	gemm	128	385713.64579288795	409478.68786794349	225839.131008	356883.63366400002	2321714.185351111	137488.43558399999
19	serving.s19	fused_attention	136	410714.0996689435	440581.17217006348	239954.07669599939	1023929.6186655982	961937.36331263836	146081.46280799989
20	serving.s20	attention_merge	8	441816.58397106349	447610.56553013588	14114.945688	12691.235336	10952.64422457898	8593.0272239999995
21	serving.s21	gemm	64	448845.97733113589	464023.00169286272	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
22	serving.s22	rmsnorm	1	465258.41349386272	470012.01190122066	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
23	serving.s23	swiglu_gemm	96	471247.42370222067	533286.93459997338	169379.348256	438657.45139200002	5244639.9198482651	103116.326688
24	serving.s24	gemm	64	534522.34640097339	568194.51926615392	112919.565504	197821.02374400001	1775534.2563315555	68744.217791999996
25	serving.s25	rmsnorm	1	569429.93106715393	574183.52947451174	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
26	serving.s26	gemm	128	575418.94127551175	599183.98335056717	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
27	serving.s27	fused_attention	136	600419.39515156718	630286.4676526871	239954.07669599939	1023929.6186655982	961937.36331263836	146081.46280799989
28	serving.s28	attention_merge	8	631521.87945368711	637315.8610127595	14114.945688	12691.235336	10952.644224579446	8593.0272239999995
29	serving.s29	gemm	64	638551.27281375951	653728.29717548634	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
30	serving.s30	rmsnorm	1	654963.70897648635	659717.30738384416	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
31	serving.s31	swiglu_gemm	96	660952.71918484417	722992.23008259677	169379.348256	438657.45139200002	5244639.9198482595	103116.326688
32	serving.s32	gemm	64	724227.64188359678	757899.81474877731	112919.565504	197821.02374400001	1775534.2563315555	68744.217791999996
33	serving.s33	rmsnorm	1	759135.22654977732	763888.82495713513	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
34	serving.s34	gemm	128	765124.23675813514	788889.27883319056	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
35	serving.s35	fused_attention	136	790124.69063419057	819991.7631353105	239954.07669599939	1023929.6186655982	961937.36331263836	146081.46280799989
36	serving.s36	attention_merge	8	821227.1749363105	827021.15649538289	14114.945688	12691.235336	10952.644224579446	8593.0272239999995
37	serving.s37	gemm	64	828256.5682963829	843433.59265810973	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
38	serving.s38	rmsnorm	1	844669.00445910974	849422.60286646755	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
39	serving.s39	swiglu_gemm	96	850658.01466746756	912697.52556522016	169379.348256	438657.45139200002	5244639.9198482595	103116.326688
40	serving.s40	gemm	64	913932.93736622017	947605.1102314007	112919.565504	197821.02374400001	1775534.2563315555	68744.217791999996
41	serving.s41	rmsnorm	1	948840.52203240071	953594.12043975852	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
42	serving.s42	gemm	128	954829.53224075853	978594.57431581395	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
43	serving.s43	fused_attention	136	979829.98611681396	1009697.0586179339	239954.07669599939	1023929.6186655982	961937.36331263836	146081.46280799989
44	serving.s44	attention_merge	8	1010932.4704189339	1016726.4519780063	14114.945688	12691.235336	10952.644224579446	8593.0272239999995
45	serving.s45	gemm	64	1017961.8637790063	1033138.8881407331	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
46	serving.s46	rmsnorm	1	1034374.2999417331	1039127.8983490909	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999
47	serving.s47	swiglu_gemm	96	1040363.310150091	1102402.8210478437	169379.348256	438657.45139200002	5244639.9198482595	103116.326688
48	serving.s48	gemm	64	1103638.2328488436	1137310.4057140241	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
49	serving.s49	rmsnorm	1	1138545.817515024	1143299.4159223819	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
50	serving.s50	gemm	128	1144534.8277233818	1168299.8697984375	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
51	serving.s51	fused_attention	136	1169535.2815994374	1199402.3541005575	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
52	serving.s52	attention_merge	8	1200637.7659015574	1206431.7474606298	14114.945688	12691.235336	10952.644224578515	8593.0272239999995
53	serving.s53	gemm	64	1207667.1592616297	1222844.1836233565	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
54	serving.s54	rmsnorm	1	1224079.5954243564	1228833.1938317143	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
55	serving.s55	swiglu_gemm	96	1230068.6056327142	1292108.1165304668	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
56	serving.s56	gemm	64	1293343.5283314667	1327015.7011966472	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
57	serving.s57	rmsnorm	1	1328251.1129976471	1333004.7114050051	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
58	serving.s58	gemm	128	1334240.123206005	1358005.1652810606	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
59	serving.s59	fused_attention	136	1359240.5770820605	1389107.6495831807	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
60	serving.s60	attention_merge	8	1390343.0613841806	1396137.0429432529	14114.945688	12691.235336	10952.644224578515	8593.0272239999995
61	serving.s61	gemm	64	1397372.4547442528	1412549.4791059797	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
62	serving.s62	rmsnorm	1	1413784.8909069796	1418538.4893143375	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
63	serving.s63	swiglu_gemm	96	1419773.9011153374	1481813.4120130902	169379.348256	438657.45139200002	5244639.9198482707	103116.326688
64	serving.s64	gemm	64	1483048.8238140901	1516720.9966792706	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
65	serving.s65	rmsnorm	1	1517956.4084802705	1522710.0068876285	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
66	serving.s66	gemm	128	1523945.4186886284	1547710.460763684	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
67	serving.s67	fused_attention	136	1548945.8725646839	1578812.9450658041	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
68	serving.s68	attention_merge	8	1580048.356866804	1585842.3384258763	14114.945688	12691.235336	10952.644224578515	8593.0272239999995
69	serving.s69	gemm	64	1587077.7502268762	1602254.7745886031	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
70	serving.s70	rmsnorm	1	1603490.186389603	1608243.7847969609	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
71	serving.s71	swiglu_gemm	96	1609479.1965979608	1671518.7074957136	169379.348256	438657.45139200002	5244639.9198482707	103116.326688
72	serving.s72	gemm	64	1672754.1192967135	1706426.292161894	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
73	serving.s73	rmsnorm	1	1707661.7039628939	1712415.3023702519	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
74	serving.s74	gemm	128	1713650.7141712517	1737415.7562463074	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
75	serving.s75	fused_attention	136	1738651.1680473073	1768518.2405484274	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
76	serving.s76	attention_merge	8	1769753.6523494273	1775547.6339084997	14114.945688	12691.235336	10952.644224578515	8593.0272239999995
77	serving.s77	gemm	64	1776783.0457094996	1791960.0700712265	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
78	serving.s78	rmsnorm	1	1793195.4818722263	1797949.0802795843	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
79	serving.s79	swiglu_gemm	96	1799184.4920805842	1861224.002978337	169379.348256	438657.45139200002	5244639.9198482707	103116.326688
80	serving.s80	gemm	64	1862459.4147793369	1896131.5876445174	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
81	serving.s81	rmsnorm	1	1897366.9994455173	1902120.5978528752	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
82	serving.s82	gemm	128	1903356.0096538751	1927121.0517289308	225839.131008	356883.63366400002	2321714.1853511035	137488.43558399999
83	serving.s83	fused_attention	136	1928356.4635299307	1958223.5360310508	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
84	serving.s84	attention_merge	8	1959458.9478320507	1965252.9293911231	14114.945688	12691.235336	10952.644224578515	8593.0272239999995
85	serving.s85	gemm	64	1966488.341192123	1981665.3655538498	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
86	serving.s86	rmsnorm	1	1982900.7773548497	1987654.3757622077	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
87	serving.s87	swiglu_gemm	96	1988889.7875632076	2050929.2984609604	169379.348256	438657.45139200002	5244639.9198482707	103116.326688
88	serving.s88	gemm	64	2052164.7102619603	2085836.8831271408	112919.565504	197821.02374400001	1775534.2563315481	68744.217791999996
89	serving.s89	rmsnorm	1	2087072.2949281407	2091825.8933354986	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
90	serving.s90	gemm	128	2093061.3051364985	2116826.3472115542	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
91	serving.s91	fused_attention	136	2118061.7590125543	2147928.8315136745	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
92	serving.s92	attention_merge	8	2149164.2433146746	2154958.2248737472	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
93	serving.s93	gemm	64	2156193.6366747473	2171370.6610364742	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
94	serving.s94	rmsnorm	1	2172606.0728374743	2177359.6712448322	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
95	serving.s95	swiglu_gemm	96	2178595.0830458323	2240634.5939435852	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
96	serving.s96	gemm	64	2241870.0057445853	2275542.1786097661	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
97	serving.s97	rmsnorm	1	2276777.5904107662	2281531.1888181241	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
98	serving.s98	gemm	128	2282766.6006191242	2306531.6426941804	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
99	serving.s99	fused_attention	136	2307767.0544951805	2337634.1269963006	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
100	serving.s100	attention_merge	8	2338869.5387973008	2344663.5203563734	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
101	serving.s101	gemm	64	2345898.9321573735	2361075.9565191003	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
102	serving.s102	rmsnorm	1	2362311.3683201005	2367064.9667274584	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
103	serving.s103	swiglu_gemm	96	2368300.3785284585	2430339.8894262114	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
104	serving.s104	gemm	64	2431575.3012272115	2465247.4740923923	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
105	serving.s105	rmsnorm	1	2466482.8858933924	2471236.4843007503	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
106	serving.s106	gemm	128	2472471.8961017504	2496236.9381768066	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
107	serving.s107	fused_attention	136	2497472.3499778067	2527339.4224789268	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
108	serving.s108	attention_merge	8	2528574.834279927	2534368.8158389996	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
109	serving.s109	gemm	64	2535604.2276399997	2550781.2520017265	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
110	serving.s110	rmsnorm	1	2552016.6638027267	2556770.2622100846	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
111	serving.s111	swiglu_gemm	96	2558005.6740110847	2620045.1849088375	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
112	serving.s112	gemm	64	2621280.5967098377	2654952.7695750184	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
113	serving.s113	rmsnorm	1	2656188.1813760186	2660941.7797833765	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
114	serving.s114	gemm	128	2662177.1915843766	2685942.2336594327	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
115	serving.s115	fused_attention	136	2687177.6454604329	2717044.717961553	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
116	serving.s116	attention_merge	8	2718280.1297625531	2724074.1113216258	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
117	serving.s117	gemm	64	2725309.5231226259	2740486.5474843527	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
118	serving.s118	rmsnorm	1	2741721.9592853528	2746475.5576927108	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
119	serving.s119	swiglu_gemm	96	2747710.9694937109	2809750.4803914637	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
120	serving.s120	gemm	64	2810985.8921924639	2844658.0650576446	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
121	serving.s121	rmsnorm	1	2845893.4768586447	2850647.0752660027	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
122	serving.s122	gemm	128	2851882.4870670028	2875647.5291420589	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
123	serving.s123	fused_attention	136	2876882.940943059	2906750.0134441792	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
124	serving.s124	attention_merge	8	2907985.4252451793	2913779.406804252	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
125	serving.s125	gemm	64	2915014.8186052521	2930191.8429669789	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
126	serving.s126	rmsnorm	1	2931427.254767979	2936180.853175337	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
127	serving.s127	swiglu_gemm	96	2937416.2649763371	2999455.7758740899	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
128	serving.s128	gemm	64	3000691.18767509	3034363.3605402708	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
129	serving.s129	rmsnorm	1	3035598.7723412709	3040352.3707486289	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
130	serving.s130	gemm	128	3041587.782549629	3065352.8246246851	225839.131008	356883.63366400002	2321714.1853511333	137488.43558399999
131	serving.s131	fused_attention	136	3066588.2364256852	3096455.3089268054	239954.07669599939	1023929.6186655982	961937.36331264675	146081.46280799989
132	serving.s132	attention_merge	8	3097690.7207278055	3103484.7022868781	14114.945688	12691.235336	10952.644224580377	8593.0272239999995
133	serving.s133	gemm	64	3104720.1140878783	3119897.1384496051	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
134	serving.s134	rmsnorm	1	3121132.5502506052	3125886.1486579631	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
135	serving.s135	swiglu_gemm	96	3127121.5604589633	3189161.0713567161	169379.348256	438657.45139200002	5244639.9198482484	103116.326688
136	serving.s136	gemm	64	3190396.4831577162	3224068.656022897	112919.565504	197821.02374400001	1775534.256331563	68744.217791999996
137	serving.s137	rmsnorm	1	3225304.0678238971	3230057.666231255	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999
