key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=64;Rq=2	6061936.6566340644	3573016.4674024181	3573016.4674024181	5135862.7128290283	4233707.4360129386	4219703.7563539827	3917354.8335868143	926073.94380503614	902155.27681608964	14003.679658955894	646687.28895156458	2144581.82304725	228	10916.316619437044	56	56
