stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	0	embedding	0	2078.4128302822332	0	440.32091100000002	563.96351628223329	1074.1284029999999	0
1	0	rmsnorm	2078.4128302822332	5067.643026640133	0	843.63354040000002	1071.4682529578999	1074.1284029999999	0
2	127	gemm	6303.0548276401332	30068.096902695685	1764.368211	2788.1533880000002	18138.392073055555	1074.1284029999999	1235.411801
3	127	fused_attention	31303.508703695683	61170.581204815688	1764.368211	13668.33473	13360.241157119999	1074.1284029999999	1235.411801
4	7	attention_merge	62405.99300581569	68199.974564888093	1764.368211	1586.404417	1369.0805280724016	1074.1284029999999	1235.411801
5	63	gemm	69435.386365888087	84612.410727614915	1764.368211	3090.9534960000001	9247.5742517268372	1074.1284029999999	1235.411801
6	0	rmsnorm	85847.82252861491	90601.420935972797	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999	1235.411801
7	95	swiglu_gemm	91836.832736972792	153876.34363472549	1764.368211	4569.3484520000002	54631.665831752689	1074.1284029999999	1235.411801
8	63	gemm	155111.7554357255	188783.92830090603	1764.368211	3090.9534960000001	27742.722755180526	1074.1284029999999	1235.411801
9	0	rmsnorm	190019.34010190604	194772.93850926394	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999	1235.411801
10	127	gemm	196008.35031026395	219773.39238531952	1764.368211	2788.1533880000002	18138.392073055555	1074.1284029999999	1235.411801
11	127	fused_attention	221008.80418631952	250875.87668743954	1764.368211	13668.33473	13360.241157120006	1074.1284029999999	1235.411801
12	7	attention_merge	252111.28848843955	257905.27004751196	1764.368211	1586.404417	1369.0805280724016	1074.1284029999999	1235.411801
13	63	gemm	259140.68184851197	274317.7062102388	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
14	0	rmsnorm	275553.11801123881	280306.71641859674	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
15	95	swiglu_gemm	281542.12821959675	343581.63911734946	1764.368211	4569.3484520000002	54631.665831752704	1074.1284029999999	1235.411801
16	63	gemm	344817.05091834947	378489.22378353	1764.368211	3090.9534960000001	27742.722755180555	1074.1284029999999	1235.411801
