round	execution_index	model	split	seq	past	grid	threads	task_refs	waits	max_worker_tasks	hash	status	log_sha256
1	17	mha4	8	1	3	256	128	1464	1224		f25a26faffe0527b	PASS	20992e734474990476a0468ba46060dad512f456bf411f39bc1a5f7cbdf46e31
1	18	mha4	16	1	3	256	128	2616	2088		f25a26faffe0527b	PASS	62b84070f8ea075480e10f625d812f95e207eafc4e096e67819924ec08ffe66e
1	19	gqa2	1	1	512	256	128	4194	1147		e3804e1c16ef73fc	PASS	d8cccc1890ff07ae394b77411b0a30b3c57a5b5d05dcc6f69ea6ae2cd7351a7e
1	20	gqa2	2	1	512	256	128	4322	1250		6bc12219bad44ae1	PASS	71d8a51db1baf1990624443bc3316419ea922b70793a94e1ed40e94d2f8cb942
1	21	gqa2	4	1	512	256	128	4450	1354		6bc12219bad44ae1	PASS	c8bb3a000789562386dd28192084e970c61d04b705dd019a568992a3778a04db
1	22	gqa2	8	1	512	256	128	4706	1562		6bc12219bad44ae1	PASS	416198f1394c789c2a898c0060ba34822d172f900c9ee6a330a64da12d167baf
1	23	gqa2	16	1	512	256	128	5218	1978		6bc12219bad44ae1	PASS	67099402a7fb316750d784f9f4ce858ba142a86f211e57a68bd8e5e254067265
1	24	mha4	1	1	512	256	128	16600	2301		945668ee633ad213	PASS	937564decb8695d44580541242376ba412a814eb664830731ebeb4d50f7fdb62
1	25	mha4	2	1	512	256	128	16888	2528		aad0f8a388c46dba	PASS	48ab47217d881dec6989f60fc27360c010669fad9ac80a62f7a410ae5d7995d5
1	26	mha4	4	1	512	256	128	17176	2744		aad0f8a388c46dba	PASS	b70cddf80158975c9250dc33477545e25ad38f4150d3d90ed275099f1d374016
1	27	mha4	8	1	512	256	128	17752	3176		aad0f8a388c46dba	PASS	031ad406dbb74e55cf1ea4b824b38de5bbea3517cf9859596dcfb9bd58ec1ba8
1	28	mha4	16	1	512	256	128	18904	4040		209e56be7cf744a3	PASS	59194f1ca515e25f028a29e6c9cd00c01bd3cbe0a073535ba39ff5f3b3b77f05
1	29	gqa2	1	4	0	256	128	232	524		1dd6f13109b55729	PASS	283b4cf2d9f1d092b266a5181eb02bb2b79bcb29f58a8f1ffc13b226aaa34069
1	30	gqa2	2	4	0	256	128	552	768		31afc8ce97f5f040	PASS	bf431c83eee9b46b03b7f4de3bc6dcf497de34a1849cdb9b8804354be765dfc1
1	31	gqa2	4	4	0	256	128	680	1016		4faedf01ecd53c82	PASS	5f1c8603621f303abf496fe3bb8ae3a7e109c90f104026e1df5a18ce7e2c25fe
1	32	gqa2	8	4	0	256	128	936	1512		8383bcce07f9cfe7	PASS	5913464f16dce60512a3e65bfe554caf18f56b738e650cacf303892b27b29dd5
1	33	gqa2	16	4	0	256	128	1448	2504		541ba7feb0621546	PASS	fb5fad5031c40c86eba5d2f185c0a6b122324c1aa30baecb958df3b58e127f61
1	34	mha4	1	4	0	256	128	560	1140		88b4c3331d5fa753	PASS	9aa6b94471c12acf9e8c4e54ac17570c62d590ab030461a3ae9828513dfaac2c
1	35	mha4	2	4	0	256	128	1280	1688		d0975bc299de8b08	PASS	aec08daa7727a2127c6d69f3c7c41503621cf0817786c5bb1f2542e696b219eb
1	36	mha4	4	4	0	256	128	1568	2192		797b0304b8ac5fa2	PASS	a4475f7ef55c254ed0b821029b149895bdf9290a667071ad4cba3d066f74df54
1	37	mha4	8	4	0	256	128	2144	3200		614cbecfc0802cea	PASS	04affa17c82c2b3072c7837aaaf8597e23b2d6dcf6ec8c6def2d40b2e5ed59d6
1	38	mha4	16	4	0	256	128	3296	5216		ea48a95096d5ceb6	PASS	f8abb3f62df5f3a8f8fac58bc0df546590b07ee42bd35caf8df0eaa8becb35c4
1	39	gqa2	1	4	3	256	128	232	524		4c544373c0add101	PASS	ebc78aa5fab1c47323be2a7f35e892efd379cfc54502c8d085208697bfe858b2
1	40	gqa2	2	4	3	256	128	552	768		7115cc23cbbae9c8	PASS	9ee7922347006807fa6be53d8b87530e22d97e1be7423951344fbcba88294ad6
1	41	gqa2	4	4	3	256	128	680	1016		50f243d42e025b16	PASS	e19251c6b713b132160ae83d2af1a1d99e9095a566fb9d4822525cae23152f08
