round	execution_index	model	split	seq	past	grid	threads	task_refs	waits	max_worker_tasks	hash	status	log_sha256
10	21	gqa2	2	4	0	256	128	552	768		31afc8ce97f5f040	PASS	bec2190f657c89476f3bc976fda085d623ba0d40f0f485a9d6b222405c39eb29
10	22	gqa2	4	4	0	256	128	680	1016		4faedf01ecd53c82	PASS	7a9f21aab00bb28754b4b2c9979368c672cac2eb844a83352690b7c050960459
10	23	gqa2	8	4	0	256	128	936	1512		8383bcce07f9cfe7	PASS	bb8531fe0e434d6bf8a24f7738a4a57050bf18c598e7f31a12062ecea087f263
10	24	gqa2	16	4	0	256	128	1448	2504		541ba7feb0621546	PASS	47c5dc68178d0fe33e6c5840e7727532079f31fbbdf06ca5cec255a09d4a9667
10	25	mha4	1	4	0	256	128	560	1140		88b4c3331d5fa753	PASS	0706448a1773b303a3e5ab34a8f69e180d97be376f630eed6e34484229a5a823
10	26	mha4	2	4	0	256	128	1280	1688		d0975bc299de8b08	PASS	730b220562d783f866b707da1faa0e793dd968a641d0f66849bc9a78c8e2458e
10	27	mha4	4	4	0	256	128	1568	2192		797b0304b8ac5fa2	PASS	f38a2b2e1474c05a8af6069963b32a3de3bd3babf49bcad085bb64ae0439ba7a
10	28	mha4	8	4	0	256	128	2144	3200		614cbecfc0802cea	PASS	885d8831086328ccf8f7c141964c36d2ce6aa942ef91c151dd9c638a05094ea7
10	29	mha4	16	4	0	256	128	3296	5216		ea48a95096d5ceb6	PASS	25587bfae374436714a6834a8a05550f2c3d1264d8287b4d45ebba9eee4a66d3
10	30	gqa2	1	4	3	256	128	232	524		4c544373c0add101	PASS	8b36c14b2f5cf33d6d3fdfb759486ddf5be78df2ab0ecac2f92a75621369f714
10	31	gqa2	2	4	3	256	128	552	768		7115cc23cbbae9c8	PASS	5c978721eb54b8184aed721719e06f4cdcdc0ec86e17c5541ac7c83feeae7a41
10	32	gqa2	4	4	3	256	128	680	1016		50f243d42e025b16	PASS	9d9742fd5e094563d230597750d2895a4eae3792d14c3b776459a7f3a824c7c5
10	33	gqa2	8	4	3	256	128	936	1512		50f243d42e025b16	PASS	4dc070581bedc99b382e5235de5e09d41da2e65abfed1d01cc88f83049597904
10	34	gqa2	16	4	3	256	128	1448	2504		50f243d42e025b16	PASS	d8788ebe5bffe68e4cf5ef52f25d4e17e14709395b610662ab31d83d036ebb9f
10	35	mha4	1	4	3	256	128	560	1140		9f91d43bd2f0b35f	PASS	6f618d7968020225f6691019e42d84f24a5fce6bbdc0e8542b7b689caae76984
10	36	mha4	2	4	3	256	128	1280	1688		4a8110e1cfa2bcff	PASS	76c72d7ec6e96e33710323bc9e17fe8db597e1d5f186deb820d714ff63c9e51c
10	37	mha4	4	4	3	256	128	1568	2192		54d457de7bdd96d5	PASS	3dedffed8a11344ea3d3e6ec42510a783f074c26b68058500a980969d0b16b16
10	38	mha4	8	4	3	256	128	2144	3200		f3a0c86b868be25f	PASS	2e6682832cf6ce82ce3d1fec0231e7fc067c8c5ad01b48dbeded9bb5c1b761b5
10	39	mha4	16	4	3	256	128	3296	5216		2534c408bc36998b	PASS	7ad8fa1d4372852f56088f9112cf68a7051933bc7defab6cc4f4cb1366a8ebbf
10	40	gqa2	1	4	512	256	128	4296	1516		d62a9f9aeb21651d	PASS	0c56604658c13c224d941fe5bc80247b0b005fa4ff80f62266b9dcbe9fa70d2e
10	41	gqa2	2	4	512	256	128	4616	1760		8597c6eee9f25ac5	PASS	f2654d6417068a1d3b71dc3dd78ff4f4af241c75068b5b234d7f986b823b1aa0
10	42	gqa2	4	4	512	256	128	4744	2008		8597c6eee9f25ac5	PASS	2b3bd4faf571ba97baa11c8b09b36d797dcafdf0b6f1b400d125a7cccd896998
10	43	gqa2	8	4	512	256	128	5000	2504		8597c6eee9f25ac5	PASS	9b978f4bbe04ae31bcd302992c6934c96069dc3149522b4e9642587aaadf4c55
10	44	gqa2	16	4	512	256	128	5512	3496		b5e535d4fb302065	PASS	1c1d666e2c6e50f4e969bf04d9fbd2d5a87f2ebe845c5f4b123f9f13fd9ed7db
10	45	mha4	1	4	512	256	128	16816	3060		24d954801baa8262	PASS	233b58b82293916974fd1a7bcb38fc22430bbe41656265f97003e29b870d31a9
10	46	mha4	2	4	512	256	128	17536	3608		ce3a3b0d25231c2e	PASS	0632eff6630b19defc84515ccda8eb1cf0411d06defbd8e12dc163ad08364c54
10	47	mha4	4	4	512	256	128	17824	4112		a09acc9b630fa3dd	PASS	53397da17144480a69034a03dbeace51599f0d9d597fa1ecfc016360f311a340
10	48	mha4	8	4	512	256	128	18400	5120		1d82e34aeeae7264	PASS	843d75269c2789013530f05378fc32111c8e92ce3e99302722d6c8d728421781
10	49	mha4	16	4	512	256	128	19552	7136		1d82e34aeeae7264	PASS	c70e7b0fec016119123438a7b70c6833b9fd492d526c00af63303a539583a0f0
10	50	gqa2	1	128	0	256	128	5440	13012		9ea9695e933dc643	PASS	2abe20bcdb9a809b40e61d372603ebd3005a37ffc60d639143389b5e8af1013d
10	51	gqa2	2	128	0	256	128	13696	14448		6abbf8cda681e590	PASS	eb95aefc6e3d99070701ba89992531061d5ce6ed690d63143317ad704a066ad9
10	52	gqa2	4	128	0	256	128	13824	20576		c3f3a64a18223d67	PASS	0bced56e294f1af11ac40d67f065ee3e224be68aa4dc508dd0495f8afa751bd8
10	53	gqa2	8	128	0	256	128	14080	32832		10569f835bb8b2f3	PASS	bdb1baa01af5086d5ff52b83d3bda03070fccbcd552541b5cc6ce663354a350e
10	54	gqa2	16	128	0	256	128	14592	57344		231d0db21fd471ed	PASS	5061e79c2fe0c6ef893ca9a04e8b2bc18ba8f841daee123330fea0ac9df16f43
10	55	mha4	1	128	0	256	128	13456	27044		74ca67454e867370	PASS	946b2986b83f2732c7cf95932ba70518f014c6e8a3230213b3b5cd3048a51d55
10	56	mha4	2	128	0	256	128	32032	29536		de344e26127aea8b	PASS	c5d01a9654063305e38888eb27733d3a60c444e7bca7d6f8298b2e5c951c526d
10	57	mha4	4	128	0	256	128	32320	41792		16a6b3ba44f9dd14	PASS	4c0739e86668cda2556d7fa693820d20818bd79d98d54de3604364aec1578cdf
10	58	mha4	8	128	0	256	128	32896	66304		f715e88257c602e6	PASS	1ba9a0025415742da6b9883f3f76a73a4fbfa189712e7c7fea1c0449d259c0c9
10	59	mha4	16	128	0	256	128	34048	115328		c4ec4c3b3f85b44d	PASS	adb0981c6df38d992d21c9694cc2d7f53647e4cfe9db0d88faf28a94a0cab5d8
10	60	gqa2	1	128	3	256	128	5440	13012		03f67925c71ded7e	PASS	da1f379c8904e9ed22d2777453530ae2f45f5a79a79164af6e980fe6be832f3d
10	61	gqa2	2	128	3	256	128	13696	14448		309b9089cc848872	PASS	806d348948312439648816d463b9c835d22a5e436e6945b42de63cd7127e6641
10	62	gqa2	4	128	3	256	128	13824	20576		cda7259d747e1935	PASS	6bb9eae8102246e39aeff8b27bbdffb4bddfb47eafb1a0532bfc58e69dec9ec1
10	63	gqa2	8	128	3	256	128	14080	32832		711481e3c9bc0ae0	PASS	7adc7a0670a8cb16184ba31135b9935a2df1902791df71cb1413f519b7f5e53c
10	64	gqa2	16	128	3	256	128	14592	57344		74c743e28d629292	PASS	58b7392d26c435ca1421e801d549ca2bc252435132211b422335938564e30b40
10	65	mha4	1	128	3	256	128	13456	27044		64b3d2b8927afe03	PASS	8cd90124ef054d9a74e3fe16650bbd4bd0774c2b3cdcf62b42e5b08a3356fdab
10	66	mha4	2	128	3	256	128	32032	29536		848df4aeda106e2b	PASS	24bc6b681fc730ee9b6f5ccb30b35c66be24ce442afc475ed60fca0853919589
10	67	mha4	4	128	3	256	128	32320	41792		7c2bb67087675959	PASS	f3650da224ca76cd4ec07854deccafce27ec7be46d8a6afaed6ccc54687b8680
10	68	mha4	8	128	3	256	128	32896	66304		4e34d5f8e15a11ea	PASS	9e7b9886dbc1037cf4e6ebff0ce21643c3f70b8b03cc0306717de7dc0e7111bc
10	69	mha4	16	128	3	256	128	34048	115328		672e594d2493d82a	PASS	6dd8dc465e3e8252722a23c3211b20138eff6e50362c7862285c26e07ec39eec
10	70	gqa2	1	128	512	256	128	8512	13012		fe2780aa73c5d8ae	PASS	d6fdbe22bc3f6f304e9c2f272d0bbe70890ba4babe7addefdbc17373115d808b
10	71	gqa2	2	128	512	256	128	16768	14448		e3f0012519190000	PASS	326e6452cb5a9e6b0e5f2af0c21618f65c4582673f65ef69ea62393aa2dc512f
10	72	gqa2	4	128	512	256	128	16896	20576		4a4b33bc4f972dae	PASS	d62647c0f5eb3c73ee23c7f2134d68c86eaa9893541c6d2af714a49bbeb82708
10	73	gqa2	8	128	512	256	128	17152	32832		e33ab4fb3f68093a	PASS	511c1f9ecc8d2e8aaa93cf9fe739f6b798796b010428e37fd3ee108f71aacaab
10	74	gqa2	16	128	512	256	128	17664	57344		353feae12ba5a481	PASS	f181d6519961a0e1ef53b00bc104fc79ce76da795b71bb5fba5e9dc98c1296e1
10	75	mha4	1	128	512	256	128	25744	27044		89cbf45d301cdce2	PASS	32813d3b888a3bcc1762bb9de9983d383b490b9a7dded9bcb38eaa13d2dae1f8
10	76	mha4	2	128	512	256	128	44320	29536		611b9b87e92c591a	PASS	428dee1f5a8569c7b89eea2e4bd33c3c56d842cb0ba4ef77c1af66653fbeec45
10	77	mha4	4	128	512	256	128	44608	41792		17930b91043eff43	PASS	4e11ce85b45105412d6780c36951c578c77ad1469ac68793248ea7e7ec0e1099
10	78	mha4	8	128	512	256	128	45184	66304		4d98c071172c42fb	PASS	109b6a8b60bbe3a5712b61e0870e3917c9696bbcf49930101074098b421b264e
10	79	mha4	16	128	512	256	128	46336	115328		34cb46c8bef2bd1b	PASS	1d417a9429f4b2ed0051adfc46ba2b4edfee2f250a9e0f047489de2c98dd1356
10	80	gqa2	1	512	0	256	128	22016	41140		814c04bd7b721aa9	PASS	6cbac662f04050d9d0229e5429441882c655e385175ecb9853d2ca69b052027f
10	81	gqa2	2	512	0	256	128	55296	37272		fa41ca883ba8cf10	PASS	6aa15e676fa6713d1c2cff5ba6e44f036a158d11b63205cc1f40d12b720be308
10	82	gqa2	4	512	0	256	128	56320	65584		7d7f2dfd0f792539	PASS	add700d864af4c078a04dd0150c2e8674f0dddef315ef1900526c8da8033d370
10	83	gqa2	8	512	0	256	128	58368	121440		048777b5e3922132	PASS	a4fc2c480e42053d951febce14e9b5923e7b7c9e7456513d127c11de2392377d
10	84	gqa2	16	512	0	256	128	62464	229632		8b8a3de9e7f35f9d	PASS	e66afbea0294aed8a0372be1d8f2283106e9a7628876ee7095417fceac7295b9
10	85	mha4	1	512	0	256	128	54400	80744		132a5222ec7bbed9	PASS	9db77178993c2d594b60b61f432a1671bcee219356456b48b4e8f940fe30570f
10	86	mha4	2	512	0	256	128	129280	67648		7d5d7f91af4802b0	PASS	86a06668cc7125e9acb84850cad1e59f23c84be6ff103af8d82205226fc791b6
10	87	mha4	4	512	0	256	128	131584	117120		7761a4bce849d088	PASS	5b21e138b883d5407cbf3287c53434cea1a992082601588b55e71fe7fbb7aa0a
10	88	mha4	8	512	0	256	128	136192	214528		15b0eece040daad8	PASS	ee9f5752def59b0a44dba50433acd695ac8b4df5f9b9ab0c2baa2e8f76825dc4
10	89	mha4	16	512	0	256	128	145408	410368		ac72d1d16c429205	PASS	07e178bed4c9b1578f8d142370566339d014d8e56e5d5e4c78003718cb406118
10	90	gqa2	1	512	3	256	128	22016	41140		f9aa0dc6cc31bd58	PASS	033493cb8672045f8a2303f6cd315d868382dbc7cbd5d25f04bfaa0d2b4a5de2
10	91	gqa2	2	512	3	256	128	55296	37272		70b1a37d95227b92	PASS	52cb027b70677d498a612b0745ffd29fab284eea40a1c758edde164d010c7f28
10	92	gqa2	4	512	3	256	128	56320	65584		ea7b992faeece865	PASS	f6840c26fc63ec9fec0269580391598827a48b26699521b1be9c344df1850e2a
10	93	gqa2	8	512	3	256	128	58368	121440		83095b6244881833	PASS	7d8b6597d8304700d07be24f8593bad5eda9438c0076317045bd48416c0bcb09
10	94	gqa2	16	512	3	256	128	62464	229632		007f2f1b8ee5593a	PASS	434b6d7f4126386cfb41af6c851b41b49a0f4e8af7fee0203b2a029f0873be3c
10	95	mha4	1	512	3	256	128	54400	80744		50087e460c46843b	PASS	468de761de0b8dec46d8ef9e20d2b0ae4dde636bcabedfa4bb3f648136e6be67
10	96	mha4	2	512	3	256	128	129280	67648		b98fa1284afc671d	PASS	cb6328f7cefd6d01c88907b7922c1cbe1878f049106928b1e286888dfd084244
10	97	mha4	4	512	3	256	128	131584	117120		40c4d42503a4355c	PASS	9328a5c9d223106a32b7aadff10ebf19cb56188e8a43fa35ab3b7fd52a0463e1
10	98	mha4	8	512	3	256	128	136192	214528		8f0e67b032603869	PASS	cb30222d83156f0c8bd7542aca1ccaa1242d3ec81256ef0f822031122a94f350
10	99	mha4	16	512	3	256	128	145408	410368		5be3455e5f43a2c4	PASS	84a3af28a2d84fc2115e5d42b3c567b71ee400b4c9679201a6326112cedc2914
10	100	gqa2	1	512	512	256	128	22016	41140		db93e7cf9decc6ec	PASS	43fd3564c4eacfac245d1b701bc877a5e03e4575710a6dd6d1fc14404c12f8e1
10	101	gqa2	2	512	512	256	128	55296	37272		0e0bead82358ef81	PASS	9f2fd097c71d50507a0bdaabd0d0ecf9ca646319e5de4dd4518563295c6a5cab
10	102	gqa2	4	512	512	256	128	56320	65584		d32764f6816ca390	PASS	02bc31227c7d871833fbe7d9af4236056366e812713c488e123acb2b3dbe2c40
10	103	gqa2	8	512	512	256	128	58368	121440		e573744b817a4823	PASS	ad762f2ae3dad61c94eff7d4949860244250e6439daf1018d82ced165dc49b18
10	104	gqa2	16	512	512	256	128	62464	229632		8c08c582eb212f45	PASS	6a247d9ce6bb8376014a2c94b682976290bb4ffbab7d2d9b74eba981e40c263d
10	105	mha4	1	512	512	256	128	54400	80744		27bddf58f5028e65	PASS	62bab2ba64ff9e04c6602ae1e90c142fbc437e1a1880533ffd3fb37633ebef87
10	106	mha4	2	512	512	256	128	129280	67648		d2c5b14bfd83de99	PASS	58c8506ea687a1093755c2ba9f7a644764404022f8ce0b4b7bdc273f3378f65c
10	107	mha4	4	512	512	256	128	131584	117120		a82e7e70ae410d71	PASS	9bee28e2c082a2f7a4b9ad1866d02a927bdf2a31dbef57fa54555aaa5b23ca48
10	108	mha4	8	512	512	256	128	136192	214528		e8d42a6e535521b9	PASS	5905bfc3035701bb50b8083d70c2dc930d4dba7a780f5bc2ff9ee52d37bfc37d
10	109	mha4	16	512	512	256	128	145408	410368		07473899e474a270	PASS	b66c1975cf0dbbd1260efc4a3ef60c9aa2f643a24adb00f55d915f379119c055
10	110	gqa2	1	2048	0	256	128	88064	151492		5371763740b1fa55	PASS	c09f9c392903cce9db85ae8a52b4b26719ad7a7b9ff46b7fbd8c5c7cd06b9725
10	111	gqa2	2	2048	0	256	128	221184	123720		0817ddb99624eab4	PASS	0c9ac4d153a24320fa016e03fc8f14f1e482eaba1dea792bb5b010e005392011
10	112	gqa2	4	2048	0	256	128	225280	236448		681a68aca94a872d	PASS	e4fbd72eb738f6cab44534500a3a54ef26a6152df3e0977e981eb58a211ada47
10	113	gqa2	8	2048	0	256	128	233472	455808		bd29427792de1181	PASS	8ce406880503eca82073a07f0af0a6d7ea72ef96dbed338864f9d2a3fea3eab9
10	114	gqa2	16	2048	0	256	128	249856	888576		953ad7de4597474e	PASS	c8347ba249ad4d7b7445938a55b72a0a96cde5906ce765e8a1333af0a0fabc54
10	115	mha4	1	2048	0	256	128	217600	295328		f37a4f9044704176	PASS	41661f85629ca522c1294b226a51d8774541c31d65190cfdebf99904dc4b66d9
10	116	mha4	2	2048	0	256	128	517120	216064		fcce8b8988e4f088	PASS	cefaa9af4302e36ff9e2d1b6810af9569496df6155b1eb27d185db39e3971eb6
10	117	mha4	4	2048	0	256	128	526336	411904		75e38df45ef42e9e	PASS	1178dc13070ee5f0f9f3a46bb50ebb26c942b3662ed9199312cd85130dc74f2d
10	118	mha4	8	2048	0	256	128	544768	797440		60667eafa2bc00b4	PASS	1f3626fb8afbc9842dbcc0ac298fc0b787e24acc545f60156400786b0926f29e
10	119	mha4	16	2048	0	256	128	581632	1580800		c2339306c30ca8ea	PASS	50ee000b604ff97fef5b1093df2f5d9ec8114ab64c46e75cd9945a5da754da8b
10	120	gqa2	1	2048	3	256	128	88064	151492		83e3157fd2ad45b6	PASS	fe4d278b5493eaf1eae96a5c0812a73c3d2a68e47f0c27fb18b67e54d10ac82d
10	121	gqa2	2	2048	3	256	128	221184	123720		e7de115df01054ee	PASS	73d72b0441272ac8b19fac22db98c227ff7a924e01b3a10c32d4f1b0d679afba
10	122	gqa2	4	2048	3	256	128	225280	236448		7c96c49e23e02d90	PASS	97722820187f7131e13e67cf2b75a36abf7563298dffda971bb0421e25bcd903
10	123	gqa2	8	2048	3	256	128	233472	455808		74de262ef0b454b4	PASS	0ff3f280337ae8e98d95cc97d643092a231ea10e3ef320817a278aaa384acd6c
10	124	gqa2	16	2048	3	256	128	249856	888576		47b7a2eb943a54c6	PASS	a453d16250ebb2c676ee49fa240eb99f557e5e178477668052a84d72004dbfde
10	125	mha4	1	2048	3	256	128	217600	295328		8f27e52c1f186721	PASS	ab784c39f656a495a8f834e20ef47fc1d2efb25083dde8cff928b584a45fc375
10	126	mha4	2	2048	3	256	128	517120	216064		3daa5e658f576b53	PASS	421d6465a946c17d7cfb03a04c781749ef341d38c16b9c6e0268a66bc94ee49e
10	127	mha4	4	2048	3	256	128	526336	411904		60a59f48e9d11595	PASS	373be46fe9c11c45bf3420465b140ffce70b58c51d26ed1db626b7e53248c1ae
10	128	mha4	8	2048	3	256	128	544768	797440		c53035d8aaabdd6a	PASS	cc239b1f194ba0e31d46021bb9421ea5e207c524b0c3ea7ce0fc33fad6372dd5
10	129	mha4	16	2048	3	256	128	581632	1580800		4139e4e8e31932d4	PASS	66a638618c34d5cc4a919056942688e33ff50826963b5ec377d03448a0a499d0
10	130	gqa2	1	2048	512	256	128	88064	151492		1c4c7a8e3e7119a3	PASS	a35bba756f25929ab580d98099335ce2db1577f514c1cf1617ca9d6e6c55c63a
10	131	gqa2	2	2048	512	256	128	221184	123720		1171513bc9bb105f	PASS	2178a46a9b5c698949c07e6723f7b5f559d4fe9f3c55268b14ccaf61814ef178
10	132	gqa2	4	2048	512	256	128	225280	236448		219a13e8664957b5	PASS	5cc6cdff41c41ef87386c3b75cb86af145db486ea59e5761706b9fae1a44eb6d
10	133	gqa2	8	2048	512	256	128	233472	455808		18fa78adc120b7a8	PASS	fb4a10eb29264872cbdbb61e774f966380b3ca3575feba3ec9b56e6e6a82263d
10	134	gqa2	16	2048	512	256	128	249856	888576		60a3dfcd946d267b	PASS	58ce49b0f250777e99b23ff4041d2d4a81e385c25970ea4d31db747a60237a45
10	135	mha4	1	2048	512	256	128	217600	295328		461a46d5b7dd43f0	PASS	e9c9f95eb2bbce401ad319ed532b7d51d02e71571d9ab2014f05313a4d3fab22
10	136	mha4	2	2048	512	256	128	517120	216064		aa59018cea157267	PASS	a4558a06a5719cd8577bd818878768bb412c1d71bf78ebe48cdd199ee1f52cf4
10	137	mha4	4	2048	512	256	128	526336	411904		9d8982ed4275c8f9	PASS	2c3182983782978548ec08ca7604e6ac0c7443cc5df2b2091e00830ed9d656ac
10	138	mha4	8	2048	512	256	128	544768	797440		6b3c1c3286db85d7	PASS	9624512714b1b17e2b6f395e575402679fa436f9ae4b798e842670ad381de0d7
10	139	mha4	16	2048	512	256	128	581632	1580800		935b7dc896bdeb49	PASS	b4d6d2e28991a0a576b8a4e8c470a6453820327a78962962e066d7488503ee43
10	140	gqa2	1	1	0	256	128	106	131		ef08e35b6eb6bd0e	PASS	a5c4ec7f52a1cf762641690d920b2a487cf3b049bcb28dec7383ed14690c25fa
10	141	gqa2	2	1	0	256	128	234	234		ef08e35b6eb6bd0e	PASS	3717bc83abdd2d5789b1afdd079e27fed2ca654ad2c791fc2b44c4ae546950c3
10	142	gqa2	4	1	0	256	128	362	338		ef08e35b6eb6bd0e	PASS	e6dec7974ab0fe8a911a6c20c4a29b9693727b601a777fb87d4ff7e5a09da69c
10	143	gqa2	8	1	0	256	128	618	546		ef08e35b6eb6bd0e	PASS	5a18a12a5bd97efe0f6401dfdc51040a639234d20245d0e6ebf2f689cf0f4abc
10	144	gqa2	16	1	0	256	128	1130	962		ef08e35b6eb6bd0e	PASS	f4ffcb52a9f3350b20a1ce9b46899fad1970225a60b68b6d29993d204d303d0a
10	145	mha4	1	1	0	256	128	248	285		81489bf11a6ef144	PASS	dcc46de492dbb65afa4ada0f03e5786b4a867f3df804327f6e8409def2d1eea6
10	146	mha4	2	1	0	256	128	536	512		81489bf11a6ef144	PASS	c34290a3dbf6a2b6d9381261f285e59f4f8718fcc1f187c45546e669dffd0a4b
10	147	mha4	4	1	0	256	128	824	728		81489bf11a6ef144	PASS	2fd2c035ebc4c2d80cefc4b9e63980489316835316d341b3917871a37b560585
10	148	mha4	8	1	0	256	128	1400	1160		658593a9c69ca76d	PASS	06d4f9bd88e6d9273a9aef4dfbe777640536688cdd23cd139858cfaa1f0f1192
10	149	mha4	16	1	0	256	128	2552	2024		d15a07b011f46772	PASS	172cade20280292f4d14e56c4ca543339f2ed4ad921f24a4aabdd048d02593c6
11	0	gqa2	2	1	3	256	128	250	250		a10b90fbe1618da5	PASS	c3b54012d247476765608cdfe91fb567c40f50bb1a4a4fd2a17126e52bd726a5
11	1	gqa2	4	1	3	256	128	378	354		a10b90fbe1618da5	PASS	bebf25a22d92fdb47031ace8ccb69ad24eeae1e7de6edc825e305f77848db8d6
11	2	gqa2	8	1	3	256	128	634	562		a10b90fbe1618da5	PASS	32ed53dcc5365d5283ef1c8026486ab165f12b3e0083f680559458041ad0956b
11	3	gqa2	16	1	3	256	128	1146	978		a10b90fbe1618da5	PASS	13ae7e5886bdc7fe02951a5fdf04837c08bccb7d28571cb472ed2ec0d7b757ae
11	4	mha4	1	1	3	256	128	312	349		d032851805c78718	PASS	c3b9e96e0da317ddaa17fd9046c0860771e653c95a3430b9b5bed28f44369fe5
11	5	mha4	2	1	3	256	128	600	576		cf48eed071ee02fd	PASS	78174261b003f1c058ce15eb2b9b86532a3bb2388d567c0fe78d81a27c2f58ab
11	6	mha4	4	1	3	256	128	888	792		f25a26faffe0527b	PASS	7de3c08952e0eb6192ed931eaa6f8442bbbbbf1ba291ec577e21f385863d39aa
11	7	mha4	8	1	3	256	128	1464	1224		f25a26faffe0527b	PASS	9358437871940920a601f4877f5625a17d8267b02442b159eea319fd46574ed9
11	8	mha4	16	1	3	256	128	2616	2088		f25a26faffe0527b	PASS	8c3b3f76bb3e1c1cc74a4ee2489c301de367e59a227df0c3c8c78c0c3140f1c4
11	9	gqa2	1	1	512	256	128	4194	1147		e3804e1c16ef73fc	PASS	53363cfd6139077d79806f0c96268e3049e66876c5e58eaaad6b60b97539dcc1
11	10	gqa2	2	1	512	256	128	4322	1250		6bc12219bad44ae1	PASS	8fe4eb624fdb8e3c950a54d3306d2f230d9f9246bf30337798558f044d4046e5
11	11	gqa2	4	1	512	256	128	4450	1354		6bc12219bad44ae1	PASS	a2266cf3a1fb634705940a3b0b8b50f901a71476ac69dfc615aac46b333799a2
11	12	gqa2	8	1	512	256	128	4706	1562		6bc12219bad44ae1	PASS	812fb781477f79569dcdc4049ee6579e8d39156f2250d8bf352e4a1edcc68e13
11	13	gqa2	16	1	512	256	128	5218	1978		6bc12219bad44ae1	PASS	7ccbd9dab840657e5e5019259d2fda420b5d7a5b4b4355730de3549773e9db00
11	14	mha4	1	1	512	256	128	16600	2301		945668ee633ad213	PASS	ffc3fee8f05c54e6b23bc12d360043e455d2326ea488633bee0da1849ba548d6
11	15	mha4	2	1	512	256	128	16888	2528		aad0f8a388c46dba	PASS	d51e5d9f41550d2c2f3426217481a02a9b06e58f8a2872c82d7c5e4362cfc8a7
11	16	mha4	4	1	512	256	128	17176	2744		aad0f8a388c46dba	PASS	09963a675462f75991fd8c1228aa1fa0d6962a4f5f846d33859851af31022079
11	17	mha4	8	1	512	256	128	17752	3176		aad0f8a388c46dba	PASS	2602b9ed99ef9b5c17de61d589ddc496c4fe843ecf5ade47e3378b0708c51a1a
11	18	mha4	16	1	512	256	128	18904	4040		209e56be7cf744a3	PASS	7e45028a5834f6a54d28bd2cf3cf80c7eb778524da28fe966acd23cc666abf34
11	19	gqa2	1	4	0	256	128	232	524		1dd6f13109b55729	PASS	405e3ccf356bc8abaa06548bac17fdb82871d45eab7a016a9373e41b3692cef5
11	20	gqa2	2	4	0	256	128	552	768		31afc8ce97f5f040	PASS	ad6c192e3d4411fa7536509688721a89df1b350432577e86ca50bb66398ff7b8
11	21	gqa2	4	4	0	256	128	680	1016		4faedf01ecd53c82	PASS	60356665d3bc05034bef1f0447649473691c58ec3efe266679cb584ae2e847cf
11	22	gqa2	8	4	0	256	128	936	1512		8383bcce07f9cfe7	PASS	c643e3413302d473e9e9e3566c52a931bc367393f4d9b460b4f15bd72cde0118
11	23	gqa2	16	4	0	256	128	1448	2504		541ba7feb0621546	PASS	cebdfcd74f5701de73cbd7c91065e4de9d5331699a925ca1fa71442af4db2e85
11	24	mha4	1	4	0	256	128	560	1140		88b4c3331d5fa753	PASS	b4d0d70a3df08991cda58a18c6d9ac1b297fc4b66b8fc1c98bd363ed6afef40f
11	25	mha4	2	4	0	256	128	1280	1688		d0975bc299de8b08	PASS	38ce37906bbfc17c6bbef5cce0509ede89af4a976db687d02f9e9d6711999b22
11	26	mha4	4	4	0	256	128	1568	2192		797b0304b8ac5fa2	PASS	2c11f894919fce6bd2502fd480e684d484dde89dad8463d32c54e20966c81da2
11	27	mha4	8	4	0	256	128	2144	3200		614cbecfc0802cea	PASS	14365e0094700f135a2cb5d9577a9ad69a131c7a4b2378cbcd58fac63ec3ba94
11	28	mha4	16	4	0	256	128	3296	5216		ea48a95096d5ceb6	PASS	fe4bbeae5efb03cfe1cca51aff610108f620b4efd4759b221282899843698444
11	29	gqa2	1	4	3	256	128	232	524		4c544373c0add101	PASS	4f28a5cd0937e80db5cd016a4164b0c824621468793562bcc859b9be79b09ccd
11	30	gqa2	2	4	3	256	128	552	768		7115cc23cbbae9c8	PASS	0f496d76fb4377cbf8733e3586a40f6a4bcb7674e4d5c6238d1b0aaa8d0112e6
11	31	gqa2	4	4	3	256	128	680	1016		50f243d42e025b16	PASS	95c0412f2174f1db614da9e48177fd08a346fcecb54409b40b1b465cdf09463c
11	32	gqa2	8	4	3	256	128	936	1512		50f243d42e025b16	PASS	16f6231d6bcb55c42c9408e102a1fda75a09517ea5a5dce1c73e192702f11d27
11	33	gqa2	16	4	3	256	128	1448	2504		50f243d42e025b16	PASS	7994e6fadd89143ad4f260f9594c282ea831672ee38aa2c820a025c7998ffe3a
11	34	mha4	1	4	3	256	128	560	1140		9f91d43bd2f0b35f	PASS	606359451fcfbf04f1ac25cf4047dd0c23d816ac6e33b12addf4ac147578ffa8
11	35	mha4	2	4	3	256	128	1280	1688		4a8110e1cfa2bcff	PASS	67e0f84fdbd2ff58dd2f63b0799fb6aaa04a0e1a7ab54a3c8d1f8973b24693ec
11	36	mha4	4	4	3	256	128	1568	2192		54d457de7bdd96d5	PASS	8a86c870c1b96fe057f61cb523d58e09a09cfcb5c5c564d4aba688fea31b8668
11	37	mha4	8	4	3	256	128	2144	3200		f3a0c86b868be25f	PASS	1e9d23fe66a3c55f446d4ae0da59fa21984dcefb1321ad2931d5614f14660212
11	38	mha4	16	4	3	256	128	3296	5216		2534c408bc36998b	PASS	382ccf5b9b65b8efd0625bdb0e0fd02904166ef1d0a87d511682978dad79bb02
