rank	key	pure_ns	eft_ns	pure_selected	moved_fraction
1	64x32x64s4k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
2	64x32x64s5k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
3	64x32x64s6k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
4	64x32x64s7k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
5	64x32x64s8k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
6	64x32x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
7	64x32x128s4k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.755186
8	64x64x128s3k1;64x32x128s2k1;64x128x64s4k1;64x32x64s4k2;64x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=16	7.09717e+06	7.09717e+06	1	0.752092
