worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
5	11	24	5	29	2	2132	19
5	12	26	5	32	1	2151	5
5	13	29	5	36	2	2156	5
6	0	2	6	1	1	2161	5
6	1	5	6	4	1	2166	1
6	2	6	6	5	1	2167	0
6	3	8	14	7	3	2167	3
6	4	9	6	10	1	2170	19
6	5	11	6	12	1	2189	5
6	6	14	6	16	2	2194	5
6	7	17	6	20	1	2199	5
6	8	20	6	23	1	2204	1
6	9	21	6	24	1	2205	0
6	10	23	14	26	3	2205	3
6	11	24	6	29	2	2208	19
6	12	26	6	32	1	2227	5
6	13	29	6	36	2	2232	5
7	0	2	7	1	1	2237	5
7	1	5	7	4	1	2242	1
7	2	6	7	5	1	2243	0
7	3	8	15	7	3	2243	3
7	4	9	7	10	1	2246	19
7	5	11	7	12	1	2265	5
7	6	14	7	16	2	2270	5
7	7	17	7	20	1	2275	5
7	8	20	7	23	1	2280	1
7	9	21	7	24	1	2281	0
7	10	23	15	26	3	2281	3
7	11	24	7	29	2	2284	19
7	12	26	7	32	1	2303	5
7	13	29	7	36	2	2308	5
8	0	2	8	1	1	2313	5
8	1	5	8	4	1	2318	1
8	2	6	8	5	1	2319	0
8	3	8	8	7	3	2319	3
8	4	9	8	10	1	2322	19
8	5	11	8	12	1	2341	5
8	6	14	8	16	2	2346	5
8	7	17	8	20	1	2351	5
8	8	20	8	23	1	2356	1
8	9	21	8	24	1	2357	0
8	10	23	8	26	3	2357	3
8	11	24	8	29	2	2360	19
8	12	26	8	32	1	2379	5
8	13	29	8	36	2	2384	5
9	0	2	9	1	1	2389	5
9	1	5	9	4	1	2394	1
9	2	6	9	5	1	2395	0
9	3	8	9	7	3	2395	3
9	4	9	9	10	1	2398	19
9	5	11	9	12	1	2417	5
9	6	14	9	16	2	2422	5
9	7	17	9	20	1	2427	5
9	8	20	9	23	1	2432	1
9	9	21	9	24	1	2433	0
9	10	23	9	26	3	2433	3
9	11	24	9	29	2	2436	19
9	12	26	9	32	1	2455	5
9	13	29	9	36	2	2460	5
10	0	2	10	1	1	2465	5
10	1	4	16	3	1	2470	1
10	2	8	10	7	3	2471	3
10	3	9	10	10	1	2474	19
10	4	11	10	12	1	2493	5
10	5	14	10	16	2	2498	5
10	6	17	10	20	1	2503	5
10	7	19	16	22	1	2508	1
10	8	23	10	26	3	2509	3
10	9	24	10	29	2	2512	19
10	10	26	10	32	1	2531	5
10	11	29	10	36	2	2536	5
11	0	2	11	1	1	2541	5
11	1	4	17	3	1	2546	1
11	2	8	11	7	3	2547	3
11	3	9	11	10	1	2550	19
11	4	11	11	12	1	2569	5
11	5	14	11	16	2	2574	5
11	6	17	11	20	1	2579	5
11	7	19	17	22	1	2584	1
11	8	23	11	26	3	2585	3
11	9	24	11	29	2	2588	19
11	10	26	11	32	1	2607	5
11	11	29	11	36	2	2612	5
12	0	2	12	1	1	2617	5
12	1	4	18	3	1	2622	1
12	2	8	4	7	3	2623	3
12	3	9	12	10	1	2626	19
12	4	11	12	12	1	2645	5
12	5	14	12	16	2	2650	5
12	6	17	12	20	1	2655	5
12	7	19	18	22	1	2660	1
12	8	23	4	26	3	2661	3
12	9	24	12	29	2	2664	19
12	10	26	12	32	1	2683	5
12	11	29	12	36	2	2688	5
13	0	2	13	1	1	2693	5
13	1	4	19	3	1	2698	1
13	2	8	5	7	3	2699	3
13	3	9	13	10	1	2702	19
13	4	11	13	12	1	2721	5
13	5	14	13	16	2	2726	5
13	6	17	13	20	1	2731	5
13	7	19	19	22	1	2736	1
13	8	23	5	26	3	2737	3
13	9	24	13	29	2	2740	19
13	10	26	13	32	1	2759	5
13	11	29	13	36	2	2764	5
14	0	2	14	1	1	2769	5
14	1	7	0	6	1	2774	1
14	2	8	6	7	3	2775	3
14	3	9	14	10	1	2778	19
14	4	11	14	12	1	2797	5
14	5	14	14	16	2	2802	5
14	6	17	14	20	1	2807	5
14	7	22	0	25	1	2812	1
14	8	23	6	26	3	2813	3
14	9	24	14	29	2	2816	19
14	10	26	14	32	1	2835	5
14	11	29	14	36	2	2840	5
15	0	2	15	1	1	2845	5
15	1	7	1	6	1	2850	1
15	2	8	7	7	3	2851	3
15	3	9	15	10	1	2854	19
15	4	11	15	12	1	2873	5
15	5	14	15	16	2	2878	5
15	6	17	15	20	1	2883	5
15	7	22	1	25	1	2888	1
15	8	23	7	26	3	2889	3
15	9	24	15	29	2	2892	19
15	10	26	15	32	1	2911	5
15	11	29	15	36	2	2916	5
16	0	1	0	0	1	2921	5
16	1	7	2	6	1	2926	1
16	2	8	0	7	3	2927	3
16	3	9	16	10	1	2930	19
16	4	11	16	12	1	2949	5
16	5	14	16	16	2	2954	5
16	6	16	0	19	1	2959	5
16	7	22	2	25	1	2964	1
16	8	23	0	26	3	2965	3
16	9	24	16	29	2	2968	19
16	10	26	16	32	1	2987	5
16	11	29	16	36	2	2992	5
17	0	1	1	0	1	2997	5
17	1	7	3	6	1	3002	1
17	2	8	1	7	3	3003	3
17	3	9	17	10	1	3006	19
17	4	11	17	12	1	3025	5
17	5	14	17	16	2	3030	5
17	6	16	1	19	1	3035	5
17	7	22	3	25	1	3040	1
17	8	23	1	26	3	3041	3
17	9	24	17	29	2	3044	19
17	10	26	17	32	1	3063	5
17	11	29	17	36	2	3068	5
18	0	1	2	0	1	3073	5
18	1	7	4	6	1	3078	1
18	2	8	2	7	3	3079	3
18	3	9	18	10	1	3082	19
18	4	11	18	12	1	3101	5
18	5	14	18	16	2	3106	5
18	6	16	2	19	1	3111	5
18	7	22	4	25	1	3116	1
18	8	23	2	26	3	3117	3
18	9	24	18	29	2	3120	19
18	10	26	18	32	1	3139	5
18	11	29	18	36	2	3144	5
19	0	1	3	0	1	3149	5
19	1	7	5	6	1	3154	1
19	2	8	3	7	3	3155	3
19	3	9	19	10	1	3158	19
19	4	11	19	12	1	3177	5
19	5	14	19	16	2	3182	5
19	6	16	3	19	1	3187	5
19	7	22	5	25	1	3192	1
19	8	23	3	26	3	3193	3
19	9	24	19	29	2	3196	19
19	10	26	19	32	1	3215	5
19	11	29	19	36	2	3220	5
20	0	1	4	0	1	3225	5
20	1	7	6	6	1	3230	1
20	2	9	20	10	1	3231	20
20	3	11	20	12	1	3251	5
20	4	14	20	16	2	3256	5
20	5	16	4	19	1	3261	5
20	6	22	6	25	1	3266	1
20	7	24	20	29	2	3267	20
20	8	26	20	32	1	3287	5
20	9	29	20	36	2	3292	5
21	0	1	5	0	1	3297	5
21	1	7	7	6	1	3302	1
21	2	9	21	10	1	3303	20
21	3	11	21	12	1	3323	5
21	4	14	21	16	2	3328	5
21	5	16	5	19	1	3333	5
21	6	22	7	25	1	3338	1
21	7	24	21	29	2	3339	20
21	8	26	21	32	1	3359	5
21	9	29	21	36	2	3364	5
22	0	1	6	0	1	3369	5
22	1	7	8	6	1	3374	1
22	2	9	22	10	1	3375	20
22	3	11	22	12	1	3395	5
22	4	14	22	16	2	3400	5
22	5	16	6	19	1	3405	5
22	6	22	8	25	1	3410	1
22	7	24	22	29	2	3411	20
22	8	26	22	32	1	3431	5
22	9	29	22	36	2	3436	5
23	0	1	7	0	1	3441	5
23	1	7	9	6	1	3446	1
23	2	9	23	10	1	3447	20
23	3	11	23	12	1	3467	5
23	4	14	23	16	2	3472	5
23	5	16	7	19	1	3477	5
23	6	22	9	25	1	3482	1
23	7	24	23	29	2	3483	20
23	8	26	23	32	1	3503	5
23	9	29	23	36	2	3508	5
24	0	1	8	0	1	3513	5
24	1	4	12	3	1	3518	1
24	2	9	24	10	1	3519	20
24	3	11	24	12	1	3539	5
24	4	14	24	16	2	3544	5
24	5	16	8	19	1	3549	5
24	6	19	12	22	1	3554	1
24	7	24	24	29	2	3555	20
24	8	26	24	32	1	3575	5
24	9	29	24	36	2	3580	5
25	0	1	9	0	1	3585	5
25	1	4	13	3	1	3590	1
25	2	9	25	10	1	3591	20
25	3	11	25	12	1	3611	5
25	4	14	25	16	2	3616	5
25	5	16	9	19	1	3621	5
25	6	19	13	22	1	3626	1
25	7	24	25	29	2	3627	20
25	8	26	25	32	1	3647	5
25	9	29	25	36	2	3652	5
26	0	1	10	0	1	3657	5
26	1	4	14	3	1	3662	1
26	2	9	26	10	1	3663	20
26	3	11	26	12	1	3683	5
26	4	14	26	16	2	3688	5
26	5	16	10	19	1	3693	5
26	6	19	14	22	1	3698	1
26	7	24	26	29	2	3699	20
26	8	26	26	32	1	3719	5
26	9	29	26	36	2	3724	5
27	0	1	11	0	1	3729	5
27	1	4	15	3	1	3734	1
27	2	9	27	10	1	3735	20
27	3	11	27	12	1	3755	5
27	4	14	27	16	2	3760	5
27	5	16	11	19	1	3765	5
27	6	19	15	22	1	3770	1
27	7	24	27	29	2	3771	20
27	8	26	27	32	1	3791	5
27	9	29	27	36	2	3796	5
28	0	1	12	0	1	3801	5
28	1	4	8	3	1	3806	1
28	2	9	28	10	1	3807	20
28	3	11	28	12	1	3827	5
28	4	14	28	16	2	3832	5
28	5	16	12	19	1	3837	5
28	6	19	8	22	1	3842	1
28	7	24	28	29	2	3843	20
28	8	26	28	32	1	3863	5
28	9	29	28	36	2	3868	5
29	0	1	13	0	1	3873	5
29	1	4	9	3	1	3878	1
29	2	9	29	10	1	3879	20
29	3	11	29	12	1	3899	5
29	4	14	29	16	2	3904	5
29	5	16	13	19	1	3909	5
29	6	19	9	22	1	3914	1
29	7	24	29	29	2	3915	20
29	8	26	29	32	1	3935	5
29	9	29	29	36	2	3940	5
30	0	1	14	0	1	3945	5
30	1	4	10	3	1	3950	1
30	2	9	30	10	1	3951	20
30	3	11	30	12	1	3971	5
30	4	14	30	16	2	3976	5
30	5	16	14	19	1	3981	5
30	6	19	10	22	1	3986	1
30	7	24	30	29	2	3987	20
30	8	26	30	32	1	4007	5
30	9	29	30	36	2	4012	5
31	0	1	15	0	1	4017	5
31	1	4	11	3	1	4022	1
31	2	9	31	10	1	4023	20
31	3	11	31	12	1	4043	5
31	4	14	31	16	2	4048	5
31	5	16	15	19	1	4053	5
31	6	19	11	22	1	4058	1
31	7	24	31	29	2	4059	20
31	8	26	31	32	1	4079	5
31	9	29	31	36	2	4084	5
32	0	1	16	0	1	4089	5
32	1	4	4	3	1	4094	1
32	2	11	32	12	1	4095	5
32	3	16	16	19	1	4100	5
32	4	19	4	22	1	4105	1
32	5	26	32	32	1	4106	5
33	0	1	17	0	1	4111	5
33	1	4	5	3	1	4116	1
33	2	11	33	12	1	4117	5
33	3	16	17	19	1	4122	5
33	4	19	5	22	1	4127	1
33	5	26	33	32	1	4128	5
34	0	1	18	0	1	4133	5
34	1	4	6	3	1	4138	1
34	2	11	34	12	1	4139	5
34	3	16	18	19	1	4144	5
34	4	19	6	22	1	4149	1
34	5	26	34	32	1	4150	5
35	0	1	19	0	1	4155	5
35	1	4	7	3	1	4160	1
35	2	11	35	12	1	4161	5
35	3	16	19	19	1	4166	5
35	4	19	7	22	1	4171	1
35	5	26	35	32	1	4172	5
36	0	1	20	0	1	4177	5
36	1	4	0	3	1	4182	1
36	2	11	36	12	1	4183	5
36	3	16	20	19	1	4188	5
36	4	19	0	22	1	4193	1
36	5	26	36	32	1	4194	5
37	0	1	21	0	1	4199	5
37	1	4	1	3	1	4204	1
37	2	11	37	12	1	4205	5
37	3	16	21	19	1	4210	5
37	4	19	1	22	1	4215	1
37	5	26	37	32	1	4216	5
38	0	1	22	0	1	4221	5
38	1	4	2	3	1	4226	1
38	2	11	38	12	1	4227	5
38	3	16	22	19	1	4232	5
38	4	19	2	22	1	4237	1
38	5	26	38	32	1	4238	5
39	0	1	23	0	1	4243	5
39	1	4	3	3	1	4248	1
39	2	11	39	12	1	4249	5
39	3	16	23	19	1	4254	5
39	4	19	3	22	1	4259	1
39	5	26	39	32	1	4260	5
40	0	1	24	0	1	4265	5
40	1	11	40	12	1	4270	5
40	2	16	24	19	1	4275	5
40	3	26	40	32	1	4280	5
41	0	1	25	0	1	4285	5
41	1	11	41	12	1	4290	5
41	2	16	25	19	1	4295	5
41	3	26	41	32	1	4300	5
42	0	1	26	0	1	4305	5
42	1	11	42	12	1	4310	5
42	2	16	26	19	1	4315	5
42	3	26	42	32	1	4320	5
43	0	1	27	0	1	4325	5
43	1	11	43	12	1	4330	5
43	2	16	27	19	1	4335	5
43	3	26	43	32	1	4340	5
44	0	1	28	0	1	4345	5
44	1	11	44	12	1	4350	5
44	2	16	28	19	1	4355	5
44	3	26	44	32	1	4360	5
45	0	1	29	0	1	4365	5
45	1	11	45	12	1	4370	5
45	2	16	29	19	1	4375	5
45	3	26	45	32	1	4380	5
46	0	1	30	0	1	4385	5
46	1	11	46	12	1	4390	5
46	2	16	30	19	1	4395	5
46	3	26	46	32	1	4400	5
47	0	1	31	0	1	4405	5
47	1	11	47	12	1	4410	5
47	2	16	31	19	1	4415	5
47	3	26	47	32	1	4420	5
48	0	3	0	2	1	4425	5
48	1	11	48	12	1	4430	5
48	2	18	0	21	1	4435	5
48	3	26	48	32	1	4440	5
49	0	3	1	2	1	4445	5
49	1	11	49	12	1	4450	5
49	2	18	1	21	1	4455	5
49	3	26	49	32	1	4460	5
50	0	3	2	2	1	4465	5
50	1	11	50	12	1	4470	5
50	2	18	2	21	1	4475	5
50	3	26	50	32	1	4480	5
51	0	3	3	2	1	4485	5
51	1	11	51	12	1	4490	5
51	2	18	3	21	1	4495	5
51	3	26	51	32	1	4500	5
52	0	3	4	2	1	4505	5
52	1	11	52	12	1	4510	5
52	2	18	4	21	1	4515	5
52	3	26	52	32	1	4520	5
53	0	3	5	2	1	4525	5
53	1	11	53	12	1	4530	5
53	2	18	5	21	1	4535	5
53	3	26	53	32	1	4540	5
54	0	3	6	2	1	4545	5
54	1	11	54	12	1	4550	5
54	2	18	6	21	1	4555	5
54	3	26	54	32	1	4560	5
55	0	3	7	2	1	4565	5
55	1	11	55	12	1	4570	5
55	2	18	7	21	1	4575	5
55	3	26	55	32	1	4580	5
56	0	3	8	2	1	4585	5
56	1	11	56	12	1	4590	5
56	2	18	8	21	1	4595	5
56	3	26	56	32	1	4600	5
57	0	3	9	2	1	4605	5
57	1	11	57	12	1	4610	5
57	2	18	9	21	1	4615	5
57	3	26	57	32	1	4620	5
58	0	3	10	2	1	4625	5
58	1	11	58	12	1	4630	5
58	2	18	10	21	1	4635	5
58	3	26	58	32	1	4640	5
59	0	3	11	2	1	4645	5
59	1	11	59	12	1	4650	5
59	2	18	11	21	1	4655	5
59	3	26	59	32	1	4660	5
60	0	3	12	2	1	4665	5
60	1	11	60	12	1	4670	5
60	2	18	12	21	1	4675	5
60	3	26	60	32	1	4680	5
61	0	3	13	2	1	4685	5
61	1	11	61	12	1	4690	5
61	2	18	13	21	1	4695	5
61	3	26	61	32	1	4700	5
62	0	3	14	2	1	4705	5
62	1	11	62	12	1	4710	5
62	2	18	14	21	1	4715	5
62	3	26	62	32	1	4720	5
63	0	3	15	2	1	4725	5
63	1	11	63	12	1	4730	5
63	2	18	15	21	1	4735	5
63	3	26	63	32	1	4740	5
64	0	12	0	13	1	4745	5
64	1	27	0	33	1	4750	5
65	0	12	1	13	1	4755	5
65	1	27	1	33	1	4760	5
66	0	12	2	13	1	4765	5
66	1	27	2	33	1	4770	5
67	0	12	3	13	1	4775	5
67	1	27	3	33	1	4780	5
68	0	12	4	13	1	4785	5
68	1	27	4	33	1	4790	5
69	0	12	5	13	1	4795	5
69	1	27	5	33	1	4800	5
70	0	12	6	13	1	4805	5
70	1	27	6	33	1	4810	5
71	0	12	7	13	1	4815	5
71	1	27	7	33	1	4820	5
72	0	12	8	13	1	4825	5
72	1	27	8	33	1	4830	5
73	0	12	9	13	1	4835	5
73	1	27	9	33	1	4840	5
74	0	12	10	13	1	4845	5
74	1	27	10	33	1	4850	5
75	0	12	11	13	1	4855	5
75	1	27	11	33	1	4860	5
76	0	12	12	13	1	4865	5
76	1	27	12	33	1	4870	5
77	0	12	13	13	1	4875	5
77	1	27	13	33	1	4880	5
78	0	12	14	13	1	4885	5
78	1	27	14	33	1	4890	5
79	0	12	15	13	1	4895	5
79	1	27	15	33	1	4900	5
80	0	12	16	13	1	4905	5
80	1	27	16	33	1	4910	5
81	0	12	17	13	1	4915	5
81	1	27	17	33	1	4920	5
82	0	12	18	13	1	4925	5
82	1	27	18	33	1	4930	5
83	0	12	19	13	1	4935	5
83	1	27	19	33	1	4940	5
84	0	12	20	13	1	4945	5
84	1	27	20	33	1	4950	5
85	0	12	21	13	1	4955	5
85	1	27	21	33	1	4960	5
86	0	12	22	13	1	4965	5
86	1	27	22	33	1	4970	5
87	0	12	23	13	1	4975	5
87	1	27	23	33	1	4980	5
88	0	12	24	13	1	4985	5
88	1	27	24	33	1	4990	5
89	0	12	25	13	1	4995	5
89	1	27	25	33	1	5000	5
90	0	12	26	13	1	5005	5
90	1	27	26	33	1	5010	5
91	0	12	27	13	1	5015	5
91	1	27	27	33	1	5020	5
92	0	12	28	13	1	5025	5
92	1	27	28	33	1	5030	5
93	0	12	29	13	1	5035	5
93	1	27	29	33	1	5040	5
94	0	12	30	13	1	5045	5
94	1	27	30	33	1	5050	5
95	0	12	31	13	1	5055	5
95	1	27	31	33	1	5060	5
96	0	12	32	13	1	5065	5
96	1	27	32	33	1	5070	5
97	0	12	33	13	1	5075	5
97	1	27	33	33	1	5080	5
98	0	12	34	13	1	5085	5
98	1	27	34	33	1	5090	5
99	0	12	35	13	1	5095	5
99	1	27	35	33	1	5100	5
100	0	12	36	13	1	5105	5
100	1	27	36	33	1	5110	5
101	0	12	37	13	1	5115	5
101	1	27	37	33	1	5120	5
102	0	12	38	13	1	5125	5
102	1	27	38	33	1	5130	5
103	0	12	39	13	1	5135	5
103	1	27	39	33	1	5140	5
104	0	12	40	13	1	5145	5
104	1	27	40	33	1	5150	5
105	0	12	41	13	1	5155	5
105	1	27	41	33	1	5160	5
106	0	12	42	13	1	5165	5
106	1	27	42	33	1	5170	5
107	0	12	43	13	1	5175	5
107	1	27	43	33	1	5180	5
108	0	12	44	13	1	5185	5
108	1	27	44	33	1	5190	5
109	0	12	45	13	1	5195	5
109	1	27	45	33	1	5200	5
110	0	12	46	13	1	5205	5
110	1	27	46	33	1	5210	5
111	0	12	47	13	1	5215	5
111	1	27	47	33	1	5220	5
112	0	12	48	13	1	5225	5
112	1	27	48	33	1	5230	5
113	0	12	49	13	1	5235	5
113	1	27	49	33	1	5240	5
114	0	12	50	13	1	5245	5
114	1	27	50	33	1	5250	5
115	0	12	51	13	1	5255	5
115	1	27	51	33	1	5260	5
116	0	12	52	13	1	5265	5
116	1	27	52	33	1	5270	5
117	0	12	53	13	1	5275	5
117	1	27	53	33	1	5280	5
118	0	12	54	13	1	5285	5
118	1	27	54	33	1	5290	5
119	0	12	55	13	1	5295	5
119	1	27	55	33	1	5300	5
120	0	12	56	13	1	5305	5
120	1	27	56	33	1	5310	5
121	0	12	57	13	1	5315	5
121	1	27	57	33	1	5320	5
122	0	12	58	13	1	5325	5
122	1	27	58	33	1	5330	5
123	0	12	59	13	1	5335	5
123	1	27	59	33	1	5340	5
124	0	12	60	13	1	5345	5
124	1	27	60	33	1	5350	5
125	0	12	61	13	1	5355	5
125	1	27	61	33	1	5360	5
126	0	12	62	13	1	5365	5
126	1	27	62	33	1	5370	5
127	0	12	63	13	1	5375	5
127	1	27	63	33	1	5380	5
