cp_corrected_ns	cp_reconstructed_with_publish_ns	measured_l2_ms	cp_realized_path
2312192	5562368	5.577728	0:0,1:0,2:255,4:127,13:255,16:255,16:639,16:1023,16:1407,16:1791,18:127,18:511,18:895,18:1279,18:1663,18:2047,21:255,24:255,26:127,35:255,38:255,38:639,38:1023,38:1407,38:1791,40:127,40:511,40:895,40:1279,40:1663,40:2047,43:255,46:255,48:127,57:255,60:255,60:639,60:1023,60:1407,60:1791,62:127,62:511,62:895,62:1279,62:1663,62:2047,65:255,68:255,70:127,79:255,82:255,82:639,82:1023,82:1407,82:1791,84:127,84:511,84:895,84:1279,84:1663,84:2047,87:255,90:255,92:127,101:255,104:255,104:639,104:1023,104:1407,104:1791,106:127,106:511,106:895,106:1279,106:1663,106:2047,109:255,112:255,114:127,123:255,126:255,126:639,126:1023,126:1407,126:1791,128:127,128:511,128:895,128:1279,128:1663,128:2047,131:255,134:255,136:127,145:255,148:255,148:639,148:1023,148:1407,148:1791,150:127,150:511,150:895,150:1279,150:1663,150:2047,153:255,156:255,158:127,167:255,170:255,170:639,170:1023,170:1407,170:1791,172:127,172:511,172:895,172:1279,172:1663,172:2047,175:255,178:255,180:127,189:255,192:255,192:639,192:1023,192:1407,192:1791,194:127,194:511,194:895,194:1279,194:1663,194:2047,197:255,200:255,202:127,211:255,214:255,214:639,214:1023,214:1407,214:1791,216:127,216:511,216:895,216:1279,216:1663,216:2047,219:255,222:255,224:127,233:255,236:255,236:639,236:1023,236:1407,236:1791,238:127,238:511,238:895,238:1279,238:1663,238:2047,241:255,244:255,246:127,255:255,258:255,258:639,258:1023,258:1407,258:1791,260:127,260:511,260:895,260:1279,260:1663,260:2047,263:255,266:255,268:127,277:255,280:255,280:639,280:1023,280:1407,280:1791,282:127,282:511,282:895,282:1279,282:1663,282:2047,285:255,288:255,290:127,299:255,302:255,302:639,302:1023,302:1407,302:1791,304:127,304:511,304:895,304:1279,304:1663,304:2047,307:255,310:255,312:127,321:255,324:255,324:639,324:1023,324:1407,324:1791,326:127,326:511,326:895,326:1279,326:1663,326:2047,329:255,332:255,334:127,343:255,346:255,346:639,346:1023,346:1407,346:1791,348:127,348:511,348:895,348:1279,348:1663,348:2047,351:255,354:255,354:639,354:1023,354:1407,354:1791,354:2175,354:2559,354:2943,354:3327,354:3711,354:4095,354:4479,354:4863,354:5247,354:5631,354:6015,354:6399,354:6783,354:7167,354:7551,354:7935,354:8319,354:8703,354:9087,354:9471,354:9855,354:10239,354:10623,354:11007,354:11391,354:11775,354:12159,354:12543,354:12927,354:13311,354:13695,354:14079,354:14463,354:14847,354:15231,354:15615,354:15999,354:16383,354:16767,354:17151,354:17535,354:17919,354:18303,354:18687,354:19071,354:19455,354:19839,354:20223,354:20607,354:20991,354:21375,354:21759,354:22143,354:22527,354:22911,354:23295,354:23679,354:24063,354:24447,354:24831,354:25215,354:25599,354:25983,354:26367,354:26751,354:27135,355:847
