index	stage	logical_task	begin_ns	end_ns	wall_ns	task_fixed_plus_mainloop_ns	publish_ns	wait_hop_ns	barrier_ns	idle_ns	category	name
274	354	12543	1790327718018909184	1790327718018918400	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
275	354	12927	1790327718018918400	1790327718018927616	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
276	354	13311	1790327718018927616	1790327718018936832	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
277	354	13695	1790327718018936832	1790327718018946048	9216	6144	2048	0	0	1024	lm_head	l0.s242.proj
278	354	14079	1790327718018946048	1790327718018955264	9216	6144	2048	1024	0	0	lm_head	l0.s242.proj
279	354	14463	1790327718018955264	1790327718018964480	9216	6144	2048	1024	0	0	lm_head	l0.s242.proj
280	354	14847	1790327718018964480	1790327718018972672	8192	5120	2048	1024	0	0	lm_head	l0.s242.proj
281	354	15231	1790327718018972672	1790327718018981888	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
282	354	15615	1790327718018981888	1790327718018991104	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
283	354	15999	1790327718018991104	1790327718019000320	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
284	354	16383	1790327718019000320	1790327718019009536	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
285	354	16767	1790327718019009536	1790327718019017728	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
286	354	17151	1790327718019017728	1790327718019025920	8192	4096	2048	1024	0	1024	lm_head	l0.s242.proj
287	354	17535	1790327718019025920	1790327718019035136	9216	6144	2048	1024	0	0	lm_head	l0.s242.proj
288	354	17919	1790327718019035136	1790327718019043328	8192	6144	2048	0	0	0	lm_head	l0.s242.proj
289	354	18303	1790327718019043328	1790327718019051520	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
290	354	18687	1790327718019051520	1790327718019060736	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
291	354	19071	1790327718019060736	1790327718019069952	9216	4096	4096	0	1024	0	lm_head	l0.s242.proj
292	354	19455	1790327718019069952	1790327718019079168	9216	4096	3072	0	1024	1024	lm_head	l0.s242.proj
293	354	19839	1790327718019079168	1790327718019088384	9216	4096	4096	0	0	1024	lm_head	l0.s242.proj
294	354	20223	1790327718019088384	1790327718019097600	9216	4096	4096	1024	0	0	lm_head	l0.s242.proj
295	354	20607	1790327718019097600	1790327718019106816	9216	5120	3072	1024	0	0	lm_head	l0.s242.proj
296	354	20991	1790327718019106816	1790327718019115008	8192	5120	1024	1024	0	1024	lm_head	l0.s242.proj
297	354	21375	1790327718019115008	1790327718019123200	8192	6144	2048	0	0	0	lm_head	l0.s242.proj
298	354	21759	1790327718019123200	1790327718019131392	8192	5120	2048	0	0	1024	lm_head	l0.s242.proj
299	354	22143	1790327718019131392	1790327718019140608	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
300	354	22527	1790327718019140608	1790327718019149824	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
301	354	22911	1790327718019149824	1790327718019160064	10240	5120	4096	0	1024	0	lm_head	l0.s242.proj
302	354	23295	1790327718019160064	1790327718019169280	9216	5120	3072	1024	0	0	lm_head	l0.s242.proj
303	354	23679	1790327718019169280	1790327718019177472	8192	4096	3072	1024	0	0	lm_head	l0.s242.proj
304	354	24063	1790327718019177472	1790327718019186688	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
305	354	24447	1790327718019186688	1790327718019194880	8192	5120	2048	0	0	1024	lm_head	l0.s242.proj
306	354	24831	1790327718019194880	1790327718019203072	8192	4096	2048	0	0	2048	lm_head	l0.s242.proj
307	354	25215	1790327718019203072	1790327718019211264	8192	5120	2048	1024	0	0	lm_head	l0.s242.proj
308	354	25599	1790327718019211264	1790327718019220480	9216	6144	2048	0	0	1024	lm_head	l0.s242.proj
309	354	25983	1790327718019220480	1790327718019228672	8192	6144	2048	0	0	0	lm_head	l0.s242.proj
310	354	26367	1790327718019228672	1790327718019237888	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
311	354	26751	1790327718019237888	1790327718019246080	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
312	354	27135	1790327718019246080	1790327718019255296	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
313	355	847	1790327718019255296	1790327718019434496	179200	8192	3072	1024	0	166912	combine	l0.s242.proj.combine
