config	historical_status	replay_class	exit_code	binary_sha256	log
mha4_64x256x16s3k2	RUNFAIL	numerical_criterion	1	4ff7c262217645855111b9a9b6fb5986bc1ec981766121538ad7c3e6c816fb15	logs/mha4_64x256x16s3k2.txt
mha4_64x256x16s3k16	RUNFAIL	numerical_criterion	1	19abd983d19664eb4cf7e1c8fe53a1fffa7ada60abef55ba63f21bea1127a866	logs/mha4_64x256x16s3k16.txt
mha4_64x256x16s4k2	RUNFAIL	numerical_criterion	1	2d35f9ac187525a8fd0ac97b0eccd8ba30282fa910b1364155da7da01f25a4b1	logs/mha4_64x256x16s4k2.txt
mha4_64x256x16s4k16	RUNFAIL	numerical_criterion	1	3716fd7a48dd77b28fbd2852eb95a94c9d892308d8e73ccc8003a464cc7ec5b0	logs/mha4_64x256x16s4k16.txt
mha4_64x256x16s5k2	RUNFAIL	numerical_criterion	1	e19db43b5230eb7f659c204c55bedaa8d39b8779b9379b476f7246cd3beba2b5	logs/mha4_64x256x16s5k2.txt
mha4_64x256x16s5k16	RUNFAIL	numerical_criterion	1	1963ed9b699be9689a77bb91cd7f0f7532d58762536417113c62bf0abfd66687	logs/mha4_64x256x16s5k16.txt
mha4_64x256x32s2k2	RUNFAIL	numerical_criterion	1	93ab84d4b1b597ec18196bf3594af0f9fc5d82088bb38ee5ec6570ad757df1dd	logs/mha4_64x256x32s2k2.txt
mha4_64x256x32s2k16	RUNFAIL	numerical_criterion	1	7d1d134de4aa37082f55eb6b9a26af45d0f329e7a745d8dc5857da71210f3943	logs/mha4_64x256x32s2k16.txt
mha4_64x256x32s3k2	RUNFAIL	numerical_criterion	1	e35d573f58719a63de20484cdad2cb9c126bbc41360229f7c17ab0037ed3a06c	logs/mha4_64x256x32s3k2.txt
mha4_64x256x32s3k16	RUNFAIL	numerical_criterion	1	a5bf2d4b5170876b09fcf2a8d045fc5004ee95def60aa2012ff1828735736aa9	logs/mha4_64x256x32s3k16.txt
mha4_64x256x32s4k2	RUNFAIL	numerical_criterion	1	77496bb1f102a56126980d6678ce32b0550e24c372662f2b035f50fedd2712f2	logs/mha4_64x256x32s4k2.txt
mha4_64x256x32s4k16	RUNFAIL	numerical_criterion	1	03c457bb60ff0c00089c52cb7784753776a341585a54dd0c90d23f1eb2cda53c	logs/mha4_64x256x32s4k16.txt
mha4_128x16x16s2k2	RUNFAIL	numerical_criterion	1	dfd15bd41d92716b622f3189d51d2194fc5b7251d07dba90a1815e0fd69e3995	logs/mha4_128x16x16s2k2.txt
mha4_128x16x16s2k16	RUNFAIL	numerical_criterion	1	f6fa11e6d2badf50655ffc6c1bb7c80421f307d114072d4892618bb7eb10e97a	logs/mha4_128x16x16s2k16.txt
mha4_128x16x16s3k2	RUNFAIL	numerical_criterion	1	c1e9d11ee37c6195e7015c52c794d514e4db65f592451e35f76d2f62e13708fc	logs/mha4_128x16x16s3k2.txt
mha4_128x16x16s3k16	RUNFAIL	numerical_criterion	1	f8cf7b7f2a53912ebdece2dc31e8c0dd7f6dbec3f9ffb70ae0d39b02c39e2a58	logs/mha4_128x16x16s3k16.txt
mha4_128x16x16s4k2	RUNFAIL	numerical_criterion	1	818c6b47a940581c7d54ca8545ee1b911c00514a95130bc646925e626f0853a2	logs/mha4_128x16x16s4k2.txt
mha4_128x16x16s4k16	RUNFAIL	numerical_criterion	1	6216025ed60e7a323b929ac269edb36ac0df4b35a60ea5734272350270ac39f5	logs/mha4_128x16x16s4k16.txt
mha4_128x16x16s5k2	RUNFAIL	numerical_criterion	1	3c1f6421f0ae462c7d409272afb3bbe85bf83d53db17fa176bc63dc5e58cd64d	logs/mha4_128x16x16s5k2.txt
mha4_128x16x16s5k16	RUNFAIL	numerical_criterion	1	ed10b9f812c7e88c7db47fe3cb988cfa7399afecd682c914cc98ddb428e1a017	logs/mha4_128x16x16s5k16.txt
mha4_128x16x32s2k2	RUNFAIL	numerical_criterion	1	1938cc0c651a3e491d4550ed8d0072b94a74ab084a46f7f2d81344cb8aabee92	logs/mha4_128x16x32s2k2.txt
mha4_128x16x32s2k16	RUNFAIL	numerical_criterion	1	8571a27df765300a3407c58331c8103351cc5f9439d0a45c9dedeb96ea1ab0ea	logs/mha4_128x16x32s2k16.txt
mha4_128x16x32s3k2	RUNFAIL	numerical_criterion	1	a90fa738ea3c690bcf39c6a5488f929f6e424665ceee494e2dbf94d0c4fe2fcd	logs/mha4_128x16x32s3k2.txt
mha4_128x16x32s3k16	RUNFAIL	numerical_criterion	1	1fc813c1c93f6d6966e542aaeaa144dc29685efa112a15cef68e2097a8800389	logs/mha4_128x16x32s3k16.txt
mha4_128x16x32s4k2	RUNFAIL	numerical_criterion	1	5e19a8856232c3faf61527f5f7fa8da96295fb3dd763e7d9d65950fcf19b0d9c	logs/mha4_128x16x32s4k2.txt
mha4_128x16x32s4k16	RUNFAIL	numerical_criterion	1	3f71c4a68aa7bf5a570a2431ec7228f2c72de139b41ad2ef78b1d0b06c2ac78e	logs/mha4_128x16x32s4k16.txt
mha4_128x16x32s5k2	RUNFAIL	numerical_criterion	1	996fe7010583d0c0f522d57182fe123202f6cbaac30e310a5846787740ceacd8	logs/mha4_128x16x32s5k2.txt
mha4_128x16x32s5k16	RUNFAIL	numerical_criterion	1	25751756514c23785726c146a5679242ac19b1d360765ef172d886e0a7374aaf	logs/mha4_128x16x32s5k16.txt
mha4_128x32x16s2k2	RUNFAIL	numerical_criterion	1	25a8bdb56e69d5da8ad4f03f384a4027228c5c4c857749668bd1f730e739e5a0	logs/mha4_128x32x16s2k2.txt
mha4_128x32x16s2k16	RUNFAIL	numerical_criterion	1	6cad55447ed592e2a71770f6e37117197985e018ca0539fa86186dcaf7f4ad21	logs/mha4_128x32x16s2k16.txt
mha4_128x32x16s3k2	RUNFAIL	numerical_criterion	1	c5ace85bb2f5a623e0cc63c06a0dfcac6b2510e121111ecccded861bd7db3e43	logs/mha4_128x32x16s3k2.txt
mha4_128x32x16s3k16	RUNFAIL	numerical_criterion	1	47735d668c1c8373e1f7f196dea54857c4e68dbfa98772f7c13917f799894613	logs/mha4_128x32x16s3k16.txt
mha4_128x32x16s4k2	RUNFAIL	numerical_criterion	1	b4b1253ed9923f763a9b5cc270886934a411d1e6c0853f7e00b2bde2bd4197a5	logs/mha4_128x32x16s4k2.txt
mha4_128x32x16s4k16	RUNFAIL	numerical_criterion	1	ed81d1be211e5e966d76031da826efe100c522fb87f4262edb415fa422ffda1e	logs/mha4_128x32x16s4k16.txt
mha4_128x32x16s5k2	RUNFAIL	numerical_criterion	1	4ffd496691aeaf208473206205d1bfa8cf41f63d85eab8cf95c83a793c9c011f	logs/mha4_128x32x16s5k2.txt
mha4_128x32x16s5k16	RUNFAIL	numerical_criterion	1	479c978647c3abc0f602bf100d91ec247aae1a60f76eff96b5251d2858f3e9f0	logs/mha4_128x32x16s5k16.txt
mha4_128x32x32s2k2	RUNFAIL	numerical_criterion	1	c102b9f73795240c5bc85e6e5429ca6467eb2041c6606ed63475bae1011cfbcf	logs/mha4_128x32x32s2k2.txt
mha4_128x32x32s2k16	RUNFAIL	numerical_criterion	1	7e5f0d11594bbfa207e891d6ccaee6dea62d53390a8e366800b64908f16b5da7	logs/mha4_128x32x32s2k16.txt
mha4_128x32x32s3k2	RUNFAIL	numerical_criterion	1	0bfa82ae99f9f005a86d7605b3e19df7c2b3a3f4ba1ef33adbdf71e42e0e9d72	logs/mha4_128x32x32s3k2.txt
mha4_128x32x32s3k16	RUNFAIL	numerical_criterion	1	5178a0e5f1794273d9f68e76c620ccc8e17a65e86a51be71a8ca33619dee5c73	logs/mha4_128x32x32s3k16.txt
mha4_128x32x32s4k2	RUNFAIL	numerical_criterion	1	8aa09c4ea3d6ab6a08ca4401471bc9b08907fa99e422353b2187facb658ac5a7	logs/mha4_128x32x32s4k2.txt
mha4_128x32x32s4k16	RUNFAIL	numerical_criterion	1	b970b009b1ed02359eac6e743b027d852b1f07d86f202a7c75f475de8bab9dfc	logs/mha4_128x32x32s4k16.txt
mha4_128x32x32s5k2	RUNFAIL	numerical_criterion	1	f99871361a468ec085836f35253de7e54bf7c1fae9db354fbb0d3735bce1c7c3	logs/mha4_128x32x32s5k2.txt
mha4_128x32x32s5k16	RUNFAIL	numerical_criterion	1	f9e0db11d4b3763a69566664c7c1ffad080a2161f4e49edf0995cd8a103edef7	logs/mha4_128x32x32s5k16.txt
mha4_128x64x16s2k2	RUNFAIL	numerical_criterion	1	28c7366e7f1e1128a1471e342035887bade60e1ced39e0789aa3f1349dad435f	logs/mha4_128x64x16s2k2.txt
mha4_128x64x16s2k16	RUNFAIL	numerical_criterion	1	823f9070bfec738e4aa45606231c425e5317110f236ab4ff876a2e4adba452c6	logs/mha4_128x64x16s2k16.txt
mha4_128x64x16s3k2	RUNFAIL	numerical_criterion	1	ee8967588ab49b6f394df4819533b300f55b1840c58d95c4a6ad98ebd479592d	logs/mha4_128x64x16s3k2.txt
mha4_128x64x16s3k16	RUNFAIL	numerical_criterion	1	7cf05c56bf5ae9344019414d087b8ea5cf4c00dc2a23c2577cfcf3711bbc74af	logs/mha4_128x64x16s3k16.txt
mha4_128x64x16s4k2	RUNFAIL	numerical_criterion	1	a1aa37063ff6387bb634be9328f9d4583e506464159e1fd9ceed11e57a82cf2d	logs/mha4_128x64x16s4k2.txt
mha4_128x64x16s4k16	RUNFAIL	numerical_criterion	1	1e049436ac4354055192d1e2e07bb0f48d0d80a7addf66778fb96e6ed3905fdb	logs/mha4_128x64x16s4k16.txt
mha4_128x64x16s5k2	RUNFAIL	numerical_criterion	1	3aaa57f0aed13907ce339e15255044b7e9560ebea2b83ce43e49d9215b99c2b0	logs/mha4_128x64x16s5k2.txt
mha4_128x64x16s5k16	RUNFAIL	numerical_criterion	1	1ad43200954c20fba90aa73f7265e2a16cfd2d357809826c80989172a58f396c	logs/mha4_128x64x16s5k16.txt
mha4_128x64x32s2k2	RUNFAIL	numerical_criterion	1	6c28fa92408ae1f7d7de65858a71f3cb7a8aca131ac014a1b14faeef5dce8ad6	logs/mha4_128x64x32s2k2.txt
mha4_128x64x32s2k16	RUNFAIL	numerical_criterion	1	36fe86fc690fa8a770dc3d2826bd6a87fb0f3bad460601c8da08af627ba409d6	logs/mha4_128x64x32s2k16.txt
mha4_128x64x32s3k2	RUNFAIL	numerical_criterion	1	b99c98d58f6b4845ec778898db43e6f1c0b473d8dff8168612c90e53244f5e78	logs/mha4_128x64x32s3k2.txt
mha4_128x64x32s3k16	RUNFAIL	numerical_criterion	1	721110fc963be6298d1f089ac506e651d5a5ddd04bdb06d96f8869d895f6c32d	logs/mha4_128x64x32s3k16.txt
mha4_128x64x32s4k2	RUNFAIL	numerical_criterion	1	427012c9553823fa1a5f4bcecb28a87e25c27d57a2b94efd3fe31e8f53bbfb57	logs/mha4_128x64x32s4k2.txt
mha4_128x64x32s4k16	RUNFAIL	numerical_criterion	1	e935c047a7b563c880458b5cc9b9fce0531f300cae87e42f3cc90e7d5d92bb22	logs/mha4_128x64x32s4k16.txt
mha4_128x64x32s5k2	RUNFAIL	numerical_criterion	1	b12669d25e6dc2f1638bd9496b63b57f438e8bfd591ad6d8a4a4c73aafdd2671	logs/mha4_128x64x32s5k2.txt
mha4_128x64x32s5k16	RUNFAIL	numerical_criterion	1	c1f4e64e8bf29fecae91a32572b2a3dd722d4ca24d28a16005870601029d84b5	logs/mha4_128x64x32s5k16.txt
mha4_128x128x16s2k2	RUNFAIL	numerical_criterion	1	86d19fa910043844fb2b73fcfea2e66dd242c43b1720ef206e2bcf887ca300b3	logs/mha4_128x128x16s2k2.txt
mha4_128x128x16s2k16	RUNFAIL	numerical_criterion	1	c08c794d1cbfff867347d336cbe23329449bb6fa6f7b74550843913ffee4fe76	logs/mha4_128x128x16s2k16.txt
mha4_128x128x16s3k2	RUNFAIL	numerical_criterion	1	4bf9102d0b31db1907472b0582cb1b9481e092ab9c6ce5dedb89e6b6622a639b	logs/mha4_128x128x16s3k2.txt
mha4_128x128x16s3k16	RUNFAIL	numerical_criterion	1	3873e0d7d894a37537a4ed2a2ba585c41ad5da33745c139aae9bdddba67e10c4	logs/mha4_128x128x16s3k16.txt
mha4_128x128x16s4k2	RUNFAIL	numerical_criterion	1	1cbd207839159ceea9972f1499062d3f5df36c7713ef643c19acb7eea576d999	logs/mha4_128x128x16s4k2.txt
mha4_128x128x16s4k16	RUNFAIL	numerical_criterion	1	47491378db68c90410b40d2d9ebe3dae85262320736dcdd733c98caec5164866	logs/mha4_128x128x16s4k16.txt
mha4_128x128x16s5k2	RUNFAIL	numerical_criterion	1	daf0cd624d86d209ef5688f8f14bd6e2e4c40ceeb27f269da3f3464588c7fff7	logs/mha4_128x128x16s5k2.txt
mha4_128x128x16s5k16	RUNFAIL	numerical_criterion	1	05a8bfd74f0d8d260370866edf32e96829a5d5a329f78e0bef7fbd0f73153cea	logs/mha4_128x128x16s5k16.txt
mha4_128x128x32s2k2	RUNFAIL	numerical_criterion	1	dc96025022e606b2eaa3059125f36134ca4496dcb67b430f58be5b0fd9e669f5	logs/mha4_128x128x32s2k2.txt
mha4_128x128x32s2k16	RUNFAIL	numerical_criterion	1	1bb543349a3b2e5ae66e63de2063a4128d6f5615cf024b9db9ea2e481bd90da6	logs/mha4_128x128x32s2k16.txt
mha4_128x128x32s3k2	RUNFAIL	numerical_criterion	1	e4d7e32e914ce5004c5d439f2afc0a6b3c589eb76fd442b2ba29e1aa538d3277	logs/mha4_128x128x32s3k2.txt
mha4_128x128x32s3k16	RUNFAIL	numerical_criterion	1	39bef16cde9cd0e1aa710728f843abfd69e6b7612a7d479d10f1cd355b5399d2	logs/mha4_128x128x32s3k16.txt
mha4_128x128x32s4k2	RUNFAIL	numerical_criterion	1	1df5a50ee7faadeb13afd3a1596ffd21c74f599d49ffb79fe99b9c3252b64f0a	logs/mha4_128x128x32s4k2.txt
mha4_128x128x32s4k16	RUNFAIL	numerical_criterion	1	8c58507c2578f68945adb5b06fe088f5f1bb3e5271498ad4922191aca12be34b	logs/mha4_128x128x32s4k16.txt
mha4_128x128x32s5k2	RUNFAIL	numerical_criterion	1	f8edb532739fc4b600b36dcfde2680e47c9d2bab5a71b3bf5dbf544713c7f034	logs/mha4_128x128x32s5k2.txt
mha4_128x128x32s5k16	RUNFAIL	numerical_criterion	1	485775effcf691098e56d16b767ffabbbd405c94af7b963d8e359e75857cb57f	logs/mha4_128x128x32s5k16.txt
mha4_128x256x16s2k2	RUNFAIL	numerical_criterion	1	6e12254e91a6f48da046e82ad9dc2c97831ab4f9d3eb7dde8e16252199955208	logs/mha4_128x256x16s2k2.txt
mha4_128x256x16s2k16	RUNFAIL	numerical_criterion	1	c0ccfd468c090719310c30827a5b0ca3bb3895d3733d880a5cff0002757ea7a2	logs/mha4_128x256x16s2k16.txt
mha4_128x256x16s3k2	RUNFAIL	numerical_criterion	1	3abea9129163b6348cc9eef9e18638c38dea7757c4453e296eb6729c9027f38b	logs/mha4_128x256x16s3k2.txt
mha4_128x256x16s3k16	RUNFAIL	numerical_criterion	1	072877a07a4de2f277dd73987ed3d0cb50671fe2e8911c641bdbfe0de706eb79	logs/mha4_128x256x16s3k16.txt
mha4_128x256x16s4k2	RUNFAIL	numerical_criterion	1	80ec7ee197ea5063562f9090bead6682ad3582e7cfe3a23d5d92c1c3b02561ad	logs/mha4_128x256x16s4k2.txt
mha4_128x256x16s4k16	RUNFAIL	numerical_criterion	1	72d2f3d7b546e1dd6901b6273bcb594e3dc52365204f24d6c731230fc319382d	logs/mha4_128x256x16s4k16.txt
mha4_128x256x16s5k2	RUNFAIL	numerical_criterion	1	7e74b9b3ccfefacfa81ec39bc8cd27578f1d4c642c50e6cac2f7ead22bb79bc3	logs/mha4_128x256x16s5k2.txt
mha4_128x256x16s5k16	RUNFAIL	numerical_criterion	1	0f6e4d88bcd6b363eadcd9220e4e411e740582ea3807432334df4eab505dc68e	logs/mha4_128x256x16s5k16.txt
mha4_128x256x32s2k2	RUNFAIL	numerical_criterion	1	34c44ea49c4960d521a0a37030923c490d6726637809df3e19ddb52881a8ec4c	logs/mha4_128x256x32s2k2.txt
mha4_128x256x32s2k16	RUNFAIL	numerical_criterion	1	4bb74cf5da20caecf4abd2fd107629bd3507c9b2fca8348f2d6911c7bd521d74	logs/mha4_128x256x32s2k16.txt
mha4_128x256x32s3k2	RUNFAIL	numerical_criterion	1	43cb1ed769052d1b7edf21e214e3f5bebe4466e2b7d2cbd0ac4060336edce8ba	logs/mha4_128x256x32s3k2.txt
mha4_128x256x32s3k16	RUNFAIL	numerical_criterion	1	0064c7dec8c19536c52ebb189f93855514f9c86b48c8ef941ec7fa77b49acc23	logs/mha4_128x256x32s3k16.txt
mha4_128x256x32s4k2	RUNFAIL	numerical_criterion	1	48b44cd779c50a48301c80fc92da9ce6e84a0d8ef23c395a2f9f21a055827535	logs/mha4_128x256x32s4k2.txt
mha4_128x256x32s4k16	RUNFAIL	numerical_criterion	1	12a4989071903884a3c165f0616022300e3c5adf0e51fde0b57b99b0684b5f3e	logs/mha4_128x256x32s4k16.txt
mha4_256x16x16s2k2	RUNFAIL	numerical_criterion	1	eebd4fdd8518dd6130c08887fb55fb6a747ee65011b826038200c20553edfdd1	logs/mha4_256x16x16s2k2.txt
mha4_256x16x16s2k16	RUNFAIL	numerical_criterion	1	3d364d79f79a4a1f1fc836097f9aaca064ffff79f02669fc56b1e50574e0a182	logs/mha4_256x16x16s2k16.txt
mha4_256x16x16s3k2	RUNFAIL	numerical_criterion	1	3ded0b92ce84fd919ce24b0fb76083736c46fafae44f42bbabb8d71041126eab	logs/mha4_256x16x16s3k2.txt
mha4_256x16x16s3k16	RUNFAIL	numerical_criterion	1	892efd8f168821a4f5b6d8aef554b269fa3443cde7e806d49f9ceea1f49eec69	logs/mha4_256x16x16s3k16.txt
mha4_256x16x16s4k2	RUNFAIL	numerical_criterion	1	46ecb7d52820c7760263f79794dbcac5add52176510570dabf32319da1fe7b55	logs/mha4_256x16x16s4k2.txt
mha4_256x16x16s4k16	RUNFAIL	numerical_criterion	1	7497b858051f9772967ebe7c433ee478c68c6447682cbb980b197cae94282ea7	logs/mha4_256x16x16s4k16.txt
mha4_256x16x16s5k2	RUNFAIL	numerical_criterion	1	54e9fa5027517294d1fe98933ef83b872b895e03a1ae07eed0f824f410a6c77b	logs/mha4_256x16x16s5k2.txt
mha4_256x16x16s5k16	RUNFAIL	numerical_criterion	1	843cce9e6de26674e8ebf34eb75e00e09e6ae92aaa9b58d0bbcce8d66daa3796	logs/mha4_256x16x16s5k16.txt
mha4_256x16x32s2k2	RUNFAIL	numerical_criterion	1	3b2edbca62e1119ab6be9594df9f4654f745dc52bc0ab7b6c144677ea616a403	logs/mha4_256x16x32s2k2.txt
mha4_256x16x32s2k16	RUNFAIL	numerical_criterion	1	e381f729e48dedccfc2bb84a437d79901a9cef4e7ba26712738f7ea1c51751aa	logs/mha4_256x16x32s2k16.txt
mha4_256x16x32s3k2	RUNFAIL	numerical_criterion	1	b74f4b716700d9655be7989bdddfb19d27ffe17e61a79cdb994b17f64f59eeb0	logs/mha4_256x16x32s3k2.txt
mha4_256x16x32s3k16	RUNFAIL	numerical_criterion	1	a9d39893f38b2385727892cd99e889ede8dad543fe5203e1097a6c0986de0794	logs/mha4_256x16x32s3k16.txt
mha4_256x16x32s4k2	RUNFAIL	numerical_criterion	1	d778e6ac84c8c56917138c1df1a3d9757aee0ddf9d63ef628e27fd546acaa7a7	logs/mha4_256x16x32s4k2.txt
mha4_256x16x32s4k16	RUNFAIL	numerical_criterion	1	ae9d24c9608995e18238fd6e1686f5f6343cb5c6e6fb7c77f210490dd6d9eb5b	logs/mha4_256x16x32s4k16.txt
mha4_256x16x32s5k2	RUNFAIL	numerical_criterion	1	9732cdb6ae9f914d2353697038a72d2dd8c87a141106c9881315c5258baaeb08	logs/mha4_256x16x32s5k2.txt
mha4_256x16x32s5k16	RUNFAIL	numerical_criterion	1	8e68415906378c94ba41322cd92141c802d456b475836b45115699d61b01c36f	logs/mha4_256x16x32s5k16.txt
mha4_256x32x16s2k2	RUNFAIL	numerical_criterion	1	5ba6f34eda4a7156cbdedf0a133f2434ba9c61f075adb9be6612d262810ea32f	logs/mha4_256x32x16s2k2.txt
mha4_256x32x16s2k16	RUNFAIL	numerical_criterion	1	ed502737b7d745d2f5e6de66167796a907abfe2469b228d42d6f3cf7076daa81	logs/mha4_256x32x16s2k16.txt
mha4_256x32x16s3k2	RUNFAIL	numerical_criterion	1	ab28912ec27a70326afb1663cf43e9b69a1ec4b82852c50002e78ba7570ff371	logs/mha4_256x32x16s3k2.txt
mha4_256x32x16s3k16	RUNFAIL	numerical_criterion	1	565355c4029c86c0f813f8f03b8df42c73a5569a65e6fd2672ab40b994610026	logs/mha4_256x32x16s3k16.txt
mha4_256x32x16s4k2	RUNFAIL	numerical_criterion	1	a17f22ad4e92a55ab0cb95d7e0c8e4b62238ad61cf18f038f1ca7cb64cbf9773	logs/mha4_256x32x16s4k2.txt
mha4_256x32x16s4k16	RUNFAIL	numerical_criterion	1	cef32d473ae07f095137189a25bbb5880bb9cdff0a6e8f2a2139fc28ccb3def9	logs/mha4_256x32x16s4k16.txt
mha4_256x32x16s5k2	RUNFAIL	numerical_criterion	1	bd1bcb73e9cee4a65d06c9268477aff56c673832c353682776945ab34ac3fa76	logs/mha4_256x32x16s5k2.txt
mha4_256x32x16s5k16	RUNFAIL	numerical_criterion	1	b1b289360c185e0f0b2b2d5e64b35881123bd702b8d9a8b3c0e1cc382e850f60	logs/mha4_256x32x16s5k16.txt
mha4_256x32x32s2k2	RUNFAIL	numerical_criterion	1	f097b291127eedcc3d43834e3c4feac32aa9ad7f0f183345b060cd4444a159db	logs/mha4_256x32x32s2k2.txt
mha4_256x32x32s2k16	RUNFAIL	numerical_criterion	1	fd57aa281322e5b82d7609c9cf1af87bae3473fed81b49d4b8a4178f73bf332e	logs/mha4_256x32x32s2k16.txt
mha4_256x32x32s3k2	RUNFAIL	numerical_criterion	1	c98971cde0795efc1f8de63e1e3192caf3d77a3a2297bfe56e2b00ca9125d9de	logs/mha4_256x32x32s3k2.txt
mha4_256x32x32s3k16	RUNFAIL	numerical_criterion	1	c17d9c47d1b78836d37b7c935f701d7ae2e42e20fd2bb50a47f40d454f7e8372	logs/mha4_256x32x32s3k16.txt
mha4_256x32x32s4k2	RUNFAIL	numerical_criterion	1	f1151842b6aafaced6f77341ce6fd91f4dbd7ae5fac18ac56aa5fda2a9583dcf	logs/mha4_256x32x32s4k2.txt
mha4_256x32x32s4k16	RUNFAIL	numerical_criterion	1	81b3ddb041ee2c32e6c4fd08910befe0dc2a924b230fe2417bb9e937da2aa887	logs/mha4_256x32x32s4k16.txt
mha4_256x32x32s5k2	RUNFAIL	numerical_criterion	1	c7d627e16f7965e6ddb45d5d4f9abb257eb11d73c857205f4893b8f68f43eb0f	logs/mha4_256x32x32s5k2.txt
mha4_256x32x32s5k16	RUNFAIL	numerical_criterion	1	33b2a5a478d6ff9cd38e1e4dc9b94b83aeebb2bf2922526d79ebdcbd3187dad1	logs/mha4_256x32x32s5k16.txt
mha4_256x64x16s2k2	RUNFAIL	numerical_criterion	1	fc4614cf56e8b099172b69c33d4f60b673c4dbf9849231fb8bab3d8d82333e29	logs/mha4_256x64x16s2k2.txt
mha4_256x64x16s2k16	RUNFAIL	numerical_criterion	1	9d61299436e8b036b925bb86480aaf4e80a49c4e158ea35c01b3285a5575c2ef	logs/mha4_256x64x16s2k16.txt
mha4_256x64x16s3k2	RUNFAIL	numerical_criterion	1	a8c1eafc3281e7721700063a432babb8a94cf83df68eac55b154928e7425d2d4	logs/mha4_256x64x16s3k2.txt
mha4_256x64x16s3k16	RUNFAIL	numerical_criterion	1	af65fafe87d7f7571611d03980e70657cb609b1a1d508f1660c926a857c15314	logs/mha4_256x64x16s3k16.txt
mha4_256x64x16s4k2	RUNFAIL	numerical_criterion	1	f9f4a9966216a487188064c7f4aea1da3e8ca1f00e24f5397463c8aa4cde5bbe	logs/mha4_256x64x16s4k2.txt
mha4_256x64x16s4k16	RUNFAIL	numerical_criterion	1	bc3e058b45bd31385f718a6fc22026749bb528e70afe0ac4a82d5b5cf17ebfcb	logs/mha4_256x64x16s4k16.txt
mha4_256x64x16s5k2	RUNFAIL	numerical_criterion	1	0c81f6bb01aaad4fb2a305aed55e7098f6d62683a02ff28144b22b1eae357d26	logs/mha4_256x64x16s5k2.txt
mha4_256x64x16s5k16	RUNFAIL	numerical_criterion	1	4d26fc05a8342e24765ba93b8abc652a3ceae9c31bf093c45af4e02c316c4b8c	logs/mha4_256x64x16s5k16.txt
mha4_256x64x32s2k2	RUNFAIL	numerical_criterion	1	cb7646275094d1e0ab535cc100dcafd99aa96f380e91b6c3ed77a5be9390b5da	logs/mha4_256x64x32s2k2.txt
mha4_256x64x32s2k16	RUNFAIL	numerical_criterion	1	835713facaa1bc8f4c626f9b2cc616081adbf607b6db7a3523362875b5f1d542	logs/mha4_256x64x32s2k16.txt
mha4_256x64x32s3k2	RUNFAIL	numerical_criterion	1	8979fd39c9bf31cb9bca64c4041d5b58841938e39b0d8489975e70ceb6a4d7bd	logs/mha4_256x64x32s3k2.txt
mha4_256x64x32s3k16	RUNFAIL	numerical_criterion	1	96349a6dd555f831b001957a304e3c53d86d774d19047ece3d6b09172b6659c9	logs/mha4_256x64x32s3k16.txt
mha4_256x64x32s4k2	RUNFAIL	numerical_criterion	1	a0ef5886c361f7e887aefc84263b58da11ecc6c3eb58146fad5ed7a4740ff00e	logs/mha4_256x64x32s4k2.txt
mha4_256x64x32s4k16	RUNFAIL	numerical_criterion	1	e5f7664230f801cd77135a8c0fa78959676a8ebcdd05ade0bf253035ea66ffd0	logs/mha4_256x64x32s4k16.txt
mha4_256x128x16s2k2	RUNFAIL	numerical_criterion	1	274ef4ef9ac981700736db83bb5f5226264631d57e50354aaaa2bf9e270c1c92	logs/mha4_256x128x16s2k2.txt
mha4_256x128x16s2k16	RUNFAIL	numerical_criterion	1	d5ae0c5315f23165890adbd0acdc715945098f0cb9027b236a4561ab6f58e514	logs/mha4_256x128x16s2k16.txt
mha4_256x128x16s3k2	RUNFAIL	numerical_criterion	1	87c55432cc125dae1405af1da5b538ad88fe4d72032db0d2daf013d22576a562	logs/mha4_256x128x16s3k2.txt
mha4_256x128x16s3k16	RUNFAIL	numerical_criterion	1	7858121d3989866432bf1ad98caf2af3f71813581b3705a73fbf462d4b384dba	logs/mha4_256x128x16s3k16.txt
mha4_256x128x16s4k2	RUNFAIL	numerical_criterion	1	11932d8801c46b12d6a6ddc1ae7985ca20f8db0bbf4fee04470f11cd18db5bfa	logs/mha4_256x128x16s4k2.txt
mha4_256x128x16s4k16	RUNFAIL	numerical_criterion	1	6f464db8c6128b0fae43d8c868c703554b08f1ea3dd86404566029e90a1f7619	logs/mha4_256x128x16s4k16.txt
mha4_256x128x16s5k2	RUNFAIL	numerical_criterion	1	bb3d8b61b544f7038e88770ce54389b5b2589b0c404c7ecdad4e300cf6e4e2bd	logs/mha4_256x128x16s5k2.txt
mha4_256x128x16s5k16	RUNFAIL	numerical_criterion	1	680e6e243db672fdd8b614f6e9d630a55ea637de198a0ef3fb8276192111cebb	logs/mha4_256x128x16s5k16.txt
mha4_256x128x32s2k2	RUNFAIL	numerical_criterion	1	858c94d801c3665add68c9825a5688214e011f98c121ec8cfa9eff3448803e24	logs/mha4_256x128x32s2k2.txt
mha4_256x128x32s2k16	RUNFAIL	numerical_criterion	1	356cc9d3d8e86966e006a950a447b0e15e7cf29c440dc514d518827c63a9db2f	logs/mha4_256x128x32s2k16.txt
