worker	producer_slot	consumer_slot	producer_stage	logical_task	event_index	group	fanin	model	seq	dump
0	18	19	13	0	971	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	19	20	14	0	1035	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	20	21	15	0	1037	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	33	34	23	256	1746	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	34	35	24	0	1874	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	35	36	25	0	1876	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	37	38	27	0	1944	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	38	39	28	0	1948	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	39	40	29	0	2012	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	40	41	30	0	2014	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	53	54	38	256	2723	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	54	55	39	0	2851	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	55	56	40	0	2853	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	57	58	42	0	2921	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	58	59	43	0	2925	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	59	60	44	0	2989	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	60	61	45	0	2991	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	73	74	53	256	3700	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	74	75	54	0	3828	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	75	76	55	0	3830	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	77	78	57	0	3898	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
0	78	79	58	0	3902	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	80	81	0	1	60	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	93	94	8	257	769	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	94	95	9	1	897	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	95	96	10	1	899	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	97	98	12	1	967	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	98	99	13	1	971	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	99	100	14	1	1035	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	100	101	15	1	1037	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	113	114	23	257	1746	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	114	115	24	1	1874	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	115	116	25	1	1876	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	117	118	27	1	1944	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	118	119	28	1	1948	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	119	120	29	1	2012	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	120	121	30	1	2014	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	133	134	38	257	2723	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	134	135	39	1	2851	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	135	136	40	1	2853	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	137	138	42	1	2921	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	138	139	43	1	2925	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	139	140	44	1	2989	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	140	141	45	1	2991	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	153	154	53	257	3700	128	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	154	155	54	1	3828	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	155	156	55	1	3830	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	157	158	57	1	3898	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
1	158	159	58	1	3902	0	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	160	161	0	2	61	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	173	174	8	258	770	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	174	175	9	2	898	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	175	176	10	2	900	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	177	178	12	2	968	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	178	179	13	2	972	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	179	180	14	2	1036	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	180	181	15	2	1038	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	193	194	23	258	1747	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	194	195	24	2	1875	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	195	196	25	2	1877	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	197	198	27	2	1945	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	198	199	28	2	1949	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	199	200	29	2	2013	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	200	201	30	2	2015	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	213	214	38	258	2724	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	214	215	39	2	2852	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	215	216	40	2	2854	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	217	218	42	2	2922	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	218	219	43	2	2926	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	219	220	44	2	2990	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	220	221	45	2	2992	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	233	234	53	258	3701	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	234	235	54	2	3829	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	235	236	55	2	3831	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	237	238	57	2	3899	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
2	238	239	58	2	3903	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	240	241	0	3	61	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	253	254	8	259	770	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	254	255	9	3	898	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	255	256	10	3	900	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	257	258	12	3	968	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	258	259	13	3	972	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	259	260	14	3	1036	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	260	261	15	3	1038	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	273	274	23	259	1747	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	274	275	24	3	1875	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	275	276	25	3	1877	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	277	278	27	3	1945	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	278	279	28	3	1949	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	279	280	29	3	2013	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	280	281	30	3	2015	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	293	294	38	259	2724	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	294	295	39	3	2852	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	295	296	40	3	2854	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	297	298	42	3	2922	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	298	299	43	3	2926	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	299	300	44	3	2990	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	300	301	45	3	2992	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	313	314	53	259	3701	129	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	314	315	54	3	3829	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	315	316	55	3	3831	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	317	318	57	3	3899	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
3	318	319	58	3	3903	1	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	331	332	10	4	901	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	333	334	12	4	969	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	346	347	25	4	1878	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	348	349	27	4	1946	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	361	362	40	4	2855	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	363	364	42	4	2923	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	376	377	55	4	3832	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
4	378	379	57	4	3900	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	391	392	10	5	901	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	393	394	12	5	969	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	406	407	25	5	1878	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	408	409	27	5	1946	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	421	422	40	5	2855	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	423	424	42	5	2923	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	436	437	55	5	3832	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
5	438	439	57	5	3900	2	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	451	452	10	6	902	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	453	454	12	6	970	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	466	467	25	6	1879	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	468	469	27	6	1947	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	481	482	40	6	2856	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	483	484	42	6	2924	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	496	497	55	6	3833	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
6	498	499	57	6	3901	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	511	512	10	7	902	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	513	514	12	7	970	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	526	527	25	7	1879	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	528	529	27	7	1947	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	541	542	40	7	2856	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	543	544	42	7	2924	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	556	557	55	7	3833	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
7	558	559	57	7	3901	3	2	mha4	128	docs/experiments/SYNC_V3/c2_dependency/trace/mha4_s128
