slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1314	0	2310	1835	1704	131	5459	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	0	32	16	32	1	3072	1024	0	4096	0	0	0	5120	2134	611	10571	1084	954	130	14400	1	16	5594	4837	140	1988.9777777777779	1719.8222222222223	49.77777777777778	231.8
2	5	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1229	0	1913	159	30	129	3301	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	1	0	0	0	1	0	0	0	0	1024	1024	0	1024	1100	0	904	161	30	131	2165	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1626	0	8231	161	30	131	10018	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	1	32	16	32	1	3072	1024	1024	4096	0	0	0	6144	2163	622	10476	1749	1619	130	15010	1	16	5433	4931	112	2223.874217188541	2018.3920053297802	45.844636908727516	265.1416389073951
6	10	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1299	0	2412	1829	1700	129	5540	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	1	32	16	32	1	3072	1024	0	4096	1024	1024	0	6144	2168	639	10497	1503	1223	280	14807	1	16	5433	4952	112	2254.3629364489766	2054.7773350442358	46.47315458904572	269.3212669683258
8	13	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1264	0	6642	159	30	129	8065	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	1	32	16	32	1	3072	1024	0	8192	1024	1024	0	10240	2165	618	21017	2337	2207	130	26137	1	32	10748	10151	118	4210.87041358993	3976.9766996977464	46.230248306997744	255.8702222902399
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1246	0	2405	1826	1697	129	5477	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	1	32	16	32	1	3072	1024	0	4096	1024	0	1024	6144	2160	603	10578	1259	983	276	14600	1	16	5433	5011	134	2286.325479452055	2108.7386301369866	56.39013698630137	274.6915068493151
12	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1235	0	1924	159	30	129	3318	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1129	0	896	161	30	131	2186	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1613	0	8169	160	30	130	9942	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	1	32	16	32	1	3072	1024	0	4096	1024	0	1024	6144	2178	625	10438	1541	1411	130	14782	1	16	5472	4854	112	2274.3856041131107	2017.519686104722	46.5517521309701	268.24408063861455
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1284	0	2410	1849	1718	131	5543	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	1	32	16	32	1	3072	1024	0	5120	0	0	0	6144	2166	623	10581	1611	1481	130	14981	1	16	5439	5030	112	2230.6398771777585	2062.901007943395	45.93338228422669	268.34630532007213
18	28	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1240	0	6617	159	30	129	8016	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	1	32	16	32	1	3072	1024	1024	8192	1024	1024	0	11264	2181	636	21253	2063	1934	129	26133	1	32	10745	10396	112	4631.373359354074	4480.945318180079	48.27490146557992	284.7599586729423
20	30	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1237	0	2399	1960	1831	129	5596	0	0	0	0	0	0.0	0.0	0.0	0.0
21	32	0	0	0	32	16	32	1	3072	0	1024	4096	0	0	0	5120	2169	632	10495	1376	1246	130	14672	1	16	5433	4950	112	1895.9214830970557	1727.371864776445	39.083969465648856	226.45583424209377
22	35	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1223	0	1926	159	30	129	3308	0	0	0	0	0	0.0	0.0	0.0	0.0
23	36	0	3	1	0	0	0	1	0	0	0	0	1024	0	1024	1024	1132	0	846	161	30	131	2139	0	0	0	0	0	0.0	0.0	0.0	0.0
24	38	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1614	0	7833	162	30	132	9609	0	0	0	0	0	0.0	0.0	0.0	0.0
25	39	0	0	1	32	16	32	1	3072	1024	0	4096	1024	1024	0	6144	2151	586	10521	1535	1405	130	14793	1	16	5433	4932	156	2256.496451024133	2048.4153315757453	64.79172581626445	269.0569864124924
26	40	0	1	1	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1299	0	2289	1904	1775	129	5492	0	0	0	0	0	0.0	0.0	0.0	0.0
27	41	0	0	1	32	16	32	1	3072	1024	0	5120	0	0	0	6144	2137	619	10689	1830	1700	130	15275	1	16	5526	5037	126	2222.7000981996725	2026.0116530278233	50.680458265139116	265.54448445171846
28	43	0	4	1	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1272	0	6463	161	30	131	7896	0	0	0	0	0	0.0	0.0	0.0	0.0
29	44	0	0	1	32	16	32	1	3072	1024	0	9216	0	0	0	10240	2094	633	21279	1983	1852	131	25989	1	32	10745	10408	126	4233.6680903459155	4100.8857593597295	49.64561930047328	260.4548078033014
