model	seq	arm	key	rounds	all_nodes	all_run_cycles	all_setup_share	all_wait_share	all_compute_share	all_epilogue_share	all_gemm_wait_share	all_gemm_body_share	all_gemm_head_share	all_simt_wait_share	all_simt_body_share	all_simt_head_share	all_exposed_wait_share	cp_nodes	cp_run_cycles	cp_setup_share	cp_wait_share	cp_compute_share	cp_epilogue_share	cp_gemm_wait_share	cp_gemm_body_share	cp_gemm_head_share	cp_simt_wait_share	cp_simt_body_share	cp_simt_head_share	cp_exposed_wait_share
gqa2	128	selected	32x16x32s2k1_k1_r5	9	6400	146717890	0.07551401572081042	0.13022856487213072	0.7455190683055056	0.048572592140981585	0.12942282404079775	0.40159980884125557	0.1617182878343006	0.0008006181113973217	0.5984001911587444	0.043999305249255126	0.13022856487213072	20	508535	0.07284949088865572	0.17355101240378487	0.6911334997563329	0.0619219223944953	0.17254302103250477	0.5484495090984113	0.21162801664682096	0.0010246447799382844	0.4515504909015887	0.03456202621255174	0.17355101240378487
gqa2	4	selected	32x16x64s2k1_k1_r1	9	648	8395589	0.14708080636153104	0.17154698735252524	0.5831516811184272	0.09788301561295594	0.1711791751597178	0.9196521188826926	0.2970017946328721	0.00036781219280743736	0.08034788111730735	0.021625999081184177	0.17154698735252524	20	202864	0.16472658098091783	0.12138782751767989	0.6056812805551175	0.10814047468853494	0.11910815083530327	0.6517872676750857	0.20461990426150625	0.0022675289849357206	0.3482127323249144	0.08150973302293328	0.12138782751767987
mha4	128	selected	32x16x16s2k1_k2_r5	9	16384	325427474	0.08670106287496795	0.17959286375433686	0.6830458660227717	0.050590878154592116	0.1788826041159635	0.4329199875730222	0.21230790120689072	0.000710188629835494	0.5670800124269778	0.05394727408323862	0.17959286375433686	40	1038891	0.07230402419503104	0.24165129240867692	0.6207523352688715	0.06549172399071533	0.24055891091993087	0.5585647241926884	0.2792360126619152	0.0009729809921901417	0.4414352758073115	0.03613015361311246	0.24165129240867692
mha4	4	selected	32x16x64s2k1_k1_r1	9	1520	18783642	0.14950646951214253	0.18419116399185004	0.5710371678210874	0.09613864511480283	0.1838625952947643	0.9157350005127802	0.30864698538752433	0.00032879672642824006	0.08426499948721979	0.02500872833926456	0.18419116399185004	40	405600	0.1616123521973512	0.12749506903353058	0.6022807581111468	0.10977629263820916	0.1252268244575937	0.6535190854370942	0.20967455621301775	0.0022682445759368837	0.34648091456290575	0.07929720847376498	0.12749506903353058
