candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	1369649.7933899988	7083299.7847958598	280666.71980252047	7083299.7847958598
32x16x16s2split1kappa2	1369649.7933899988	7083299.7847958598	280666.71980252047	7083299.7847958598
32x16x16s2split1kappa4	1369649.7933899988	7083299.7847958598	280666.71980252047	7083299.7847958598
32x16x16s2split2kappa1	1459277.8721404206	3977331.9745081956	274617.47511942679	3977331.9745081956
32x16x16s2split2kappa2	1459277.8721404206	3977331.9745081956	274617.47511942679	3977331.9745081956
32x16x16s2split2kappa4	1459277.8721404206	3977331.9745081956	274617.47511942679	3977331.9745081956
32x16x16s2split4kappa1	1587393.7216971794	2378073.5161851598	290975.22253780178	2378073.5161851598
32x16x16s2split4kappa2	1587393.7216971794	2378073.5161851598	290975.22253780178	2378073.5161851598
32x16x16s2split4kappa4	1587393.7216971794	2378073.5161851598	290975.22253780178	2378073.5161851598
32x16x16s2split8kappa1	1843625.4207986395	1584108.6078346015	344815.13853758445	1843625.4207986395
32x16x16s2split8kappa2	1843625.4207986395	1584108.6078346015	344815.13853758445	1843625.4207986395
32x16x16s2split8kappa4	1843625.4207986395	1584108.6078346015	344815.13853758445	1843625.4207986395
32x16x16s2split16kappa1	2356088.8190543358	1198454.7952812358	447970.02083177835	2356088.8190543358
32x16x16s2split16kappa2	2356088.8190543358	1198454.7952812358	447970.02083177835	2356088.8190543358
32x16x16s2split16kappa4	2356088.8190543358	1198454.7952812358	447970.02083177835	2356088.8190543358
32x16x16s2split32kappa1	3381015.6154417177	1028285.1722483957	661176.08819091786	3381015.6154417177
32x16x16s2split32kappa2	3381015.6154417177	1028285.1722483957	661176.08819091786	3381015.6154417177
32x16x16s2split32kappa4	3381015.6154417177	1028285.1722483957	661176.08819091786	3381015.6154417177
32x16x32s2split1kappa1	750510.97108889895	4022227.6369904396	153876.74918336162	4022227.6369904396
32x16x32s2split1kappa2	750510.97108889895	4022227.6369904396	153876.74918336162	4022227.6369904396
32x16x32s2split1kappa4	750510.97108889895	4022227.6369904396	153876.74918336162	4022227.6369904396
32x16x32s2split2kappa1	840139.04983365966	2446795.9006054886	156883.930973065	2446795.9006054886
32x16x32s2split2kappa2	840139.04983365966	2446795.9006054886	156883.930973065	2446795.9006054886
32x16x32s2split2kappa4	840139.04983365966	2446795.9006054886	156883.930973065	2446795.9006054886
32x16x32s2split4kappa1	968254.89938702143	1612805.4792338046	177769.89162783849	1612805.4792338046
32x16x32s2split4kappa2	968254.89938702143	1612805.4792338046	177769.89162783849	1612805.4792338046
32x16x32s2split4kappa4	968254.89938702143	1612805.4792338046	177769.89162783849	1612805.4792338046
32x16x32s2split8kappa1	1224486.5984882787	1201474.5893589244	231609.80762762119	1224486.5984882787
32x16x32s2split8kappa2	1224486.5984882787	1201474.5893589244	231609.80762762119	1224486.5984882787
32x16x32s2split8kappa4	1224486.5984882787	1201474.5893589244	231609.80762762119	1224486.5984882787
32x16x32s2split16kappa1	1736949.9966826979	1007137.7860433994	335896.74323091476	1736949.9966826979
32x16x32s2split16kappa2	1736949.9966826979	1007137.7860433994	335896.74323091476	1736949.9966826979
32x16x32s2split16kappa4	1736949.9966826979	1007137.7860433994	335896.74323091476	1736949.9966826979
32x16x32s2split32kappa1	2761876.7931383648	932626.66762947477	549102.81059005426	2761876.7931383648
32x16x32s2split32kappa2	2761876.7931383648	932626.66762947477	549102.81059005426	2761876.7931383648
32x16x32s2split32kappa4	2761876.7931383648	932626.66762947477	549102.81059005426	2761876.7931383648
32x16x64s2split1kappa1	619158.4297261209	3372810.1050474071	126977.79815613499	3372810.1050474071
32x16x64s2split1kappa2	619158.4297261209	3372810.1050474071	126977.79815613499	3372810.1050474071
32x16x64s2split1kappa4	619158.4297261209	3372810.1050474071	126977.79815613499	3372810.1050474071
32x16x64s2split2kappa1	708786.50847335916	2122087.1346339681	131906.33359064028	2122087.1346339681
32x16x64s2split2kappa2	708786.50847335916	2122087.1346339681	131906.33359064028	2122087.1346339681
32x16x64s2split2kappa4	708786.50847335916	2122087.1346339681	131906.33359064028	2122087.1346339681
32x16x64s2split4kappa1	836902.35802469391	1450451.0962480465	153752.97106781471	1450451.0962480465
32x16x64s2split4kappa2	836902.35802469391	1450451.0962480465	153752.97106781471	1450451.0962480465
32x16x64s2split4kappa4	836902.35802469391	1450451.0962480465	153752.97106781471	1450451.0962480465
32x16x64s2split8kappa1	1093134.05713532	1120297.3978660437	207592.88706759745	1120297.3978660437
32x16x64s2split8kappa2	1093134.05713532	1120297.3978660437	207592.88706759745	1120297.3978660437
32x16x64s2split8kappa4	1093134.05713532	1120297.3978660437	207592.88706759745	1120297.3978660437
32x16x64s2split16kappa1	1605597.455343764	966549.19029695669	312119.99187649123	1605597.455343764
32x16x64s2split16kappa2	1605597.455343764	966549.19029695669	312119.99187649123	1605597.455343764
32x16x64s2split16kappa4	1605597.455343764	966549.19029695669	312119.99187649123	1605597.455343764
32x16x64s2split32kappa1	2630524.2517572804	912332.36975625681	525326.05923563079	2630524.2517572804
32x16x64s2split32kappa2	2630524.2517572804	912332.36975625681	525326.05923563079	2630524.2517572804
32x16x64s2split32kappa4	2630524.2517572804	912332.36975625681	525326.05923563079	2630524.2517572804
64x128x16s2split1kappa1	298980.96425986901	11743063.697012125	196334.50807721433	11743063.697012125
64x128x16s2split1kappa2	298980.96425986901	11743063.697012125	196334.50807721433	11743063.697012125
64x128x16s2split1kappa4	298980.96425986901	11743063.697012125	196334.50807721433	11743063.697012125
64x128x16s2split2kappa1	320042.4490163849	6478719.2874142267	100417.97521190364	6478719.2874142267
64x128x16s2split2kappa2	320042.4490163849	6478719.2874142267	100417.97521190364	6478719.2874142267
64x128x16s2split2kappa4	320042.4490163849	6478719.2874142267	100417.97521190364	6478719.2874142267
64x128x16s2split4kappa1	354244.51798117236	3807279.9893664471	81950.124629912229	3807279.9893664471
64x128x16s2split4kappa2	354244.51798117236	3807279.9893664471	81950.124629912229	3807279.9893664471
64x128x16s2split4kappa4	354244.51798117236	3807279.9893664471	81950.124629912229	3807279.9893664471
64x128x16s2split8kappa1	422648.65591017902	2516874.9068302056	87461.407264248468	2516874.9068302056
64x128x16s2split8kappa2	422648.65591017902	2516874.9068302056	87461.407264248468	2516874.9068302056
64x128x16s2split8kappa4	422648.65591017902	2516874.9068302056	87461.407264248468	2516874.9068302056
64x128x16s2split16kappa1	559456.93176827347	1962301.4985374273	110473.53914108481	1962301.4985374273
64x128x16s2split16kappa2	559456.93176827347	1962301.4985374273	110473.53914108481	1962301.4985374273
64x128x16s2split16kappa4	559456.93176827347	1962301.4985374273	110473.53914108481	1962301.4985374273
64x128x16s2split32kappa1	833073.48348677775	1866273.0603417244	162492.58619883945	1866273.0603417244
64x128x16s2split32kappa2	833073.48348677775	1866273.0603417244	162492.58619883945	1866273.0603417244
64x128x16s2split32kappa4	833073.48348677775	1866273.0603417244	162492.58619883945	1866273.0603417244
128x128x16s3split1kappa1	424404.32340444764	16621426.207304707	280413.4716437672	16621426.207304707
128x128x16s3split1kappa2	424404.32340444764	16621426.207304707	280413.4716437672	16621426.207304707
128x128x16s3split1kappa4	424404.32340444764	16621426.207304707	280413.4716437672	16621426.207304707
128x128x16s3split2kappa1	454705.55928562599	9059397.3771450631	143709.64137203427	9059397.3771450631
128x128x16s3split2kappa2	454705.55928562599	9059397.3771450631	143709.64137203427	9059397.3771450631
128x128x16s3split2kappa4	454705.55928562599	9059397.3771450631	143709.64137203427	9059397.3771450631
128x128x16s3split4kappa1	507387.13049913285	5239115.8688163711	119159.13124902731	5239115.8688163711
128x128x16s3split4kappa2	507387.13049913285	5239115.8688163711	119159.13124902731	5239115.8688163711
128x128x16s3split4kappa4	507387.13049913285	5239115.8688163711	119159.13124902731	5239115.8688163711
128x128x16s3split8kappa1	612750.27292693767	3374289.6811397108	128784.57869395358	3374289.6811397108
128x128x16s3split8kappa2	612750.27292693767	3374289.6811397108	128784.57869395358	3374289.6811397108
128x128x16s3split8kappa4	612750.27292693767	3374289.6811397108	128784.57869395358	3374289.6811397108
128x128x16s3split16kappa1	823476.557780275	2532505.7202767064	165123.45236777276	2532505.7202767064
128x128x16s3split16kappa2	823476.557780275	2532505.7202767064	165123.45236777276	2532505.7202767064
128x128x16s3split16kappa4	823476.557780275	2532505.7202767064	165123.45236777276	2532505.7202767064
128x128x16s3split32kappa1	1244929.1274879549	2292872.0057958914	246345.1891073944	2292872.0057958914
128x128x16s3split32kappa2	1244929.1274879549	2292872.0057958914	246345.1891073944	2292872.0057958914
128x128x16s3split32kappa4	1244929.1274879549	2292872.0057958914	246345.1891073944	2292872.0057958914
