key	grid	residency	flow_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving	moved_from_home
16x32x64s16k1;16x32x128s6k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=64;Rq=4	128	1	3889647.6109732925	3868889.7352051423	3901793.3470971831	3453579.3200095235	3667243.474109381	8472	82	8390	0	8472	7843	8344	0.93995685522531158	0
