model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	cluster	load_lines	l1_ms	25	0.0007360000000000144	-0.00019200000000002548	0.0018559999999999688	0.236408600577323
gqa2	4	cluster	load_lines	l2_ms	25	0.024575999999999987	0.02438399999999996	0.02579199999999998	1.3058831246722831e-05
gqa2	4	cluster	load_lines	ratio	25	0.07363057308434762	0.06898136285211565	0.0765806399754061	1.3070605478013073e-05
gqa2	4	cluster	load_lines	notify_ms	25	0.033088000000000006	0.030559999999999976	0.033696000000000004	1.3058831246722831e-05
gqa2	4	cluster	load_lines	wait_ms	25	0.0007039999999999824	-0.000160000000000049	0.0019840000000000413	0.10640583451725352
gqa2	4	cluster	load_lines	barrier_ms	25	-6.399999999995298e-05	-0.0016640000000000543	0.0012480000000000269	0.6473709883196748
gqa2	4	cluster	load_lines	loop_ms	25	-0.009023999999999976	-0.010048000000000001	-0.007359999999999978	1.3070605478013073e-05
gqa2	4	cluster	load_lines	gap_ms	25	0.024511999999999978	0.023328000000000015	0.025152000000000008	1.3047065538460705e-05
gqa2	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	cluster	load_lines	l1_ms	25	0.0012480000000000269	0.00028799999999995496	0.0018880000000000008	0.01488414864618359
gqa2	128	cluster	load_lines	l2_ms	25	0.044479999999999964	0.04352	0.04499200000000003	1.3070605478013073e-05
gqa2	128	cluster	load_lines	ratio	25	0.07185393160991427	0.06942972391020774	0.0742533375607215	1.3070605478013073e-05
gqa2	128	cluster	load_lines	notify_ms	25	0.04303999999999997	0.039807999999999955	0.045408000000000004	1.3070605478013073e-05
gqa2	128	cluster	load_lines	wait_ms	25	-0.0017279999999998408	-0.0030080000000001217	0.00019199999999996997	0.01330736538679405
gqa2	128	cluster	load_lines	barrier_ms	25	0.0005760000000000209	3.199999999992098e-05	0.0020479999999999388	0.08029978979344916
gqa2	128	cluster	load_lines	loop_ms	25	0.0017599999999999838	0.0005119999999999569	0.0042560000000000375	0.0002663006008057408
gqa2	128	cluster	load_lines	gap_ms	25	0.04345599999999994	0.04217599999999999	0.044832000000000094	1.3058831246722831e-05
gqa2	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	4	cluster	load_lines	l1_ms	25	0.0008959999999998969	0.00019199999999996997	0.0022400000000000198	0.0077239416901424855
mha4	4	cluster	load_lines	l2_ms	25	0.046848	0.046560000000000046	0.048031999999999964	1.3058831246722831e-05
mha4	4	cluster	load_lines	ratio	25	0.07004496946138739	0.0673171825719534	0.07297414923357493	1.3070605478013073e-05
mha4	4	cluster	load_lines	notify_ms	25	0.06368000000000007	0.062495999999999885	0.06464000000000003	1.3070605478013073e-05
mha4	4	cluster	load_lines	wait_ms	25	0.0025600000000000067	0.0017279999999999518	0.0033919999999999506	0.00025237588933149917
mha4	4	cluster	load_lines	barrier_ms	25	0.000160000000000049	-0.0009600000000000719	0.0024640000000000217	0.44894113818040327
mha4	4	cluster	load_lines	loop_ms	25	-0.019743999999999984	-0.021024000000000043	-0.018016000000000032	1.3070605478013073e-05
mha4	4	cluster	load_lines	gap_ms	25	0.04608000000000001	0.04441600000000001	0.04793599999999987	1.3058831246722831e-05
mha4	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	128	cluster	load_lines	l1_ms	25	-0.0008639999999999759	-0.0016639999999998878	0.0008960000000000079	0.5904816173489397
mha4	128	cluster	load_lines	l2_ms	25	0.10208000000000017	0.10041600000000006	0.10294399999999992	1.3070605478013073e-05
mha4	128	cluster	load_lines	ratio	25	0.08504037651152441	0.08369076028784117	0.0868893864921636	1.3070605478013073e-05
mha4	128	cluster	load_lines	notify_ms	25	0.09353600000000006	0.08985599999999971	0.10054399999999997	1.3070605478013073e-05
mha4	128	cluster	load_lines	wait_ms	25	-0.0016319999999998558	-0.0049920000000001075	0.000416000000000194	0.5360092697932004
mha4	128	cluster	load_lines	barrier_ms	25	-0.0027200000000000557	-0.0047359999999998514	0.0007680000000001019	0.03353274394993239
mha4	128	cluster	load_lines	loop_ms	25	0.006272000000000055	3.200000000025405e-05	0.009855999999999865	0.035728841125633126
mha4	128	cluster	load_lines	gap_ms	25	0.10227199999999992	0.10083199999999981	0.10448000000000013	1.3070605478013073e-05
mha4	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
