model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	4	cluster	l1_ms	25	0.330944	0.330112	0.331808
gqa2	4	cluster	l2_ms	25	0.397664	0.397536	0.398016
gqa2	4	cluster	ratio	25	1.202668729452717	1.1985740437421717	1.204322962101386
gqa2	4	cluster	notify_ms	25	0.08179199999999998	0.08118399999999998	0.08201600000000003
gqa2	4	cluster	wait_ms	25	0.02473599999999998	0.02432000000000001	0.025088
gqa2	4	cluster	barrier_ms	25	0.031264000000000014	0.030623999999999985	0.03244799999999998
gqa2	4	cluster	loop_ms	25	-0.008255999999999986	-0.008639999999999981	-0.007711999999999997
gqa2	4	cluster	gap_ms	25	0.06707199999999996	0.06595200000000001	0.06745600000000002
gqa2	4	cluster	closure_us	25	0.0	0.0	0.0
gqa2	4	load_lines	l1_ms	25	0.330272	0.329088	0.330976
gqa2	4	load_lines	l2_ms	25	0.372832	0.371808	0.373728
gqa2	4	load_lines	ratio	25	1.1287244401168453	1.1269412559081702	1.1315100378236833
gqa2	4	load_lines	notify_ms	25	0.04867199999999999	0.047456	0.05071999999999999
gqa2	4	load_lines	wait_ms	25	0.024287999999999976	0.023167999999999966	0.02467199999999997
gqa2	4	load_lines	barrier_ms	25	0.031455999999999984	0.030592000000000008	0.03254400000000002
gqa2	4	load_lines	loop_ms	25	0.0009279999999999844	-0.0005760000000000209	0.0016000000000000458
gqa2	4	load_lines	gap_ms	25	0.04230400000000001	0.04198400000000002	0.043391999999999986
gqa2	4	load_lines	closure_us	25	0.0	0.0	0.0
gqa2	128	cluster	l1_ms	25	0.60288	0.601952	0.603456
gqa2	128	cluster	l2_ms	25	0.718272	0.717888	0.719264
gqa2	128	cluster	ratio	25	1.1919079435783222	1.1900291699814372	1.1939634630659253
gqa2	128	cluster	notify_ms	25	0.11404799999999993	0.11251199999999995	0.11494399999999994
gqa2	128	cluster	wait_ms	25	0.0421760000000001	0.041472000000000064	0.04272000000000009
gqa2	128	cluster	barrier_ms	25	0.030432000000000015	0.029536000000000007	0.031775999999999915
gqa2	128	cluster	loop_ms	25	-0.00937599999999994	-0.011008000000000018	-0.008352000000000026
gqa2	128	cluster	gap_ms	25	0.11580799999999991	0.11465599999999998	0.11708799999999997
gqa2	128	cluster	closure_us	25	0.0	0.0	0.0
gqa2	128	load_lines	l1_ms	25	0.601824	0.601312	0.602432
gqa2	128	load_lines	l2_ms	25	0.674304	0.673248	0.674784
gqa2	128	load_lines	ratio	25	1.120731837038613	1.118679215185835	1.121359223300971
gqa2	128	load_lines	notify_ms	25	0.070272	0.06940800000000003	0.07334399999999996
gqa2	128	load_lines	wait_ms	25	0.04358400000000007	0.04291199999999995	0.043936000000000086
gqa2	128	load_lines	barrier_ms	25	0.029887999999999915	0.02883199999999997	0.031039999999999957
gqa2	128	load_lines	loop_ms	25	-0.012511999999999968	-0.01347200000000004	-0.010784000000000016
gqa2	128	load_lines	gap_ms	25	0.07264000000000004	0.07142400000000004	0.07305600000000001
gqa2	128	load_lines	closure_us	25	0.0	0.0	0.0
mha4	4	cluster	l1_ms	25	0.657696	0.657216	0.659136
mha4	4	cluster	l2_ms	25	0.798944	0.79856	0.799264
mha4	4	cluster	ratio	25	1.2135941225125286	1.211006502960303	1.215659541315674
mha4	4	cluster	notify_ms	25	0.17001600000000006	0.16959999999999997	0.17078400000000005
mha4	4	cluster	wait_ms	25	0.05100800000000005	0.05059199999999997	0.051231999999999944
mha4	4	cluster	barrier_ms	25	0.06335999999999997	0.06214399999999998	0.06476799999999994
mha4	4	cluster	loop_ms	25	-0.01667199999999991	-0.017504000000000075	-0.015903999999999918
mha4	4	cluster	gap_ms	25	0.14048000000000005	0.13926400000000005	0.14176
mha4	4	cluster	closure_us	25	0.0	0.0	0.0
mha4	4	load_lines	l1_ms	25	0.657152	0.656672	0.657568
mha4	4	load_lines	l2_ms	25	0.752128	0.750656	0.752576
mha4	4	load_lines	ratio	25	1.144414699440253	1.1421406310868718	1.1454704680354189
mha4	4	load_lines	notify_ms	25	0.10697600000000007	0.10643199999999997	0.10768
mha4	4	load_lines	wait_ms	25	0.04835199999999995	0.04735999999999996	0.048992000000000036
mha4	4	load_lines	barrier_ms	25	0.06275200000000003	0.06169599999999997	0.06364800000000004
mha4	4	load_lines	loop_ms	25	0.0018240000000000478	0.0008639999999999759	0.0031999999999999806
mha4	4	load_lines	gap_ms	25	0.09494400000000003	0.09356799999999998	0.09552000000000005
mha4	4	load_lines	closure_us	25	0.0	0.0	0.0
mha4	128	cluster	l1_ms	25	1.202912	1.202016	1.20448
mha4	128	cluster	l2_ms	25	1.50576	1.50384	1.507392
mha4	128	cluster	ratio	25	1.2509311482387995	1.2497742843486113	1.2514610562108173
mha4	128	cluster	notify_ms	25	0.27705599999999997	0.27516799999999986	0.27913600000000005
mha4	128	cluster	wait_ms	25	0.10105600000000003	0.09967999999999999	0.10428800000000016
mha4	128	cluster	barrier_ms	25	0.06329600000000002	0.061056	0.06464000000000003
mha4	128	cluster	loop_ms	25	-0.013568000000000024	-0.017984	-0.010431999999999997
mha4	128	cluster	gap_ms	25	0.30156800000000006	0.30099200000000015	0.30291200000000007
mha4	128	cluster	closure_us	25	0.0	0.0	0.0
mha4	128	load_lines	l1_ms	25	1.203008	1.20256	1.204448
mha4	128	load_lines	l2_ms	25	1.402816	1.402144	1.404
mha4	128	load_lines	ratio	25	1.1656557595105081	1.164567033549927	1.166273052938835
mha4	128	load_lines	notify_ms	25	0.181184	0.17788800000000005	0.18403199999999997
mha4	128	load_lines	wait_ms	25	0.10275199999999995	0.10076799999999997	0.10473599999999994
mha4	128	load_lines	barrier_ms	25	0.06576000000000004	0.0649599999999999	0.06659199999999998
mha4	128	load_lines	loop_ms	25	-0.018432000000000004	-0.023295999999999983	-0.014880000000000004
mha4	128	load_lines	gap_ms	25	0.199392	0.19855999999999985	0.2003839999999999
mha4	128	load_lines	closure_us	25	0.0	0.0	0.0
