space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s108.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s108.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s109.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s109.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s110.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s111.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s112.append	512	65536	65536	65536	65536	0	65536	65536
l0.s113.append	512	65536	65536	65536	65536	0	65536	65536
l0.s114.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s115.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s115.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s116.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s117.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s117.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s118.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s118.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s119.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s120.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s120.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s121.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s122.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s122.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s123.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s123.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s124.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s124.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s125.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s126.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s127.append	512	65536	65536	65536	65536	0	65536	65536
l0.s128.append	512	65536	65536	65536	65536	0	65536	65536
l0.s129.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s130.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s130.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s131.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s132.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s132.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s133.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s133.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s134.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s135.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s135.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s136.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s137.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s137.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s138.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s138.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s139.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s139.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s140.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s141.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s142.append	512	65536	65536	65536	65536	0	65536	65536
l0.s143.append	512	65536	65536	65536	65536	0	65536	65536
l0.s144.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s145.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s145.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s146.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s147.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s147.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s148.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s148.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s149.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s150.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s150.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s151.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s152.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s152.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s153.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s153.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s154.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s154.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s155.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s156.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s157.append	512	65536	65536	65536	65536	0	65536	65536
l0.s158.append	512	65536	65536	65536	65536	0	65536	65536
l0.s159.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s160.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s160.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s161.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s162.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s162.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s163.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s163.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s164.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s165.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s165.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s166.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s167.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s167.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s168.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s168.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s169.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s169.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s170.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s171.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s172.append	512	65536	65536	65536	65536	0	65536	65536
l0.s173.append	512	65536	65536	65536	65536	0	65536	65536
l0.s174.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s175.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s175.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s176.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s177.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s177.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s178.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s178.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s179.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s180.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s180.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s181.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s182.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s182.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s183.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s183.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s184.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s184.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s185.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s186.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s187.append	512	65536	65536	65536	65536	0	65536	65536
l0.s188.append	512	65536	65536	65536	65536	0	65536	65536
l0.s189.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s190.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s190.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s191.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s192.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s192.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s193.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s193.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s194.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s195.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s195.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s196.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s197.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s197.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s198.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s198.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s199.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s199.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s200.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s201.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s202.append	512	65536	65536	65536	65536	0	65536	65536
l0.s203.append	512	65536	65536	65536	65536	0	65536	65536
l0.s204.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s205.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s205.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s206.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s207.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s207.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s208.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s208.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s209.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s210.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s210.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s211.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s212.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s212.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s213.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s213.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s214.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s214.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s215.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s216.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s217.append	512	65536	65536	65536	65536	0	65536	65536
l0.s218.append	512	65536	65536	65536	65536	0	65536	65536
l0.s219.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s220.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s220.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s221.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s222.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s222.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s223.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s223.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s224.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s225.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s225.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s226.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s227.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s227.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s228.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s228.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s229.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s229.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s230.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s231.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s232.append	512	65536	65536	65536	65536	0	65536	65536
l0.s233.append	512	65536	65536	65536	65536	0	65536	65536
l0.s234.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s235.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s235.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s236.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s237.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s237.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s238.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s238.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s239.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s240.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s240.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s241.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s242.proj	32064	3152019456	65667072	3152019456	65667072	1050673152	2101346304	0
l0.s242.proj.combine	16032	65667072	16416768	65667072	16416768	0	65667072	16416768
