space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s00.embed	64	262656	262144	262656	262144	262656	0	0
l0.s01.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s02.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s02.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s03.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s03.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s04.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s04.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s05.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s06.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s07.append	512	65536	65536	65536	65536	0	65536	65536
l0.s08.append	512	65536	65536	65536	65536	0	65536	65536
l0.s09.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s10.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s10.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s11.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s12.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s12.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s13.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s13.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s14.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s15.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s15.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s16.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s17.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s17.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s18.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s18.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s19.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s19.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s20.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s21.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s22.append	512	65536	65536	65536	65536	0	65536	65536
l0.s23.append	512	65536	65536	65536	65536	0	65536	65536
l0.s24.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s25.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s25.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s26.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s27.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s27.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s28.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s28.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s29.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s30.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s30.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s31.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s32.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s32.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s33.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s33.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s34.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s34.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s35.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s36.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s37.append	512	65536	65536	65536	65536	0	65536	65536
l0.s38.append	512	65536	65536	65536	65536	0	65536	65536
l0.s39.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s40.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s40.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s41.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s42.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s42.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s43.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s43.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s44.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s45.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s45.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s46.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s47.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s47.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s48.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s48.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s49.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s49.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s50.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s51.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s52.append	512	65536	65536	65536	65536	0	65536	65536
l0.s53.append	512	65536	65536	65536	65536	0	65536	65536
l0.s54.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s55.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s55.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s56.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s57.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s57.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s58.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s58.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s59.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s60.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s60.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s61.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s62.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s62.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s63.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s63.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s64.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s64.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s65.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s66.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s67.append	512	65536	65536	65536	65536	0	65536	65536
l0.s68.append	512	65536	65536	65536	65536	0	65536	65536
l0.s69.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s70.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s70.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s71.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s72.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s72.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s73.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s73.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s74.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s75.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s75.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s76.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s77.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s77.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s78.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s78.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s79.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s79.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s80.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s81.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s82.append	512	65536	65536	65536	65536	0	65536	65536
l0.s83.append	512	65536	65536	65536	65536	0	65536	65536
l0.s84.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s85.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s85.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s86.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s87.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s87.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s88.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s88.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s89.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s90.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s90.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s91.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s92.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s92.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
l0.s93.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s93.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s94.proj	128	12582912	262144	12582912	262144	4194304	8388608	0
l0.s94.proj.combine	64	262144	65536	262144	65536	0	262144	0
l0.s95.rope	2048	393216	262144	393216	262144	131072	262144	0
l0.s96.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s97.append	512	65536	65536	65536	65536	0	65536	65536
l0.s98.append	512	65536	65536	65536	65536	0	65536	65536
l0.s99.attn	2048	27131904	262144	27131904	262144	1572864	25559040	0
l0.s100.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s100.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s101.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s102.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s102.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s103.proj	2048	201326592	4194304	201326592	4194304	67108864	134217728	0
l0.s103.proj.combine	1024	4194304	1048576	4194304	1048576	0	4194304	0
l0.s104.act	64	2097152	1048576	2097152	1048576	0	2097152	0
l0.s105.proj	512	201326592	1048576	201326592	1048576	67108864	134217728	0
l0.s105.proj.combine	256	1310720	262144	1310720	262144	0	1310720	0
l0.s106.norm	64	524288	262144	524288	262144	262144	262144	0
l0.s107.proj	512	50331648	1048576	50331648	1048576	16777216	33554432	0
l0.s107.proj.combine	256	1048576	262144	1048576	262144	0	1048576	0
