model	placement	kernel	membar_sc_gpu	membar	bar_sync	binary_sha256
gqa2	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	10	86cf5177be5a28be8fa569d8067d0ab96a5ba1b4bfde4bda2783779ed2f938a7
gqa2	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	10	2b9f5056041f5cb7a364dbdb2da1d57f638c0d447153862195e1787f5483171d
mha4	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	10	3721188b59436f340087fdc5b8d853e722f57f86c2d1686f7175e24c93b2d20a
mha4	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	10	231041b0934a666efe96e6342d67b0f3ec99612cb0a1988058db3231ff612f23
