model	seq	k	index	candidate	simulated	predicted_ns	batch_us
gqa2	512	4	0	rotate	1	273871.581527	5640.717
gqa2	512	4	1	wavefront	1	273871.581527	5640.717
gqa2	512	4	2	legacy_grid_stride	1	381223.375945	5640.717
gqa2	512	4	3	band	1	385769.293555	5640.717
gqa2	512	4	4	balanced	0	639620.795169	5640.717
gqa2	512	5	0	rotate	1	273871.581527	6619.24
gqa2	512	5	1	wavefront	1	273871.581527	6619.24
gqa2	512	5	2	legacy_grid_stride	1	381223.375945	6619.24
gqa2	512	5	3	band	1	385769.293555	6619.24
gqa2	512	5	4	balanced	1	660622.795786	6619.24
mha4	4	1	0	rotate	1	407814.763702	112.548
mha4	4	1	1	wavefront	1	407814.763702	112.548
mha4	4	1	2	legacy_grid_stride	0	581163.309347	112.548
mha4	4	1	3	band	0	581163.309347	112.548
mha4	4	1	4	balanced	0	710713.901792	112.548
mha4	4	2	0	rotate	1	407814.763702	104.038
mha4	4	2	1	wavefront	1	407814.763702	104.038
mha4	4	2	2	legacy_grid_stride	0	581163.309347	104.038
mha4	4	2	3	band	0	581163.309347	104.038
mha4	4	2	4	balanced	0	710713.901792	104.038
mha4	4	3	0	rotate	1	407814.763702	151.62
mha4	4	3	1	wavefront	1	407814.763702	151.62
mha4	4	3	2	legacy_grid_stride	1	622505.532025	151.62
mha4	4	3	3	band	1	622505.532025	151.62
mha4	4	3	4	balanced	0	710713.901792	151.62
mha4	4	4	0	rotate	1	407814.763702	149.733
mha4	4	4	1	wavefront	1	407814.763702	149.733
mha4	4	4	2	legacy_grid_stride	1	622505.532025	149.733
mha4	4	4	3	band	1	622505.532025	149.733
mha4	4	4	4	balanced	0	710713.901792	149.733
mha4	4	5	0	rotate	1	407814.763702	176.313
mha4	4	5	1	wavefront	1	407814.763702	176.313
mha4	4	5	2	legacy_grid_stride	1	622505.532025	176.313
mha4	4	5	3	band	1	622505.532025	176.313
mha4	4	5	4	balanced	1	749011.667623	176.313
mha4	128	1	0	rotate	1	417692.452235	2161.617
mha4	128	1	1	wavefront	1	417692.452235	2161.617
mha4	128	1	2	legacy_grid_stride	0	594098.27524	2161.617
mha4	128	1	3	band	0	594098.27524	2161.617
mha4	128	1	4	balanced	0	1191091.29663	2161.617
mha4	128	2	0	rotate	1	417692.452235	2144.837
mha4	128	2	1	wavefront	1	417692.452235	2144.837
mha4	128	2	2	legacy_grid_stride	0	594098.27524	2144.837
mha4	128	2	3	band	0	594098.27524	2144.837
mha4	128	2	4	balanced	0	1191091.29663	2144.837
mha4	128	3	0	rotate	1	417692.452235	3367.204
mha4	128	3	1	wavefront	1	417692.452235	3367.204
mha4	128	3	2	legacy_grid_stride	1	633543.307561	3367.204
mha4	128	3	3	band	1	633543.307561	3367.204
mha4	128	3	4	balanced	0	1191091.29663	3367.204
mha4	128	4	0	rotate	1	417692.452235	3360.61
mha4	128	4	1	wavefront	1	417692.452235	3360.61
mha4	128	4	2	legacy_grid_stride	1	633543.307561	3360.61
mha4	128	4	3	band	1	633543.307561	3360.61
mha4	128	4	4	balanced	0	1191091.29663	3360.61
mha4	128	5	0	rotate	1	417692.452235	4002.24
mha4	128	5	1	wavefront	1	417692.452235	4002.24
mha4	128	5	2	legacy_grid_stride	1	633543.307561	4002.24
mha4	128	5	3	band	1	633543.307561	4002.24
mha4	128	5	4	balanced	1	1235566.12147	4002.24
mha4	512	1	0	rotate	1	856669.499655	11480.965
mha4	512	1	1	wavefront	1	856669.499655	11480.965
mha4	512	1	2	legacy_grid_stride	0	1111931.57044	11480.965
mha4	512	1	3	band	0	1111931.57044	11480.965
mha4	512	1	4	balanced	0	5167787.02465	11480.965
mha4	512	2	0	rotate	1	856669.499655	11156.611
mha4	512	2	1	wavefront	1	856669.499655	11156.611
mha4	512	2	2	legacy_grid_stride	0	1111931.57044	11156.611
mha4	512	2	3	band	0	1111931.57044	11156.611
mha4	512	2	4	balanced	0	5167787.02465	11156.611
mha4	512	3	0	rotate	1	856669.499655	16403.425
mha4	512	3	1	wavefront	1	856669.499655	16403.425
mha4	512	3	2	legacy_grid_stride	1	1138871.57937	16403.425
mha4	512	3	3	band	1	1150229.33627	16403.425
mha4	512	3	4	balanced	0	5167787.02465	16403.425
mha4	512	4	0	rotate	1	856669.499655	16116.999
mha4	512	4	1	wavefront	1	856669.499655	16116.999
mha4	512	4	2	legacy_grid_stride	1	1138871.57937	16116.999
mha4	512	4	3	band	1	1150229.33627	16116.999
mha4	512	4	4	balanced	0	5167787.02465	16116.999
mha4	512	5	0	rotate	1	856669.499655	18561.063
mha4	512	5	1	wavefront	1	856669.499655	18561.063
mha4	512	5	2	legacy_grid_stride	1	1138871.57937	18561.063
mha4	512	5	3	band	1	1150229.33627	18561.063
mha4	512	5	4	balanced	1	5208555.61408	18561.063
real	4	1	0	rotate	1	3766982.52072	479.477
real	4	1	1	wavefront	1	3766982.52072	479.477
real	4	1	2	legacy_grid_stride	0	5439915.22133	479.477
real	4	1	3	band	0	5439915.22133	479.477
real	4	1	4	balanced	0	47721972.1221	479.477
real	4	2	0	rotate	1	3766982.52072	474.532
real	4	2	1	wavefront	1	3766982.52072	474.532
real	4	2	2	legacy_grid_stride	0	5439915.22133	474.532
real	4	2	3	band	0	5439915.22133	474.532
real	4	2	4	balanced	0	47721972.1221	474.532
real	4	3	0	rotate	1	3766982.52072	738.497
real	4	3	1	wavefront	1	3766982.52072	738.497
real	4	3	2	legacy_grid_stride	1	5481051.46644	738.497
real	4	3	3	band	1	5481051.46644	738.497
real	4	3	4	balanced	0	47721972.1221	738.497
real	4	4	0	rotate	1	3766982.52072	737.653
real	4	4	1	wavefront	1	3766982.52072	737.653
real	4	4	2	legacy_grid_stride	1	5481051.46644	737.653
real	4	4	3	band	1	5481051.46644	737.653
real	4	4	4	balanced	0	47721972.1221	737.653
real	4	5	0	rotate	1	3766982.52072	903.962
real	4	5	1	wavefront	1	3766982.52072	903.962
real	4	5	2	legacy_grid_stride	1	5481051.46644	903.962
real	4	5	3	band	1	5481051.46644	903.962
real	4	5	4	balanced	1	47760269.8879	903.962
real	128	1	0	rotate	1	3971888.21658	12331.912
real	128	1	1	wavefront	1	3971888.21658	12331.912
real	128	1	2	legacy_grid_stride	0	5647690.39915	12331.912
real	128	1	3	band	0	5647690.39915	12331.912
real	128	1	4	balanced	0	11932035.5794	12331.912
real	128	2	0	rotate	1	3971888.21658	12133.252
real	128	2	1	wavefront	1	3971888.21658	12133.252
real	128	2	2	legacy_grid_stride	0	5647690.39915	12133.252
real	128	2	3	band	0	5647690.39915	12133.252
real	128	2	4	balanced	0	11932035.5794	12133.252
real	128	3	0	rotate	1	3971888.21658	17669.781
real	128	3	1	wavefront	1	3971888.21658	17669.781
real	128	3	2	legacy_grid_stride	1	5685988.16498	17669.781
real	128	3	3	band	1	5685988.16498	17669.781
real	128	3	4	balanced	0	11932035.5794	17669.781
real	128	4	0	rotate	1	3971888.21658	17635.268
real	128	4	1	wavefront	1	3971888.21658	17635.268
real	128	4	2	legacy_grid_stride	1	5685988.16498	17635.268
real	128	4	3	band	1	5685988.16498	17635.268
real	128	4	4	balanced	0	11932035.5794	17635.268
real	128	5	0	rotate	1	3971888.21658	20587.644
real	128	5	1	wavefront	1	3971888.21658	20587.644
real	128	5	2	legacy_grid_stride	1	5685988.16498	20587.644
real	128	5	3	band	1	5685988.16498	20587.644
real	128	5	4	balanced	1	11975274.9924	20587.644
