slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1311	0	2812	1847	1716	131	5970	rmsnorm	8	1311	89	2723	1847
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2130	1005	9489	1230	955	275	13854	gemm	0	2130	2395	8099	1230
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1241	0	1525	159	30	129	2925	rope	0	1241	0	1525	159
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1110	0	933	159	30	129	2202	kvappend	0	1110	0	933	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1636	0	8663	159	30	129	10458	attention	2	1636	52	8611	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2158	1105	9380	1766	1635	131	14409	gemm	0	2158	2895	7590	1766
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1243	0	2913	1847	1716	131	6003	rmsnorm	8	1243	89	2824	1847
7	11	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2175	1102	9353	1509	1248	261	14139	gemm	0	2175	3107	7348	1509
8	13	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1275	0	6391	160	30	130	7826	elementwise	0	1275	0	6391	160
9	14	0	0	0	32	16	64	1	6144	0	1024	7168	1024	1024	0	9216	2162	1098	18408	2352	2223	129	24020	gemm	0	2162	4396	15110	2352
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1247	0	2914	1835	1704	131	5996	rmsnorm	8	1247	89	2825	1835
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2157	1108	9275	1779	1517	262	14319	gemm	0	2157	2547	7836	1779
