rank	key	estimated	actual	re_solved	residency	flow_ns	simulated_ns
1	16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x128x128s2k1;kappa=1;residency=1	1	1	0	1	1.12662e+07	1.03964e+07
