slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1353	0	2830	1956	1826	130	6139	rmsnorm	8	1353	89	2741	1956
1	2	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2156	1071	9370	1316	1187	129	13913	gemm	0	2156	2677	7764	1316
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1291	0	1544	159	30	129	2994	rope	0	1291	0	1544	159
3	6	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1131	0	986	160	30	130	2277	kvappend	0	1131	0	986	160
4	8	0	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1686	0	8115	160	30	130	9961	attention	2	1686	52	8063	160
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2184	1111	9280	1993	1861	132	14568	gemm	0	2184	2458	7933	1993
6	10	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1284	0	2941	1938	1807	131	6163	rmsnorm	8	1284	89	2852	1938
7	11	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2180	1094	9879	1074	943	131	14227	gemm	0	2180	3117	7856	1074
8	13	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1314	0	6226	159	30	129	7699	elementwise	0	1314	0	6226	159
9	14	0	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2161	1027	18321	2248	2118	130	23757	gemm	0	2161	4122	15226	2248
10	15	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1300	0	2909	1843	1713	130	6052	rmsnorm	8	1300	89	2820	1843
11	17	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2160	1022	9379	1284	1155	129	13845	gemm	0	2160	2476	7925	1284
12	20	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1284	0	1584	159	30	129	3027	rope	0	1284	0	1584	159
13	21	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1127	0	946	160	30	130	2233	kvappend	0	1127	0	946	160
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1683	0	8386	303	30	273	10372	attention	2	1683	52	8334	303
15	24	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2223	1019	9374	1557	1427	130	14173	gemm	0	2223	2427	7966	1557
16	25	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1371	0	2899	2036	1906	130	6306	rmsnorm	8	1371	89	2810	2036
17	26	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2235	1652	9297	2090	1793	297	15274	gemm	0	2235	3788	7161	2090
18	28	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1340	0	6442	159	30	129	7941	elementwise	0	1340	0	6442	159
19	29	0	0	1	32	16	64	1	6144	1024	0	8192	0	0	0	9216	2224	1031	18322	2021	1891	130	23598	gemm	0	2224	4270	15083	2021
20	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1343	0	2904	1911	1781	130	6158	rmsnorm	8	1343	89	2815	1911
21	2	1	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2167	1039	9379	1319	1190	129	13904	gemm	0	2167	2523	7895	1319
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1283	0	1555	159	30	129	2997	rope	0	1283	0	1555	159
23	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1128	0	973	160	30	130	2261	kvappend	0	1128	0	973	160
