model	variant	arm	seq	past	round	pass	l1_ms	l2_ms	l05_ms	reg	ctas_per_sm	grid	block	task_smem	occupancy_smem	static_smem	regs_per_sm	smem_per_sm	threads_per_sm	l1_reg	l05_reg	l1_ctas	l2_ctas	min_blocks	warp_size	l05_spill_stores	l05_spill_loads	l1_spill_stores	l1_spill_loads	l2_spill_stores	l2_spill_loads	f40_ctas	f40_binding
gqa2	occ1	full	4	3	0	1	0.405728	0.438304	0.399264	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	0	0	0.405504	0.414496	0.398144	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	0	0	0.404704	0.354176	0.398240	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	0	0	0.364544	0.438112	0.399360	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	0	1	0.405504	0.438176	0.399264	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	0	0	0.405504	0.413696	0.399360	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	0	0	0.407520	0.354304	0.398336	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	0	0	0.363520	0.437248	0.398208	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	1	0	0.405504	0.415744	0.397312	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	1	0	0.404480	0.356352	0.397312	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	1	0	0.363520	0.439296	0.399360	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	1	1	0.406528	0.439296	0.398336	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	1	0	0.406528	0.411552	0.399360	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	1	0	0.407552	0.325760	0.408576	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	1	0	0.332800	0.410624	0.374784	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	1	1	0.373760	0.409600	0.374784	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	2	0	0.373760	0.325632	0.374784	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	2	0	0.332800	0.410464	0.374656	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	2	1	0.372736	0.410592	0.374592	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	2	0	0.372864	0.376832	0.375808	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	2	0	0.372800	0.325696	0.373760	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	2	0	0.332800	0.401248	0.363520	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	2	1	0.366592	0.400320	0.364288	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	2	0	0.369664	0.378880	0.365472	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	3	0	0.332800	0.401568	0.365568	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	3	1	0.370656	0.402272	0.363520	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	3	0	0.406688	0.410624	0.367520	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	3	0	0.406656	0.353280	0.398336	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	3	0	0.363520	0.436224	0.398336	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	3	1	0.404672	0.438272	0.399200	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	3	0	0.405504	0.415840	0.397248	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	3	0	0.404640	0.356352	0.398336	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	4	1	0.404480	0.438272	0.396320	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	4	0	0.406528	0.411648	0.398336	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	4	0	0.405696	0.357376	0.397312	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	4	0	0.363520	0.437248	0.397312	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	4	1	0.404480	0.438272	0.397376	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	4	0	0.406528	0.417792	0.398240	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	4	0	0.405472	0.355328	0.398336	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	4	0	0.364384	0.437248	0.398208	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	5	0	0.404672	0.413696	0.397312	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	5	0	0.406624	0.353120	0.399360	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	5	0	0.364544	0.437216	0.399296	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	5	1	0.372736	0.409600	0.374784	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	5	0	0.373568	0.380928	0.374784	212	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	5	0	0.372736	0.326560	0.373792	210	2	256	128	24576	24576	0	65536	102400	1536	208	206	2	2	1	32	0	0	0	0	0	0	2	registers
