candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split1kappa1r1	rotate	ok	132002	64366	132002	231299	128	1
32x16x64s2split1kappa1r1	wavefront	ok	132002	64366	132002	231915	128	1
32x16x64s2split1kappa1r1	chain	ok	133266	64366	132224	266185	128	1
32x16x64s2split1kappa1r1	eft	ok	133907	64366	133894	267030	128	1
32x16x64s2split1kappa1r1	legacy_grid_stride	ok	141696	64366	140875	243756	128	1
32x16x64s2split1kappa1r1	balanced	ok	237884	64366	142530	402091	128	1
32x16x64s2split1kappa1r2	rotate	ok	97646.9	73992.2	77006.5	180406	256	1
32x16x64s2split1kappa1r2	wavefront	ok	97646.9	73992.2	96005.9	180406	256	1
32x16x64s2split1kappa1r2	eft	ok	98442.2	73992.2	98435.8	193271	256	1
32x16x64s2split1kappa1r2	chain	ok	116441	73992.2	83546.3	218034	256	1
32x16x64s2split1kappa1r2	legacy_grid_stride	ok	119261	73992.2	116800	207374	256	1
32x16x64s2split1kappa1r2	balanced	ok	247476	73992.2	119013	392981	256	1
32x16x64s2split1kappa1r3	rotate	ok	104710	90357.6	65073.8	196675	384	1
32x16x64s2split1kappa1r3	eft	ok	107133	90357.6	100902	187099	384	1
32x16x64s2split1kappa1r3	wavefront	ok	116114	90357.6	116114	205608	384	1
32x16x64s2split1kappa1r3	chain	ok	122707	90357.6	73026.7	208349	384	1
32x16x64s2split1kappa1r3	legacy_grid_stride	ok	144434	90357.6	143203	232547	384	1
32x16x64s2split1kappa1r3	balanced	ok	313002	90357.6	138002	460166	384	1
32x16x64s2split1kappa1r4	rotate	ok	108537	106723	65542.9	181323	512	1
32x16x64s2split1kappa1r4	wavefront	ok	108537	106723	103614	181323	512	1
32x16x64s2split1kappa1r4	eft	ok	111544	106723	111544	187232	512	1
32x16x64s2split1kappa1r4	chain	ok	131787	106723	68334	212383	512	1
32x16x64s2split1kappa1r4	legacy_grid_stride	ok	157517	106723	151773	243482	512	1
32x16x64s2split1kappa1r4	balanced	ok	316868	106723	144574	444391	512	1
32x16x64s2split1kappa1r5	rotate	ok	123120	123088	69230.5	200493	640	1
32x16x64s2split1kappa1r5	wavefront	ok	124935	123088	118781	205868	640	1
32x16x64s2split1kappa1r5	eft	ok	128917	123088	128917	202087	640	1
32x16x64s2split1kappa1r5	chain	ok	150544	123088	75068	227455	640	1
32x16x64s2split1kappa1r5	legacy_grid_stride	ok	181325	123088	174145	267289	640	1
32x16x64s2split1kappa1r5	balanced	ok	366695	123088	167490	494218	640	1
32x16x64s2split1kappa2r1	rotate	ok	132002	64366	132002	261832	128	2
