model	seq	past	producer	consumer	wait_sum	fanout_sum	count	volume	old_wait_sum	changed
mha4	2048	0	48	52	8192	8192	8192	128	8192	0
mha4	2048	0	49	53	8192	8192	8192	128	8192	0
mha4	2048	0	51	53	16777216	16777216	8192	128	16777216	0
mha4	2048	0	52	53	16777216	16777216	8192	128	16777216	0
mha4	2048	0	53	54	32768	32768	64	128	32768	0
mha4	2048	0	54	54	64	64	64	16384	64	0
mha4	2048	0	44	54	64	64	64	16384	64	0
mha4	2048	0	54	55	8192	8192	2048	128	8192	0
mha4	2048	0	55	56	16384	16384	128	512	16384	0
mha4	2048	0	55	57	16384	16384	128	512	16384	0
mha4	2048	0	56	58	16384	16384	2048	128	16384	0
mha4	2048	0	57	58	16384	16384	2048	128	16384	0
mha4	2048	0	58	59	8192	8192	64	1024	8192	0
mha4	2048	0	59	59	64	64	64	16384	64	0
mha4	2048	0	54	59	64	64	64	16384	64	0
mha4	1	3	0	1	4	4	4	512	512	1
mha4	1	3	0	2	4	4	4	512	512	1
mha4	1	3	0	3	4	4	4	512	512	1
mha4	1	3	1	4	4	4	4	128	4	0
mha4	1	3	2	5	4	4	4	128	4	0
mha4	1	3	5	6	4	4	4	128	4	0
mha4	1	3	3	7	4	4	4	128	4	0
mha4	1	3	4	8	4	4	4	128	4	0
mha4	1	3	6	8	4	4	4	128	16	1
mha4	1	3	7	8	4	4	4	128	16	1
mha4	1	3	8	9	16	16	4	128	2048	1
mha4	1	3	9	9	4	4	4	16384	4	0
mha4	1	3	9	10	4	4	1	128	4	0
mha4	1	3	10	11	8	8	8	512	1024	1
mha4	1	3	10	12	8	8	8	512	1024	1
mha4	1	3	11	13	8	8	1	128	8	0
mha4	1	3	12	13	8	8	1	128	8	0
mha4	1	3	13	14	4	4	4	1024	512	1
mha4	1	3	14	14	4	4	4	16384	4	0
mha4	1	3	9	14	4	4	4	16384	4	0
mha4	1	3	14	15	4	4	1	128	4	0
mha4	1	3	15	16	4	4	4	512	512	1
mha4	1	3	15	17	4	4	4	512	512	1
mha4	1	3	15	18	4	4	4	512	512	1
mha4	1	3	16	19	4	4	4	128	4	0
mha4	1	3	17	20	4	4	4	128	4	0
mha4	1	3	20	21	4	4	4	128	4	0
mha4	1	3	18	22	4	4	4	128	4	0
mha4	1	3	19	23	4	4	4	128	4	0
mha4	1	3	21	23	4	4	4	128	16	1
mha4	1	3	22	23	4	4	4	128	16	1
mha4	1	3	23	24	16	16	4	128	2048	1
mha4	1	3	24	24	4	4	4	16384	4	0
mha4	1	3	14	24	4	4	4	16384	4	0
mha4	1	3	24	25	4	4	1	128	4	0
mha4	1	3	25	26	8	8	8	512	1024	1
mha4	1	3	25	27	8	8	8	512	1024	1
mha4	1	3	26	28	8	8	1	128	8	0
mha4	1	3	27	28	8	8	1	128	8	0
mha4	1	3	28	29	4	4	4	1024	512	1
mha4	1	3	29	29	4	4	4	16384	4	0
mha4	1	3	24	29	4	4	4	16384	4	0
mha4	1	3	29	30	4	4	1	128	4	0
mha4	1	3	30	31	4	4	4	512	512	1
mha4	1	3	30	32	4	4	4	512	512	1
mha4	1	3	30	33	4	4	4	512	512	1
mha4	1	3	31	34	4	4	4	128	4	0
mha4	1	3	32	35	4	4	4	128	4	0
mha4	1	3	35	36	4	4	4	128	4	0
mha4	1	3	33	37	4	4	4	128	4	0
mha4	1	3	34	38	4	4	4	128	4	0
mha4	1	3	36	38	4	4	4	128	16	1
mha4	1	3	37	38	4	4	4	128	16	1
mha4	1	3	38	39	16	16	4	128	2048	1
mha4	1	3	39	39	4	4	4	16384	4	0
mha4	1	3	29	39	4	4	4	16384	4	0
mha4	1	3	39	40	4	4	1	128	4	0
mha4	1	3	40	41	8	8	8	512	1024	1
mha4	1	3	40	42	8	8	8	512	1024	1
mha4	1	3	41	43	8	8	1	128	8	0
mha4	1	3	42	43	8	8	1	128	8	0
mha4	1	3	43	44	4	4	4	1024	512	1
mha4	1	3	44	44	4	4	4	16384	4	0
mha4	1	3	39	44	4	4	4	16384	4	0
mha4	1	3	44	45	4	4	1	128	4	0
mha4	1	3	45	46	4	4	4	512	512	1
mha4	1	3	45	47	4	4	4	512	512	1
mha4	1	3	45	48	4	4	4	512	512	1
mha4	1	3	46	49	4	4	4	128	4	0
mha4	1	3	47	50	4	4	4	128	4	0
mha4	1	3	50	51	4	4	4	128	4	0
mha4	1	3	48	52	4	4	4	128	4	0
mha4	1	3	49	53	4	4	4	128	4	0
mha4	1	3	51	53	4	4	4	128	16	1
mha4	1	3	52	53	4	4	4	128	16	1
mha4	1	3	53	54	16	16	4	128	2048	1
mha4	1	3	54	54	4	4	4	16384	4	0
mha4	1	3	44	54	4	4	4	16384	4	0
mha4	1	3	54	55	4	4	1	128	4	0
mha4	1	3	55	56	8	8	8	512	1024	1
mha4	1	3	55	57	8	8	8	512	1024	1
mha4	1	3	56	58	8	8	1	128	8	0
mha4	1	3	57	58	8	8	1	128	8	0
mha4	1	3	58	59	4	4	4	1024	512	1
mha4	1	3	59	59	4	4	4	16384	4	0
mha4	1	3	54	59	4	4	4	16384	4	0
mha4	4	3	0	1	16	16	4	512	512	1
mha4	4	3	0	2	16	16	4	512	512	1
mha4	4	3	0	3	16	16	4	512	512	1
mha4	4	3	1	4	16	16	16	128	16	0
mha4	4	3	2	5	16	16	16	128	16	0
mha4	4	3	5	6	16	16	16	128	16	0
mha4	4	3	3	7	16	16	16	128	16	0
mha4	4	3	4	8	16	16	16	128	16	0
mha4	4	3	6	8	64	64	16	128	112	1
mha4	4	3	7	8	64	64	16	128	112	1
mha4	4	3	8	9	64	64	4	128	2048	1
mha4	4	3	9	9	4	4	4	16384	4	0
mha4	4	3	9	10	16	16	4	128	16	0
mha4	4	3	10	11	32	32	8	512	1024	1
mha4	4	3	10	12	32	32	8	512	1024	1
mha4	4	3	11	13	32	32	4	128	32	0
mha4	4	3	12	13	32	32	4	128	32	0
mha4	4	3	13	14	16	16	4	1024	512	1
mha4	4	3	14	14	4	4	4	16384	4	0
mha4	4	3	9	14	4	4	4	16384	4	0
mha4	4	3	14	15	16	16	4	128	16	0
mha4	4	3	15	16	16	16	4	512	512	1
mha4	4	3	15	17	16	16	4	512	512	1
mha4	4	3	15	18	16	16	4	512	512	1
mha4	4	3	16	19	16	16	16	128	16	0
mha4	4	3	17	20	16	16	16	128	16	0
mha4	4	3	20	21	16	16	16	128	16	0
mha4	4	3	18	22	16	16	16	128	16	0
mha4	4	3	19	23	16	16	16	128	16	0
mha4	4	3	21	23	64	64	16	128	112	1
mha4	4	3	22	23	64	64	16	128	112	1
mha4	4	3	23	24	64	64	4	128	2048	1
mha4	4	3	24	24	4	4	4	16384	4	0
mha4	4	3	14	24	4	4	4	16384	4	0
mha4	4	3	24	25	16	16	4	128	16	0
mha4	4	3	25	26	32	32	8	512	1024	1
mha4	4	3	25	27	32	32	8	512	1024	1
mha4	4	3	26	28	32	32	4	128	32	0
mha4	4	3	27	28	32	32	4	128	32	0
mha4	4	3	28	29	16	16	4	1024	512	1
mha4	4	3	29	29	4	4	4	16384	4	0
mha4	4	3	24	29	4	4	4	16384	4	0
mha4	4	3	29	30	16	16	4	128	16	0
mha4	4	3	30	31	16	16	4	512	512	1
mha4	4	3	30	32	16	16	4	512	512	1
mha4	4	3	30	33	16	16	4	512	512	1
mha4	4	3	31	34	16	16	16	128	16	0
mha4	4	3	32	35	16	16	16	128	16	0
mha4	4	3	35	36	16	16	16	128	16	0
mha4	4	3	33	37	16	16	16	128	16	0
mha4	4	3	34	38	16	16	16	128	16	0
mha4	4	3	36	38	64	64	16	128	112	1
mha4	4	3	37	38	64	64	16	128	112	1
mha4	4	3	38	39	64	64	4	128	2048	1
mha4	4	3	39	39	4	4	4	16384	4	0
mha4	4	3	29	39	4	4	4	16384	4	0
mha4	4	3	39	40	16	16	4	128	16	0
mha4	4	3	40	41	32	32	8	512	1024	1
mha4	4	3	40	42	32	32	8	512	1024	1
mha4	4	3	41	43	32	32	4	128	32	0
mha4	4	3	42	43	32	32	4	128	32	0
mha4	4	3	43	44	16	16	4	1024	512	1
mha4	4	3	44	44	4	4	4	16384	4	0
mha4	4	3	39	44	4	4	4	16384	4	0
mha4	4	3	44	45	16	16	4	128	16	0
mha4	4	3	45	46	16	16	4	512	512	1
mha4	4	3	45	47	16	16	4	512	512	1
mha4	4	3	45	48	16	16	4	512	512	1
mha4	4	3	46	49	16	16	16	128	16	0
mha4	4	3	47	50	16	16	16	128	16	0
mha4	4	3	50	51	16	16	16	128	16	0
mha4	4	3	48	52	16	16	16	128	16	0
mha4	4	3	49	53	16	16	16	128	16	0
mha4	4	3	51	53	64	64	16	128	112	1
mha4	4	3	52	53	64	64	16	128	112	1
mha4	4	3	53	54	64	64	4	128	2048	1
mha4	4	3	54	54	4	4	4	16384	4	0
mha4	4	3	44	54	4	4	4	16384	4	0
mha4	4	3	54	55	16	16	4	128	16	0
mha4	4	3	55	56	32	32	8	512	1024	1
mha4	4	3	55	57	32	32	8	512	1024	1
mha4	4	3	56	58	32	32	4	128	32	0
mha4	4	3	57	58	32	32	4	128	32	0
mha4	4	3	58	59	16	16	4	1024	512	1
mha4	4	3	59	59	4	4	4	16384	4	0
mha4	4	3	54	59	4	4	4	16384	4	0
mha4	128	3	0	1	512	512	4	512	512	0
mha4	128	3	0	2	512	512	4	512	512	0
mha4	128	3	0	3	512	512	4	512	512	0
mha4	128	3	1	4	512	512	512	128	512	0
mha4	128	3	2	5	512	512	512	128	512	0
mha4	128	3	5	6	512	512	512	128	512	0
mha4	128	3	3	7	512	512	512	128	512	0
mha4	128	3	4	8	512	512	512	128	512	0
mha4	128	3	6	8	65536	65536	512	128	67072	1
mha4	128	3	7	8	65536	65536	512	128	67072	1
mha4	128	3	8	9	2048	2048	4	128	2048	0
mha4	128	3	9	9	4	4	4	16384	4	0
mha4	128	3	9	10	512	512	128	128	512	0
mha4	128	3	10	11	1024	1024	8	512	1024	0
mha4	128	3	10	12	1024	1024	8	512	1024	0
mha4	128	3	11	13	1024	1024	128	128	1024	0
mha4	128	3	12	13	1024	1024	128	128	1024	0
mha4	128	3	13	14	512	512	4	1024	512	0
mha4	128	3	14	14	4	4	4	16384	4	0
mha4	128	3	9	14	4	4	4	16384	4	0
mha4	128	3	14	15	512	512	128	128	512	0
mha4	128	3	15	16	512	512	4	512	512	0
mha4	128	3	15	17	512	512	4	512	512	0
mha4	128	3	15	18	512	512	4	512	512	0
mha4	128	3	16	19	512	512	512	128	512	0
mha4	128	3	17	20	512	512	512	128	512	0
mha4	128	3	20	21	512	512	512	128	512	0
mha4	128	3	18	22	512	512	512	128	512	0
mha4	128	3	19	23	512	512	512	128	512	0
mha4	128	3	21	23	65536	65536	512	128	67072	1
mha4	128	3	22	23	65536	65536	512	128	67072	1
mha4	128	3	23	24	2048	2048	4	128	2048	0
mha4	128	3	24	24	4	4	4	16384	4	0
mha4	128	3	14	24	4	4	4	16384	4	0
mha4	128	3	24	25	512	512	128	128	512	0
mha4	128	3	25	26	1024	1024	8	512	1024	0
mha4	128	3	25	27	1024	1024	8	512	1024	0
mha4	128	3	26	28	1024	1024	128	128	1024	0
mha4	128	3	27	28	1024	1024	128	128	1024	0
mha4	128	3	28	29	512	512	4	1024	512	0
mha4	128	3	29	29	4	4	4	16384	4	0
mha4	128	3	24	29	4	4	4	16384	4	0
mha4	128	3	29	30	512	512	128	128	512	0
mha4	128	3	30	31	512	512	4	512	512	0
mha4	128	3	30	32	512	512	4	512	512	0
mha4	128	3	30	33	512	512	4	512	512	0
mha4	128	3	31	34	512	512	512	128	512	0
mha4	128	3	32	35	512	512	512	128	512	0
mha4	128	3	35	36	512	512	512	128	512	0
mha4	128	3	33	37	512	512	512	128	512	0
mha4	128	3	34	38	512	512	512	128	512	0
mha4	128	3	36	38	65536	65536	512	128	67072	1
mha4	128	3	37	38	65536	65536	512	128	67072	1
mha4	128	3	38	39	2048	2048	4	128	2048	0
mha4	128	3	39	39	4	4	4	16384	4	0
mha4	128	3	29	39	4	4	4	16384	4	0
mha4	128	3	39	40	512	512	128	128	512	0
mha4	128	3	40	41	1024	1024	8	512	1024	0
mha4	128	3	40	42	1024	1024	8	512	1024	0
mha4	128	3	41	43	1024	1024	128	128	1024	0
mha4	128	3	42	43	1024	1024	128	128	1024	0
mha4	128	3	43	44	512	512	4	1024	512	0
mha4	128	3	44	44	4	4	4	16384	4	0
mha4	128	3	39	44	4	4	4	16384	4	0
mha4	128	3	44	45	512	512	128	128	512	0
mha4	128	3	45	46	512	512	4	512	512	0
mha4	128	3	45	47	512	512	4	512	512	0
mha4	128	3	45	48	512	512	4	512	512	0
mha4	128	3	46	49	512	512	512	128	512	0
mha4	128	3	47	50	512	512	512	128	512	0
mha4	128	3	50	51	512	512	512	128	512	0
mha4	128	3	48	52	512	512	512	128	512	0
mha4	128	3	49	53	512	512	512	128	512	0
mha4	128	3	51	53	65536	65536	512	128	67072	1
mha4	128	3	52	53	65536	65536	512	128	67072	1
mha4	128	3	53	54	2048	2048	4	128	2048	0
mha4	128	3	54	54	4	4	4	16384	4	0
mha4	128	3	44	54	4	4	4	16384	4	0
mha4	128	3	54	55	512	512	128	128	512	0
mha4	128	3	55	56	1024	1024	8	512	1024	0
mha4	128	3	55	57	1024	1024	8	512	1024	0
mha4	128	3	56	58	1024	1024	128	128	1024	0
mha4	128	3	57	58	1024	1024	128	128	1024	0
mha4	128	3	58	59	512	512	4	1024	512	0
mha4	128	3	59	59	4	4	4	16384	4	0
mha4	128	3	54	59	4	4	4	16384	4	0
mha4	512	3	0	1	2048	2048	16	512	2048	0
mha4	512	3	0	2	2048	2048	16	512	2048	0
mha4	512	3	0	3	2048	2048	16	512	2048	0
mha4	512	3	1	4	2048	2048	2048	128	2048	0
mha4	512	3	2	5	2048	2048	2048	128	2048	0
mha4	512	3	5	6	2048	2048	2048	128	2048	0
mha4	512	3	3	7	2048	2048	2048	128	2048	0
mha4	512	3	4	8	2048	2048	2048	128	2048	0
mha4	512	3	6	8	1048576	1048576	2048	128	1054720	1
mha4	512	3	7	8	1048576	1048576	2048	128	1054720	1
mha4	512	3	8	9	8192	8192	16	128	8192	0
mha4	512	3	9	9	16	16	16	16384	16	0
mha4	512	3	9	10	2048	2048	512	128	2048	0
mha4	512	3	10	11	4096	4096	32	512	4096	0
mha4	512	3	10	12	4096	4096	32	512	4096	0
mha4	512	3	11	13	4096	4096	512	128	4096	0
mha4	512	3	12	13	4096	4096	512	128	4096	0
mha4	512	3	13	14	2048	2048	16	1024	2048	0
mha4	512	3	14	14	16	16	16	16384	16	0
mha4	512	3	9	14	16	16	16	16384	16	0
mha4	512	3	14	15	2048	2048	512	128	2048	0
mha4	512	3	15	16	2048	2048	16	512	2048	0
mha4	512	3	15	17	2048	2048	16	512	2048	0
mha4	512	3	15	18	2048	2048	16	512	2048	0
mha4	512	3	16	19	2048	2048	2048	128	2048	0
mha4	512	3	17	20	2048	2048	2048	128	2048	0
mha4	512	3	20	21	2048	2048	2048	128	2048	0
mha4	512	3	18	22	2048	2048	2048	128	2048	0
mha4	512	3	19	23	2048	2048	2048	128	2048	0
mha4	512	3	21	23	1048576	1048576	2048	128	1054720	1
mha4	512	3	22	23	1048576	1048576	2048	128	1054720	1
mha4	512	3	23	24	8192	8192	16	128	8192	0
mha4	512	3	24	24	16	16	16	16384	16	0
mha4	512	3	14	24	16	16	16	16384	16	0
mha4	512	3	24	25	2048	2048	512	128	2048	0
mha4	512	3	25	26	4096	4096	32	512	4096	0
mha4	512	3	25	27	4096	4096	32	512	4096	0
mha4	512	3	26	28	4096	4096	512	128	4096	0
mha4	512	3	27	28	4096	4096	512	128	4096	0
mha4	512	3	28	29	2048	2048	16	1024	2048	0
mha4	512	3	29	29	16	16	16	16384	16	0
mha4	512	3	24	29	16	16	16	16384	16	0
mha4	512	3	29	30	2048	2048	512	128	2048	0
mha4	512	3	30	31	2048	2048	16	512	2048	0
mha4	512	3	30	32	2048	2048	16	512	2048	0
mha4	512	3	30	33	2048	2048	16	512	2048	0
mha4	512	3	31	34	2048	2048	2048	128	2048	0
mha4	512	3	32	35	2048	2048	2048	128	2048	0
mha4	512	3	35	36	2048	2048	2048	128	2048	0
mha4	512	3	33	37	2048	2048	2048	128	2048	0
mha4	512	3	34	38	2048	2048	2048	128	2048	0
mha4	512	3	36	38	1048576	1048576	2048	128	1054720	1
mha4	512	3	37	38	1048576	1048576	2048	128	1054720	1
mha4	512	3	38	39	8192	8192	16	128	8192	0
mha4	512	3	39	39	16	16	16	16384	16	0
mha4	512	3	29	39	16	16	16	16384	16	0
mha4	512	3	39	40	2048	2048	512	128	2048	0
mha4	512	3	40	41	4096	4096	32	512	4096	0
mha4	512	3	40	42	4096	4096	32	512	4096	0
mha4	512	3	41	43	4096	4096	512	128	4096	0
mha4	512	3	42	43	4096	4096	512	128	4096	0
mha4	512	3	43	44	2048	2048	16	1024	2048	0
mha4	512	3	44	44	16	16	16	16384	16	0
mha4	512	3	39	44	16	16	16	16384	16	0
mha4	512	3	44	45	2048	2048	512	128	2048	0
mha4	512	3	45	46	2048	2048	16	512	2048	0
mha4	512	3	45	47	2048	2048	16	512	2048	0
mha4	512	3	45	48	2048	2048	16	512	2048	0
mha4	512	3	46	49	2048	2048	2048	128	2048	0
mha4	512	3	47	50	2048	2048	2048	128	2048	0
mha4	512	3	50	51	2048	2048	2048	128	2048	0
mha4	512	3	48	52	2048	2048	2048	128	2048	0
mha4	512	3	49	53	2048	2048	2048	128	2048	0
mha4	512	3	51	53	1048576	1048576	2048	128	1054720	1
mha4	512	3	52	53	1048576	1048576	2048	128	1054720	1
mha4	512	3	53	54	8192	8192	16	128	8192	0
mha4	512	3	54	54	16	16	16	16384	16	0
mha4	512	3	44	54	16	16	16	16384	16	0
mha4	512	3	54	55	2048	2048	512	128	2048	0
mha4	512	3	55	56	4096	4096	32	512	4096	0
mha4	512	3	55	57	4096	4096	32	512	4096	0
mha4	512	3	56	58	4096	4096	512	128	4096	0
mha4	512	3	57	58	4096	4096	512	128	4096	0
mha4	512	3	58	59	2048	2048	16	1024	2048	0
mha4	512	3	59	59	16	16	16	16384	16	0
mha4	512	3	54	59	16	16	16	16384	16	0
mha4	2048	3	0	1	8192	8192	64	512	8192	0
mha4	2048	3	0	2	8192	8192	64	512	8192	0
mha4	2048	3	0	3	8192	8192	64	512	8192	0
mha4	2048	3	1	4	8192	8192	8192	128	8192	0
mha4	2048	3	2	5	8192	8192	8192	128	8192	0
mha4	2048	3	5	6	8192	8192	8192	128	8192	0
mha4	2048	3	3	7	8192	8192	8192	128	8192	0
mha4	2048	3	4	8	8192	8192	8192	128	8192	0
mha4	2048	3	6	8	16777216	16777216	8192	128	16801792	1
mha4	2048	3	7	8	16777216	16777216	8192	128	16801792	1
mha4	2048	3	8	9	32768	32768	64	128	32768	0
mha4	2048	3	9	9	64	64	64	16384	64	0
mha4	2048	3	9	10	8192	8192	2048	128	8192	0
mha4	2048	3	10	11	16384	16384	128	512	16384	0
mha4	2048	3	10	12	16384	16384	128	512	16384	0
mha4	2048	3	11	13	16384	16384	2048	128	16384	0
mha4	2048	3	12	13	16384	16384	2048	128	16384	0
mha4	2048	3	13	14	8192	8192	64	1024	8192	0
mha4	2048	3	14	14	64	64	64	16384	64	0
mha4	2048	3	9	14	64	64	64	16384	64	0
mha4	2048	3	14	15	8192	8192	2048	128	8192	0
mha4	2048	3	15	16	8192	8192	64	512	8192	0
mha4	2048	3	15	17	8192	8192	64	512	8192	0
mha4	2048	3	15	18	8192	8192	64	512	8192	0
mha4	2048	3	16	19	8192	8192	8192	128	8192	0
mha4	2048	3	17	20	8192	8192	8192	128	8192	0
mha4	2048	3	20	21	8192	8192	8192	128	8192	0
mha4	2048	3	18	22	8192	8192	8192	128	8192	0
mha4	2048	3	19	23	8192	8192	8192	128	8192	0
mha4	2048	3	21	23	16777216	16777216	8192	128	16801792	1
mha4	2048	3	22	23	16777216	16777216	8192	128	16801792	1
mha4	2048	3	23	24	32768	32768	64	128	32768	0
mha4	2048	3	24	24	64	64	64	16384	64	0
mha4	2048	3	14	24	64	64	64	16384	64	0
mha4	2048	3	24	25	8192	8192	2048	128	8192	0
mha4	2048	3	25	26	16384	16384	128	512	16384	0
mha4	2048	3	25	27	16384	16384	128	512	16384	0
mha4	2048	3	26	28	16384	16384	2048	128	16384	0
mha4	2048	3	27	28	16384	16384	2048	128	16384	0
mha4	2048	3	28	29	8192	8192	64	1024	8192	0
mha4	2048	3	29	29	64	64	64	16384	64	0
mha4	2048	3	24	29	64	64	64	16384	64	0
mha4	2048	3	29	30	8192	8192	2048	128	8192	0
mha4	2048	3	30	31	8192	8192	64	512	8192	0
mha4	2048	3	30	32	8192	8192	64	512	8192	0
mha4	2048	3	30	33	8192	8192	64	512	8192	0
mha4	2048	3	31	34	8192	8192	8192	128	8192	0
mha4	2048	3	32	35	8192	8192	8192	128	8192	0
mha4	2048	3	35	36	8192	8192	8192	128	8192	0
mha4	2048	3	33	37	8192	8192	8192	128	8192	0
mha4	2048	3	34	38	8192	8192	8192	128	8192	0
mha4	2048	3	36	38	16777216	16777216	8192	128	16801792	1
mha4	2048	3	37	38	16777216	16777216	8192	128	16801792	1
mha4	2048	3	38	39	32768	32768	64	128	32768	0
mha4	2048	3	39	39	64	64	64	16384	64	0
mha4	2048	3	29	39	64	64	64	16384	64	0
mha4	2048	3	39	40	8192	8192	2048	128	8192	0
mha4	2048	3	40	41	16384	16384	128	512	16384	0
mha4	2048	3	40	42	16384	16384	128	512	16384	0
mha4	2048	3	41	43	16384	16384	2048	128	16384	0
mha4	2048	3	42	43	16384	16384	2048	128	16384	0
mha4	2048	3	43	44	8192	8192	64	1024	8192	0
mha4	2048	3	44	44	64	64	64	16384	64	0
mha4	2048	3	39	44	64	64	64	16384	64	0
mha4	2048	3	44	45	8192	8192	2048	128	8192	0
mha4	2048	3	45	46	8192	8192	64	512	8192	0
mha4	2048	3	45	47	8192	8192	64	512	8192	0
mha4	2048	3	45	48	8192	8192	64	512	8192	0
mha4	2048	3	46	49	8192	8192	8192	128	8192	0
mha4	2048	3	47	50	8192	8192	8192	128	8192	0
mha4	2048	3	50	51	8192	8192	8192	128	8192	0
mha4	2048	3	48	52	8192	8192	8192	128	8192	0
mha4	2048	3	49	53	8192	8192	8192	128	8192	0
mha4	2048	3	51	53	16777216	16777216	8192	128	16801792	1
mha4	2048	3	52	53	16777216	16777216	8192	128	16801792	1
mha4	2048	3	53	54	32768	32768	64	128	32768	0
mha4	2048	3	54	54	64	64	64	16384	64	0
mha4	2048	3	44	54	64	64	64	16384	64	0
mha4	2048	3	54	55	8192	8192	2048	128	8192	0
mha4	2048	3	55	56	16384	16384	128	512	16384	0
mha4	2048	3	55	57	16384	16384	128	512	16384	0
mha4	2048	3	56	58	16384	16384	2048	128	16384	0
mha4	2048	3	57	58	16384	16384	2048	128	16384	0
mha4	2048	3	58	59	8192	8192	64	1024	8192	0
mha4	2048	3	59	59	64	64	64	16384	64	0
mha4	2048	3	54	59	64	64	64	16384	64	0
mha4	1	512	0	1	4	4	4	512	512	1
mha4	1	512	0	2	4	4	4	512	512	1
mha4	1	512	0	3	4	4	4	512	512	1
mha4	1	512	1	4	4	4	4	128	4	0
mha4	1	512	2	5	4	4	4	128	4	0
mha4	1	512	5	6	4	4	4	128	4	0
mha4	1	512	3	7	4	4	4	128	4	0
mha4	1	512	4	8	4	4	4	128	4	0
mha4	1	512	6	8	4	4	4	128	2052	1
mha4	1	512	7	8	4	4	4	128	2052	1
mha4	1	512	8	9	16	16	4	128	2048	1
mha4	1	512	9	9	4	4	4	16384	4	0
mha4	1	512	9	10	4	4	1	128	4	0
mha4	1	512	10	11	8	8	8	512	1024	1
mha4	1	512	10	12	8	8	8	512	1024	1
mha4	1	512	11	13	8	8	1	128	8	0
mha4	1	512	12	13	8	8	1	128	8	0
mha4	1	512	13	14	4	4	4	1024	512	1
mha4	1	512	14	14	4	4	4	16384	4	0
mha4	1	512	9	14	4	4	4	16384	4	0
mha4	1	512	14	15	4	4	1	128	4	0
mha4	1	512	15	16	4	4	4	512	512	1
mha4	1	512	15	17	4	4	4	512	512	1
mha4	1	512	15	18	4	4	4	512	512	1
mha4	1	512	16	19	4	4	4	128	4	0
mha4	1	512	17	20	4	4	4	128	4	0
mha4	1	512	20	21	4	4	4	128	4	0
mha4	1	512	18	22	4	4	4	128	4	0
mha4	1	512	19	23	4	4	4	128	4	0
mha4	1	512	21	23	4	4	4	128	2052	1
mha4	1	512	22	23	4	4	4	128	2052	1
mha4	1	512	23	24	16	16	4	128	2048	1
mha4	1	512	24	24	4	4	4	16384	4	0
mha4	1	512	14	24	4	4	4	16384	4	0
mha4	1	512	24	25	4	4	1	128	4	0
mha4	1	512	25	26	8	8	8	512	1024	1
mha4	1	512	25	27	8	8	8	512	1024	1
mha4	1	512	26	28	8	8	1	128	8	0
mha4	1	512	27	28	8	8	1	128	8	0
mha4	1	512	28	29	4	4	4	1024	512	1
mha4	1	512	29	29	4	4	4	16384	4	0
mha4	1	512	24	29	4	4	4	16384	4	0
mha4	1	512	29	30	4	4	1	128	4	0
mha4	1	512	30	31	4	4	4	512	512	1
mha4	1	512	30	32	4	4	4	512	512	1
mha4	1	512	30	33	4	4	4	512	512	1
mha4	1	512	31	34	4	4	4	128	4	0
mha4	1	512	32	35	4	4	4	128	4	0
mha4	1	512	35	36	4	4	4	128	4	0
mha4	1	512	33	37	4	4	4	128	4	0
mha4	1	512	34	38	4	4	4	128	4	0
mha4	1	512	36	38	4	4	4	128	2052	1
mha4	1	512	37	38	4	4	4	128	2052	1
mha4	1	512	38	39	16	16	4	128	2048	1
mha4	1	512	39	39	4	4	4	16384	4	0
mha4	1	512	29	39	4	4	4	16384	4	0
mha4	1	512	39	40	4	4	1	128	4	0
mha4	1	512	40	41	8	8	8	512	1024	1
mha4	1	512	40	42	8	8	8	512	1024	1
mha4	1	512	41	43	8	8	1	128	8	0
mha4	1	512	42	43	8	8	1	128	8	0
mha4	1	512	43	44	4	4	4	1024	512	1
mha4	1	512	44	44	4	4	4	16384	4	0
mha4	1	512	39	44	4	4	4	16384	4	0
mha4	1	512	44	45	4	4	1	128	4	0
mha4	1	512	45	46	4	4	4	512	512	1
mha4	1	512	45	47	4	4	4	512	512	1
mha4	1	512	45	48	4	4	4	512	512	1
mha4	1	512	46	49	4	4	4	128	4	0
mha4	1	512	47	50	4	4	4	128	4	0
mha4	1	512	50	51	4	4	4	128	4	0
mha4	1	512	48	52	4	4	4	128	4	0
mha4	1	512	49	53	4	4	4	128	4	0
mha4	1	512	51	53	4	4	4	128	2052	1
mha4	1	512	52	53	4	4	4	128	2052	1
mha4	1	512	53	54	16	16	4	128	2048	1
mha4	1	512	54	54	4	4	4	16384	4	0
mha4	1	512	44	54	4	4	4	16384	4	0
mha4	1	512	54	55	4	4	1	128	4	0
mha4	1	512	55	56	8	8	8	512	1024	1
mha4	1	512	55	57	8	8	8	512	1024	1
mha4	1	512	56	58	8	8	1	128	8	0
mha4	1	512	57	58	8	8	1	128	8	0
mha4	1	512	58	59	4	4	4	1024	512	1
mha4	1	512	59	59	4	4	4	16384	4	0
mha4	1	512	54	59	4	4	4	16384	4	0
mha4	4	512	0	1	16	16	4	512	512	1
mha4	4	512	0	2	16	16	4	512	512	1
mha4	4	512	0	3	16	16	4	512	512	1
mha4	4	512	1	4	16	16	16	128	16	0
mha4	4	512	2	5	16	16	16	128	16	0
mha4	4	512	5	6	16	16	16	128	16	0
mha4	4	512	3	7	16	16	16	128	16	0
mha4	4	512	4	8	16	16	16	128	16	0
mha4	4	512	6	8	64	64	16	128	8256	1
mha4	4	512	7	8	64	64	16	128	8256	1
mha4	4	512	8	9	64	64	4	128	2048	1
