model	seq	past	producer	consumer	wait_sum	fanout_sum	count	volume	old_wait_sum	changed
gqa2	128	512	9	10	512	512	128	128	512	0
gqa2	128	512	10	11	1024	1024	8	512	1024	0
gqa2	128	512	10	12	1024	1024	8	512	1024	0
gqa2	128	512	11	13	1024	1024	128	128	1024	0
gqa2	128	512	12	13	1024	1024	128	128	1024	0
gqa2	128	512	13	14	512	512	4	1024	512	0
gqa2	128	512	14	14	4	4	4	16384	4	0
gqa2	128	512	9	14	4	4	4	16384	4	0
gqa2	128	512	14	15	512	512	128	128	512	0
gqa2	128	512	15	16	512	512	4	512	512	0
gqa2	128	512	15	17	256	256	2	512	256	0
gqa2	128	512	15	18	256	256	2	512	256	0
gqa2	128	512	16	19	512	512	512	128	512	0
gqa2	128	512	17	20	256	256	256	128	256	0
gqa2	128	512	20	21	256	256	256	128	256	0
gqa2	128	512	18	22	256	256	256	128	256	0
gqa2	128	512	19	23	512	512	512	128	512	0
gqa2	128	512	21	23	65536	65536	512	128	327680	1
gqa2	128	512	22	23	65536	65536	512	128	327680	1
gqa2	128	512	23	24	2048	2048	4	128	2048	0
gqa2	128	512	24	24	4	4	4	16384	4	0
gqa2	128	512	14	24	4	4	4	16384	4	0
gqa2	128	512	24	25	512	512	128	128	512	0
gqa2	128	512	25	26	1024	1024	8	512	1024	0
gqa2	128	512	25	27	1024	1024	8	512	1024	0
gqa2	128	512	26	28	1024	1024	128	128	1024	0
gqa2	128	512	27	28	1024	1024	128	128	1024	0
gqa2	128	512	28	29	512	512	4	1024	512	0
gqa2	128	512	29	29	4	4	4	16384	4	0
gqa2	128	512	24	29	4	4	4	16384	4	0
gqa2	512	512	0	1	2048	2048	16	512	2048	0
gqa2	512	512	0	2	1024	1024	8	512	1024	0
gqa2	512	512	0	3	1024	1024	8	512	1024	0
gqa2	512	512	1	4	2048	2048	2048	128	2048	0
gqa2	512	512	2	5	1024	1024	1024	128	1024	0
gqa2	512	512	5	6	1024	1024	1024	128	1024	0
gqa2	512	512	3	7	1024	1024	1024	128	1024	0
gqa2	512	512	4	8	2048	2048	2048	128	2048	0
gqa2	512	512	6	8	1048576	1048576	2048	128	2097152	1
gqa2	512	512	7	8	1048576	1048576	2048	128	2097152	1
gqa2	512	512	8	9	8192	8192	16	128	8192	0
gqa2	512	512	9	9	16	16	16	16384	16	0
gqa2	512	512	9	10	2048	2048	512	128	2048	0
gqa2	512	512	10	11	4096	4096	32	512	4096	0
gqa2	512	512	10	12	4096	4096	32	512	4096	0
gqa2	512	512	11	13	4096	4096	512	128	4096	0
gqa2	512	512	12	13	4096	4096	512	128	4096	0
gqa2	512	512	13	14	2048	2048	16	1024	2048	0
gqa2	512	512	14	14	16	16	16	16384	16	0
gqa2	512	512	9	14	16	16	16	16384	16	0
gqa2	512	512	14	15	2048	2048	512	128	2048	0
gqa2	512	512	15	16	2048	2048	16	512	2048	0
gqa2	512	512	15	17	1024	1024	8	512	1024	0
gqa2	512	512	15	18	1024	1024	8	512	1024	0
gqa2	512	512	16	19	2048	2048	2048	128	2048	0
gqa2	512	512	17	20	1024	1024	1024	128	1024	0
gqa2	512	512	20	21	1024	1024	1024	128	1024	0
gqa2	512	512	18	22	1024	1024	1024	128	1024	0
gqa2	512	512	19	23	2048	2048	2048	128	2048	0
gqa2	512	512	21	23	1048576	1048576	2048	128	2097152	1
gqa2	512	512	22	23	1048576	1048576	2048	128	2097152	1
gqa2	512	512	23	24	8192	8192	16	128	8192	0
gqa2	512	512	24	24	16	16	16	16384	16	0
gqa2	512	512	14	24	16	16	16	16384	16	0
gqa2	512	512	24	25	2048	2048	512	128	2048	0
gqa2	512	512	25	26	4096	4096	32	512	4096	0
gqa2	512	512	25	27	4096	4096	32	512	4096	0
gqa2	512	512	26	28	4096	4096	512	128	4096	0
gqa2	512	512	27	28	4096	4096	512	128	4096	0
gqa2	512	512	28	29	2048	2048	16	1024	2048	0
gqa2	512	512	29	29	16	16	16	16384	16	0
gqa2	512	512	24	29	16	16	16	16384	16	0
gqa2	2048	512	0	1	8192	8192	64	512	8192	0
gqa2	2048	512	0	2	4096	4096	32	512	4096	0
gqa2	2048	512	0	3	4096	4096	32	512	4096	0
gqa2	2048	512	1	4	8192	8192	8192	128	8192	0
gqa2	2048	512	2	5	4096	4096	4096	128	4096	0
gqa2	2048	512	5	6	4096	4096	4096	128	4096	0
gqa2	2048	512	3	7	4096	4096	4096	128	4096	0
gqa2	2048	512	4	8	8192	8192	8192	128	8192	0
gqa2	2048	512	6	8	16777216	16777216	8192	128	20971520	1
gqa2	2048	512	7	8	16777216	16777216	8192	128	20971520	1
gqa2	2048	512	8	9	32768	32768	64	128	32768	0
gqa2	2048	512	9	9	64	64	64	16384	64	0
gqa2	2048	512	9	10	8192	8192	2048	128	8192	0
gqa2	2048	512	10	11	16384	16384	128	512	16384	0
gqa2	2048	512	10	12	16384	16384	128	512	16384	0
gqa2	2048	512	11	13	16384	16384	2048	128	16384	0
gqa2	2048	512	12	13	16384	16384	2048	128	16384	0
gqa2	2048	512	13	14	8192	8192	64	1024	8192	0
gqa2	2048	512	14	14	64	64	64	16384	64	0
gqa2	2048	512	9	14	64	64	64	16384	64	0
gqa2	2048	512	14	15	8192	8192	2048	128	8192	0
gqa2	2048	512	15	16	8192	8192	64	512	8192	0
gqa2	2048	512	15	17	4096	4096	32	512	4096	0
gqa2	2048	512	15	18	4096	4096	32	512	4096	0
gqa2	2048	512	16	19	8192	8192	8192	128	8192	0
gqa2	2048	512	17	20	4096	4096	4096	128	4096	0
gqa2	2048	512	20	21	4096	4096	4096	128	4096	0
gqa2	2048	512	18	22	4096	4096	4096	128	4096	0
gqa2	2048	512	19	23	8192	8192	8192	128	8192	0
gqa2	2048	512	21	23	16777216	16777216	8192	128	20971520	1
gqa2	2048	512	22	23	16777216	16777216	8192	128	20971520	1
gqa2	2048	512	23	24	32768	32768	64	128	32768	0
gqa2	2048	512	24	24	64	64	64	16384	64	0
gqa2	2048	512	14	24	64	64	64	16384	64	0
gqa2	2048	512	24	25	8192	8192	2048	128	8192	0
gqa2	2048	512	25	26	16384	16384	128	512	16384	0
gqa2	2048	512	25	27	16384	16384	128	512	16384	0
gqa2	2048	512	26	28	16384	16384	2048	128	16384	0
gqa2	2048	512	27	28	16384	16384	2048	128	16384	0
gqa2	2048	512	28	29	8192	8192	64	1024	8192	0
gqa2	2048	512	29	29	64	64	64	16384	64	0
gqa2	2048	512	24	29	64	64	64	16384	64	0
mha4	1	0	0	1	4	4	4	512	512	1
mha4	1	0	0	2	4	4	4	512	512	1
mha4	1	0	0	3	4	4	4	512	512	1
mha4	1	0	1	4	4	4	4	128	4	0
mha4	1	0	2	5	4	4	4	128	4	0
mha4	1	0	5	6	4	4	4	128	4	0
mha4	1	0	3	7	4	4	4	128	4	0
mha4	1	0	4	8	4	4	4	128	4	0
mha4	1	0	6	8	4	4	4	128	4	0
mha4	1	0	7	8	4	4	4	128	4	0
mha4	1	0	8	9	16	16	4	128	2048	1
mha4	1	0	9	9	4	4	4	16384	4	0
mha4	1	0	9	10	4	4	1	128	4	0
mha4	1	0	10	11	8	8	8	512	1024	1
mha4	1	0	10	12	8	8	8	512	1024	1
mha4	1	0	11	13	8	8	1	128	8	0
mha4	1	0	12	13	8	8	1	128	8	0
mha4	1	0	13	14	4	4	4	1024	512	1
mha4	1	0	14	14	4	4	4	16384	4	0
mha4	1	0	9	14	4	4	4	16384	4	0
mha4	1	0	14	15	4	4	1	128	4	0
mha4	1	0	15	16	4	4	4	512	512	1
mha4	1	0	15	17	4	4	4	512	512	1
mha4	1	0	15	18	4	4	4	512	512	1
mha4	1	0	16	19	4	4	4	128	4	0
mha4	1	0	17	20	4	4	4	128	4	0
mha4	1	0	20	21	4	4	4	128	4	0
mha4	1	0	18	22	4	4	4	128	4	0
mha4	1	0	19	23	4	4	4	128	4	0
mha4	1	0	21	23	4	4	4	128	4	0
mha4	1	0	22	23	4	4	4	128	4	0
mha4	1	0	23	24	16	16	4	128	2048	1
mha4	1	0	24	24	4	4	4	16384	4	0
mha4	1	0	14	24	4	4	4	16384	4	0
mha4	1	0	24	25	4	4	1	128	4	0
mha4	1	0	25	26	8	8	8	512	1024	1
mha4	1	0	25	27	8	8	8	512	1024	1
mha4	1	0	26	28	8	8	1	128	8	0
mha4	1	0	27	28	8	8	1	128	8	0
mha4	1	0	28	29	4	4	4	1024	512	1
mha4	1	0	29	29	4	4	4	16384	4	0
mha4	1	0	24	29	4	4	4	16384	4	0
mha4	1	0	29	30	4	4	1	128	4	0
mha4	1	0	30	31	4	4	4	512	512	1
mha4	1	0	30	32	4	4	4	512	512	1
mha4	1	0	30	33	4	4	4	512	512	1
mha4	1	0	31	34	4	4	4	128	4	0
mha4	1	0	32	35	4	4	4	128	4	0
mha4	1	0	35	36	4	4	4	128	4	0
mha4	1	0	33	37	4	4	4	128	4	0
mha4	1	0	34	38	4	4	4	128	4	0
mha4	1	0	36	38	4	4	4	128	4	0
mha4	1	0	37	38	4	4	4	128	4	0
mha4	1	0	38	39	16	16	4	128	2048	1
mha4	1	0	39	39	4	4	4	16384	4	0
mha4	1	0	29	39	4	4	4	16384	4	0
mha4	1	0	39	40	4	4	1	128	4	0
mha4	1	0	40	41	8	8	8	512	1024	1
mha4	1	0	40	42	8	8	8	512	1024	1
mha4	1	0	41	43	8	8	1	128	8	0
mha4	1	0	42	43	8	8	1	128	8	0
mha4	1	0	43	44	4	4	4	1024	512	1
mha4	1	0	44	44	4	4	4	16384	4	0
mha4	1	0	39	44	4	4	4	16384	4	0
mha4	1	0	44	45	4	4	1	128	4	0
mha4	1	0	45	46	4	4	4	512	512	1
mha4	1	0	45	47	4	4	4	512	512	1
mha4	1	0	45	48	4	4	4	512	512	1
mha4	1	0	46	49	4	4	4	128	4	0
mha4	1	0	47	50	4	4	4	128	4	0
mha4	1	0	50	51	4	4	4	128	4	0
mha4	1	0	48	52	4	4	4	128	4	0
mha4	1	0	49	53	4	4	4	128	4	0
mha4	1	0	51	53	4	4	4	128	4	0
mha4	1	0	52	53	4	4	4	128	4	0
mha4	1	0	53	54	16	16	4	128	2048	1
mha4	1	0	54	54	4	4	4	16384	4	0
mha4	1	0	44	54	4	4	4	16384	4	0
mha4	1	0	54	55	4	4	1	128	4	0
mha4	1	0	55	56	8	8	8	512	1024	1
mha4	1	0	55	57	8	8	8	512	1024	1
mha4	1	0	56	58	8	8	1	128	8	0
mha4	1	0	57	58	8	8	1	128	8	0
mha4	1	0	58	59	4	4	4	1024	512	1
mha4	1	0	59	59	4	4	4	16384	4	0
mha4	1	0	54	59	4	4	4	16384	4	0
mha4	4	0	0	1	16	16	4	512	512	1
mha4	4	0	0	2	16	16	4	512	512	1
mha4	4	0	0	3	16	16	4	512	512	1
mha4	4	0	1	4	16	16	16	128	16	0
mha4	4	0	2	5	16	16	16	128	16	0
mha4	4	0	5	6	16	16	16	128	16	0
mha4	4	0	3	7	16	16	16	128	16	0
mha4	4	0	4	8	16	16	16	128	16	0
mha4	4	0	6	8	64	64	16	128	64	0
mha4	4	0	7	8	64	64	16	128	64	0
mha4	4	0	8	9	64	64	4	128	2048	1
mha4	4	0	9	9	4	4	4	16384	4	0
mha4	4	0	9	10	16	16	4	128	16	0
mha4	4	0	10	11	32	32	8	512	1024	1
mha4	4	0	10	12	32	32	8	512	1024	1
mha4	4	0	11	13	32	32	4	128	32	0
mha4	4	0	12	13	32	32	4	128	32	0
mha4	4	0	13	14	16	16	4	1024	512	1
mha4	4	0	14	14	4	4	4	16384	4	0
mha4	4	0	9	14	4	4	4	16384	4	0
mha4	4	0	14	15	16	16	4	128	16	0
mha4	4	0	15	16	16	16	4	512	512	1
mha4	4	0	15	17	16	16	4	512	512	1
mha4	4	0	15	18	16	16	4	512	512	1
mha4	4	0	16	19	16	16	16	128	16	0
mha4	4	0	17	20	16	16	16	128	16	0
mha4	4	0	20	21	16	16	16	128	16	0
mha4	4	0	18	22	16	16	16	128	16	0
mha4	4	0	19	23	16	16	16	128	16	0
mha4	4	0	21	23	64	64	16	128	64	0
mha4	4	0	22	23	64	64	16	128	64	0
mha4	4	0	23	24	64	64	4	128	2048	1
mha4	4	0	24	24	4	4	4	16384	4	0
mha4	4	0	14	24	4	4	4	16384	4	0
mha4	4	0	24	25	16	16	4	128	16	0
mha4	4	0	25	26	32	32	8	512	1024	1
mha4	4	0	25	27	32	32	8	512	1024	1
mha4	4	0	26	28	32	32	4	128	32	0
mha4	4	0	27	28	32	32	4	128	32	0
mha4	4	0	28	29	16	16	4	1024	512	1
mha4	4	0	29	29	4	4	4	16384	4	0
mha4	4	0	24	29	4	4	4	16384	4	0
mha4	4	0	29	30	16	16	4	128	16	0
mha4	4	0	30	31	16	16	4	512	512	1
mha4	4	0	30	32	16	16	4	512	512	1
mha4	4	0	30	33	16	16	4	512	512	1
mha4	4	0	31	34	16	16	16	128	16	0
mha4	4	0	32	35	16	16	16	128	16	0
mha4	4	0	35	36	16	16	16	128	16	0
mha4	4	0	33	37	16	16	16	128	16	0
mha4	4	0	34	38	16	16	16	128	16	0
mha4	4	0	36	38	64	64	16	128	64	0
mha4	4	0	37	38	64	64	16	128	64	0
mha4	4	0	38	39	64	64	4	128	2048	1
mha4	4	0	39	39	4	4	4	16384	4	0
mha4	4	0	29	39	4	4	4	16384	4	0
mha4	4	0	39	40	16	16	4	128	16	0
mha4	4	0	40	41	32	32	8	512	1024	1
mha4	4	0	40	42	32	32	8	512	1024	1
mha4	4	0	41	43	32	32	4	128	32	0
mha4	4	0	42	43	32	32	4	128	32	0
mha4	4	0	43	44	16	16	4	1024	512	1
mha4	4	0	44	44	4	4	4	16384	4	0
mha4	4	0	39	44	4	4	4	16384	4	0
mha4	4	0	44	45	16	16	4	128	16	0
mha4	4	0	45	46	16	16	4	512	512	1
mha4	4	0	45	47	16	16	4	512	512	1
mha4	4	0	45	48	16	16	4	512	512	1
mha4	4	0	46	49	16	16	16	128	16	0
mha4	4	0	47	50	16	16	16	128	16	0
mha4	4	0	50	51	16	16	16	128	16	0
mha4	4	0	48	52	16	16	16	128	16	0
mha4	4	0	49	53	16	16	16	128	16	0
mha4	4	0	51	53	64	64	16	128	64	0
mha4	4	0	52	53	64	64	16	128	64	0
mha4	4	0	53	54	64	64	4	128	2048	1
mha4	4	0	54	54	4	4	4	16384	4	0
mha4	4	0	44	54	4	4	4	16384	4	0
mha4	4	0	54	55	16	16	4	128	16	0
mha4	4	0	55	56	32	32	8	512	1024	1
mha4	4	0	55	57	32	32	8	512	1024	1
mha4	4	0	56	58	32	32	4	128	32	0
mha4	4	0	57	58	32	32	4	128	32	0
mha4	4	0	58	59	16	16	4	1024	512	1
mha4	4	0	59	59	4	4	4	16384	4	0
mha4	4	0	54	59	4	4	4	16384	4	0
mha4	128	0	0	1	512	512	4	512	512	0
mha4	128	0	0	2	512	512	4	512	512	0
mha4	128	0	0	3	512	512	4	512	512	0
mha4	128	0	1	4	512	512	512	128	512	0
mha4	128	0	2	5	512	512	512	128	512	0
mha4	128	0	5	6	512	512	512	128	512	0
mha4	128	0	3	7	512	512	512	128	512	0
mha4	128	0	4	8	512	512	512	128	512	0
mha4	128	0	6	8	65536	65536	512	128	65536	0
mha4	128	0	7	8	65536	65536	512	128	65536	0
mha4	128	0	8	9	2048	2048	4	128	2048	0
mha4	128	0	9	9	4	4	4	16384	4	0
mha4	128	0	9	10	512	512	128	128	512	0
mha4	128	0	10	11	1024	1024	8	512	1024	0
mha4	128	0	10	12	1024	1024	8	512	1024	0
mha4	128	0	11	13	1024	1024	128	128	1024	0
mha4	128	0	12	13	1024	1024	128	128	1024	0
mha4	128	0	13	14	512	512	4	1024	512	0
mha4	128	0	14	14	4	4	4	16384	4	0
mha4	128	0	9	14	4	4	4	16384	4	0
mha4	128	0	14	15	512	512	128	128	512	0
mha4	128	0	15	16	512	512	4	512	512	0
mha4	128	0	15	17	512	512	4	512	512	0
mha4	128	0	15	18	512	512	4	512	512	0
mha4	128	0	16	19	512	512	512	128	512	0
mha4	128	0	17	20	512	512	512	128	512	0
mha4	128	0	20	21	512	512	512	128	512	0
mha4	128	0	18	22	512	512	512	128	512	0
mha4	128	0	19	23	512	512	512	128	512	0
mha4	128	0	21	23	65536	65536	512	128	65536	0
mha4	128	0	22	23	65536	65536	512	128	65536	0
mha4	128	0	23	24	2048	2048	4	128	2048	0
mha4	128	0	24	24	4	4	4	16384	4	0
mha4	128	0	14	24	4	4	4	16384	4	0
mha4	128	0	24	25	512	512	128	128	512	0
mha4	128	0	25	26	1024	1024	8	512	1024	0
mha4	128	0	25	27	1024	1024	8	512	1024	0
mha4	128	0	26	28	1024	1024	128	128	1024	0
mha4	128	0	27	28	1024	1024	128	128	1024	0
mha4	128	0	28	29	512	512	4	1024	512	0
mha4	128	0	29	29	4	4	4	16384	4	0
mha4	128	0	24	29	4	4	4	16384	4	0
mha4	128	0	29	30	512	512	128	128	512	0
mha4	128	0	30	31	512	512	4	512	512	0
mha4	128	0	30	32	512	512	4	512	512	0
mha4	128	0	30	33	512	512	4	512	512	0
mha4	128	0	31	34	512	512	512	128	512	0
mha4	128	0	32	35	512	512	512	128	512	0
mha4	128	0	35	36	512	512	512	128	512	0
mha4	128	0	33	37	512	512	512	128	512	0
mha4	128	0	34	38	512	512	512	128	512	0
mha4	128	0	36	38	65536	65536	512	128	65536	0
mha4	128	0	37	38	65536	65536	512	128	65536	0
mha4	128	0	38	39	2048	2048	4	128	2048	0
mha4	128	0	39	39	4	4	4	16384	4	0
mha4	128	0	29	39	4	4	4	16384	4	0
mha4	128	0	39	40	512	512	128	128	512	0
mha4	128	0	40	41	1024	1024	8	512	1024	0
mha4	128	0	40	42	1024	1024	8	512	1024	0
mha4	128	0	41	43	1024	1024	128	128	1024	0
mha4	128	0	42	43	1024	1024	128	128	1024	0
mha4	128	0	43	44	512	512	4	1024	512	0
mha4	128	0	44	44	4	4	4	16384	4	0
mha4	128	0	39	44	4	4	4	16384	4	0
mha4	128	0	44	45	512	512	128	128	512	0
mha4	128	0	45	46	512	512	4	512	512	0
mha4	128	0	45	47	512	512	4	512	512	0
mha4	128	0	45	48	512	512	4	512	512	0
mha4	128	0	46	49	512	512	512	128	512	0
mha4	128	0	47	50	512	512	512	128	512	0
mha4	128	0	50	51	512	512	512	128	512	0
mha4	128	0	48	52	512	512	512	128	512	0
mha4	128	0	49	53	512	512	512	128	512	0
mha4	128	0	51	53	65536	65536	512	128	65536	0
mha4	128	0	52	53	65536	65536	512	128	65536	0
mha4	128	0	53	54	2048	2048	4	128	2048	0
mha4	128	0	54	54	4	4	4	16384	4	0
mha4	128	0	44	54	4	4	4	16384	4	0
mha4	128	0	54	55	512	512	128	128	512	0
mha4	128	0	55	56	1024	1024	8	512	1024	0
mha4	128	0	55	57	1024	1024	8	512	1024	0
mha4	128	0	56	58	1024	1024	128	128	1024	0
mha4	128	0	57	58	1024	1024	128	128	1024	0
mha4	128	0	58	59	512	512	4	1024	512	0
mha4	128	0	59	59	4	4	4	16384	4	0
mha4	128	0	54	59	4	4	4	16384	4	0
mha4	512	0	0	1	2048	2048	16	512	2048	0
mha4	512	0	0	2	2048	2048	16	512	2048	0
mha4	512	0	0	3	2048	2048	16	512	2048	0
mha4	512	0	1	4	2048	2048	2048	128	2048	0
mha4	512	0	2	5	2048	2048	2048	128	2048	0
mha4	512	0	5	6	2048	2048	2048	128	2048	0
mha4	512	0	3	7	2048	2048	2048	128	2048	0
mha4	512	0	4	8	2048	2048	2048	128	2048	0
mha4	512	0	6	8	1048576	1048576	2048	128	1048576	0
mha4	512	0	7	8	1048576	1048576	2048	128	1048576	0
mha4	512	0	8	9	8192	8192	16	128	8192	0
mha4	512	0	9	9	16	16	16	16384	16	0
mha4	512	0	9	10	2048	2048	512	128	2048	0
mha4	512	0	10	11	4096	4096	32	512	4096	0
mha4	512	0	10	12	4096	4096	32	512	4096	0
mha4	512	0	11	13	4096	4096	512	128	4096	0
mha4	512	0	12	13	4096	4096	512	128	4096	0
mha4	512	0	13	14	2048	2048	16	1024	2048	0
mha4	512	0	14	14	16	16	16	16384	16	0
mha4	512	0	9	14	16	16	16	16384	16	0
mha4	512	0	14	15	2048	2048	512	128	2048	0
mha4	512	0	15	16	2048	2048	16	512	2048	0
mha4	512	0	15	17	2048	2048	16	512	2048	0
mha4	512	0	15	18	2048	2048	16	512	2048	0
mha4	512	0	16	19	2048	2048	2048	128	2048	0
mha4	512	0	17	20	2048	2048	2048	128	2048	0
mha4	512	0	20	21	2048	2048	2048	128	2048	0
mha4	512	0	18	22	2048	2048	2048	128	2048	0
mha4	512	0	19	23	2048	2048	2048	128	2048	0
mha4	512	0	21	23	1048576	1048576	2048	128	1048576	0
mha4	512	0	22	23	1048576	1048576	2048	128	1048576	0
mha4	512	0	23	24	8192	8192	16	128	8192	0
mha4	512	0	24	24	16	16	16	16384	16	0
mha4	512	0	14	24	16	16	16	16384	16	0
mha4	512	0	24	25	2048	2048	512	128	2048	0
mha4	512	0	25	26	4096	4096	32	512	4096	0
mha4	512	0	25	27	4096	4096	32	512	4096	0
mha4	512	0	26	28	4096	4096	512	128	4096	0
mha4	512	0	27	28	4096	4096	512	128	4096	0
mha4	512	0	28	29	2048	2048	16	1024	2048	0
mha4	512	0	29	29	16	16	16	16384	16	0
mha4	512	0	24	29	16	16	16	16384	16	0
mha4	512	0	29	30	2048	2048	512	128	2048	0
mha4	512	0	30	31	2048	2048	16	512	2048	0
mha4	512	0	30	32	2048	2048	16	512	2048	0
mha4	512	0	30	33	2048	2048	16	512	2048	0
mha4	512	0	31	34	2048	2048	2048	128	2048	0
mha4	512	0	32	35	2048	2048	2048	128	2048	0
mha4	512	0	35	36	2048	2048	2048	128	2048	0
mha4	512	0	33	37	2048	2048	2048	128	2048	0
mha4	512	0	34	38	2048	2048	2048	128	2048	0
mha4	512	0	36	38	1048576	1048576	2048	128	1048576	0
mha4	512	0	37	38	1048576	1048576	2048	128	1048576	0
mha4	512	0	38	39	8192	8192	16	128	8192	0
mha4	512	0	39	39	16	16	16	16384	16	0
mha4	512	0	29	39	16	16	16	16384	16	0
mha4	512	0	39	40	2048	2048	512	128	2048	0
mha4	512	0	40	41	4096	4096	32	512	4096	0
mha4	512	0	40	42	4096	4096	32	512	4096	0
mha4	512	0	41	43	4096	4096	512	128	4096	0
mha4	512	0	42	43	4096	4096	512	128	4096	0
mha4	512	0	43	44	2048	2048	16	1024	2048	0
mha4	512	0	44	44	16	16	16	16384	16	0
mha4	512	0	39	44	16	16	16	16384	16	0
mha4	512	0	44	45	2048	2048	512	128	2048	0
mha4	512	0	45	46	2048	2048	16	512	2048	0
mha4	512	0	45	47	2048	2048	16	512	2048	0
mha4	512	0	45	48	2048	2048	16	512	2048	0
mha4	512	0	46	49	2048	2048	2048	128	2048	0
mha4	512	0	47	50	2048	2048	2048	128	2048	0
mha4	512	0	50	51	2048	2048	2048	128	2048	0
mha4	512	0	48	52	2048	2048	2048	128	2048	0
mha4	512	0	49	53	2048	2048	2048	128	2048	0
mha4	512	0	51	53	1048576	1048576	2048	128	1048576	0
mha4	512	0	52	53	1048576	1048576	2048	128	1048576	0
mha4	512	0	53	54	8192	8192	16	128	8192	0
mha4	512	0	54	54	16	16	16	16384	16	0
mha4	512	0	44	54	16	16	16	16384	16	0
mha4	512	0	54	55	2048	2048	512	128	2048	0
mha4	512	0	55	56	4096	4096	32	512	4096	0
mha4	512	0	55	57	4096	4096	32	512	4096	0
mha4	512	0	56	58	4096	4096	512	128	4096	0
mha4	512	0	57	58	4096	4096	512	128	4096	0
mha4	512	0	58	59	2048	2048	16	1024	2048	0
mha4	512	0	59	59	16	16	16	16384	16	0
mha4	512	0	54	59	16	16	16	16384	16	0
mha4	2048	0	0	1	8192	8192	64	512	8192	0
mha4	2048	0	0	2	8192	8192	64	512	8192	0
mha4	2048	0	0	3	8192	8192	64	512	8192	0
mha4	2048	0	1	4	8192	8192	8192	128	8192	0
mha4	2048	0	2	5	8192	8192	8192	128	8192	0
mha4	2048	0	5	6	8192	8192	8192	128	8192	0
mha4	2048	0	3	7	8192	8192	8192	128	8192	0
mha4	2048	0	4	8	8192	8192	8192	128	8192	0
mha4	2048	0	6	8	16777216	16777216	8192	128	16777216	0
mha4	2048	0	7	8	16777216	16777216	8192	128	16777216	0
mha4	2048	0	8	9	32768	32768	64	128	32768	0
mha4	2048	0	9	9	64	64	64	16384	64	0
mha4	2048	0	9	10	8192	8192	2048	128	8192	0
mha4	2048	0	10	11	16384	16384	128	512	16384	0
mha4	2048	0	10	12	16384	16384	128	512	16384	0
mha4	2048	0	11	13	16384	16384	2048	128	16384	0
mha4	2048	0	12	13	16384	16384	2048	128	16384	0
mha4	2048	0	13	14	8192	8192	64	1024	8192	0
mha4	2048	0	14	14	64	64	64	16384	64	0
mha4	2048	0	9	14	64	64	64	16384	64	0
mha4	2048	0	14	15	8192	8192	2048	128	8192	0
mha4	2048	0	15	16	8192	8192	64	512	8192	0
mha4	2048	0	15	17	8192	8192	64	512	8192	0
mha4	2048	0	15	18	8192	8192	64	512	8192	0
mha4	2048	0	16	19	8192	8192	8192	128	8192	0
mha4	2048	0	17	20	8192	8192	8192	128	8192	0
mha4	2048	0	20	21	8192	8192	8192	128	8192	0
mha4	2048	0	18	22	8192	8192	8192	128	8192	0
mha4	2048	0	19	23	8192	8192	8192	128	8192	0
mha4	2048	0	21	23	16777216	16777216	8192	128	16777216	0
mha4	2048	0	22	23	16777216	16777216	8192	128	16777216	0
mha4	2048	0	23	24	32768	32768	64	128	32768	0
mha4	2048	0	24	24	64	64	64	16384	64	0
mha4	2048	0	14	24	64	64	64	16384	64	0
mha4	2048	0	24	25	8192	8192	2048	128	8192	0
mha4	2048	0	25	26	16384	16384	128	512	16384	0
mha4	2048	0	25	27	16384	16384	128	512	16384	0
mha4	2048	0	26	28	16384	16384	2048	128	16384	0
mha4	2048	0	27	28	16384	16384	2048	128	16384	0
mha4	2048	0	28	29	8192	8192	64	1024	8192	0
mha4	2048	0	29	29	64	64	64	16384	64	0
mha4	2048	0	24	29	64	64	64	16384	64	0
mha4	2048	0	29	30	8192	8192	2048	128	8192	0
mha4	2048	0	30	31	8192	8192	64	512	8192	0
mha4	2048	0	30	32	8192	8192	64	512	8192	0
mha4	2048	0	30	33	8192	8192	64	512	8192	0
mha4	2048	0	31	34	8192	8192	8192	128	8192	0
mha4	2048	0	32	35	8192	8192	8192	128	8192	0
mha4	2048	0	35	36	8192	8192	8192	128	8192	0
mha4	2048	0	33	37	8192	8192	8192	128	8192	0
mha4	2048	0	34	38	8192	8192	8192	128	8192	0
mha4	2048	0	36	38	16777216	16777216	8192	128	16777216	0
mha4	2048	0	37	38	16777216	16777216	8192	128	16777216	0
mha4	2048	0	38	39	32768	32768	64	128	32768	0
mha4	2048	0	39	39	64	64	64	16384	64	0
mha4	2048	0	29	39	64	64	64	16384	64	0
mha4	2048	0	39	40	8192	8192	2048	128	8192	0
mha4	2048	0	40	41	16384	16384	128	512	16384	0
mha4	2048	0	40	42	16384	16384	128	512	16384	0
mha4	2048	0	41	43	16384	16384	2048	128	16384	0
mha4	2048	0	42	43	16384	16384	2048	128	16384	0
mha4	2048	0	43	44	8192	8192	64	1024	8192	0
mha4	2048	0	44	44	64	64	64	16384	64	0
mha4	2048	0	39	44	64	64	64	16384	64	0
mha4	2048	0	44	45	8192	8192	2048	128	8192	0
mha4	2048	0	45	46	8192	8192	64	512	8192	0
mha4	2048	0	45	47	8192	8192	64	512	8192	0
mha4	2048	0	45	48	8192	8192	64	512	8192	0
mha4	2048	0	46	49	8192	8192	8192	128	8192	0
mha4	2048	0	47	50	8192	8192	8192	128	8192	0
mha4	2048	0	50	51	8192	8192	8192	128	8192	0
