rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x64s2split8kappa1r4	eft	32	16	64	2	8	1	4	137387	356222	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top1.cu	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top1.mlir
2	32x16x64s2split8kappa2r4	eft	32	16	64	2	8	2	4	137387	372518	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top2.cu	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top2.mlir
3	32x16x64s2split8kappa4r4	eft	32	16	64	2	8	4	4	137387	372518	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top3.cu	/root/TileMega/docs/experiments/E2E_REAL/segments/mha4_i1_16/auto.cu.top3.mlir
