candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	10560.192911983451	258834.72244244933	21124.421163032832	258834.72244244933
32x16x16s2split1kappa2	10560.192911983451	258834.72244244933	21124.421163032832	258834.72244244933
32x16x16s2split1kappa4	10560.192911983451	258834.72244244933	21124.421163032832	258834.72244244933
32x16x16s2split2kappa1	12862.771915377272	178701.71905057842	11639.00890151207	178701.71905057842
32x16x16s2split2kappa2	12862.771915377272	178701.71905057842	11639.00890151207	178701.71905057842
32x16x16s2split2kappa4	12862.771915377272	178701.71905057842	11639.00890151207	178701.71905057842
32x16x16s2split4kappa1	16131.628414155419	132095.17057054999	6896.3027707516894	132095.17057054999
32x16x16s2split4kappa2	16131.628414155419	132095.17057054999	6896.3027707516894	132095.17057054999
32x16x16s2split4kappa4	16131.628414155419	132095.17057054999	6896.3027707516894	132095.17057054999
32x16x16s2split8kappa1	22669.341411712783	110022.66557189892	4524.9497053714986	110022.66557189892
32x16x16s2split8kappa2	22669.341411712783	110022.66557189892	4524.9497053714986	110022.66557189892
32x16x16s2split8kappa4	22669.341411712783	110022.66557189892	4524.9497053714986	110022.66557189892
32x16x16s2split16kappa1	35744.767406827639	101447.95155529954	3339.2731726814036	101447.95155529954
32x16x16s2split16kappa2	35744.767406827639	101447.95155529954	3339.2731726814036	101447.95155529954
32x16x16s2split16kappa4	35744.767406827639	101447.95155529954	3339.2731726814036	101447.95155529954
32x16x16s2split32kappa1	61895.619397039532	102083.67151245232	4900.0315463276647	102083.67151245232
32x16x16s2split32kappa2	61895.619397039532	102083.67151245232	4900.0315463276647	102083.67151245232
32x16x16s2split32kappa4	61895.619397039532	102083.67151245232	4900.0315463276647	102083.67151245232
32x16x32s2split1kappa1	6786.681881651054	168270.4577144786	12067.99469023577	168270.4577144786
32x16x32s2split1kappa2	6786.681881651054	168270.4577144786	12067.99469023577	168270.4577144786
32x16x32s2split1kappa4	6786.681881651054	168270.4577144786	12067.99469023577	168270.4577144786
32x16x32s2split2kappa1	9089.2608850448905	133419.58668659304	7110.7956651135391	133419.58668659304
32x16x32s2split2kappa2	9089.2608850448905	133419.58668659304	7110.7956651135391	133419.58668659304
32x16x32s2split2kappa4	9089.2608850448905	133419.58668659304	7110.7956651135391	133419.58668659304
32x16x32s2split4kappa1	12358.117383824423	109454.10438855732	4632.1961525524239	109454.10438855732
32x16x32s2split4kappa2	12358.117383824423	109454.10438855732	4632.1961525524239	109454.10438855732
32x16x32s2split4kappa4	12358.117383824423	109454.10438855732	4632.1961525524239	109454.10438855732
32x16x32s2split8kappa1	18895.830381382479	98702.132480902597	3392.8963962718663	98702.132480902597
32x16x32s2split8kappa2	18895.830381382479	98702.132480902597	3392.8963962718663	98702.132480902597
32x16x32s2split8kappa4	18895.830381382479	98702.132480902597	3392.8963962718663	98702.132480902597
32x16x32s2split16kappa1	31971.256376513425	95787.685009801367	2773.2465181315874	95787.685009801367
32x16x32s2split16kappa2	31971.256376513425	95787.685009801367	2773.2465181315874	95787.685009801367
32x16x32s2split16kappa4	31971.256376513425	95787.685009801367	2773.2465181315874	95787.685009801367
32x16x32s2split32kappa1	34876.906597652021	96189.410908671634	2463.421579061448	96189.410908671634
32x16x32s2split32kappa2	34876.906597652021	96189.410908671634	2463.421579061448	96189.410908671634
32x16x32s2split32kappa4	34876.906597652021	96189.410908671634	2463.421579061448	96189.410908671634
32x16x64s2split1kappa1	4899.9263664852015	122988.32535049328	7539.7814538372404	122988.32535049328
32x16x64s2split1kappa2	4899.9263664852015	122988.32535049328	7539.7814538372404	122988.32535049328
32x16x64s2split1kappa4	4899.9263664852015	122988.32535049328	7539.7814538372404	122988.32535049328
32x16x64s2split2kappa1	7202.5053698789343	110778.5205046004	4846.6890469142745	110778.5205046004
32x16x64s2split2kappa2	7202.5053698789343	110778.5205046004	4846.6890469142745	110778.5205046004
32x16x64s2split2kappa4	7202.5053698789343	110778.5205046004	4846.6890469142745	110778.5205046004
32x16x64s2split4kappa1	10471.361868659498	98133.571297561008	3500.1428434527916	98133.571297561008
32x16x64s2split4kappa2	10471.361868659498	98133.571297561008	3500.1428434527916	98133.571297561008
32x16x64s2split4kappa4	10471.361868659498	98133.571297561008	3500.1428434527916	98133.571297561008
32x16x64s2split8kappa1	17009.074866218609	93041.865935404421	2826.8697417220501	93041.865935404421
32x16x64s2split8kappa2	17009.074866218609	93041.865935404421	2826.8697417220501	93041.865935404421
32x16x64s2split8kappa4	17009.074866218609	93041.865935404421	2826.8697417220501	93041.865935404421
32x16x64s2split16kappa1	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
32x16x64s2split16kappa2	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
32x16x64s2split16kappa4	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
32x16x64s2split32kappa1	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
32x16x64s2split32kappa2	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
32x16x64s2split32kappa4	18461.899976787139	92515.832559518327	2490.2331908566794	92515.832559518327
64x128x16s2split1kappa1	3120.8495061714543	425095.99036518566	36341.840531345486	425095.99036518566
64x128x16s2split1kappa2	3120.8495061714543	425095.99036518566	36341.840531345486	425095.99036518566
64x128x16s2split1kappa4	3120.8495061714543	425095.99036518566	36341.840531345486	425095.99036518566
64x128x16s2split2kappa1	3681.1328443905527	289948.45207842981	20421.641438969215	289948.45207842981
64x128x16s2split2kappa2	3681.1328443905527	289948.45207842981	20421.641438969215	289948.45207842981
64x128x16s2split2kappa4	3681.1328443905527	289948.45207842981	20421.641438969215	289948.45207842981
64x128x16s2split4kappa1	4563.6148231692578	216911.55923715164	12461.541892781075	216911.55923715164
64x128x16s2split4kappa2	4563.6148231692578	216911.55923715164	12461.541892781075	216911.55923715164
64x128x16s2split4kappa4	4563.6148231692578	216911.55923715164	12461.541892781075	216911.55923715164
64x128x16s2split8kappa1	6328.5787807268962	190239.26674741736	8481.4921196870055	190239.26674741736
64x128x16s2split8kappa2	6328.5787807268962	190239.26674741736	8481.4921196870055	190239.26674741736
64x128x16s2split8kappa4	6328.5787807268962	190239.26674741736	8481.4921196870055	190239.26674741736
64x128x16s2split16kappa1	9858.5066958416683	196595.42836435998	6491.4672331399724	196595.42836435998
64x128x16s2split16kappa2	9858.5066958416683	196595.42836435998	6491.4672331399724	196595.42836435998
64x128x16s2split16kappa4	9858.5066958416683	196595.42836435998	6491.4672331399724	196595.42836435998
64x128x16s2split32kappa1	16918.362526071789	239158.1248964507	7708.531548351918	239158.1248964507
64x128x16s2split32kappa2	16918.362526071789	239158.1248964507	7708.531548351918	239158.1248964507
64x128x16s2split32kappa4	16918.362526071789	239158.1248964507	7708.531548351918	239158.1248964507
128x128x16s3split1kappa1	4070.6103913710754	602441.34281610441	52573.754524212316	602441.34281610441
128x128x16s3split1kappa2	4070.6103913710754	602441.34281610441	52573.754524212316	602441.34281610441
128x128x16s3split1kappa4	4070.6103913710754	602441.34281610441	52573.754524212316	602441.34281610441
128x128x16s3split2kappa1	4865.6783002503771	398656.07833355642	29789.782812256828	398656.07833355642
128x128x16s3split2kappa2	4865.6783002503771	398656.07833355642	29789.782812256828	398656.07833355642
128x128x16s3split2kappa4	4865.6783002503771	398656.07833355642	29789.782812256828	398656.07833355642
128x128x16s3split4kappa1	6217.7294203494539	291300.32239438221	18397.796956279082	291300.32239438221
128x128x16s3split4kappa2	6217.7294203494539	291300.32239438221	18397.796956279082	291300.32239438221
128x128x16s3split4kappa4	6217.7294203494539	291300.32239438221	18397.796956279082	291300.32239438221
128x128x16s3split8kappa1	8921.8316605477467	247468.59835569985	12701.804028290211	247468.59835569985
128x128x16s3split8kappa2	8921.8316605477467	247468.59835569985	12701.804028290211	247468.59835569985
128x128x16s3split8kappa4	8921.8316605477467	247468.59835569985	12701.804028290211	247468.59835569985
128x128x16s3split16kappa1	14330.036140944423	245245.04419816841	9853.8075642957756	245245.04419816841
128x128x16s3split16kappa2	14330.036140944423	245245.04419816841	9853.8075642957756	245245.04419816841
128x128x16s3split16kappa4	14330.036140944423	245245.04419816841	9853.8075642957756	245245.04419816841
128x128x16s3split32kappa1	25146.4451017377	283517.88284302218	8429.8093322985587	283517.88284302218
128x128x16s3split32kappa2	25146.4451017377	283517.88284302218	8429.8093322985587	283517.88284302218
128x128x16s3split32kappa4	25146.4451017377	283517.88284302218	8429.8093322985587	283517.88284302218
