candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split8kappa1r1	wavefront	ok	394003	51290.2	394003	685570	128	1
32x16x64s2split8kappa1r1	eft	ok	395891	51290.2	395891	716556	128	1
32x16x64s2split8kappa1r1	legacy_grid_stride	ok	396600	51290.2	395779	701256	128	1
32x16x64s2split8kappa1r1	rotate	ok	396600	51290.2	394003	701256	128	1
32x16x64s2split8kappa1r1	chain	ok	397808	51290.2	397168	720844	128	1
32x16x64s2split8kappa1r1	balanced	ok	1.78124e+06	51290.2	459678	2.99005e+06	128	1
32x16x64s2split8kappa1r2	eft	ok	219995	59633.7	219982	427490	256	1
32x16x64s2split8kappa1r2	wavefront	ok	221584	59633.7	219943	423725	256	1
32x16x64s2split8kappa1r2	legacy_grid_stride	ok	228521	59633.7	226059	449428	256	1
32x16x64s2split8kappa1r2	rotate	ok	228521	59633.7	211533	449428	256	1
32x16x64s2split8kappa1r2	chain	ok	232030	59633.7	222637	445954	256	1
32x16x64s2split8kappa1r2	balanced	ok	1.54252e+06	59633.7	279527	2.41703e+06	256	1
32x16x64s2split8kappa1r3	eft	ok	173236	68819.6	164681	344871	384	1
32x16x64s2split8kappa1r3	chain	ok	179896	68819.6	157007	353673	384	1
32x16x64s2split8kappa1r3	rotate	ok	184535	68819.6	156203	364844	384	1
32x16x64s2split8kappa1r3	wavefront	ok	190778	68819.6	190778	369733	384	1
32x16x64s2split8kappa1r3	legacy_grid_stride	ok	212095	68819.6	210864	408436	384	1
32x16x64s2split8kappa1r3	balanced	ok	1.31857e+06	68819.6	263901	2.02089e+06	384	1
32x16x64s2split8kappa1r4	eft	ok	149748	78005.5	149748	293434	512	1
32x16x64s2split8kappa1r4	wavefront	ok	149761	78005.5	144838	293441	512	1
32x16x64s2split8kappa1r4	rotate	ok	163582	78005.5	128255	336470	512	1
32x16x64s2split8kappa1r4	legacy_grid_stride	ok	167186	78005.5	161442	338693	512	1
32x16x64s2split8kappa1r4	chain	ok	175213	78005.5	134206	327375	512	1
32x16x64s2split8kappa1r4	balanced	ok	1.29264e+06	78005.5	251206	1.93506e+06	512	1
32x16x64s2split8kappa1r5	eft	ok	144891	87191.4	143880	284238	640	1
32x16x64s2split8kappa1r5	rotate	ok	149011	87191.4	115686	307024	640	1
32x16x64s2split8kappa1r5	wavefront	ok	156859	87191.4	150705	306539	640	1
32x16x64s2split8kappa1r5	chain	ok	179164	87191.4	131088	334974	640	1
32x16x64s2split8kappa1r5	legacy_grid_stride	ok	182968	87191.4	175788	352004	640	1
32x16x64s2split8kappa1r5	balanced	ok	1.35182e+06	87191.4	291693	1.98272e+06	640	1
32x16x64s2split8kappa2r1	wavefront	ok	394003	51290.2	394003	716104	128	2
32x16x64s2split8kappa2r1	eft	ok	395891	51290.2	395891	719237	128	2
32x16x64s2split8kappa2r1	legacy_grid_stride	ok	396600	51290.2	395779	731790	128	2
32x16x64s2split8kappa2r1	rotate	ok	396600	51290.2	394003	731790	128	2
32x16x64s2split8kappa2r1	chain	ok	397808	51290.2	397168	725605	128	2
32x16x64s2split8kappa2r1	balanced	ok	1.78124e+06	51290.2	459678	2.92121e+06	128	2
32x16x64s2split8kappa2r2	eft	ok	219995	59633.7	219982	435637	256	2
32x16x64s2split8kappa2r2	wavefront	ok	221584	59633.7	219943	437227	256	2
32x16x64s2split8kappa2r2	legacy_grid_stride	ok	228521	59633.7	226059	462930	256	2
32x16x64s2split8kappa2r2	rotate	ok	228521	59633.7	211533	462930	256	2
32x16x64s2split8kappa2r2	chain	ok	232030	59633.7	222637	455337	256	2
32x16x64s2split8kappa2r2	balanced	ok	1.54252e+06	59633.7	279527	2.44125e+06	256	2
32x16x64s2split8kappa2r3	eft	ok	173236	68819.6	164681	353018	384	2
32x16x64s2split8kappa2r3	chain	ok	179896	68819.6	157007	361821	384	2
32x16x64s2split8kappa2r3	rotate	ok	184535	68819.6	156203	364844	384	2
32x16x64s2split8kappa2r3	wavefront	ok	190778	68819.6	190778	375410	384	2
32x16x64s2split8kappa2r3	legacy_grid_stride	ok	212095	68819.6	210864	421938	384	2
32x16x64s2split8kappa2r3	balanced	ok	1.31857e+06	68819.6	263901	2.04305e+06	384	2
32x16x64s2split8kappa2r4	eft	ok	149748	78005.5	149748	300699	512	2
32x16x64s2split8kappa2r4	wavefront	ok	149761	78005.5	144838	303737	512	2
32x16x64s2split8kappa2r4	rotate	ok	163582	78005.5	128255	338618	512	2
32x16x64s2split8kappa2r4	legacy_grid_stride	ok	167186	78005.5	161442	346518	512	2
32x16x64s2split8kappa2r4	chain	ok	175213	78005.5	134206	334640	512	2
32x16x64s2split8kappa2r4	balanced	ok	1.29264e+06	78005.5	251206	1.94214e+06	512	2
32x16x64s2split8kappa2r5	eft	ok	144891	87191.4	143880	288797	640	2
32x16x64s2split8kappa2r5	rotate	ok	149011	87191.4	115686	307024	640	2
32x16x64s2split8kappa2r5	wavefront	ok	156859	87191.4	150705	308687	640	2
32x16x64s2split8kappa2r5	chain	ok	179164	87191.4	131088	339533	640	2
32x16x64s2split8kappa2r5	legacy_grid_stride	ok	182968	87191.4	175788	359829	640	2
32x16x64s2split8kappa2r5	balanced	ok	1.35182e+06	87191.4	291693	1.98954e+06	640	2
32x16x64s2split8kappa4r1	wavefront	ok	394003	51290.2	394003	716104	128	4
32x16x64s2split8kappa4r1	eft	ok	395891	51290.2	395891	719237	128	4
32x16x64s2split8kappa4r1	legacy_grid_stride	ok	396600	51290.2	395779	731790	128	4
32x16x64s2split8kappa4r1	rotate	ok	396600	51290.2	394003	731790	128	4
32x16x64s2split8kappa4r1	chain	ok	397808	51290.2	397168	725605	128	4
32x16x64s2split8kappa4r1	balanced	ok	1.78124e+06	51290.2	459678	2.91768e+06	128	4
32x16x64s2split8kappa4r2	eft	ok	219995	59633.7	219982	435637	256	4
