model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	128	occ2	l1_ms	25	0.534304	0.534048	0.534656
gqa2	128	occ2	l2_ms	25	0.57152	0.571232	0.571904
gqa2	128	occ2	ratio	25	1.06921741213101	1.0680772219233758	1.0709874692727381
gqa2	128	occ2	l05_ms	25	0.559712	0.559392	0.559904
gqa2	128	occ2	notify_ms	25	0.054335999999999995	0.05324800000000002	0.054784000000000055
gqa2	128	occ2	wait_ms	25	0.02528000000000008	0.024672000000000027	0.026751999999999998
gqa2	128	occ2	barrier_ms	25	0.03190400000000004	0.031008000000000036	0.033055999999999974
gqa2	128	occ2	loop_ms	25	-0.010720000000000007	-0.012192000000000036	-0.009855999999999976
gqa2	128	occ2	gap_ms	25	0.036992000000000025	0.036448000000000036	0.03788800000000003
gqa2	128	occ2	closure_us	25	0.0	0.0	0.0
mha4	4	occ1	l1_ms	25	0.667552	0.666976	0.667904
mha4	4	occ1	l2_ms	25	0.749952	0.748928	0.75104
mha4	4	occ1	ratio	25	1.1231404165466936	1.121992138816988	1.1248017684655678
mha4	4	occ1	l05_ms	25	0.683264	0.681728	0.684032
mha4	4	occ1	notify_ms	25	0.12518399999999996	0.12163200000000007	0.126656
mha4	4	occ1	wait_ms	25	0.04588799999999993	0.04422400000000004	0.04764799999999991
mha4	4	occ1	barrier_ms	25	0.05907200000000001	0.05792000000000008	0.05974400000000002
mha4	4	occ1	loop_ms	25	-0.029088000000000003	-0.03107199999999999	-0.027008000000000032
mha4	4	occ1	gap_ms	25	0.08227200000000001	0.08150400000000002	0.08310399999999996
mha4	4	occ1	closure_us	25	0.0	0.0	0.0
mha4	4	occ2	l1_ms	25	0.667712	0.667168	0.667904
mha4	4	occ2	l2_ms	25	0.749888	0.748032	0.751552
mha4	4	occ2	ratio	25	1.1239740820734343	1.1195730563969422	1.125622844001533
mha4	4	occ2	l05_ms	25	0.682624	0.6816	0.683744
mha4	4	occ2	notify_ms	25	0.12515200000000004	0.12262399999999996	0.12662399999999996
mha4	4	occ2	wait_ms	25	0.046848	0.04323200000000005	0.04867200000000005
mha4	4	occ2	barrier_ms	25	0.05942400000000003	0.057760000000000034	0.06025600000000009
mha4	4	occ2	loop_ms	25	-0.030656000000000017	-0.032192	-0.027039999999999953
mha4	4	occ2	gap_ms	25	0.08265600000000006	0.07980799999999999	0.08390399999999998
mha4	4	occ2	closure_us	25	0.0	0.0	0.0
mha4	128	occ1	l1_ms	25	1.068704	1.067552	1.069344
mha4	128	occ1	l2_ms	25	1.169376	1.169184	1.169568
mha4	128	occ1	ratio	25	1.0948033287433396	1.0937098076750518	1.0953609020301676
mha4	128	occ1	l05_ms	25	1.124032	1.123808	1.12432
mha4	128	occ1	notify_ms	25	0.13363199999999997	0.13295999999999997	0.13523200000000002
mha4	128	occ1	wait_ms	25	0.05203200000000008	0.0511680000000001	0.052896000000000054
mha4	128	occ1	barrier_ms	25	0.06480000000000019	0.06329600000000002	0.06579200000000007
mha4	128	occ1	loop_ms	25	-0.020703999999999945	-0.02134399999999992	-0.01868800000000015
mha4	128	occ1	gap_ms	25	0.10131199999999985	0.10025600000000012	0.10175999999999985
mha4	128	occ1	closure_us	25	0.0	0.0	0.0
mha4	128	occ2	l1_ms	25	1.067648	1.067456	1.0688
mha4	128	occ2	l2_ms	25	1.169504	1.16896	1.169792
mha4	128	occ2	ratio	25	1.094387143199808	1.0939958716008018	1.0958690568978955
mha4	128	occ2	l05_ms	25	1.124128	1.123776	1.124576
mha4	128	occ2	notify_ms	25	0.13359999999999994	0.13292799999999994	0.13532800000000011
mha4	128	occ2	wait_ms	25	0.05305599999999999	0.051808000000000076	0.05321600000000015
mha4	128	occ2	barrier_ms	25	0.06342399999999992	0.06310399999999983	0.0653760000000001
mha4	128	occ2	loop_ms	25	-0.02060799999999996	-0.0223040000000001	-0.019872
mha4	128	occ2	gap_ms	25	0.10073599999999994	0.10048000000000012	0.10233599999999998
mha4	128	occ2	closure_us	25	0.0	0.0	0.0
