slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572717564196864	52841540668928	1789572717564196864	52841540670118	1789572717564196864	52841540670118	1789572717564197888	52841540672626	1789572717564198912	52841540674471	1789572717564198912	52841540674604	0	0	0	0
1	0	32	16	16	1	1536	1789572717564200960	52841540679816	1789572717564201984	52841540682160	1789572717564201984	52841540682797	1789572717564212224	52841540707732	1789572717564213248	52841540709874	1789572717564213248	52841540710165	52841540682883	52841540707609	12880	32
2	2	0	0	0	1	0	1789572717564216320	52841540716609	1789572717564217344	52841540718881	1789572717564217344	52841540718881	1789572717564217344	52841540720946	1789572717564217344	52841540720976	1789572717564217344	52841540721098	0	0	0	0
3	2	0	0	0	1	0	1789572717564220416	52841540728344	1789572717564221440	52841540729750	1789572717564221440	52841540729750	1789572717564222464	52841540731719	1789572717564222464	52841540731749	1789572717564222464	52841540732129	0	0	0	0
4	3	0	0	0	1	0	1789572717564224512	52841540738999	1789572717564225536	52841540740705	1789572717564225536	52841540740705	1789572717564225536	52841540741770	1789572717564225536	52841540741802	1789572717564225536	52841540741924	0	0	0	0
5	5	0	0	0	1	0	1789572717564230656	52841540753568	1789572717564231680	52841540755484	1789572717564231680	52841540755484	1789572717564257280	52841540820530	1789572717564257280	52841540820566	1789572717564257280	52841540820697	0	0	0	0
6	0	32	16	16	1	1536	1789572717564261376	52841540831537	1789572717564262400	52841540833938	1789572717564262400	52841540834517	1789572717564272640	52841540858756	1789572717564273664	52841540862046	1789572717564273664	52841540862266	52841540834825	52841540858576	9932	32
7	1	0	0	0	1	0	1789572717564276736	52841540870206	1789572717564277760	52841540871609	1789572717564277760	52841540871609	1789572717564278784	52841540874272	1789572717564279808	52841540876324	1789572717564279808	52841540876442	0	0	0	0
8	0	32	16	16	1	1536	1789572717564281856	52841540881490	1789572717564282880	52841540883850	1789572717564282880	52841540884906	1789572717564292096	52841540906880	1789572717564293120	52841540909526	1789572717564293120	52841540909657	52841540884927	52841540906782	12292	32
9	4	0	0	0	1	0	1789572717564298240	52841540924676	1789572717564299264	52841540926323	1789572717564299264	52841540926323	1789572717564302336	52841540932961	1789572717564302336	52841540932992	1789572717564302336	52841540933116	0	0	0	0
10	0	32	16	16	1	1536	1789572717564304384	52841540938406	1789572717564305408	52841540940773	1789572717564305408	52841540941414	1789572717564321792	52841540982310	1789572717564322816	52841540986656	1789572717564322816	52841540986814	52841540941425	52841540982185	24252	64
11	1	0	0	0	1	0	1789572717564325888	52841540993394	1789572717564326912	52841540994766	1789572717564326912	52841540994766	1789572717564327936	52841540997317	1789572717564327936	52841540999422	1789572717564327936	52841540999541	0	0	0	0
12	0	32	16	16	1	1536	1789572717564329984	52841541004386	1789572717564331008	52841541006673	1789572717564331008	52841541007369	1789572717564339200	52841541027114	1789572717564340224	52841541029636	1789572717564340224	52841541029757	52841541007380	52841541026952	11390	32
13	2	0	0	0	1	0	1789572717564344320	52841541039941	1789572717564345344	52841541041294	1789572717564345344	52841541041294	1789572717564345344	52841541043264	1789572717564345344	52841541043308	1789572717564345344	52841541043428	0	0	0	0
14	2	0	0	0	1	0	1789572717564348416	52841541049643	1789572717564348416	52841541050806	1789572717564348416	52841541050806	1789572717564349440	52841541052703	1789572717564349440	52841541052746	1789572717564349440	52841541052912	0	0	0	0
15	3	0	0	0	1	0	1789572717564351488	52841541058648	1789572717564352512	52841541059773	1789572717564352512	52841541059773	1789572717564352512	52841541061058	1789572717564352512	52841541061094	1789572717564352512	52841541061241	0	0	0	0
16	5	0	0	0	1	0	1789572717564357632	52841541073926	1789572717564358656	52841541075979	1789572717564358656	52841541075979	1789572717564384256	52841541140668	1789572717564384256	52841541140698	1789572717564384256	52841541141090	0	0	0	0
17	0	32	16	16	1	1536	1789572717564389376	52841541152889	1789572717564390400	52841541154591	1789572717564390400	52841541155667	1789572717564400640	52841541182604	1789572717564402688	52841541185577	1789572717564402688	52841541185699	52841541155678	52841541182506	17039	32
18	1	0	0	0	1	0	1789572717564404736	52841541192611	1789572717564405760	52841541194156	1789572717564405760	52841541194156	1789572717564406784	52841541196739	1789572717564407808	52841541198629	1789572717564407808	52841541198749	0	0	0	0
19	0	32	16	16	1	1536	1789572717564409856	52841541204949	1789572717564410880	52841541206434	1789572717564410880	52841541207152	1789572717564420096	52841541230192	1789572717564421120	52841541233255	1789572717564421120	52841541233378	52841541207193	52841541230029	12693	32
20	4	0	0	0	1	0	1789572717564427264	52841541248678	1789572717564428288	52841541250026	1789572717564428288	52841541250026	1789572717564430336	52841541256804	1789572717564430336	52841541256834	1789572717564430336	52841541256954	0	0	0	0
21	0	32	16	16	1	1536	1789572717564432384	52841541262040	1789572717564433408	52841541264553	1789572717564434432	52841541265194	1789572717564450816	52841541308366	1789572717564452864	52841541311517	1789572717564452864	52841541311902	52841541265356	52841541308254	22376	64
22	1	0	0	0	1	0	1789572717564455936	52841541321445	1789572717564456960	52841541323111	1789572717564456960	52841541323111	1789572717564457984	52841541325750	1789572717564459008	52841541327552	1789572717564459008	52841541327677	0	0	0	0
23	0	32	16	16	1	1536	1789572717564461056	52841541332515	1789572717564462080	52841541334768	1789572717564462080	52841541335444	1789572717564470272	52841541355681	1789572717564471296	52841541358352	1789572717564471296	52841541358476	52841541335455	52841541355530	12073	32
24	2	0	0	0	1	0	1789572717564474368	52841541367847	1789572717564475392	52841541369227	1789572717564475392	52841541369227	1789572717564476416	52841541371290	1789572717564476416	52841541371326	1789572717564476416	52841541371973	0	0	0	0
25	2	0	0	0	1	0	1789572717564479488	52841541379681	1789572717564480512	52841541381177	1789572717564480512	52841541381177	1789572717564480512	52841541383054	1789572717564480512	52841541383086	1789572717564480512	52841541383206	0	0	0	0
26	3	0	0	0	1	0	1789572717564483584	52841541389345	1789572717564483584	52841541390720	1789572717564483584	52841541390720	1789572717564484608	52841541392122	1789572717564484608	52841541392154	1789572717564484608	52841541392274	0	0	0	0
