rank	key	flow_ns	residency	kappa	error
160	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k2;32x16x32s2k4;32x16x32s2k32;kappa=1;residency=6	5086123.5142599568	6	1	
161	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=1;residency=2	5087480.2925352417	2	1	
162	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=2;residency=5	5095836.7900339114	5	2	
163	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=4;residency=5	5095836.7900339114	5	4	
164	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k2;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=2	5123419.1902631344	2	1	
165	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=1;residency=5	5125765.2292626034	5	1	
166	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=2;residency=2	5127432.7158059459	2	2	
167	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=4;residency=2	5127432.7158059459	2	4	
168	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=1;residency=3	5129871.5528470026	3	1	
169	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;64x128x16s2k32;kappa=1;residency=3	5166432.3993685618	3	1	
170	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k2;32x16x32s2k1;32x16x32s2k4;kappa=1;residency=6	5191501.3845580611	6	1	
171	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=2;residency=5	5193947.543908813	5	2	
172	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=4;residency=5	5193947.543908813	5	4	
173	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=2;residency=3	5198053.867493215	3	2	
174	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=4;residency=3	5198053.867493215	3	4	
175	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k1;32x16x32s2k2;32x16x32s2k16;kappa=1;residency=3	5220951.2539934656	3	1	
176	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5292135.0947630201	3	1	
177	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=1;residency=4	5362711.4463961199	4	1	
178	32x16x32s2k1;32x16x32s2k2;32x16x32s2k1;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5383958.2010672493	3	1	
179	32x16x32s2k1;32x16x32s2k2;32x16x32s2k4;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5389395.9288520189	3	1	
180	32x16x32s2k1;32x16x32s2k2;32x16x32s2k8;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5426917.8590797894	3	1	
181	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=2;residency=4	5430893.7610423332	4	2	
182	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=4;residency=4	5430893.7610423332	4	4	
183	32x16x32s2k1;32x16x32s2k2;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5435015.3049371038	3	1	
184	32x16x32s2k1;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5452248.800812833	3	1	
185	32x16x32s2k1;32x16x32s2k4;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5452248.800812833	3	1	
186	32x16x32s2k1;32x16x32s2k8;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5452248.800812833	3	1	
