rank	key	flow_ns	residency	kappa	error
187	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=1;residency=6	5457685.6019498045	6	1	
188	64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5459702.2035264103	3	1	
189	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k1;32x16x32s2k4;32x16x32s2k32;kappa=1;residency=4	5462822.7210850092	4	1	
190	32x16x32s2k1;32x16x32s2k1;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5485714.7084364332	3	1	
191	32x16x32s2k4;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5494656.2452345425	3	1	
192	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k16;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=4	5506337.5082361847	4	1	
193	32x16x32s2k1;32x16x32s2k16;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5506880.8465700122	3	1	
194	32x16x32s2k8;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5519927.0831838641	3	1	
195	32x16x32s2k2;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5522640.4366777707	3	1	
196	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=2;residency=6	5525867.916596015	6	2	
197	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=4;residency=6	5525867.916596015	6	4	
198	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k8;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5638409.9692839235	3	1	
199	32x16x32s2k1;32x16x32s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5647643.7130078236	3	1	
200	32x16x32s2k16;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5651768.515221958	3	1	
201	32x16x32s2k1;32x16x32s2k2;32x16x32s2k16;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5671462.0938437143	3	1	
202	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k16;32x16x32s2k2;32x16x32s2k1;kappa=1;residency=4	5694179.0109331468	4	1	
203	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=6	5824245.772310243	6	1	
204	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=1;residency=2	5839812.3546385169	2	1	
205	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=6	5892428.0869564572	6	2	
206	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=6	5892428.0869564572	6	4	
207	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=2;residency=2	5907994.6692847311	2	2	
208	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=4;residency=2	5907994.6692847311	2	4	
209	32x16x32s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	5956637.6477113059	3	1	
210	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k32;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=6	5957908.270066699	6	1	
211	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=1;residency=3	6021632.5438459786	3	1	
212	32x16x32s2k1;32x16x32s2k2;32x16x32s2k32;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	6061395.5098404326	3	1	
213	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=2;residency=3	6089814.8584921928	3	2	
214	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=4;residency=3	6089814.8584921928	3	4	
215	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k32;32x16x32s2k4;32x16x32s2k4;kappa=1;residency=6	6092196.7095651496	6	1	
216	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k1;32x16x32s2k2;32x16x32s2k32;kappa=1;residency=3	6300626.802872044	3	1	
217	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=5	6398414.7269381052	5	1	
218	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=5	6466902.364931141	5	2	
219	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=5	6466902.364931141	5	4	
220	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k16;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	6751418.8492434425	3	1	
221	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=1;residency=1	6925445.6622558795	1	1	
222	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=2;residency=1	6965398.0855265828	1	2	
223	32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;kappa=4;residency=1	6965398.0855265828	1	4	
224	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=4	7043643.9255724084	4	1	
225	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=4	7111826.2402186207	4	2	
226	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=4	7111826.2402186207	4	4	
227	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k32;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=4	7162214.7813896593	4	1	
228	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k1;32x16x32s2k2;32x16x32s2k1;kappa=1;residency=1	7199008.6789353304	1	1	
229	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k32;32x16x32s2k2;32x16x32s2k1;kappa=1;residency=4	7350056.2840866148	4	1	
230	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=1;residency=2	7517629.4491726672	2	1	
231	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=2;residency=2	7585811.7638188833	2	2	
232	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=4;residency=2	7585811.7638188833	2	4	
233	32x16x32s2k2;32x16x32s2k4;32x16x32s2k4;32x16x32s2k1;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=1	7632827.8692709748	1	1	
234	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=6	8119077.4238185892	6	1	
235	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=6	8187259.7384648034	6	2	
236	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=6	8187259.7384648034	6	4	
237	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=3	8330010.3647338385	3	1	
238	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=3	8398192.6793800537	3	2	
239	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=3	8398192.6793800537	3	4	
240	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=1;residency=1	8540621.1951005142	1	1	
241	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=2;residency=1	8608803.5097467266	1	2	
242	32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;32x16x32s2k2;kappa=4;residency=1	8608803.5097467266	1	4	
243	32x16x32s2k8;32x16x32s2k4;32x16x32s2k4;32x16x32s2k2;32x16x32s2k4;32x16x32s2k1;kappa=1;residency=1	8768002.8622478321	1	1	
244	32x16x32s2k1;32x16x32s2k2;32x16x32s2k2;32x16x32s2k32;64x128x16s2k32;64x128x16s2k32;kappa=1;residency=3	8931665.2528201044	3	1	
245	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=5	9063803.6127224434	5	1	
246	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=5	9132076.6809195559	5	2	
247	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=5	9132076.6809195559	5	4	
248	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=1;residency=1	10219871.027128475	1	1	
249	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=2;residency=1	10288053.341774682	1	2	
250	32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;32x16x32s2k4;kappa=4;residency=1	10288053.341774682	1	4	
251	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=4	10350534.836814005	4	1	
252	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=4	10418717.151460208	4	2	
253	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=4	10418717.151460208	4	4	
254	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=2	10818607.46456985	2	1	
255	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=2	10886789.779216049	2	2	
256	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=2	10886789.779216049	2	4	
257	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=3	12615343.200369723	3	1	
258	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=3	12683525.515015922	3	2	
259	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=3	12683525.515015922	3	4	
260	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=1;residency=1	13517212.157965211	1	1	
261	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=2;residency=1	13585394.472611414	1	2	
262	32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;32x16x32s2k8;kappa=4;residency=1	13585394.472611414	1	4	
263	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=2	17420132.720194947	2	1	
264	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=2	17488315.034841109	2	2	
265	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=2	17488315.034841109	2	4	
266	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=1;residency=1	20114416.900729083	1	1	
267	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=2;residency=1	20182599.215375274	1	2	
268	32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;32x16x32s2k16;kappa=4;residency=1	20182599.215375274	1	4	
269	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=1;residency=1	33308826.386249959	1	1	
270	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=2;residency=1	33377008.700896099	1	2	
271	32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;32x16x32s2k32;kappa=4;residency=1	33377008.700896099	1	4	
