tile_m	tile_n	tile_k	stages	split_k	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
16	32	16	2	1	0.915456	0.907008	0.952320	PASS	fd15fa2e89cdb915	6400	3	384
16	32	16	2	2	0.667584	0.705504	0.720896	PASS	74864481ea3a41e4	6400	3	384
16	32	16	2	4	0.468992	0.481152	0.513024	PASS	7b9a5e82df1403b7	6400	3	384
16	32	16	2	8	0.371648	0.407552	0.418816	PASS	118f8e253b29f694	6400	3	384
16	32	16	2	16	0.353152	0.381952	0.392416	PASS	472fe4e8596656af	6400	3	384
16	32	16	3	1	0.982016	0.990208	1.014432	PASS	fd15fa2e89cdb915	9600	3	384
16	32	16	3	2	0.658496	0.676800	0.713600	PASS	74864481ea3a41e4	9600	3	384
16	32	16	3	4	0.459776	0.471040	0.512832	PASS	7b9a5e82df1403b7	9600	3	384
16	32	16	3	8	0.367616	0.405504	0.418496	PASS	118f8e253b29f694	9600	3	384
16	32	16	3	16	0.354144	0.379904	0.394496	PASS	472fe4e8596656af	9600	3	384
16	32	16	4	1	0.984000	0.991232	1.017856	PASS	fd15fa2e89cdb915	12800	3	384
16	32	16	4	2	0.659456	0.680960	0.711680	PASS	74864481ea3a41e4	12800	3	384
16	32	16	4	4	0.461824	0.476832	0.512000	PASS	7b9a5e82df1403b7	12800	3	384
16	32	16	4	8	0.369664	0.412416	0.420864	PASS	118f8e253b29f694	12800	3	384
16	32	16	4	16	0.358400	0.381952	0.400384	PASS	472fe4e8596656af	12800	3	384
16	32	16	5	1	0.985888	0.991232	1.020928	PASS	fd15fa2e89cdb915	16000	3	384
16	32	16	5	2	0.662528	0.682016	0.712448	PASS	74864481ea3a41e4	16000	3	384
16	32	16	5	4	0.463872	0.483328	0.511712	PASS	7b9a5e82df1403b7	16000	3	384
16	32	16	5	8	0.373760	0.418592	0.419840	PASS	118f8e253b29f694	16000	3	384
16	32	16	5	16	0.364544	0.386048	0.400480	PASS	472fe4e8596656af	16000	3	384
16	32	32	2	1	0.955392	0.966656	0.984864	PASS	fd15fa2e89cdb915	12800	3	384
16	32	32	2	2	0.645120	0.672544	0.691648	PASS	74864481ea3a41e4	12800	3	384
16	32	32	2	4	0.458880	0.461952	0.500704	PASS	7b9a5e82df1403b7	12800	3	384
16	32	32	2	8	0.369632	0.404480	0.410528	PASS	118f8e253b29f694	12800	3	384
16	32	32	2	16	0.358464	0.381952	0.388896	PASS	472fe4e8596656af	12800	3	384
16	32	32	3	1	0.950272	0.987136	0.988160	PASS	fd15fa2e89cdb915	19200	3	384
16	32	32	3	2	0.643072	0.672768	0.694272	PASS	74864481ea3a41e4	19200	3	384
16	32	32	3	4	0.457728	0.470016	0.504800	PASS	7b9a5e82df1403b7	19200	3	384
16	32	32	3	8	0.372736	0.416768	0.413696	PASS	118f8e253b29f694	19200	3	384
16	32	32	3	16	0.363200	0.392192	0.399136	PASS	472fe4e8596656af	19200	3	384
16	32	32	4	1	0.962528	0.978944	0.987840	PASS	fd15fa2e89cdb915	25600	3	384
16	32	32	4	2	0.653280	0.672768	0.697344	PASS	74864481ea3a41e4	25600	3	384
16	32	32	4	4	0.460800	0.474112	0.502784	PASS	7b9a5e82df1403b7	25600	3	384
16	32	32	4	8	0.374624	0.416768	0.412416	PASS	118f8e253b29f694	25600	3	384
16	32	32	4	16	0.365280	0.392192	0.403104	PASS	472fe4e8596656af	25600	3	384
16	32	32	5	1	0.964608	0.986112	1.006432	PASS	fd15fa2e89cdb915	32000	3	384
16	32	32	5	2	0.658432	0.675648	0.708608	PASS	74864481ea3a41e4	32000	3	384
16	32	32	5	4	0.468992	0.488448	0.516096	PASS	7b9a5e82df1403b7	32000	3	384
16	32	32	5	8	0.386048	0.417792	0.430240	PASS	118f8e253b29f694	32000	3	384
16	32	32	5	16	0.378144	0.395264	0.420032	PASS	472fe4e8596656af	32000	3	384
16	64	16	2	1	0.859136	0.842752	0.887808	PASS	fd15fa2e89cdb915	10496	2	256
16	64	16	2	2	0.597024	0.573440	0.639232	PASS	74864481ea3a41e4	10496	2	256
16	64	16	2	4	0.429056	0.408672	0.467968	PASS	7b9a5e82df1403b7	10496	2	256
16	64	16	2	8	0.349216	0.335872	0.393216	PASS	118f8e253b29f694	10496	2	256
16	64	16	2	16	0.324832	0.322624	0.359424	PASS	472fe4e8596656af	10496	2	256
16	64	16	3	1	0.848640	0.835904	0.875648	PASS	fd15fa2e89cdb915	15744	2	256
16	64	16	3	2	0.586528	0.564224	0.630688	PASS	74864481ea3a41e4	15744	2	256
