16x128x16s5k8	PASS	96	106	46720
16x128x16s5k16	PASS	96	106	46720
16x128x32s2k1	PASS	128	128	37376
16x128x32s2k2	PASS	128	128	37376
16x128x32s2k4	PASS	128	128	37376
16x128x32s2k8	PASS	128	128	37376
16x128x32s2k16	PASS	128	128	37376
16x128x32s3k1	PASS	128	128	56064
16x128x32s3k2	PASS	128	128	56064
16x128x32s3k4	PASS	128	128	56064
16x128x32s3k8	PASS	128	128	56064
16x128x32s3k16	PASS	128	128	56064
16x128x32s4k1	PASS	128	128	74752
16x128x32s4k2	PASS	128	128	74752
16x128x32s4k4	PASS	128	128	74752
16x128x32s4k8	PASS	128	128	74752
16x128x32s4k16	PASS	128	128	74752
16x128x32s5k1	PASS	160	158	93440
16x128x32s5k2	PASS	160	158	93440
16x128x32s5k4	PASS	160	158	93440
16x128x32s5k8	PASS	160	158	93440
16x128x32s5k16	PASS	160	158	93440
16x256x16s2k1	PASS	126	124	35072
16x256x16s2k2	PASS	126	124	35072
16x256x16s2k4	PASS	126	124	35072
16x256x16s2k8	PASS	126	124	35072
16x256x16s2k16	PASS	126	124	35072
16x256x16s3k1	PASS	122	118	52608
16x256x16s3k2	PASS	122	118	52608
16x256x16s3k4	PASS	122	118	52608
16x256x16s3k8	PASS	122	118	52608
16x256x16s3k16	PASS	122	118	52608
16x256x16s4k1	PASS	128	128	70144
16x256x16s4k2	PASS	128	128	70144
16x256x16s4k4	PASS	128	128	70144
16x256x16s4k8	PASS	128	128	70144
16x256x16s4k16	PASS	128	128	70144
16x256x16s5k1	PASS	128	128	87680
16x256x16s5k2	PASS	128	128	87680
16x256x16s5k4	PASS	128	128	87680
16x256x16s5k8	PASS	128	128	87680
16x256x16s5k16	PASS	128	128	87680
16x256x32s2k1	PASS	248	248	70144
16x256x32s2k2	PASS	248	248	70144
16x256x32s2k4	PASS	248	248	70144
16x256x32s2k8	PASS	248	248	70144
16x256x32s2k16	PASS	248	248	70144
32x16x16s2k1	PASS	71	72	6400
32x16x16s2k2	PASS	71	72	6400
32x16x16s2k4	PASS	71	72	6400
32x16x16s2k8	PASS	71	72	6400
32x16x16s2k16	PASS	71	72	6400
32x16x16s3k1	PASS	80	80	9600
32x16x16s3k2	PASS	80	80	9600
32x16x16s3k4	PASS	80	80	9600
32x16x16s3k8	PASS	80	80	9600
32x16x16s3k16	PASS	80	80	9600
32x16x16s4k1	PASS	80	80	12800
32x16x16s4k2	PASS	80	80	12800
32x16x16s4k4	PASS	80	80	12800
32x16x16s4k8	PASS	80	80	12800
32x16x16s4k16	PASS	80	80	12800
32x16x16s5k1	PASS	80	80	16000
32x16x16s5k2	PASS	80	80	16000
32x16x16s5k4	PASS	80	80	16000
32x16x16s5k8	PASS	80	80	16000
32x16x16s5k16	PASS	80	80	16000
32x16x32s2k1	PASS	80	80	12800
32x16x32s2k2	PASS	80	80	12800
32x16x32s2k4	PASS	80	80	12800
32x16x32s2k8	PASS	80	80	12800
32x16x32s2k16	PASS	80	80	12800
32x16x32s3k1	PASS	80	80	19200
32x16x32s3k2	PASS	80	80	19200
32x16x32s3k4	PASS	80	80	19200
32x16x32s3k8	PASS	80	80	19200
32x16x32s3k16	PASS	80	80	19200
32x16x32s4k1	PASS	80	80	25600
32x16x32s4k2	PASS	80	80	25600
32x16x32s4k4	PASS	80	80	25600
32x16x32s4k8	PASS	80	80	25600
32x16x32s4k16	PASS	80	80	25600
32x16x32s5k1	PASS	80	80	32000
32x16x32s5k2	PASS	80	80	32000
32x16x32s5k4	PASS	80	80	32000
32x16x32s5k8	PASS	80	80	32000
32x16x32s5k16	PASS	80	80	32000
32x32x8s2k1	PASS	72	72	4224
32x32x8s2k2	PASS	72	72	4224
32x32x8s2k4	PASS	72	72	4224
32x32x8s2k8	PASS	72	72	4224
32x32x8s2k16	PASS	72	72	4224
32x32x8s3k1	PASS	72	72	6336
32x32x8s3k2	PASS	72	72	6336
32x32x8s3k4	PASS	72	72	6336
32x32x8s3k8	PASS	72	72	6336
32x32x8s3k16	PASS	72	72	6336
32x32x8s4k1	PASS	72	72	8448
32x32x8s4k2	PASS	72	72	8448
32x32x8s4k4	PASS	72	72	8448
32x32x8s4k8	PASS	72	72	8448
32x32x8s4k16	PASS	72	72	8448
32x32x8s5k1	PASS	72	72	10560
32x32x8s5k2	PASS	72	72	10560
32x32x8s5k4	PASS	72	72	10560
32x32x8s5k8	PASS	72	72	10560
32x32x8s5k16	PASS	72	72	10560
32x32x16s2k1	PASS	86	86	8448
32x32x16s2k2	PASS	86	86	8448
32x32x16s2k4	PASS	86	86	8448
32x32x16s2k8	PASS	86	86	8448
32x32x16s2k16	PASS	86	86	8448
32x32x16s3k1	PASS	87	87	12672
32x32x16s3k2	PASS	87	87	12672
32x32x16s3k4	PASS	87	87	12672
32x32x16s3k8	PASS	87	87	12672
32x32x16s3k16	PASS	87	87	12672
32x32x16s4k1	PASS	87	87	16896
32x32x16s4k2	PASS	87	87	16896
32x32x16s4k4	PASS	87	87	16896
32x32x16s4k8	PASS	87	87	16896
32x32x16s4k16	PASS	87	87	16896
32x32x16s5k1	PASS	87	87	21120
32x32x16s5k2	PASS	87	87	21120
32x32x16s5k4	PASS	87	87	21120
32x32x16s5k8	PASS	87	87	21120
32x32x16s5k16	PASS	87	87	21120
32x32x32s2k1	PASS	89	89	16896
32x32x32s2k2	PASS	89	89	16896
32x32x32s2k4	PASS	89	89	16896
32x32x32s2k8	PASS	89	89	16896
32x32x32s2k16	PASS	89	89	16896
32x32x32s3k1	PASS	96	96	25344
32x32x32s3k2	PASS	96	96	25344
32x32x32s3k4	PASS	96	96	25344
32x32x32s3k8	PASS	96	96	25344
32x32x32s3k16	PASS	96	96	25344
32x32x32s4k1	PASS	96	96	33792
32x32x32s4k2	PASS	96	96	33792
32x32x32s4k4	PASS	96	96	33792
32x32x32s4k8	PASS	96	96	33792
32x32x32s4k16	PASS	96	96	33792
32x32x32s5k1	PASS	96	96	42240
32x32x32s5k2	PASS	96	96	42240
32x32x32s5k4	PASS	96	96	42240
32x32x32s5k8	PASS	96	96	42240
32x32x32s5k16	PASS	96	96	42240
32x64x8s2k1	PASS	80	80	6272
32x64x8s2k2	PASS	80	80	6272
32x64x8s2k4	PASS	80	80	6272
32x64x8s2k8	PASS	80	80	6272
32x64x8s2k16	PASS	80	80	6272
32x64x8s3k1	PASS	82	92	9408
32x64x8s3k2	PASS	82	92	9408
32x64x8s3k4	PASS	82	92	9408
32x64x8s3k8	PASS	82	92	9408
32x64x8s3k16	PASS	82	92	9408
32x64x8s4k1	PASS	82	92	12544
32x64x8s4k2	PASS	82	92	12544
32x64x8s4k4	PASS	82	92	12544
32x64x8s4k8	PASS	82	92	12544
32x64x8s4k16	PASS	82	92	12544
32x64x8s5k1	PASS	94	94	15680
32x64x8s5k2	PASS	94	94	15680
32x64x8s5k4	PASS	94	94	15680
32x64x8s5k8	PASS	94	94	15680
32x64x8s5k16	PASS	94	94	15680
32x64x16s2k1	PASS	90	90	12544
32x64x16s2k2	PASS	90	90	12544
32x64x16s2k4	PASS	90	90	12544
32x64x16s2k8	PASS	90	90	12544
32x64x16s2k16	PASS	90	90	12544
32x64x16s3k1	PASS	89	88	18816
32x64x16s3k2	PASS	89	88	18816
32x64x16s3k4	PASS	89	88	18816
32x64x16s3k8	PASS	89	88	18816
32x64x16s3k16	PASS	89	88	18816
32x64x16s4k1	PASS	88	88	25088
32x64x16s4k2	PASS	88	88	25088
32x64x16s4k4	PASS	88	88	25088
32x64x16s4k8	PASS	88	88	25088
32x64x16s4k16	PASS	88	88	25088
32x64x16s5k1	PASS	88	88	31360
32x64x16s5k2	PASS	88	88	31360
32x64x16s5k4	PASS	88	88	31360
32x64x16s5k8	PASS	88	88	31360
32x64x16s5k16	PASS	88	88	31360
32x64x32s2k1	PASS	112	106	25088
32x64x32s2k2	PASS	112	106	25088
32x64x32s2k4	PASS	112	106	25088
32x64x32s2k8	PASS	112	106	25088
32x64x32s2k16	PASS	112	106	25088
32x64x32s3k1	PASS	114	108	37632
32x64x32s3k2	PASS	114	108	37632
32x64x32s3k4	PASS	114	108	37632
32x64x32s3k8	PASS	114	108	37632
32x64x32s3k16	PASS	114	108	37632
32x64x32s4k1	PASS	114	108	50176
32x64x32s4k2	PASS	114	108	50176
32x64x32s4k4	PASS	114	108	50176
32x64x32s4k8	PASS	114	108	50176
32x64x32s4k16	PASS	114	108	50176
32x64x32s5k1	PASS	114	108	62720
32x64x32s5k2	PASS	114	108	62720
32x64x32s5k4	PASS	114	108	62720
32x64x32s5k8	PASS	114	108	62720
32x64x32s5k16	PASS	114	108	62720
32x128x8s2k1	PASS	96	96	10368
32x128x8s2k2	PASS	96	96	10368
32x128x8s2k4	PASS	96	96	10368
32x128x8s2k8	PASS	96	96	10368
32x128x8s2k16	PASS	96	96	10368
32x128x8s3k1	PASS	96	96	15552
32x128x8s3k2	PASS	96	96	15552
32x128x8s3k4	PASS	96	96	15552
32x128x8s3k8	PASS	96	96	15552
32x128x8s3k16	PASS	96	96	15552
32x128x8s4k1	PASS	96	96	20736
32x128x8s4k2	PASS	96	96	20736
32x128x8s4k4	PASS	96	96	20736
32x128x8s4k8	PASS	96	96	20736
32x128x8s4k16	PASS	96	96	20736
32x128x8s5k1	PASS	96	96	25920
32x128x8s5k2	PASS	96	96	25920
32x128x8s5k4	PASS	96	96	25920
32x128x8s5k8	PASS	96	96	25920
32x128x8s5k16	PASS	96	96	25920
32x128x16s2k1	PASS	96	96	20736
32x128x16s2k2	PASS	96	96	20736
32x128x16s2k4	PASS	96	96	20736
32x128x16s2k8	PASS	96	96	20736
32x128x16s2k16	PASS	96	96	20736
32x128x16s3k1	PASS	96	96	31104
32x128x16s3k2	PASS	96	96	31104
32x128x16s3k4	PASS	96	96	31104
32x128x16s3k8	PASS	96	96	31104
32x128x16s3k16	PASS	96	96	31104
32x128x16s4k1	PASS	96	96	41472
32x128x16s4k2	PASS	96	96	41472
32x128x16s4k4	PASS	96	96	41472
32x128x16s4k8	PASS	96	96	41472
32x128x16s4k16	PASS	96	96	41472
32x128x16s5k1	PASS	96	96	51840
32x128x16s5k2	PASS	96	96	51840
32x128x16s5k4	PASS	96	96	51840
32x128x16s5k8	PASS	96	96	51840
32x128x16s5k16	PASS	96	96	51840
32x128x32s2k1	PASS	150	152	41472
32x128x32s2k2	PASS	150	152	41472
32x128x32s2k4	PASS	150	152	41472
32x128x32s2k8	PASS	150	152	41472
32x128x32s2k16	PASS	150	152	41472
32x128x32s3k1	PASS	158	148	62208
32x128x32s3k2	PASS	158	148	62208
32x128x32s3k4	PASS	158	148	62208
32x128x32s3k8	PASS	158	148	62208
32x128x32s3k16	PASS	158	148	62208
32x128x32s4k1	PASS	164	168	82944
32x128x32s4k2	PASS	164	168	82944
32x128x32s4k4	PASS	164	168	82944
32x128x32s4k8	PASS	164	168	82944
32x128x32s4k16	PASS	164	168	82944
32x256x8s2k1	PASS	115	128	18560
32x256x8s2k2	PASS	115	128	18560
32x256x8s2k4	PASS	115	128	18560
32x256x8s2k8	PASS	115	128	18560
32x256x8s2k16	PASS	115	128	18560
32x256x8s3k1	PASS	119	117	27840
32x256x8s3k2	PASS	119	117	27840
32x256x8s3k4	PASS	119	117	27840
32x256x8s3k8	PASS	119	117	27840
32x256x8s3k16	PASS	119	117	27840
32x256x8s4k1	PASS	119	117	37120
32x256x8s4k2	PASS	119	117	37120
32x256x8s4k4	PASS	119	117	37120
32x256x8s4k8	PASS	119	117	37120
32x256x8s4k16	PASS	119	117	37120
32x256x8s5k1	PASS	119	120	46400
32x256x8s5k2	PASS	119	120	46400
32x256x8s5k4	PASS	119	120	46400
32x256x8s5k8	PASS	119	120	46400
32x256x8s5k16	PASS	119	120	46400
32x256x16s2k1	PASS	140	128	37120
32x256x16s2k2	PASS	140	128	37120
32x256x16s2k4	PASS	140	128	37120
32x256x16s2k8	PASS	140	128	37120
32x256x16s2k16	PASS	140	128	37120
32x256x16s3k1	PASS	128	128	55680
32x256x16s3k2	PASS	128	128	55680
32x256x16s3k4	PASS	128	128	55680
32x256x16s3k8	PASS	128	128	55680
32x256x16s3k16	PASS	128	128	55680
32x256x16s4k1	PASS	128	128	74240
32x256x16s4k2	PASS	128	128	74240
32x256x16s4k4	PASS	128	128	74240
32x256x16s4k8	PASS	128	128	74240
32x256x16s4k16	PASS	128	128	74240
32x256x16s5k1	PASS	128	128	92800
32x256x16s5k2	PASS	128	128	92800
32x256x16s5k4	PASS	128	128	92800
32x256x16s5k8	PASS	128	128	92800
32x256x16s5k16	PASS	128	128	92800
32x256x32s2k1	PASS	249	253	74240
32x256x32s2k2	PASS	249	253	74240
32x256x32s2k4	PASS	249	253	74240
32x256x32s2k8	PASS	249	253	74240
32x256x32s2k16	PASS	249	253	74240
64x16x16s2k1	PASS	95	95	10496
64x16x16s2k2	PASS	95	95	10496
64x16x16s2k4	PASS	95	95	10496
64x16x16s2k8	PASS	95	95	10496
64x16x16s2k16	PASS	95	95	10496
64x16x16s3k1	PASS	95	96	15744
64x16x16s3k2	PASS	95	96	15744
64x16x16s3k4	PASS	95	96	15744
64x16x16s3k8	PASS	95	96	15744
64x16x16s3k16	PASS	95	96	15744
64x16x16s4k1	PASS	96	96	20992
64x16x16s4k2	PASS	96	96	20992
64x16x16s4k4	PASS	96	96	20992
64x16x16s4k8	PASS	96	96	20992
64x16x16s4k16	PASS	96	96	20992
64x16x16s5k1	PASS	96	96	26240
64x16x16s5k2	PASS	96	96	26240
64x16x16s5k4	PASS	96	96	26240
64x16x16s5k8	PASS	96	96	26240
64x16x16s5k16	PASS	96	96	26240
64x16x32s2k1	PASS	127	127	20992
64x16x32s2k2	PASS	127	127	20992
64x16x32s2k4	PASS	127	127	20992
64x16x32s2k8	PASS	127	127	20992
64x16x32s2k16	PASS	127	127	20992
64x16x32s3k1	PASS	128	128	31488
64x16x32s3k2	PASS	128	128	31488
64x16x32s3k4	PASS	128	128	31488
64x16x32s3k8	PASS	128	128	31488
64x16x32s3k16	PASS	128	128	31488
64x16x32s4k1	PASS	128	128	41984
64x16x32s4k2	PASS	128	128	41984
64x16x32s4k4	PASS	128	128	41984
64x16x32s4k8	PASS	128	128	41984
64x16x32s4k16	PASS	128	128	41984
64x16x32s5k1	PASS	128	128	52480
64x16x32s5k2	PASS	128	128	52480
64x16x32s5k4	PASS	128	128	52480
64x16x32s5k8	PASS	128	128	52480
64x16x32s5k16	PASS	128	128	52480
64x32x8s2k1	PASS	82	80	6272
64x32x8s2k2	PASS	82	80	6272
64x32x8s2k4	PASS	82	80	6272
64x32x8s2k8	PASS	82	80	6272
64x32x8s2k16	PASS	82	80	6272
64x32x8s3k1	PASS	86	83	9408
64x32x8s3k2	PASS	86	83	9408
64x32x8s3k4	PASS	86	83	9408
64x32x8s3k8	PASS	86	83	9408
64x32x8s3k16	PASS	86	83	9408
64x32x8s4k1	PASS	86	83	12544
64x32x8s4k2	PASS	86	83	12544
64x32x8s4k4	PASS	86	83	12544
64x32x8s4k8	PASS	86	83	12544
64x32x8s4k16	PASS	86	83	12544
64x32x8s5k1	PASS	82	88	15680
64x32x8s5k2	PASS	82	88	15680
64x32x8s5k4	PASS	82	88	15680
64x32x8s5k8	PASS	82	88	15680
64x32x8s5k16	PASS	82	88	15680
64x32x16s2k1	PASS	94	92	12544
64x32x16s2k2	PASS	94	92	12544
64x32x16s2k4	PASS	94	92	12544
64x32x16s2k8	PASS	94	92	12544
64x32x16s2k16	PASS	94	92	12544
64x32x16s3k1	PASS	93	92	18816
64x32x16s3k2	PASS	93	92	18816
64x32x16s3k4	PASS	93	92	18816
64x32x16s3k8	PASS	93	92	18816
64x32x16s3k16	PASS	93	92	18816
64x32x16s4k1	PASS	90	90	25088
64x32x16s4k2	PASS	90	90	25088
64x32x16s4k4	PASS	90	90	25088
64x32x16s4k8	PASS	90	90	25088
64x32x16s4k16	PASS	90	90	25088
64x32x16s5k1	PASS	90	90	31360
64x32x16s5k2	PASS	90	90	31360
64x32x16s5k4	PASS	90	90	31360
64x32x16s5k8	PASS	90	90	31360
64x32x16s5k16	PASS	90	90	31360
64x32x32s2k1	PASS	120	106	25088
64x32x32s2k2	PASS	120	106	25088
64x32x32s2k4	PASS	120	106	25088
64x32x32s2k8	PASS	120	106	25088
64x32x32s2k16	PASS	120	106	25088
64x32x32s3k1	PASS	118	110	37632
64x32x32s3k2	PASS	118	110	37632
64x32x32s3k4	PASS	118	110	37632
64x32x32s3k8	PASS	118	110	37632
64x32x32s3k16	PASS	118	110	37632
64x32x32s4k1	PASS	118	110	50176
64x32x32s4k2	PASS	118	110	50176
64x32x32s4k4	PASS	118	110	50176
64x32x32s4k8	PASS	118	110	50176
64x32x32s4k16	PASS	118	110	50176
64x32x32s5k1	PASS	120	108	62720
64x32x32s5k2	PASS	120	108	62720
64x32x32s5k4	PASS	120	108	62720
64x32x32s5k8	PASS	120	108	62720
64x32x32s5k16	PASS	120	108	62720
64x64x8s2k1	PASS	96	96	8320
64x64x8s2k2	PASS	96	96	8320
64x64x8s2k4	PASS	96	96	8320
64x64x8s2k8	PASS	96	96	8320
64x64x8s2k16	PASS	96	96	8320
64x64x8s3k1	PASS	96	96	12480
64x64x8s3k2	PASS	96	96	12480
64x64x8s3k4	PASS	96	96	12480
64x64x8s3k8	PASS	96	96	12480
64x64x8s3k16	PASS	96	96	12480
64x64x8s4k1	PASS	96	96	16640
64x64x8s4k2	PASS	96	96	16640
64x64x8s4k4	PASS	96	96	16640
64x64x8s4k8	PASS	96	96	16640
64x64x8s4k16	PASS	96	96	16640
64x64x8s5k1	PASS	96	96	20800
64x64x8s5k2	PASS	96	96	20800
64x64x8s5k4	PASS	96	96	20800
64x64x8s5k8	PASS	96	96	20800
64x64x8s5k16	PASS	96	96	20800
64x64x16s2k1	PASS	110	96	16640
64x64x16s2k2	PASS	110	96	16640
64x64x16s2k4	PASS	110	96	16640
64x64x16s2k8	PASS	110	96	16640
64x64x16s2k16	PASS	110	96	16640
64x64x16s3k1	PASS	108	96	24960
64x64x16s3k2	PASS	108	96	24960
64x64x16s3k4	PASS	108	96	24960
64x64x16s3k8	PASS	108	96	24960
64x64x16s3k16	PASS	108	96	24960
64x64x16s4k1	PASS	96	96	33280
64x64x16s4k2	PASS	96	96	33280
64x64x16s4k4	PASS	96	96	33280
64x64x16s4k8	PASS	96	96	33280
64x64x16s4k16	PASS	96	96	33280
64x64x16s5k1	PASS	96	96	41600
64x64x16s5k2	PASS	96	96	41600
64x64x16s5k4	PASS	96	96	41600
64x64x16s5k8	PASS	96	96	41600
64x64x16s5k16	PASS	96	96	41600
64x64x32s2k1	PASS	128	118	33280
64x64x32s2k2	PASS	128	118	33280
64x64x32s2k4	PASS	128	118	33280
64x64x32s2k8	PASS	128	118	33280
64x64x32s2k16	PASS	128	118	33280
64x64x32s3k1	PASS	128	118	49920
64x64x32s3k2	PASS	128	118	49920
64x64x32s3k4	PASS	128	118	49920
64x64x32s3k8	PASS	128	118	49920
64x64x32s3k16	PASS	128	118	49920
64x64x32s4k1	PASS	128	120	66560
64x64x32s4k2	PASS	128	120	66560
64x64x32s4k4	PASS	128	120	66560
64x64x32s4k8	PASS	128	120	66560
64x64x32s4k16	PASS	128	120	66560
64x64x32s5k1	PASS	128	122	83200
64x64x32s5k2	PASS	128	122	83200
64x64x32s5k4	PASS	128	122	83200
64x64x32s5k8	PASS	128	122	83200
64x64x32s5k16	PASS	128	122	83200
64x128x8s2k1	PASS	123	123	12416
64x128x8s2k2	PASS	123	123	12416
64x128x8s2k4	PASS	123	123	12416
64x128x8s2k8	PASS	123	123	12416
64x128x8s2k16	PASS	123	123	12416
64x128x8s3k1	PASS	119	124	18624
64x128x8s3k2	PASS	119	124	18624
64x128x8s3k4	PASS	119	124	18624
64x128x8s3k8	PASS	119	124	18624
64x128x8s3k16	PASS	119	124	18624
64x128x8s4k1	PASS	128	122	24832
64x128x8s4k2	PASS	128	122	24832
64x128x8s4k4	PASS	128	122	24832
64x128x8s4k8	PASS	128	122	24832
64x128x8s4k16	PASS	128	122	24832
64x128x8s5k1	PASS	128	122	31040
64x128x8s5k2	PASS	128	122	31040
64x128x8s5k4	PASS	128	122	31040
64x128x8s5k8	PASS	128	122	31040
64x128x8s5k16	PASS	128	122	31040
64x128x16s2k1	PASS	128	128	24832
64x128x16s2k2	PASS	128	128	24832
64x128x16s2k4	PASS	128	128	24832
64x128x16s2k8	PASS	128	128	24832
64x128x16s2k16	PASS	128	128	24832
64x128x16s3k1	PASS	128	128	37248
64x128x16s3k2	PASS	128	128	37248
64x128x16s3k4	PASS	128	128	37248
64x128x16s3k8	PASS	128	128	37248
64x128x16s3k16	PASS	128	128	37248
64x128x16s4k1	PASS	127	127	49664
64x128x16s4k2	PASS	127	127	49664
64x128x16s4k4	PASS	127	127	49664
64x128x16s4k8	PASS	127	127	49664
64x128x16s4k16	PASS	127	127	49664
64x128x16s5k1	PASS	127	127	62080
64x128x16s5k2	PASS	127	127	62080
64x128x16s5k4	PASS	127	127	62080
64x128x16s5k8	PASS	127	127	62080
64x128x16s5k16	PASS	127	127	62080
64x128x32s2k1	PASS	168	168	49664
64x128x32s2k2	PASS	168	168	49664
64x128x32s2k4	PASS	168	168	49664
64x128x32s2k8	PASS	168	168	49664
64x128x32s2k16	PASS	168	168	49664
64x128x32s3k1	PASS	196	198	74496
64x128x32s3k2	PASS	196	198	74496
64x128x32s3k4	PASS	196	198	74496
64x128x32s3k8	PASS	196	198	74496
64x128x32s3k16	PASS	196	198	74496
64x128x32s4k1	PASS	190	196	99328
64x128x32s4k2	PASS	190	196	99328
64x128x32s4k4	PASS	190	196	99328
64x128x32s4k8	PASS	190	196	99328
64x128x32s4k16	PASS	190	196	99328
64x256x8s2k1	PASS	167	168	20608
64x256x8s2k2	PASS	167	168	20608
64x256x8s2k4	PASS	167	168	20608
64x256x8s2k8	PASS	167	168	20608
64x256x8s2k16	PASS	167	168	20608
64x256x8s3k1	PASS	167	167	30912
64x256x8s3k2	PASS	167	167	30912
64x256x8s3k4	PASS	167	167	30912
64x256x8s3k8	PASS	167	167	30912
64x256x8s3k16	PASS	167	167	30912
64x256x8s4k1	PASS	167	167	41216
64x256x8s4k2	PASS	167	167	41216
64x256x8s4k4	PASS	167	167	41216
64x256x8s4k8	PASS	167	167	41216
64x256x8s4k16	PASS	167	167	41216
64x256x8s5k1	PASS	167	167	51520
64x256x8s5k2	PASS	167	167	51520
64x256x8s5k4	PASS	167	167	51520
64x256x8s5k8	PASS	167	167	51520
64x256x8s5k16	PASS	167	167	51520
64x256x16s2k1	PASS	168	168	41216
64x256x16s2k2	PASS	168	168	41216
64x256x16s2k4	PASS	168	168	41216
64x256x16s2k8	PASS	168	168	41216
64x256x16s2k16	PASS	168	168	41216
64x256x16s3k1	PASS	168	168	61824
64x256x16s3k2	PASS	168	168	61824
64x256x16s3k4	PASS	168	168	61824
64x256x16s3k8	PASS	168	168	61824
64x256x16s3k16	PASS	168	168	61824
64x256x16s4k1	PASS	168	168	82432
64x256x16s4k2	PASS	168	168	82432
64x256x16s4k4	PASS	168	168	82432
64x256x16s4k8	PASS	168	168	82432
64x256x16s4k16	PASS	168	168	82432
64x256x32s2k1	PASS	124	124	82432
64x256x32s2k2	PASS	124	124	82432
64x256x32s2k4	PASS	124	124	82432
64x256x32s2k8	PASS	124	124	82432
64x256x32s2k16	PASS	124	124	82432
128x16x16s2k1	PASS	96	96	18688
128x16x16s2k2	PASS	96	96	18688
128x16x16s2k4	PASS	96	96	18688
128x16x16s2k8	PASS	96	96	18688
128x16x16s2k16	PASS	96	96	18688
128x16x16s3k1	PASS	120	122	28032
