CG_PARAMETER s11=[1,2048]
CG_PARAMETER s14=[0,512]
CG_PARAMETER s61=[0,512]
CG_PARAMETER s65=[0,512]
CG_ROLES seq=s11 past=s14
RUNTIME_PROJECTION count=tasks stage=0
RUNTIME_PROJECTION count=longest stage=0
RUNTIME_PROJECTION count=tasks stage=1
RUNTIME_PROJECTION count=longest stage=1
RUNTIME_PROJECTION count=tasks stage=2
RUNTIME_PROJECTION count=longest stage=2
RUNTIME_PROJECTION count=tasks stage=3
RUNTIME_PROJECTION count=longest stage=3
RUNTIME_PROJECTION count=tasks stage=4
RUNTIME_PROJECTION count=longest stage=4
RUNTIME_PROJECTION count=tasks stage=5
RUNTIME_PROJECTION count=longest stage=5
RUNTIME_PROJECTION count=tasks stage=6
RUNTIME_PROJECTION count=longest stage=6
RUNTIME_PROJECTION count=tasks stage=7
RUNTIME_PROJECTION count=longest stage=7
RUNTIME_PROJECTION count=tasks stage=8
RUNTIME_PROJECTION count=longest stage=8
RUNTIME_PROJECTION count=tasks stage=9
RUNTIME_PROJECTION count=longest stage=9
RUNTIME_PROJECTION count=tasks stage=10
RUNTIME_PROJECTION count=longest stage=10
RUNTIME_PROJECTION count=tasks stage=11
RUNTIME_PROJECTION count=longest stage=11
RUNTIME_PROJECTION count=tasks stage=12
RUNTIME_PROJECTION count=longest stage=12
RUNTIME_PROJECTION count=tasks stage=13
RUNTIME_PROJECTION count=longest stage=13
RUNTIME_PROJECTION count=tasks stage=14
RUNTIME_PROJECTION count=longest stage=14
RUNTIME_PROJECTION count=tasks stage=15
RUNTIME_PROJECTION count=longest stage=15
RUNTIME_PROJECTION count=tasks stage=16
RUNTIME_PROJECTION count=longest stage=16
RUNTIME_PROJECTION count=tasks stage=17
RUNTIME_PROJECTION count=longest stage=17
RUNTIME_PROJECTION count=tasks stage=18
RUNTIME_PROJECTION count=longest stage=18
RUNTIME_PROJECTION count=tasks stage=19
RUNTIME_PROJECTION count=longest stage=19
RUNTIME_PROJECTION count=tasks stage=20
RUNTIME_PROJECTION count=longest stage=20
RUNTIME_PROJECTION count=tasks stage=21
RUNTIME_PROJECTION count=longest stage=21
RUNTIME_PROJECTION count=tasks stage=22
RUNTIME_PROJECTION count=longest stage=22
RUNTIME_PROJECTION count=tasks stage=23
RUNTIME_PROJECTION count=longest stage=23
RUNTIME_PROJECTION count=tasks stage=24
RUNTIME_PROJECTION count=longest stage=24
RUNTIME_PROJECTION count=tasks stage=25
RUNTIME_PROJECTION count=longest stage=25
RUNTIME_PROJECTION count=tasks stage=26
RUNTIME_PROJECTION count=longest stage=26
RUNTIME_PROJECTION count=tasks stage=27
RUNTIME_PROJECTION count=longest stage=27
RUNTIME_PROJECTION count=tasks stage=28
RUNTIME_PROJECTION count=longest stage=28
RUNTIME_PROJECTION count=tasks stage=29
RUNTIME_PROJECTION count=longest stage=29
RUNTIME_PROJECTION count=waits stage=0
RUNTIME_PROJECTION count=local_waits stage=0
RUNTIME_PROJECTION count=waits stage=1
RUNTIME_PROJECTION count=waits stage=2
RUNTIME_PROJECTION count=waits stage=4
RUNTIME_PROJECTION count=waits stage=5
RUNTIME_PROJECTION count=waits stage=8
RUNTIME_PROJECTION count=local_waits stage=8
RUNTIME_PROJECTION count=waits stage=9
RUNTIME_PROJECTION count=local_waits stage=9
RUNTIME_PROJECTION count=waits stage=10
