model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	cluster	load_lines	l1_ms	25	0.0014080000000000203	0.0011200000000000099	0.0022400000000000198	1.3070605478013073e-05
gqa2	4	cluster	load_lines	l2_ms	25	0.02579199999999998	0.02518400000000004	0.027775999999999967	1.3070605478013073e-05
gqa2	4	cluster	load_lines	ratio	25	0.07210714992159617	0.06987545422450592	0.07494198751369052	1.3070605478013073e-05
gqa2	4	cluster	load_lines	notify_ms	25	0.032416	0.031840000000000035	0.033248	1.3058831246722831e-05
gqa2	4	cluster	load_lines	wait_ms	25	0.0006080000000000529	0.0	0.0018239999999999923	0.015766093796757617
gqa2	4	cluster	load_lines	barrier_ms	25	-0.0009600000000000164	-0.0018560000000000243	0.0005120000000000124	0.18287582961442228
gqa2	4	cluster	load_lines	loop_ms	25	-0.009855999999999976	-0.011104000000000058	-0.008863999999999983	1.3070605478013073e-05
gqa2	4	cluster	load_lines	gap_ms	25	0.02438399999999996	0.023743999999999987	0.02527999999999997	1.3070605478013073e-05
gqa2	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	cluster	load_lines	l1_ms	25	0.0010240000000000249	0.0006399999999999739	0.0018559999999999688	0.0012423452791955581
gqa2	128	cluster	load_lines	l2_ms	25	0.039776000000000034	0.03894399999999998	0.040959999999999996	1.3058831246722831e-05
gqa2	128	cluster	load_lines	ratio	25	0.06337552085543208	0.06123622137371676	0.0655948786131677	1.3070605478013073e-05
gqa2	128	cluster	load_lines	notify_ms	25	0.03920000000000001	0.03798399999999991	0.04124799999999995	1.3058831246722831e-05
gqa2	128	cluster	load_lines	wait_ms	25	-0.0024959999999999427	-0.0040000000000000036	0.00031999999999998696	0.00513693793785796
gqa2	128	cluster	load_lines	barrier_ms	25	-0.0010240000000000249	-0.0036479999999999846	0.0008319999999999439	0.2939643686766881
gqa2	128	cluster	load_lines	loop_ms	25	0.0013439999999999008	-0.00044800000000000395	0.0031680000000000597	0.13533220456024592
gqa2	128	cluster	load_lines	gap_ms	25	0.03862399999999999	0.037728000000000095	0.039808000000000066	1.3070605478013073e-05
gqa2	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	4	cluster	load_lines	l1_ms	25	-0.0020480000000000498	-0.0031680000000000597	-0.00041599999999997195	0.001718898867927633
mha4	4	cluster	load_lines	l2_ms	25	0.041120000000000045	0.04032000000000002	0.04198399999999991	1.3058831246722831e-05
mha4	4	cluster	load_lines	ratio	25	0.06540144077971188	0.06348834038410711	0.06676652677800687	1.3070605478013073e-05
mha4	4	cluster	load_lines	notify_ms	25	0.06019200000000002	0.05878399999999995	0.06188799999999983	1.3070605478013073e-05
mha4	4	cluster	load_lines	wait_ms	25	-0.0006079999999999419	-0.0020160000000000178	0.0006399999999998629	0.3673421298344915
mha4	4	cluster	load_lines	barrier_ms	25	-0.0005759999999999099	-0.0015679999999999028	0.0009600000000000719	0.5360092697932004
mha4	4	cluster	load_lines	loop_ms	25	-0.017183999999999866	-0.01910400000000001	-0.016031999999999935	1.3070605478013073e-05
mha4	4	cluster	load_lines	gap_ms	25	0.043072	0.042271999999999976	0.043935999999999975	1.3070605478013073e-05
mha4	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	128	cluster	load_lines	l1_ms	25	-0.00038399999999993994	-0.0014719999999999178	0.0016000000000000458	0.9785339807274146
mha4	128	cluster	load_lines	l2_ms	25	0.11747200000000002	0.11696000000000017	0.11897599999999997	1.3070605478013073e-05
mha4	128	cluster	load_lines	ratio	25	0.09805690033921333	0.09591348817724121	0.09852176880025176	1.3070605478013073e-05
mha4	128	cluster	load_lines	notify_ms	25	0.1052160000000002	0.10127999999999981	0.11004799999999992	1.3058831246722831e-05
mha4	128	cluster	load_lines	wait_ms	25	0.0034560000000001256	0.0020160000000000178	0.006143999999999927	3.839296612173834e-05
mha4	128	cluster	load_lines	barrier_ms	25	0.0008320000000001659	-0.0011519999999998198	0.0029120000000000257	0.4758052714855558
mha4	128	cluster	load_lines	loop_ms	25	0.010591999999999713	0.005951999999999957	0.013279999999999959	0.00011923758448226715
mha4	128	cluster	load_lines	gap_ms	25	0.11875199999999997	0.11638400000000004	0.119232	1.3070605478013073e-05
mha4	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
