candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split1kappa1r1	balanced	ok	303960	128732	303960	520168	128	1
32x16x64s2split1kappa1r1	legacy_grid_stride	ok	303960	128732	303960	522284	128	1
32x16x64s2split1kappa1r1	rotate	ok	303960	128732	303960	522284	128	1
32x16x64s2split1kappa1r1	wavefront	ok	303960	128732	303960	522284	128	1
32x16x64s2split1kappa1r1	eft	ok	309417	128732	309417	614392	128	1
32x16x64s2split1kappa1r1	chain	ok	319123	128732	309009	632455	128	1
32x16x64s2split1kappa1r2	eft	ok	192872	128732	187263	411554	256	1
32x16x64s2split1kappa1r2	rotate	ok	198177	128732	165796	375716	256	1
32x16x64s2split1kappa1r2	wavefront	ok	198177	128732	196536	375716	256	1
32x16x64s2split1kappa1r2	chain	ok	205566	128732	170256	439483	256	1
32x16x64s2split1kappa1r2	legacy_grid_stride	ok	217564	128732	215923	399400	256	1
32x16x64s2split1kappa1r2	balanced	ok	300536	128732	179024	526334	256	1
32x16x64s2split1kappa1r3	rotate	ok	160199	128732	103303	336848	384	1
32x16x64s2split1kappa1r3	eft	ok	161789	128732	150030	345096	384	1
32x16x64s2split1kappa1r3	wavefront	ok	171109	128732	171109	365525	384	1
32x16x64s2split1kappa1r3	chain	ok	187814	128732	109299	391665	384	1
32x16x64s2split1kappa1r3	legacy_grid_stride	ok	216744	128732	216744	398579	384	1
32x16x64s2split1kappa1r3	balanced	ok	295184	128732	179024	515304	384	1
32x16x64s2split1kappa1r4	rotate	ok	135592	128732	94385	296591	512	1
32x16x64s2split1kappa1r4	wavefront	ok	135592	128732	133131	296591	512	1
32x16x64s2split1kappa1r4	eft	ok	135605	128732	135605	295894	512	1
32x16x64s2split1kappa1r4	chain	ok	151259	128732	90060.4	336182	512	1
32x16x64s2split1kappa1r4	legacy_grid_stride	ok	193753	128732	191291	362699	512	1
32x16x64s2split1kappa1r4	balanced	ok	294164	128732	135131	508224	512	1
32x16x64s2split1kappa1r5	eft	ok	135592	128732	135592	297656	640	1
32x16x64s2split1kappa1r5	wavefront	ok	135592	128732	133131	307945	640	1
32x16x64s2split1kappa1r5	rotate	ok	135592	128732	65643.1	312241	640	1
32x16x64s2split1kappa1r5	chain	ok	144279	128732	78053.9	323230	640	1
32x16x64s2split1kappa1r5	legacy_grid_stride	ok	193753	128732	191291	362699	640	1
32x16x64s2split1kappa1r5	balanced	ok	294164	128732	135131	508224	640	1
32x16x64s2split1kappa2r1	balanced	ok	303960	128732	303960	603942	128	2
