slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1312	0	2820	1856	1726	130	5988	rmsnorm	8	1312	89	2731	1856
1	2	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2132	996	9471	1344	1214	130	13943	gemm	0	2132	2395	8072	1344
2	5	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1240	0	1526	159	30	129	2925	rope	0	1240	0	1526	159
3	6	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1119	0	912	159	30	129	2190	kvappend	0	1119	0	912	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1633	0	8453	159	30	129	10245	attention	2	1633	52	8401	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2154	1110	9493	2281	2152	129	15038	gemm	0	2154	2868	7735	2281
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1241	0	2917	1848	1717	131	6006	rmsnorm	8	1241	89	2828	1848
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2177	1115	9962	1105	975	130	14359	gemm	0	2177	3399	7678	1105
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1273	0	6355	160	30	130	7788	elementwise	0	1273	0	6355	160
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2165	1102	18304	2352	2222	130	23923	gemm	0	2165	4457	14949	2352
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1249	0	2910	1843	1713	130	6002	rmsnorm	8	1249	89	2821	1843
11	17	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1103	9329	1782	1521	261	14372	gemm	0	2158	3041	7391	1782
12	20	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1237	0	1524	159	30	129	2920	rope	0	1237	0	1524	159
13	21	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1135	0	920	160	30	130	2215	kvappend	0	1135	0	920	160
14	23	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1628	0	8601	159	30	129	10388	attention	2	1628	52	8549	159
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2176	1098	9313	1557	1427	130	14144	gemm	0	2176	2649	7762	1557
