m	n	k	stages	split	kappa	residency	status	work_lb_ns	cp_lb_ns	priority_ns	estimated_work_ns	estimated_stage_cp_ns	register_seed	key	placement	simulated	makespan_ns	floor_ns	cp_ns	queue_lb_ns	nodes	grid	grouping_model	source
32	16	16	2	1	1	5	ok	3660.483490909091	0.0	141868.000001	41586688.0	141868.0	88	32x16x16s2k1_k1_r5	eft	1	216607.436276	141868	141868	141868	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k1_r5/eft.cu
32	16	32	2	1	1	5	ok	3660.483490909091	0.0	141868.000001	41586688.0	141868.0	88	32x16x32s2k1_k1_r5	eft	1	216607.436276	141868	141868	141868	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x32s2k1_k1_r5/eft.cu
32	16	16	2	1	1	5	ok	3660.483490909091	0.0	141868.000001	41586688.0	141868.0	88	32x16x16s2k1_k1_r5	rotate	1	219272.259878	141868	141868	85184	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k1_r5/rotate.cu
32	16	32	2	1	1	5	ok	3660.483490909091	0.0	141868.000001	41586688.0	141868.0	88	32x16x32s2k1_k1_r5	rotate	1	219272.259878	141868	141868	85184	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x32s2k1_k1_r5/rotate.cu
32	16	16	2	1	2	5	ok	3660.483490909091	0.0	141868.000002	41586688.0	141868.0	88	32x16x16s2k1_k2_r5	eft	1	219272.259878	141868	141868	141868	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k2_r5/eft.cu
32	16	16	2	1	2	5	ok	3660.483490909091	0.0	141868.000002	41586688.0	141868.0	88	32x16x16s2k1_k2_r5	rotate	1	219272.259878	141868	141868	85184	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k2_r5/rotate.cu
32	16	32	2	1	2	5	ok	3660.483490909091	0.0	141868.000002	41586688.0	141868.0	88	32x16x32s2k1_k2_r5	eft	1	219272.259878	141868	141868	141868	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x32s2k1_k2_r5/eft.cu
32	16	32	2	1	2	5	ok	3660.483490909091	0.0	141868.000002	41586688.0	141868.0	88	32x16x32s2k1_k2_r5	rotate	1	219272.259878	141868	141868	85184	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x32s2k1_k2_r5/rotate.cu
32	16	16	2	1	4	5	ok	3660.483490909091	0.0	141868.000004	41586688.0	141868.0	88	32x16x16s2k1_k4_r5	eft	1	219272.259878	141868	141868	141868	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k4_r5/eft.cu
32	16	16	2	1	4	5	ok	3660.483490909091	0.0	141868.000004	41586688.0	141868.0	88	32x16x16s2k1_k4_r5	rotate	1	219272.259878	141868	141868	85184	6400	640	projected_events_and_sigma_lifting	/root/TileMega/docs/experiments/JOINT/raw/gqa2_s128/plans/32x16x16s2k1_k4_r5/rotate.cu
