fusion_count	ctas_per_sm	shared	registers	task_refs	waits	task_ns	event_ns	total_ns	pairs
2	2	24576	212	224	516	290210.45966725075	81147.146742347162	371357.60640959791	l0.s05.rope:l0.s06.append,l1.s20.rope:l1.s21.append,
1	2	24576	212	228	520	290312.72384497791	84020.950407207143	374333.67425218504	l1.s20.rope:l1.s21.append,
1	2	24576	212	228	520	290312.72384497791	84020.950407207143	374333.67425218504	l0.s05.rope:l0.s06.append,
0	2	24576	212	232	524	290414.98802270507	86894.754072067124	377309.74209477217	
